證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,51.10,6.85,109,12.22,1.48,110/1
1102,亞泥,50.90,6.97,109,9.96,1.13,110/1
1103,嘉泥,22.40,6.25,109,7.80,0.57,110/1
1104,環泥,23.00,4.78,109,10.50,0.8,110/1
1108,幸福,13.55,5.17,109,15.57,1.24,110/1
1109,信大,25.70,5.84,109,7.34,1.13,110/1
1110,東泥,15.75,0.63,109,131.25,1.05,110/1
1201,味全,21.40,2.48,109,18.29,1.63,110/1
1203,味王,34.70,3.17,109,18.66,1.57,110/1
1210,大成,60.80,4.93,109,14.21,2.55,110/1
1213,大飲,0.00,0.0,108,-,0.97,110/1
1215,卜蜂,82.00,5.49,109,12.15,2.49,110/1
1216,統一,73.80,3.66,109,18.64,3.51,110/1
1217,愛之味,11.55,0.0,108,20.63,0.88,110/1
1218,泰山,29.10,4.81,109,15.90,1.97,110/1
1219,福壽,24.10,4.15,109,13.31,1.67,110/1
1220,台榮,16.70,5.99,109,12.95,1.22,110/1
1225,福懋油,46.10,3.04,109,20.22,2.88,110/1
1227,佳格,54.30,4.6,109,15.56,2.69,110/1
1229,聯華,51.10,5.28,109,15.77,2.02,110/1
1231,聯華食,65.90,3.95,109,15.62,2.85,110/1
1232,大統益,166.00,3.61,109,17.55,5.27,110/1
1233,天仁,34.95,2.29,109,47.88,2.12,110/1
1234,黑松,35.45,5.08,109,15.55,0.78,110/1
1235,興泰,33.35,4.5,109,49.04,0.84,110/1
1236,宏亞,15.85,1.26,109,36.02,1.04,110/1
1256,鮮活果汁-KY,440.00,2.73,109,15.43,5.28,110/1
1301,台塑,103.00,2.33,109,18.53,1.83,110/1
1303,南亞,83.30,2.88,109,15.60,1.8,110/1
1304,台聚,36.40,2.75,109,11.34,1.74,110/1
1305,華夏,37.20,6.18,109,9.59,1.95,110/1
1307,三芳,23.50,2.13,109,29.38,1.18,110/1
1308,亞聚,33.80,4.14,109,13.00,1.51,110/1
1309,台達化,44.00,6.82,109,6.69,2.2,110/1
1310,台苯,20.30,2.46,109,12.77,1.41,110/1
1312,國喬,29.70,0.34,109,4.56,0.9,110/1
1313,聯成,26.80,3.73,109,8.12,1.36,110/1
1314,中石化,13.65,2.2,108,33.29,0.63,110/1
1315,達新,77.90,10.27,109,1.91,0.87,110/1
1316,上曜,12.40,0.0,109,40.00,1.17,110/1
1319,東陽,34.70,2.31,109,29.66,0.94,110/1
1321,大洋,38.45,2.6,109,12.82,1.17,110/1
1323,永裕,34.65,4.62,109,11.18,1.48,110/1
1324,地球,11.20,2.68,109,160.00,0.87,110/1
1325,恆大,89.20,13.45,109,3.79,1.96,110/1
1326,台化,85.00,2.94,109,13.43,1.35,110/1
1337,再生-KY,8.05,0.0,108,-,0.38,110/1
1338,廣華-KY,66.30,5.28,109,13.15,0.86,110/1
1339,昭輝,39.10,5.12,109,27.34,0.82,110/1
1340,勝悅-KY,12.00,0.0,108,-,0.34,110/1
1341,富林-KY,79.60,7.54,109,11.26,2.93,110/1
1342,八貫,54.60,4.58,109,19.71,2.45,110/1
1402,遠東新,31.90,4.23,109,18.44,0.83,110/1
1409,新纖,22.50,4.89,109,10.32,1.18,110/1
1410,南染,34.65,2.6,109,36.09,1.97,110/1
1413,宏洲,11.15,0.0,109,-,1.41,110/1
1414,東和,17.75,1.41,109,40.34,1.23,110/1
1416,廣豐,11.05,4.52,109,-,0.58,110/1
1417,嘉裕,15.95,1.88,109,-,1.14,110/1
1418,東華,11.10,0.0,108,-,2.29,110/1
1419,新紡,41.10,2.43,109,29.57,1.34,110/1
1423,利華,22.45,8.02,109,7.41,1.03,110/1
1432,大魯閣,13.55,29.52,108,71.32,1.28,110/1
1434,福懋,32.55,3.07,109,23.59,0.88,110/1
1435,中福,19.60,0.0,108,-,2.98,110/1
1436,華友聯,39.85,5.02,109,16.89,1.37,110/1
1437,勤益控,25.65,2.73,109,11.35,0.81,110/1
1438,三地開發,30.15,0.0,108,-,2.77,110/1
1439,雋揚,24.40,0.0,109,-,0.98,110/1
1440,南紡,28.00,1.25,109,23.73,1.79,110/1
1441,大東,11.05,0.0,108,-,1.36,110/1
1442,名軒,19.00,2.63,109,51.35,1.25,110/1
1443,立益物流,17.55,0.0,108,-,1.96,110/1
1444,力麗,12.40,0.0,108,-,1.15,110/1
1445,大宇,12.05,1.66,109,-,1.0,110/1
1446,宏和,31.05,0.97,109,345.00,2.71,110/1
1447,力鵬,12.50,0.0,108,-,1.09,110/1
1449,佳和,15.65,0.0,108,-,1.33,110/1
1451,年興,20.90,2.87,109,-,0.54,110/1
1452,宏益,25.65,2.73,109,14.91,1.27,110/1
1453,大將,9.07,2.21,108,12.42,0.71,110/1
1454,台富,10.05,1.99,109,-,0.79,110/1
1455,集盛,23.35,1.28,109,22.89,1.79,110/1
1456,怡華,19.85,0.0,108,9.54,1.32,110/1
1457,宜進,18.25,8.22,109,5.38,0.87,110/1
1459,聯發,13.90,0.0,108,14.04,1.5,110/1
1460,宏遠,10.60,0.0,109,-,1.36,110/1
1463,強盛新,14.85,2.02,109,51.21,1.12,110/1
1464,得力,18.15,1.65,109,-,1.46,110/1
1465,偉全,12.90,2.33,109,-,0.79,110/1
1466,聚隆,17.95,0.0,108,21.12,1.23,110/1
1467,南緯,16.80,4.17,109,13.02,1.24,110/1
1468,昶和,12.20,0.0,109,36.97,1.59,110/1
1470,大統新創,16.35,2.57,109,56.38,1.49,110/1
1471,首利,10.25,0.0,109,3.33,1.47,110/1
1472,三洋實業,10.40,0.0,108,-,3.75,110/1
1473,台南,18.30,1.09,109,-,0.8,110/1
1474,弘裕,15.65,2.56,109,13.61,1.01,110/1
1475,業旺,38.30,0.0,108,159.58,6.0,110/1
1476,儒鴻,658.00,1.67,109,36.72,8.8,110/1
1477,聚陽,270.00,2.96,109,28.66,5.54,110/1
1503,士電,55.00,2.91,109,17.03,1.11,110/1
1504,東元,33.55,3.43,109,17.03,1.01,110/1
1506,正道,10.35,0.0,109,-,2.01,110/1
1507,永大,62.00,3.06,109,18.34,2.11,110/1
