證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,36.85,5.43,110,30.71,1.27,111/3
1102,亞泥,42.20,8.06,110,9.72,0.93,111/3
1103,嘉泥,18.55,3.5,110,-,0.56,111/3
1104,環泥,23.95,4.18,110,8.71,0.78,111/3
1108,幸福,11.60,5.17,110,11.84,1.02,111/3
1109,信大,16.30,9.2,110,9.37,0.72,111/3
1110,東泥,17.90,1.12,110,162.73,1.2,111/3
1201,味全,20.25,2.47,110,23.01,1.41,111/3
1203,味王,36.40,3.02,110,13.84,1.61,111/3
1210,大成,46.35,4.31,110,19.81,1.89,111/3
1213,大飲,7.05,0.0,110,-,1.05,111/3
1215,卜蜂,79.40,5.04,110,15.75,2.76,111/3
1216,統一,66.60,4.05,110,21.01,3.09,111/3
1217,愛之味,11.05,2.71,110,24.56,0.83,111/3
1218,泰山,30.00,3.33,110,25.21,2.1,111/3
1219,福壽,19.75,5.57,110,17.03,1.46,111/3
1220,台榮,15.55,6.43,110,43.19,1.24,111/3
1225,福懋油,57.90,2.76,110,27.31,3.68,111/3
1227,佳格,41.60,4.57,110,25.84,2.18,111/3
1229,聯華,54.40,4.23,110,21.50,2.26,111/3
1231,聯華食,83.30,3.12,110,21.30,3.83,111/3
1232,大統益,146.00,4.11,110,17.59,4.79,111/3
1233,天仁,32.35,2.47,110,58.82,2.06,111/3
1234,黑松,33.65,5.05,110,14.20,0.74,111/3
1235,興泰,68.00,5.59,110,50.37,2.31,111/3
1236,宏亞,23.90,2.09,110,6.49,0.88,111/3
1256,鮮活果汁-KY,303.50,4.28,110,29.67,2.82,111/3
1301,台塑,89.10,9.2,110,9.39,1.54,111/3
1303,南亞,74.40,10.08,110,11.75,1.53,111/3
1304,台聚,23.80,9.24,110,9.60,1.05,111/3
1305,華夏,26.70,9.36,110,54.49,1.65,111/3
1307,三芳,20.90,2.39,110,17.56,0.96,111/3
1308,亞聚,28.05,10.7,110,7.97,1.2,111/3
1309,台達化,22.30,11.21,110,9.78,1.23,111/3
1310,台苯,13.75,1.09,110,-,1.08,111/3
1312,國喬,19.30,10.36,110,28.38,0.53,111/3
1313,聯成,14.80,6.76,110,-,0.73,111/3
1314,中石化,10.10,3.96,110,36.07,0.48,111/3
1315,達新,70.70,6.36,110,9.58,0.65,111/3
1316,上曜,12.10,0.0,110,18.06,0.92,111/3
1319,東陽,43.50,1.95,110,12.91,1.11,111/3
