證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,41.10,4.87,110,14.32,1.21,111/1
1102,亞泥,44.05,7.72,110,10.85,0.95,111/1
1103,嘉泥,17.75,3.66,110,16.28,0.45,111/1
1104,環泥,22.35,4.47,110,10.49,0.72,111/1
1108,幸福,10.55,5.69,110,16.23,0.96,111/1
1109,信大,19.65,7.63,110,10.08,0.83,111/1
1110,東泥,18.75,1.07,110,69.44,1.23,111/1
1201,味全,20.55,2.43,110,19.95,1.48,111/1
1203,味王,33.15,3.32,110,17.18,1.44,111/1
1210,大成,47.50,4.21,110,23.40,1.95,111/1
1213,大飲,7.88,0.0,110,-,1.08,111/1
1215,卜蜂,76.40,5.24,110,15.79,2.44,111/1
1216,統一,69.30,3.9,110,21.06,3.17,111/1
1217,愛之味,10.85,2.76,110,29.32,0.79,111/1
1218,泰山,35.65,2.81,110,30.47,2.61,111/1
1219,福壽,20.20,5.45,110,22.44,1.41,111/1
1220,台榮,17.05,5.87,110,20.54,1.26,111/1
1225,福懋油,50.10,3.19,110,23.97,3.0,111/1
1227,佳格,45.25,4.2,110,18.55,2.22,111/1
1229,聯華,54.90,4.19,110,18.74,1.97,111/1
1231,聯華食,76.30,3.41,110,18.17,3.22,111/1
1232,大統益,152.00,3.95,110,19.77,4.55,111/1
1233,天仁,34.00,2.35,110,69.39,2.06,111/1
1234,黑松,34.30,4.96,110,17.50,0.75,111/1
1235,興泰,58.10,6.54,110,49.24,1.47,111/1
1236,宏亞,26.45,1.89,110,8.59,1.12,111/1
1256,鮮活果汁-KY,276.00,4.71,110,16.86,2.44,111/1
1301,台塑,84.90,9.66,110,7.41,1.26,111/1
1303,南亞,63.60,11.79,110,6.41,1.15,111/1
1304,台聚,23.95,9.19,110,5.73,0.97,111/1
1305,華夏,27.25,9.17,110,7.57,1.36,111/1
1307,三芳,19.60,2.55,110,392.00,1.0,111/1
1308,亞聚,27.55,10.89,110,5.89,1.04,111/1
1309,台達化,26.80,9.33,110,6.26,1.27,111/1
1310,台苯,13.45,1.12,110,-,0.98,111/1
1312,國喬,21.40,9.35,110,4.37,0.56,111/1
1313,聯成,14.60,6.85,110,10.43,0.63,111/1
1314,中石化,9.18,4.36,110,13.30,0.43,111/1
1315,達新,71.80,6.27,110,125.96,0.59,111/1
1316,上曜,16.20,0.0,110,-,1.44,111/1
1319,東陽,48.65,1.75,110,38.92,1.3,111/1
1321,大洋,31.50,2.22,110,126.00,1.05,111/1
1323,永裕,33.60,4.76,110,10.87,1.32,111/1
1324,地球,10.50,1.9,110,525.00,0.83,111/1
1325,恆大,28.15,7.1,110,19.15,0.81,111/1
1326,台化,69.50,6.91,110,12.89,1.01,111/1
1337,再生-KY,6.02,0.0,110,-,0.3,111/1
1338,廣華-KY,58.40,4.28,110,13.61,0.73,111/1
1339,昭輝,39.35,5.08,110,15.19,0.85,111/1
1340,勝悅-KY,10.00,0.0,110,-,0.3,111/1
1341,富林-KY,67.30,8.92,110,12.82,2.45,111/1
1342,八貫,64.80,4.63,110,13.82,2.65,111/1
1402,遠東新,31.50,4.76,110,17.31,0.79,111/1
1409,新纖,17.65,7.93,110,7.03,0.81,111/1
1410,南染,34.60,3.76,110,29.83,2.07,111/1
1413,宏洲,9.62,0.0,110,8.75,1.07,111/1
1414,東和,16.75,3.22,110,25.00,1.14,111/1
1416,廣豐,10.30,4.85,110,21.91,0.53,111/1
1417,嘉裕,10.40,3.37,110,"1,040.00",0.72,111/1
1418,東華,16.50,0.0,110,-,0.76,111/1
1419,新紡,41.05,2.44,110,6.79,1.05,111/1
1423,利華,19.45,3.86,110,16.91,0.85,111/1
1432,大魯閣,11.95,0.0,110,-,1.37,111/1
1434,福懋,26.15,3.82,110,20.75,0.7,111/1
1435,中福,59.50,0.0,110,58.91,6.04,111/1
1436,華友聯,62.30,6.68,110,16.84,2.01,111/1
1437,勤益控,23.55,3.82,110,11.78,0.71,111/1
1438,三地開發,33.10,0.0,110,68.96,2.12,111/1
1439,雋揚,19.10,1.05,110,13.84,0.76,111/1
1440,南紡,18.50,4.32,110,11.94,1.11,111/1
1441,大東,7.95,0.0,110,-,1.06,111/1
1442,名軒,22.00,5.45,110,17.05,1.38,111/1
1443,立益物流,15.90,0.0,110,7.79,1.45,111/1
1444,力麗,10.05,2.99,110,11.42,0.86,111/1
1445,大宇,15.20,0.0,110,-,1.22,111/1
1446,宏和,32.10,0.93,110,-,2.89,111/1
1447,力鵬,7.73,0.0,110,28.63,0.67,111/1
1449,佳和,9.28,0.0,110,6.68,0.73,111/1
1451,年興,20.90,4.78,110,11.42,0.55,111/1
1452,宏益,18.45,10.84,110,9.13,0.84,111/1
1453,大將,18.90,1.59,110,14.10,1.34,111/1
1454,台富,12.95,3.86,110,86.33,0.97,111/1
1455,集盛,11.20,7.14,110,9.66,0.81,111/1
1456,怡華,16.70,8.98,110,5.32,0.92,111/1
1457,宜進,16.80,5.95,110,3.43,0.72,111/1
1459,聯發,9.50,2.11,110,5.28,0.85,111/1
1460,宏遠,7.28,0.0,110,-,0.75,111/1
1463,強盛新,13.75,2.91,110,41.67,1.03,111/1
1464,得力,12.90,1.94,110,24.34,1.01,111/1
1465,偉全,12.60,2.38,110,-,0.81,111/1
1466,聚隆,11.40,8.77,110,6.95,0.7,111/1
1467,南緯,13.75,0.0,110,-,1.02,111/1
1468,昶和,12.80,0.0,110,-,1.73,111/1
1470,大統新創,20.70,3.86,110,20.70,1.84,111/1
1471,首利,7.65,0.0,110,-,1.11,111/1
1472,三洋實業,23.60,0.0,110,-,2.75,111/1
1473,台南,19.60,0.51,110,-,0.89,111/1
1474,弘裕,11.40,4.39,110,11.18,0.68,111/1
1475,業旺,59.90,0.0,110,27.60,5.13,111/1
1476,儒鴻,430.50,2.79,110,21.17,5.11,111/1
1477,聚陽,145.50,6.53,110,12.15,2.83,111/1
1503,士電,60.80,2.96,110,16.94,1.15,111/1
1504,東元,28.60,4.72,110,14.16,0.8,111/1
1506,正道,15.95,0.0,110,46.91,2.69,111/1
1512,瑞利,3.06,0.0,110,-,7.46,111/1
1513,中興電,55.00,5.09,110,13.48,2.1,111/1
1514,亞力,31.30,3.99,110,17.99,1.93,111/1
1515,力山,29.85,10.05,110,8.00,1.48,111/1
1516,川飛,21.10,7.35,110,9.95,1.59,111/1
1517,利奇,21.60,3.7,110,9.64,1.25,111/1
1519,華城,35.55,2.81,110,33.86,2.82,111/1
1521,大億,34.25,1.75,110,32.01,1.48,111/1
1522,堤維西,31.00,1.61,110,27.19,1.28,111/1
1524,耿鼎,20.85,1.44,110,34.75,1.53,111/1
1525,江申,59.70,3.52,110,15.63,0.94,111/1
1526,日馳,42.90,6.06,110,8.58,1.85,111/1
1527,鑽全,41.75,5.75,110,10.99,1.29,111/1
1528,恩德,9.27,1.08,110,7.86,0.8,111/1
1529,樂事綠能,17.65,5.1,110,21.01,1.46,111/1
1530,亞崴,29.85,5.03,110,16.96,0.92,111/1
1531,高林股,13.40,5.22,110,11.26,0.65,111/1
1532,勤美,30.80,6.85,110,8.37,0.86,111/1
1533,車王電,60.50,0.5,110,61.11,2.3,111/1
1535,中宇,41.45,6.27,110,12.12,1.51,111/1
1536,和大,66.80,2.05,110,59.64,2.15,111/1
1537,廣隆,136.00,5.15,110,17.13,2.72,111/1
1538,正峰,5.70,0.0,110,-,6.79,111/1
1539,巨庭,27.60,2.9,110,10.18,1.26,111/1
1540,喬福,15.30,1.96,110,153.00,0.99,111/1
1541,錩泰,37.30,6.7,110,7.52,1.68,111/1
1558,伸興,137.50,6.18,110,23.38,1.62,111/1
1560,中砂,133.00,2.11,110,22.62,3.73,111/1
1568,倉佑,28.30,1.06,110,38.24,1.91,111/1
1582,信錦,60.10,8.82,110,47.32,1.26,111/1
1583,程泰,58.70,4.26,110,17.57,1.26,111/1
1587,吉茂,24.65,4.06,110,15.50,1.32,111/1
1589,永冠-KY,57.40,1.05,110,-,0.71,111/1
1590,亞德客-KY,964.00,1.38,110,28.90,5.47,111/1
1597,直得,73.30,3.41,110,18.79,2.63,111/1
1598,岱宇,40.65,6.17,110,39.09,1.37,111/1
1603,華電,27.55,1.81,110,17.55,0.74,111/1
1604,聲寶,25.20,10.71,110,5.51,1.07,111/1
1605,華新,33.45,4.78,110,6.91,1.04,111/1
1608,華榮,14.30,10.49,110,14.30,0.79,111/1
