證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,34.30,5.83,110,28.58,1.18,111/3
1102,亞泥,41.55,8.18,110,9.57,0.91,111/3
1103,嘉泥,17.65,3.68,110,-,0.54,111/3
1104,環泥,22.30,4.48,110,8.11,0.72,111/3
1108,幸福,10.80,5.56,110,11.02,0.95,111/3
1109,信大,15.65,9.58,110,8.99,0.69,111/3
1110,東泥,18.10,1.1,110,164.55,1.22,111/3
1201,味全,19.10,2.62,110,21.70,1.33,111/3
1203,味王,34.95,3.15,110,13.29,1.54,111/3
1210,大成,45.35,4.41,110,19.38,1.85,111/3
1213,大飲,6.83,0.0,110,-,1.02,111/3
1215,卜蜂,78.10,5.12,110,15.50,2.71,111/3
1216,統一,66.20,4.08,110,20.88,3.07,111/3
1217,愛之味,10.80,2.78,110,24.00,0.81,111/3
1218,泰山,32.25,3.1,110,27.10,2.26,111/3
1219,福壽,18.95,5.8,110,16.34,1.4,111/3
1220,台榮,15.20,6.58,110,42.22,1.21,111/3
1225,福懋油,56.20,2.85,110,26.51,3.58,111/3
1227,佳格,39.95,4.76,110,24.81,2.09,111/3
1229,聯華,49.45,4.65,110,19.55,2.06,111/3
1231,聯華食,73.70,3.53,110,18.85,3.39,111/3
1232,大統益,140.00,4.29,110,16.87,4.59,111/3
1233,天仁,32.35,2.47,110,58.82,2.06,111/3
1234,黑松,32.65,5.21,110,13.78,0.72,111/3
1235,興泰,68.10,5.58,110,50.44,2.31,111/3
1236,宏亞,21.40,2.34,110,5.82,0.79,111/3
1256,鮮活果汁-KY,270.00,4.81,110,26.39,2.51,111/3
1301,台塑,87.20,9.4,110,9.19,1.51,111/3
1303,南亞,71.70,10.46,110,11.33,1.48,111/3
1304,台聚,22.20,9.91,110,8.95,0.98,111/3
1305,華夏,26.55,9.42,110,54.18,1.64,111/3
1307,三芳,20.90,2.39,110,17.56,0.96,111/3
1308,亞聚,28.75,10.43,110,8.17,1.23,111/3
1309,台達化,22.20,11.26,110,9.74,1.22,111/3
1310,台苯,13.65,1.1,110,-,1.07,111/3
1312,國喬,19.20,10.42,110,28.24,0.53,111/3
1313,聯成,13.85,7.22,110,-,0.68,111/3
1314,中石化,10.00,4.0,110,35.71,0.47,111/3
1315,達新,71.10,6.33,110,9.63,0.65,111/3
1316,上曜,11.90,0.0,110,17.76,0.9,111/3
1319,東陽,42.10,2.02,110,12.49,1.07,111/3
1321,大洋,33.00,2.12,110,122.22,1.21,111/3
1323,永裕,32.95,4.86,110,15.05,1.25,111/3
1324,地球,10.80,1.85,110,270.00,0.87,111/3
1325,恆大,28.10,7.12,110,65.35,0.86,111/3
1326,台化,70.80,6.78,110,22.48,1.21,111/3
1337,再生-KY,7.13,0.0,110,-,0.38,111/3
1338,廣華-KY,43.70,5.72,110,13.16,0.56,111/3
1339,昭輝,41.30,4.84,110,6.35,0.82,111/3
