證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,34.35,1.46,111,28.16,1.18,112/2
1102,亞泥,39.60,5.81,111,11.82,0.87,112/2
1103,嘉泥,18.55,2.7,111,37.86,0.53,112/2
1104,環泥,28.05,6.42,111,9.81,0.84,112/2
1108,幸福,15.00,5.33,111,8.82,1.26,112/2
1109,信大,17.95,4.46,111,9.02,0.79,112/2
1110,東泥,18.70,0.53,111,38.16,1.21,112/2
1201,味全,18.80,1.28,111,43.72,1.32,112/2
1203,味王,40.00,2.75,111,15.50,1.74,112/2
1210,大成,54.60,2.75,111,15.60,2.15,112/2
1213,大飲,6.58,0.0,111,-,1.22,112/2
1215,卜蜂,96.10,3.64,111,16.07,3.34,112/2
1216,統一,70.20,4.49,111,20.71,3.38,112/2
1217,愛之味,12.25,3.27,111,18.28,0.88,112/2
1218,泰山,23.65,2.41,111,2.21,0.97,112/2
1219,福壽,20.15,3.97,111,53.03,1.49,112/2
1220,台榮,14.20,1.41,111,109.23,1.13,112/2
1225,福懋油,52.50,3.81,111,93.75,3.54,112/2
1227,佳格,37.85,3.41,111,29.34,2.06,112/2
1229,聯華,60.30,3.32,111,24.92,2.26,112/2
1231,聯華食,85.40,3.04,111,23.14,3.74,112/2
1232,大統益,142.50,4.21,111,23.32,4.75,112/2
1233,天仁,35.70,2.38,111,35.00,2.25,112/2
1234,黑松,38.40,4.69,111,15.80,0.86,112/2
1235,興泰,77.00,2.86,111,18.83,1.63,112/2
1236,宏亞,21.45,4.66,111,93.26,0.91,112/2
1256,鮮活果汁-KY,270.00,2.41,111,16.89,2.55,112/2
1301,台塑,81.30,5.17,111,271.00,1.51,112/2
1303,南亞,67.40,4.45,111,118.25,1.52,112/2
1304,台聚,21.10,3.32,111,37.68,0.97,112/2
1305,華夏,24.90,1.2,111,-,1.52,112/2
1307,三芳,27.10,2.95,111,19.64,1.26,112/2
1308,亞聚,25.30,4.74,111,17.57,1.1,112/2
1309,台達化,17.45,2.87,111,-,1.01,112/2
1310,台苯,15.35,1.3,111,-,1.3,112/2
1312,國喬,16.85,2.97,111,-,0.5,112/2
1313,聯成,15.30,1.31,111,-,0.72,112/2
1314,中石化,9.46,0.0,111,-,0.46,112/2
1315,達新,71.30,8.42,111,8.70,0.62,112/2
1316,上曜,10.65,6.57,111,177.50,0.89,112/2
1319,東陽,67.40,3.71,111,17.42,1.69,112/2
1321,大洋,35.25,0.0,111,66.51,1.36,112/2
1323,永裕,31.70,3.47,111,18.22,1.22,112/2
1324,地球,13.30,1.5,111,41.56,1.05,112/2
1325,恆大,22.60,2.21,111,66.47,0.7,112/2
1326,台化,63.40,1.5,111,-,1.13,112/2
1337,再生-KY,7.39,0.0,111,-,0.43,112/2
1338,廣華-KY,36.10,5.54,111,-,0.5,112/2
1339,昭輝,44.25,6.78,111,9.66,0.9,112/2
1340,勝悅-KY,11.95,0.0,111,-,0.42,112/2
1341,富林-KY,67.50,9.07,111,12.83,2.8,112/2
1342,八貫,116.00,4.63,111,15.93,4.22,112/2
1402,遠東新,28.40,4.75,111,25.13,0.72,112/2
1409,新纖,15.10,6.62,111,17.76,0.69,112/2
1410,南染,37.50,2.13,111,51.37,2.21,112/2
1413,宏洲,8.25,0.0,111,-,0.94,112/2
1414,東和,17.70,1.81,111,88.50,1.26,112/2
1416,廣豐,10.30,4.85,111,30.29,0.52,112/2
1417,嘉裕,13.40,2.76,111,21.97,0.96,112/2
1418,東華,23.50,0.0,111,53.41,1.08,112/2
1419,新紡,42.70,3.51,111,20.53,1.08,112/2
1423,利華,23.60,0.85,111,53.64,1.07,112/2
1432,大魯閣,16.75,0.0,111,25.00,1.92,112/2
1434,福懋,25.55,5.87,111,31.54,0.78,112/2
1436,華友聯,66.50,7.73,111,12.22,2.36,112/2
1437,勤益控,28.25,2.83,111,11.87,0.78,112/2
1438,三地開發,30.55,3.27,111,-,1.46,112/2
1439,雋揚,22.80,1.32,111,14.52,0.87,112/2
1440,南紡,14.85,2.36,111,-,0.91,112/2
1441,大東,13.25,0.0,111,-,1.7,112/2
1442,名軒,34.90,4.58,111,16.86,2.25,112/2
1443,立益物流,28.15,0.0,111,23.26,2.06,112/2
1444,力麗,10.70,3.74,111,-,0.93,112/2
1445,大宇,21.05,0.48,111,42.10,1.59,112/2
1446,宏和,37.70,0.53,111,-,3.73,112/2
1447,力鵬,7.63,0.0,111,-,0.69,112/2
1449,佳和,20.95,1.43,111,83.80,1.04,112/2
1451,年興,19.20,10.42,111,-,0.55,112/2
1452,宏益,16.55,4.83,111,78.81,0.84,112/2
1453,大將,13.05,2.3,111,108.75,0.98,112/2
1454,台富,17.95,1.39,111,81.59,1.37,112/2
1455,集盛,9.63,1.04,111,-,0.81,112/2
1456,怡華,16.05,0.0,111,24.32,0.95,112/2
1457,宜進,17.55,5.7,111,135.00,0.8,112/2
1459,聯發,9.57,0.0,111,-,1.09,112/2
1460,宏遠,7.80,0.0,111,22.29,0.76,112/2
1463,強盛新,15.45,2.59,111,19.31,1.16,112/2
1464,得力,13.85,7.22,111,32.21,1.05,112/2
1465,偉全,13.10,6.49,111,15.60,0.83,112/2
1466,聚隆,11.20,0.0,111,-,0.84,112/2
1467,南緯,11.65,0.0,111,-,0.98,112/2
1468,昶和,13.35,0.0,111,267.00,1.78,112/2
1470,大統新創,19.25,2.34,111,29.62,1.68,112/2
1471,首利,19.80,0.0,111,-,2.06,112/2
1472,三洋實業,43.50,0.0,111,44.85,1.35,112/2
1473,台南,25.10,3.98,111,13.72,1.03,112/2
1474,弘裕,11.45,3.49,111,-,0.75,112/2
1475,業旺,52.50,0.95,111,11.46,3.05,112/2
1476,儒鴻,510.00,3.33,111,27.01,6.14,112/2
1477,聚陽,340.00,4.26,111,22.59,6.02,112/2
1503,士電,119.50,1.67,111,28.05,1.93,112/2
1504,東元,47.70,3.14,111,17.22,1.23,112/2
1506,正道,17.20,0.0,111,46.49,1.93,112/2
1512,瑞利,12.40,0.0,111,-,3.32,112/2
1513,中興電,108.50,3.05,111,38.75,3.59,112/2
1514,亞力,48.50,2.68,111,21.46,2.94,112/2
