證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,48.35,6.97,109,11.88,1.37,110/2
1102,亞泥,44.30,7.81,109,8.77,1.05,110/2
1103,嘉泥,20.20,6.93,109,8.42,0.5,110/2
1104,環泥,20.60,5.34,109,10.35,0.7,110/2
1108,幸福,11.85,5.91,109,16.01,1.06,110/2
1109,信大,20.95,7.16,109,6.33,0.91,110/2
1110,東泥,18.95,0.53,109,126.33,1.26,110/2
1201,味全,22.70,2.33,109,18.76,1.71,110/2
1203,味王,32.70,3.36,109,16.77,1.45,110/2
1210,大成,53.70,5.59,109,14.40,2.23,110/2
1213,大飲,0.00,0.0,109,-,0.92,110/2
1215,卜蜂,80.00,5.63,109,12.35,2.78,110/2
1216,統一,67.20,4.02,109,17.78,3.54,110/2
1217,愛之味,10.25,0.0,109,14.86,0.77,110/2
1218,泰山,27.65,5.06,109,16.86,1.83,110/2
1219,福壽,21.70,4.61,109,12.54,1.49,110/2
1220,台榮,16.10,6.21,109,12.20,1.15,110/2
1225,福懋油,51.50,2.72,109,21.02,3.13,110/2
1227,佳格,52.10,4.8,109,15.74,2.81,110/2
1229,聯華,55.50,4.86,109,15.37,2.13,110/2
1231,聯華食,67.20,3.87,109,15.59,3.01,110/2
1232,大統益,158.50,3.79,109,19.24,5.65,110/3
1233,天仁,33.45,2.39,109,66.90,2.13,110/2
1234,黑松,34.80,5.17,109,15.54,0.76,110/2
1235,興泰,43.75,3.43,109,104.17,1.21,110/2
1236,宏亞,14.15,1.41,109,56.60,0.99,110/2
1256,鮮活果汁-KY,371.50,3.23,109,12.71,4.78,110/2
1301,台塑,111.00,2.16,109,12.56,1.97,110/2
1303,南亞,87.90,2.73,109,11.03,1.9,110/2
1304,台聚,35.40,2.82,109,8.53,1.66,110/2
1305,華夏,37.40,6.15,109,7.53,2.04,110/2
1307,三芳,21.60,2.31,109,18.95,1.1,110/2
1308,亞聚,39.80,3.52,109,10.47,1.53,110/2
1309,台達化,35.15,8.53,109,4.88,1.59,110/2
1310,台苯,18.15,2.75,109,10.14,1.21,110/2
1312,國喬,26.55,0.38,109,3.51,0.77,110/2
1313,聯成,23.35,4.28,109,6.33,1.12,110/2
1314,中石化,12.15,0.0,109,16.64,0.55,110/2
1315,達新,61.40,13.03,109,-,0.69,110/2
1316,上曜,15.10,0.0,109,29.61,1.43,110/2
1319,東陽,33.85,2.36,109,23.67,0.93,110/2
1321,大洋,33.40,2.99,109,15.39,1.04,110/2
1323,永裕,35.15,4.55,109,11.72,1.45,110/2
1324,地球,11.10,2.7,109,158.57,0.86,110/2
1325,恆大,40.70,29.48,109,2.26,1.16,110/2
1326,台化,81.10,3.08,109,9.82,1.3,110/2
1337,再生-KY,7.36,0.0,109,-,0.36,110/2
1338,廣華-KY,49.45,7.08,109,9.85,0.64,110/2
1339,昭輝,34.35,5.82,109,20.82,0.75,110/2
1340,勝悅-KY,10.60,0.0,109,-,0.31,110/2
1341,富林-KY,69.50,8.63,109,8.49,3.12,110/2
1342,八貫,52.00,4.81,109,16.35,2.53,110/2
1402,遠東新,29.45,4.58,109,14.87,0.78,110/2
1409,新纖,18.90,5.82,109,9.55,0.95,110/2
1410,南染,35.90,2.51,109,31.49,2.07,110/2
1413,宏洲,10.05,0.0,109,-,1.24,110/2
1414,東和,17.00,1.47,109,34.00,1.17,110/2
1416,廣豐,11.25,4.44,109,-,0.59,110/2
1417,嘉裕,13.50,2.22,109,-,0.93,110/2
1418,東華,10.85,0.0,109,-,2.76,110/2
1419,新紡,41.30,2.42,109,28.48,1.3,110/2
1423,利華,17.85,10.08,109,4.06,0.75,110/2
1432,大魯閣,13.00,0.0,109,-,1.39,110/2
1434,福懋,30.30,3.3,109,32.23,0.79,110/2
1435,中福,24.10,0.0,109,-,3.16,110/2
1436,華友聯,50.40,3.97,109,8.81,1.54,110/2
1437,勤益控,24.95,2.81,109,11.14,0.78,110/2
1438,三地開發,32.90,0.0,109,-,3.04,110/2
1439,雋揚,21.95,0.0,109,-,0.9,110/2
1440,南紡,22.60,1.55,109,11.89,1.4,110/2
1441,大東,9.33,0.0,109,-,1.16,110/2
1442,名軒,26.75,1.87,109,34.74,1.77,110/2
1443,立益物流,15.50,0.0,109,46.97,1.6,110/2
1444,力麗,11.45,0.0,109,381.67,1.03,110/2
1445,大宇,13.45,1.49,109,-,1.09,110/2
1446,宏和,31.15,0.96,109,107.41,2.67,110/2
1447,力鵬,10.45,0.0,109,43.54,0.87,110/2
1449,佳和,15.10,0.0,109,17.36,1.15,110/2
1451,年興,21.05,2.85,109,105.25,0.54,110/2
1452,宏益,23.65,2.96,109,8.79,1.11,110/2
1453,大將,8.65,0.0,109,27.90,0.68,110/2
1454,台富,9.99,2.0,109,-,0.79,110/2
1455,集盛,17.05,1.76,109,7.26,1.21,110/2
1456,怡華,22.15,0.0,109,4.90,1.28,110/2
1457,宜進,17.35,8.65,109,12.13,0.85,110/2
1459,聯發,12.30,0.0,109,10.70,1.25,110/2
1460,宏遠,9.85,0.0,109,-,0.99,110/2
