證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,47.45,7.1,109,13.91,1.49,110/3
1102,亞泥,45.70,7.57,109,10.48,1.07,110/3
1103,嘉泥,20.65,6.78,109,7.27,0.51,110/3
1104,環泥,21.70,5.07,109,12.84,0.75,110/3
1108,幸福,11.40,6.14,109,19.66,1.02,110/3
1109,信大,19.90,7.54,109,7.03,0.91,110/3
1110,東泥,18.85,0.53,109,78.54,1.26,110/3
1201,味全,21.95,2.41,109,18.60,1.61,110/3
1203,味王,33.50,3.28,109,18.31,1.54,110/3
1210,大成,53.40,5.62,109,18.61,2.19,110/3
1213,大飲,8.04,0.0,109,-,0.99,110/3
1215,卜蜂,84.70,5.31,109,15.32,2.9,110/3
1216,統一,68.50,3.94,109,19.41,3.45,110/3
1217,愛之味,10.90,0.0,109,21.37,0.82,110/3
1218,泰山,28.00,5.0,109,22.76,2.0,110/3
1219,福壽,20.30,4.93,109,16.50,1.5,110/3
1220,台榮,16.65,6.01,109,14.35,1.26,110/3
1225,福懋油,60.10,2.33,109,27.44,3.96,110/3
1227,佳格,51.20,4.88,109,17.59,2.67,110/3
1229,聯華,67.80,3.98,109,19.26,2.44,110/3
1231,聯華食,75.40,3.45,109,19.14,3.54,110/3
1232,大統益,157.50,3.81,109,19.11,5.61,110/3
1233,天仁,34.30,2.33,109,74.57,2.22,110/3
1234,黑松,35.80,5.03,109,20.34,0.8,110/3
1235,興泰,44.00,3.41,109,61.11,1.33,110/3
1236,宏亞,29.60,0.68,109,-,2.08,110/3
1256,鮮活果汁-KY,323.00,3.72,109,12.71,3.78,110/3
1301,台塑,105.50,2.27,109,10.30,1.75,110/3
1303,南亞,88.70,2.71,109,9.26,1.77,110/3
1304,台聚,29.00,3.45,109,6.35,1.3,110/3
1305,華夏,35.25,6.52,109,7.09,1.93,110/3
1307,三芳,20.90,2.39,109,43.54,1.09,110/3
1308,亞聚,36.25,3.86,109,7.97,1.42,110/3
1309,台達化,34.10,8.8,109,5.89,1.76,110/3
1310,台苯,17.70,2.82,109,11.88,1.25,110/3
1312,國喬,28.35,0.35,109,3.74,0.78,110/3
1313,聯成,21.65,4.62,109,6.60,0.97,110/3
1314,中石化,12.30,0.0,109,10.08,0.54,110/3
1315,達新,84.40,9.48,109,196.28,0.7,110/3
1316,上曜,22.00,0.0,109,-,2.09,110/3
1319,東陽,33.00,2.42,109,28.21,0.91,110/3
1321,大洋,34.05,2.94,109,15.84,1.14,110/3
1323,永裕,35.70,4.48,109,11.55,1.44,110/3
1324,地球,11.70,2.56,109,-,0.94,110/3
1325,恆大,44.05,27.24,109,4.57,1.28,110/3
1326,台化,81.10,3.08,109,10.64,1.22,110/3
1337,再生-KY,7.00,0.0,109,-,0.35,110/3
1338,廣華-KY,59.30,5.9,109,12.08,0.81,110/3
1339,昭輝,34.50,5.8,109,23.79,0.76,110/3
1340,勝悅-KY,11.15,0.0,109,-,0.33,110/3
1341,富林-KY,66.10,9.08,109,9.94,2.76,110/3
1342,八貫,64.60,3.87,109,20.19,2.97,110/3
1402,遠東新,29.80,4.53,109,16.11,0.78,110/3
1409,新纖,20.05,5.49,109,8.83,0.95,110/3
1410,南染,37.20,2.42,109,30.00,2.11,110/3
1413,宏洲,10.50,0.0,109,36.21,1.26,110/3
1414,東和,17.75,1.41,109,32.27,1.24,110/3
1416,廣豐,11.10,4.5,109,-,0.61,110/3
1417,嘉裕,14.10,2.13,109,12.59,0.99,110/3
1418,東華,15.50,0.0,109,-,4.64,110/3
1419,新紡,42.65,2.34,109,26.17,1.31,110/3
1423,利華,19.70,9.14,109,4.50,0.91,110/3
1432,大魯閣,11.30,0.0,109,-,1.31,110/3
1434,福懋,28.90,3.46,109,23.31,0.76,110/3
1435,中福,35.20,0.0,109,-,4.18,110/3
1436,華友聯,57.40,3.48,109,11.88,1.81,110/3
1437,勤益控,27.80,2.52,109,12.36,0.85,110/3
1438,三地開發,30.35,0.0,109,303.50,2.73,110/3
1439,雋揚,22.10,0.0,109,-,0.94,110/3
1440,南紡,24.15,1.45,109,12.26,1.47,110/3
1441,大東,9.02,0.0,109,-,1.15,110/3
1442,名軒,22.25,2.25,109,14.93,1.39,110/3
1443,立益物流,16.10,0.0,109,39.27,1.69,110/3
1444,力麗,11.15,0.0,109,42.88,1.01,110/3
1445,大宇,16.80,1.19,109,-,1.4,110/3
1446,宏和,31.50,0.95,109,-,2.82,110/3
1447,力鵬,9.92,0.0,109,26.81,0.84,110/3
1449,佳和,13.90,0.0,109,9.93,1.09,110/3
1451,年興,20.55,2.92,109,23.90,0.55,110/3
1452,宏益,23.60,2.97,109,8.81,1.15,110/3
1453,大將,8.82,0.0,109,-,0.69,110/3
1454,台富,14.05,1.42,109,140.50,1.12,110/3
1455,集盛,15.95,1.88,109,7.52,1.17,110/3
1456,怡華,20.35,0.0,109,4.38,1.18,110/3
1457,宜進,18.95,7.92,109,24.29,0.94,110/3
1459,聯發,11.80,0.0,109,5.39,1.11,110/3
1460,宏遠,9.03,0.0,109,-,0.91,110/3
1463,強盛新,13.95,2.15,109,39.86,1.07,110/3
1464,得力,16.00,1.88,109,94.12,1.33,110/3
1465,偉全,12.60,2.38,109,-,0.8,110/3
1466,聚隆,15.05,0.0,109,9.23,0.97,110/3
1467,南緯,13.65,5.13,109,682.50,1.1,110/3
1468,昶和,12.30,0.0,109,205.00,1.68,110/3
1470,大統新創,18.20,2.31,109,23.33,1.58,110/3
1471,首利,8.09,0.0,109,47.59,1.23,110/3
1472,三洋實業,26.00,0.0,109,-,2.73,110/3
1473,台南,18.50,1.08,109,-,0.87,110/3
1474,弘裕,15.20,2.63,109,10.78,0.97,110/3
1475,業旺,68.10,0.0,109,97.29,6.89,110/3
1476,儒鴻,589.00,1.87,109,29.70,8.14,110/3
1477,聚陽,228.50,3.5,109,22.42,4.24,110/3
1503,士電,53.20,3.01,109,16.27,1.07,110/3
1504,東元,30.35,3.79,109,13.08,0.73,110/3
1506,正道,14.75,0.0,109,-,2.93,110/3
1507,永大,64.40,2.95,109,25.35,2.26,110/3
1512,瑞利,4.60,0.0,109,-,13.14,110/3
1513,中興電,43.20,5.09,109,9.19,1.85,110/3
1514,亞力,23.75,5.05,109,15.63,1.61,110/3
1515,力山,44.30,8.13,109,6.98,2.07,110/3
1516,川飛,24.25,3.09,109,14.10,1.9,110/4
1517,利奇,26.00,1.35,109,12.68,1.65,110/3
1519,華城,38.45,3.38,109,36.62,3.03,110/3
