證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,41.40,4.83,110,14.43,1.22,111/1
1102,亞泥,44.15,7.7,110,10.87,0.95,111/1
1103,嘉泥,18.55,3.5,110,17.02,0.47,111/1
1104,環泥,22.10,4.52,110,10.38,0.71,111/1
1108,幸福,11.10,5.41,110,17.08,1.01,111/1
1109,信大,20.00,7.5,110,10.26,0.85,111/1
1110,東泥,19.75,1.01,110,73.15,1.3,111/1
1201,味全,20.80,2.4,110,20.19,1.5,111/1
1203,味王,33.30,3.3,110,17.25,1.44,111/1
1210,大成,48.75,4.1,110,24.01,2.0,111/1
1213,大飲,8.10,0.0,110,-,1.11,111/1
1215,卜蜂,82.00,4.88,110,16.94,2.62,111/1
1216,統一,64.60,4.18,110,19.64,2.95,111/1
1217,愛之味,11.15,2.69,110,30.14,0.82,111/1
1218,泰山,30.55,3.27,110,26.11,2.24,111/1
1219,福壽,22.30,4.93,110,24.78,1.55,111/1
1220,台榮,17.55,5.7,110,21.14,1.3,111/1
1225,福懋油,49.15,3.26,110,23.52,2.94,111/1
1227,佳格,47.30,4.02,110,19.39,2.32,111/1
1229,聯華,57.30,4.01,110,19.56,2.06,111/1
1231,聯華食,83.70,3.11,110,19.93,3.53,111/1
1232,大統益,154.00,3.9,110,20.03,4.61,111/1
1233,天仁,33.20,2.41,110,67.76,2.01,111/1
1234,黑松,34.85,4.88,110,17.78,0.77,111/1
1235,興泰,55.10,6.9,110,46.69,1.39,111/1
1236,宏亞,30.05,1.66,110,9.76,1.28,111/1
1256,鮮活果汁-KY,294.00,4.42,110,17.96,2.6,111/1
1301,台塑,107.50,7.63,110,9.38,1.6,111/1
1303,南亞,84.70,8.85,110,8.54,1.53,111/1
1304,台聚,26.30,8.37,110,6.29,1.06,111/1
1305,華夏,32.90,7.6,110,9.14,1.65,111/1
1307,三芳,20.10,2.49,110,402.00,1.03,111/1
1308,亞聚,30.00,10.0,110,6.41,1.13,111/1
1309,台達化,30.15,8.29,110,7.04,1.43,111/1
1310,台苯,16.30,0.92,110,-,1.19,111/1
1312,國喬,24.60,8.13,110,5.02,0.65,111/1
1313,聯成,17.40,5.75,110,12.43,0.75,111/1
1314,中石化,11.25,3.56,110,16.30,0.53,111/1
1315,達新,78.00,5.77,110,136.84,0.64,111/1
1316,上曜,19.45,0.0,110,-,1.73,111/1
1319,東陽,41.50,2.05,110,33.20,1.11,111/1
1321,大洋,32.25,2.17,110,129.00,1.07,111/1
1323,永裕,35.00,4.57,110,11.33,1.37,111/1
1324,地球,10.75,1.86,110,537.50,0.85,111/1
1325,恆大,32.45,6.16,110,22.07,0.93,111/1
1326,台化,82.50,5.82,110,15.31,1.2,111/1
1337,再生-KY,6.82,0.0,109,-,0.34,111/1
1338,廣華-KY,57.10,4.38,110,13.31,0.71,111/1
1339,昭輝,39.70,5.04,110,15.33,0.86,111/1
1340,勝悅-KY,10.65,0.0,109,-,0.32,111/1
1341,富林-KY,75.50,7.95,110,14.38,2.75,111/1
1342,八貫,70.40,4.26,110,15.01,2.88,111/1
1402,遠東新,31.30,4.79,110,17.20,0.79,111/1
1409,新纖,19.50,7.18,110,7.77,0.89,111/1
1410,南染,35.30,3.68,110,30.43,2.11,111/1
1413,宏洲,9.99,0.0,109,9.08,1.11,111/1
1414,東和,18.10,2.98,110,27.01,1.23,111/1
1416,廣豐,11.30,4.42,110,24.04,0.58,111/1
1417,嘉裕,11.20,3.13,110,"1,120.00",0.77,111/1
1418,東華,18.00,0.0,109,-,0.83,111/1
1419,新紡,41.75,2.4,110,6.90,1.07,111/1
1423,利華,19.55,3.84,110,17.00,0.86,111/1
1432,大魯閣,13.60,0.0,110,-,1.56,111/1
1434,福懋,26.60,3.76,110,21.11,0.71,111/1
1435,中福,51.00,0.0,109,50.50,5.18,111/1
1436,華友聯,67.40,6.17,110,18.22,2.18,111/1
1437,勤益控,25.50,3.53,110,12.75,0.77,111/1
1438,三地開發,32.10,0.0,109,66.88,2.06,111/1
1439,雋揚,20.70,0.97,110,15.00,0.83,111/1
1440,南紡,20.60,3.88,110,13.29,1.24,111/1
1441,大東,8.46,0.0,109,-,1.13,111/1
1442,名軒,22.50,5.33,110,17.44,1.41,111/1
1443,立益物流,16.10,0.0,109,7.89,1.47,111/1
1444,力麗,10.90,2.75,110,12.39,0.94,111/1
1445,大宇,15.35,1.3,109,-,1.23,111/1
1446,宏和,32.60,0.92,110,-,2.94,111/1
1447,力鵬,8.10,0.0,109,30.00,0.7,111/1
1449,佳和,11.35,0.0,109,8.17,0.89,111/1
1451,年興,24.00,4.17,110,13.11,0.63,111/1
1452,宏益,22.30,8.97,110,11.04,1.02,111/1
1453,大將,32.50,0.92,110,24.25,2.3,111/1
1454,台富,16.50,3.03,110,110.00,1.24,111/1
1455,集盛,13.10,6.11,110,11.29,0.94,111/1
1456,怡華,19.15,7.83,110,6.10,1.05,111/1
1457,宜進,19.80,5.05,110,4.04,0.85,111/1
1459,聯發,11.15,1.79,110,6.19,0.99,111/1
1460,宏遠,7.77,0.0,109,-,0.8,111/1
1463,強盛新,14.05,2.85,110,42.58,1.05,111/1
1464,得力,14.20,1.76,110,26.79,1.11,111/1
1465,偉全,13.20,2.27,110,-,0.85,111/1
1466,聚隆,13.80,7.25,110,8.41,0.85,111/1
1467,南緯,13.85,5.05,109,-,1.03,111/1
1468,昶和,12.10,0.0,109,-,1.64,111/1
1470,大統新創,23.10,3.46,110,23.10,2.05,111/1
1471,首利,8.54,0.0,109,-,1.23,111/1
1472,三洋實業,28.25,0.0,110,-,3.29,111/1
1473,台南,19.60,0.51,110,-,0.89,111/1
1474,弘裕,12.90,3.88,110,12.65,0.77,111/1
1475,業旺,69.10,0.0,109,31.84,5.92,111/1
1476,儒鴻,501.00,2.4,110,24.63,5.95,111/1
1477,聚陽,167.00,5.69,110,13.94,3.25,111/1
1503,士電,59.60,3.02,110,16.60,1.13,111/1
1504,東元,29.85,4.52,110,14.78,0.83,111/1
1506,正道,17.85,0.0,109,52.50,3.02,111/1
1512,瑞利,3.79,0.0,109,-,9.24,111/1
1513,中興電,51.30,5.46,110,12.57,1.96,111/1
1514,亞力,28.30,4.42,110,16.26,1.74,111/1
1515,力山,36.65,8.19,110,9.83,1.82,111/1
1516,川飛,26.40,5.87,110,12.45,1.98,111/1
1517,利奇,23.00,3.48,110,10.27,1.33,111/1
1519,華城,35.75,2.8,110,34.05,2.84,111/1
1521,大億,39.10,1.53,110,36.54,1.69,111/1
1522,堤維西,30.70,1.63,110,26.93,1.27,111/1
1524,耿鼎,21.35,1.41,110,35.58,1.56,111/1
1525,江申,57.80,3.63,110,15.13,0.91,111/1
1526,日馳,50.20,5.18,110,10.04,2.17,111/1
1527,鑽全,47.25,5.08,110,12.43,1.46,111/1
1528,恩德,10.40,0.96,110,8.81,0.89,111/1
1529,樂事綠能,20.70,2.9,110,24.64,1.71,111/1
1530,亞崴,31.50,4.76,110,17.90,0.97,111/1
1531,高林股,14.70,4.76,110,12.35,0.71,111/1
1532,勤美,32.95,6.4,110,8.95,0.92,111/1
1533,車王電,66.00,0.45,110,66.67,2.5,111/1
1535,中宇,41.95,6.2,110,12.27,1.53,111/1
1536,和大,75.80,1.81,110,67.68,2.45,111/1
1537,廣隆,138.00,5.07,110,17.38,2.76,111/1
1538,正峰,0.00,0.0,109,-,8.37,111/1
1539,巨庭,33.60,2.38,110,12.40,1.53,111/1
1540,喬福,16.35,1.83,110,163.50,1.06,111/1
1541,錩泰,56.80,4.4,110,11.45,2.55,111/1
1558,伸興,139.00,6.12,110,23.64,1.64,111/1
1560,中砂,168.50,1.66,110,28.66,4.73,111/1
1568,倉佑,27.70,1.08,110,37.43,1.87,111/1
1582,信錦,68.00,7.79,110,53.54,1.42,111/1
1583,程泰,58.00,4.31,110,17.37,1.24,111/1
1587,吉茂,26.00,3.85,110,16.35,1.39,111/1
1589,永冠-KY,57.50,1.04,110,-,0.71,111/1
1590,亞德客-KY,"1,015.00",1.31,110,30.43,5.76,111/1
1597,直得,83.20,3.0,110,21.33,2.98,111/1
1598,岱宇,44.40,5.63,110,42.69,1.5,111/1
1603,華電,28.45,1.76,110,18.12,0.76,111/1
1604,聲寶,30.40,8.88,110,6.65,1.29,111/1
1605,華新,43.15,3.71,110,8.92,1.34,111/1
1608,華榮,19.10,7.85,110,19.10,1.05,111/1
1609,大亞,24.80,3.83,110,13.12,1.56,111/1
1611,中電,20.50,3.9,110,23.84,1.5,111/1
1612,宏泰,24.60,11.38,110,2.95,0.98,111/1
1614,三洋電,36.80,3.34,110,26.29,1.78,111/1
1615,大山,34.15,8.2,110,9.16,1.81,111/1
1616,億泰,9.53,0.0,109,18.33,1.12,111/1
1617,榮星,16.00,5.63,110,13.45,1.15,111/1
1618,合機,13.45,3.72,110,11.21,0.6,111/1
1626,艾美特-KY,18.70,5.35,109,16.55,0.82,111/1
1701,中化,22.45,4.01,110,13.94,0.9,111/1
1702,南僑,45.95,4.79,110,11.66,1.23,111/1
1707,葡萄王,145.50,4.19,110,16.53,2.33,111/1
1708,東鹼,52.10,3.84,110,13.06,2.15,111/1
1709,和益,25.90,6.56,110,12.10,1.54,111/1
1710,東聯,19.85,3.53,110,66.17,1.33,111/1
1711,永光,23.40,2.14,110,27.21,1.5,111/1
1712,興農,32.60,5.52,110,11.99,1.89,111/1
1713,國化,24.15,3.52,110,21.56,1.47,111/1
1714,和桐,9.92,4.23,110,16.26,0.75,111/1
1717,長興,35.30,4.25,110,12.13,1.67,111/1
1718,中纖,8.44,5.92,109,-,0.48,111/1
1720,生達,43.90,5.69,110,11.68,1.93,111/1
1721,三晃,20.80,2.4,109,-,1.63,111/1
1722,台肥,69.00,4.06,110,22.04,1.26,111/1
1723,中碳,123.00,3.25,110,23.65,3.65,111/1
1725,元禎,22.35,5.5,110,12.77,0.89,111/1
1726,永記,72.00,4.86,110,14.31,1.22,111/1
1727,中華化,43.65,1.19,110,23.22,3.12,111/1
1730,花仙子,60.10,4.99,110,14.52,2.08,111/1
1731,美吾華,19.55,5.98,110,15.52,1.26,111/1
1732,毛寶,33.50,1.04,110,98.53,2.91,111/1
1733,五鼎,27.05,4.81,110,12.64,1.5,111/1
1734,杏輝,28.45,0.7,110,316.11,1.7,111/1
1735,日勝化,15.90,3.14,109,-,1.09,111/1
1736,喬山,53.80,0.93,110,316.47,1.84,111/1
1737,臺鹽,33.50,4.48,110,16.03,1.03,111/1
1752,南光,37.30,4.83,110,19.63,1.65,111/1
1760,寶齡富錦,101.50,1.48,110,51.52,4.69,111/1
1762,中化生,62.00,2.1,110,11.17,1.62,111/1
1773,勝一,199.00,2.76,110,23.14,5.45,111/1
1776,展宇,20.25,7.41,110,10.18,1.31,111/1
1783,和康生,41.20,2.43,110,36.79,2.72,111/1
1786,科妍,41.00,3.46,110,26.11,1.84,111/1
1789,神隆,24.00,2.0,110,82.76,1.78,111/1
1795,美時,152.00,1.27,110,28.46,3.45,111/1
1802,台玻,22.00,8.27,110,5.90,1.12,111/1
1805,寶徠,11.65,0.0,109,-,2.03,111/1
1806,冠軍,11.50,8.7,110,4.34,0.76,111/1
1808,潤隆,68.40,5.12,110,21.38,4.53,111/1
1809,中釉,12.70,1.97,110,47.04,0.72,111/1
1810,和成,12.70,1.57,110,3.51,0.64,111/1
1817,凱撒衛,35.20,5.68,110,11.32,1.36,111/1
1903,士紙,58.90,0.0,109,-,2.15,111/1
1904,正隆,30.15,6.3,110,9.66,1.28,111/1
