證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,25.50,3.92,113,20.08,0.77,114/1
1102,亞泥,41.85,5.26,113,13.12,0.84,114/1
1103,嘉泥,14.05,3.91,113,20.97,0.44,114/1
1104,環泥,30.30,5.61,113,13.71,0.87,114/1
1108,幸福,14.70,5.1,113,11.85,1.19,114/1
1109,信大,16.70,5.39,113,13.15,0.67,114/1
1110,東泥,19.20,1.56,113,30.00,1.16,114/1
1201,味全,15.50,3.23,113,18.67,1.03,114/1
1203,味王,38.65,3.1,113,16.80,1.45,114/1
1210,大成,60.10,4.66,113,14.11,2.06,114/1
1213,大飲,12.95,2.7,113,1.45,1.04,114/1
1215,卜蜂,113.00,3.98,113,14.73,3.24,114/1
1216,統一,77.90,3.85,113,21.82,3.11,114/1
1217,愛之味,10.50,3.52,113,45.65,0.74,114/1
1218,泰山,22.15,6.09,113,14.02,0.87,114/1
1219,福壽,14.15,3.53,113,28.88,1.05,114/1
1220,台榮,13.50,5.19,113,17.31,0.98,114/1
1227,佳格,33.25,4.21,113,18.68,1.59,114/1
1229,聯華,43.35,4.15,113,18.37,1.51,114/1
1231,聯華食,133.50,1.95,113,36.98,5.43,114/1
1232,大統益,149.00,4.7,113,17.74,3.98,114/1
1233,天仁,30.90,3.07,113,35.11,2.06,114/1
1234,黑松,41.00,4.63,113,16.14,0.9,114/1
1235,興泰,66.60,3.75,113,-,0.92,114/1
1236,宏亞,21.90,2.74,113,-,0.79,114/1
1256,鮮活果汁-KY,118.00,3.98,113,14.84,1.13,114/1
1301,台塑,34.20,1.46,113,-,0.75,114/1
1303,南亞,27.00,2.59,113,84.38,0.62,114/1
1304,台聚,9.25,2.16,113,-,0.49,114/1
1305,華夏,9.91,1.51,113,-,0.68,114/1
1307,三芳,37.50,7.2,113,9.97,1.53,114/1
1308,亞聚,11.50,2.17,113,-,0.6,114/1
1309,台達化,10.15,1.97,113,-,0.64,114/1
1310,台苯,7.72,0.0,113,-,0.57,114/1
1312,國喬,9.35,0.0,112,-,0.32,114/1
1313,聯成,7.59,1.98,113,-,0.36,114/1
1314,中石化,6.43,0.0,113,-,0.31,114/1
1315,達新,65.70,7.61,113,34.76,0.69,114/1
1316,上曜,13.45,0.0,113,-,1.15,114/1
1319,東陽,99.50,5.33,113,12.59,2.02,114/1
1321,大洋,36.50,1.04,113,"1,825.00",1.36,114/1
1323,永裕,19.50,4.62,113,8.26,0.68,114/1
1324,地球,10.95,1.83,113,"1,095.00",0.86,114/1
1325,恆大,30.50,0.98,113,-,0.97,114/1
1326,台化,22.45,2.23,113,-,0.48,114/1
1337,再生-KY,5.21,0.0,113,-,0.34,114/1
1338,廣華-KY,24.30,3.09,113,-,0.33,114/1
1339,昭輝,49.55,6.05,113,11.85,0.92,114/1
1340,勝悅-KY,6.63,0.0,113,-,0.34,114/1
1341,富林-KY,65.00,8.0,113,12.57,2.76,114/1
1342,八貫,87.60,5.47,113,13.58,3.17,114/1
1402,遠東新,32.90,4.86,113,16.37,0.74,114/1
1409,新纖,11.90,5.04,113,11.02,0.51,114/1
1410,南染,38.20,1.31,113,90.95,2.27,114/1
1413,宏洲,11.85,0.0,113,-,1.48,114/1
1414,東和,18.75,1.23,113,125.00,1.33,114/1
1416,廣豐,11.80,4.75,113,15.32,0.49,114/1
1417,嘉裕,7.82,0.0,113,-,0.62,114/1
1418,東華,20.80,0.0,113,48.37,0.89,114/1
1419,新紡,60.00,2.5,113,20.48,1.17,114/1
1423,利華,36.65,2.18,113,23.95,1.08,114/1
1432,大魯閣,17.15,0.0,113,-,1.82,114/1
1434,福懋,15.05,5.32,113,16.91,0.69,114/1
1435,中福,32.20,0.0,112,-,3.93,114/1
1436,華友聯,116.50,11.36,113,6.29,3.01,114/1
1437,勤益控,32.25,4.19,113,11.60,0.79,114/1
1438,三地開發,36.15,0.0,112,-,1.38,114/1
1439,雋揚,30.25,0.99,113,15.67,1.0,114/1
1440,南紡,12.80,2.34,113,-,0.74,114/1
1441,大東,11.95,0.0,113,4.65,1.44,114/1
1442,名軒,72.50,6.21,113,10.30,2.94,114/1
1443,立益物流,30.70,0.0,113,18.72,1.88,114/1
1444,力麗,6.43,0.0,113,-,0.59,114/1
1445,大宇,14.65,3.41,113,-,0.84,114/1
1446,宏和,24.55,8.15,113,3.03,1.17,114/1
1447,力鵬,5.87,0.0,113,-,0.57,114/1
1449,佳和,11.90,0.0,113,19.51,0.63,114/1
1451,年興,18.65,5.36,113,7.71,0.52,114/1
1452,宏益,11.65,4.29,113,20.09,0.57,114/1
1453,大將,14.00,2.14,113,-,1.08,114/1
1454,台富,15.20,1.64,113,-,1.22,114/1
1455,集盛,8.94,0.0,113,-,0.77,114/1
1456,怡華,12.10,0.0,113,11.10,0.72,114/1
