證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,54.10,6.47,109,12.79,1.57,109/4
1102,亞泥,51.60,6.88,109,11.78,1.17,109/4
1103,嘉泥,27.25,5.14,109,9.95,0.72,109/4
1104,環泥,27.45,4.01,109,14.37,0.96,109/4
1108,幸福,18.10,3.87,109,18.66,1.57,109/4
1109,信大,28.95,5.18,109,9.85,1.32,109/4
1110,東泥,18.80,0.53,109,470.00,1.26,109/4
1201,味全,23.95,2.21,109,22.59,1.77,109/4
1203,味王,38.40,2.86,109,21.22,1.77,109/4
1210,大成,57.90,5.18,109,14.51,2.24,109/4
1213,大飲,8.99,0.0,108,-,0.95,109/4
1215,卜蜂,78.40,5.1,108,12.69,2.53,109/4
1216,統一,76.00,3.55,109,20.05,3.77,109/4
1217,愛之味,12.15,0.0,108,25.85,0.99,109/4
1218,泰山,33.00,4.24,109,18.86,2.28,109/4
1219,福壽,22.50,1.78,108,11.78,1.64,109/4
1220,台榮,16.95,5.9,109,16.62,1.27,109/4
1225,福懋油,50.70,2.76,109,29.48,3.36,109/4
1227,佳格,56.80,4.4,109,16.05,2.92,109/4
1229,聯華,50.00,5.4,109,20.58,2.00,109/4
1231,聯華食,58.00,4.48,109,15.51,2.63,109/4
1232,大統益,143.50,4.18,109,17.76,5.04,109/4
1233,天仁,37.00,2.16,109,58.73,2.23,109/4
1234,黑松,37.05,4.86,109,16.76,0.82,109/4
1235,興泰,29.20,3.77,108,44.92,0.98,109/4
1236,宏亞,15.40,1.3,109,-,1.04,109/4
1256,鮮活果汁-KY,445.00,2.7,109,19.36,5.70,109/4
1301,台塑,108.00,2.22,109,34.29,2.07,109/4
1303,南亞,90.20,2.66,109,27.84,2.08,109/4
1304,台聚,36.40,2.75,109,16.18,1.86,109/4
1305,華夏,43.90,5.24,109,14.88,2.50,109/4
1307,三芳,22.90,2.18,109,41.64,1.16,109/4
1308,亞聚,30.40,4.61,109,16.00,1.46,109/4
1309,台達化,48.80,6.15,109,8.75,2.64,109/4
1310,台苯,22.20,2.25,109,40.36,1.61,109/4
1312,國喬,31.75,0.0,108,7.15,1.04,109/4
1313,聯成,27.75,3.6,109,16.82,1.44,109/4
1314,中石化,15.00,2.0,108,71.43,0.70,109/4
1315,達新,75.30,10.62,109,1.85,0.83,109/4
1316,上曜,12.50,0.0,108,62.50,1.19,109/4
1319,東陽,37.95,2.11,109,27.30,1.04,109/4
1321,大洋,39.25,2.55,109,12.11,1.31,109/4
1323,永裕,35.50,4.51,109,10.99,1.45,109/4
1324,地球,12.70,2.36,109,57.73,0.98,109/4
1325,恆大,88.70,13.53,109,3.83,2.03,109/4
1326,台化,93.20,2.68,109,27.90,1.58,109/4
1337,再生-KY,8.38,0.0,108,-,0.39,109/4
