證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00929""",復華台灣科技優息,"26,100,199","1,835,883","24,264,316",0.0,0.0,0.0,0,0,0,"19,562,914","10,000","79,000","-69,000","23,218,864","3,586,950","19,631,914","43,827,230"
"=""00940""",元大台灣價值高息,"12,013,000","345,000","11,668,000",0.0,0.0,0.0,0,0,0,"26,773,385",0,0,0,"31,937,385","5,164,000","26,773,385","38,441,385"
3481,群創            ,"69,058,855","34,985,373","34,073,482",0.0,0.0,0.0,"305,000",0,"305,000","-2,510,913","591,000","508,000","83,000","1,884,211","4,478,124","-2,593,913","31,867,569"
2609,陽明            ,"29,157,235","9,697,640","19,459,595",0.0,0.0,0.0,"862,000","38,000","824,000","-198,610","407,285","614,000","-206,715","630,396","622,291","8,105","20,084,985"
"=""053174""",中502X國票45購07,0,0,0,0.0,0.0,0.0,0,0,0,"18,578,000",0,0,0,"18,645,000","67,000","18,578,000","18,578,000"
2883,凱基金          ,"20,731,156","21,625,185","-894,029",0.0,0.0,0.0,"14,294,000","36,000","14,258,000","1,003,238","116,898","16,000","100,898","982,166","79,826","902,340","14,367,209"
"=""053230""",中502X元大44購03,0,0,0,0.0,0.0,0.0,0,0,0,"12,997,000",0,0,0,"12,997,000",0,"12,997,000","12,997,000"
"=""00753L""",中信中國50正2   ,"11,827,000","5,615,000","6,212,000",0.0,0.0,0.0,0,0,0,"5,871,839",0,0,0,"14,912,883","9,041,044","5,871,839","12,083,839"
"=""00712""",復華富時不動產  ,"3,058,000","345,000","2,713,000",0.0,0.0,0.0,0,0,0,"8,639,958","250,000",0,"250,000","8,467,000","77,042","8,389,958","11,352,958"
"=""00715L""",期街口布蘭特正2 ,"2,357,000","193,000","2,164,000",0.0,0.0,0.0,0,0,0,"8,540,387","19,000",0,"19,000","10,172,414","1,651,027","8,521,387","10,704,387"
"=""00665L""",富邦�琤肭磪囓�2 ,"7,656,000","3,197,000","4,459,000",0.0,0.0,0.0,0,0,0,"6,108,348","410,000",0,"410,000","19,449,602","13,751,254","5,698,348","10,567,348"
2884,玉山金          ,"8,765,990","7,755,965","1,010,025",0.0,0.0,0.0,"8,951,000","212,000","8,739,000","436,020","107,000","87,000","20,000","464,902","48,882","416,020","10,185,045"
2888,新光金          ,"14,640,648","6,533,270","8,107,378",0.0,0.0,0.0,"82,000",0,"82,000","929,993","877,622","544,000","333,622","784,371","188,000","596,371","9,119,371"
2027,大成鋼          ,"18,932,250","9,946,510","8,985,740",0.0,0.0,0.0,"1,000","1,407,000","-1,406,000","775,617","396,251","222,424","173,827","812,629","210,839","601,790","8,355,357"
2615,萬海            ,"12,418,985","4,447,472","7,971,513",0.0,0.0,0.0,0,"24,000","-24,000","-2,461","285,198","68,000","217,198","172,619","392,278","-219,659","7,945,052"
2801,彰銀            ,"10,425,740","5,290,147","5,135,593",0.0,0.0,0.0,"3,050,000",0,"3,050,000","-477,682","316,318","1,352,000","-1,035,682","560,000","2,000","558,000","7,707,911"
2353,宏��            ,"8,386,640","1,987,887","6,398,753",0.0,0.0,0.0,"320,000","519,000","-199,000","141,807","20,000",0,"20,000","185,807","64,000","121,807","6,341,560"
"=""00885""",富邦越南        ,"4,176,200","428,000","3,748,200",0.0,0.0,0.0,0,0,0,"2,458,031","70,000",0,"70,000","2,614,031","226,000","2,388,031","6,206,231"
"=""052622""",中502X國票45購02,0,0,0,0.0,0.0,0.0,0,0,0,"6,150,000",0,0,0,"6,928,000","778,000","6,150,000","6,150,000"
1316,上曜            ,"8,721,000","2,820,000","5,901,000",0.0,0.0,0.0,0,0,0,"95,821","96,821","1,000","95,821",0,0,0,"5,996,821"
9105,泰金寶-DR       ,"8,336,000","2,508,000","5,828,000",0.0,0.0,0.0,0,0,0,"-106,047",0,0,0,"16,053","122,100","-106,047","5,721,953"
"=""00939""",統一台灣高息動能,"730,000","23,000","707,000",0.0,0.0,0.0,0,0,0,"5,003,249",0,0,0,"6,265,593","1,262,344","5,003,249","5,710,249"
2328,廣宇            ,"20,520,988","15,610,000","4,910,988",0.0,0.0,0.0,"5,000",0,"5,000","699,818","716,000","802,000","-86,000","1,193,901","408,083","785,818","5,615,806"
2356,英業達          ,"8,334,228","3,702,825","4,631,403",0.0,0.0,0.0,"425,000","1,000","424,000","149,656","82,000","41,922","40,078","126,578","17,000","109,578","5,205,059"
"=""00934""",中信成長高股息  ,"963,000",0,"963,000",0.0,0.0,0.0,0,0,0,"3,817,996",0,0,0,"6,268,996","2,451,000","3,817,996","4,780,996"
2371,大同            ,"7,483,002","3,423,709","4,059,293",0.0,0.0,0.0,0,"39,000","-39,000","730,727","295,102","126,260","168,842","645,769","83,884","561,885","4,751,020"
2002,中鋼            ,"14,806,327","10,532,461","4,273,866",0.0,0.0,0.0,"43,000","362,587","-319,587","488,252","161,000","168,000","-7,000","795,277","300,025","495,252","4,442,531"
2412,中華電          ,"5,764,260","1,668,796","4,095,464",0.0,0.0,0.0,"173,000","102,000","71,000","203,022","57,000","2,000","55,000","152,022","4,000","148,022","4,369,486"
"=""031950""",元日2X元大58購01,0,0,0,0.0,0.0,0.0,0,0,0,"4,337,000",0,0,0,"4,347,000","10,000","4,337,000","4,337,000"
"=""00951""",台新日本半導體  ,"2,301,000","17,000","2,284,000",0.0,0.0,0.0,0,0,0,"1,890,395",0,0,0,"2,355,566","465,171","1,890,395","4,174,395"
2880,華南金          ,"6,730,791","3,042,225","3,688,566",0.0,0.0,0.0,"87,000","5,000","82,000","265,478","122,000","113,000","9,000","280,478","24,000","256,478","4,036,044"
"=""00946""",群益科技高息成長,"115,000","2,000","113,000",0.0,0.0,0.0,0,0,0,"3,565,293",0,0,0,"5,427,293","1,862,000","3,565,293","3,678,293"
1102,亞泥            ,"5,254,045","2,221,340","3,032,705",0.0,0.0,0.0,"430,000","68,056","361,944","170,213","120,047","200,000","-79,953","250,166",0,"250,166","3,564,862"
2308,台達電          ,"4,125,208","3,765,413","359,795",0.0,0.0,0.0,"2,582,000","43,867","2,538,133","416,922","370,090","83,028","287,062","197,096","67,236","129,860","3,314,850"
2603,長榮            ,"5,700,107","6,703,563","-1,003,456",0.0,0.0,0.0,"4,381,000","43,593","4,337,407","-207,953","191,000","319,299","-128,299","736,504","816,158","-79,654","3,125,998"
2547,日勝生          ,"5,614,506","2,480,000","3,134,506",0.0,0.0,0.0,0,0,0,"-48,000",0,"48,000","-48,000",0,0,0,"3,086,506"
2618,長榮航          ,"10,828,556","6,599,829","4,228,727",0.0,0.0,0.0,"1,007,000","1,196,000","-189,000","-1,010,591","271,000","477,333","-206,333","1,369,461","2,173,719","-804,258","3,029,136"
2882,國泰金          ,"7,453,308","10,659,282","-3,205,974",0.0,0.0,0.0,"5,799,000","40,000","5,759,000","422,164","176,000","120,021","55,979","397,632","31,447","366,185","2,975,190"
"=""00936""",台新永續高息中小,"560,000",0,"560,000",0.0,0.0,0.0,0,0,0,"2,405,507","5,000",0,"5,000","2,837,558","437,051","2,400,507","2,965,507"
2834,臺企銀          ,"4,205,385","7,282,630","-3,077,245",0.0,0.0,0.0,"5,821,000",0,"5,821,000","117,000","117,000","8,000","109,000","8,000",0,"8,000","2,860,755"
"=""00915""",凱基優選高股息30,"97,000","136,000","-39,000",0.0,0.0,0.0,0,0,0,"2,833,172",0,"404,000","-404,000","4,948,000","1,710,828","3,237,172","2,794,172"
1402,遠東新          ,"2,746,420","4,420,330","-1,673,910",0.0,0.0,0.0,"4,554,000","152,917","4,401,083","56,006","169,000","81,000","88,000","16,006","48,000","-31,994","2,783,179"
"=""060788""",緯穎元大4C購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"2,749,000",0,0,0,"2,781,000","32,000","2,749,000","2,749,000"
2034,允強            ,"4,044,000","1,402,500","2,641,500",0.0,0.0,0.0,0,0,0,"71,000","227,000","156,000","71,000",0,0,0,"2,712,500"
9907,統一實          ,"3,180,000","609,787","2,570,213",0.0,0.0,0.0,0,0,0,"-72,000","58,000","130,000","-72,000",0,0,0,"2,498,213"
