證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00940""",元大台灣價值高息,"16,534,100","759,150","15,774,950",0,0,0,0,0,0,"118,276,856",0,0,0,"123,329,447","5,052,591","118,276,856","134,051,806"
"=""00919""",群益台灣精選高息,"32,114,742","1,793,551","30,321,191",0,0,0,0,0,0,"40,940,718",0,"400,000","-400,000","48,107,877","6,767,159","41,340,718","71,261,909"
6770,力積電          ,"124,083,961","76,307,280","47,776,681","15,000","42,000","-27,000","-382,323","3,203,000","3,138,173","64,827","4,347,868","4,795,018","-447,150","47,367,358",,,
6282,康舒            ,"34,606,180","17,931,640","16,674,540",0,0,0,0,"3,000","-3,000","2,044,809","1,570,971","694,050","876,921","1,949,123","781,235","1,167,888","18,716,349"
"=""0056""",元大高股息      ,"5,992,012","4,319,535","1,672,477",0,0,0,0,"110,000","-110,000","16,624,372","2,000","46,327","-44,327","17,887,313","1,218,614","16,668,699","18,186,849"
3006,晶豪科          ,"20,361,910","4,387,200","15,974,710",0,0,0,0,0,0,"60,110","474,045","494,430","-20,385","480,663","400,168","80,495","16,034,820"
"=""00715L""",期街口布蘭特正2 ,"414,000","1,406,000","-992,000",0,0,0,0,0,0,"15,823,378",0,0,0,"24,410,619","8,587,241","15,823,378","14,831,378"
3231,緯創            ,"32,666,657","18,327,175","14,339,482",0,0,0,"486,000","663,000","-177,000","369,946","317,000","375,448","-58,448","1,287,444","859,050","428,394","14,532,428"
3706,神達            ,"44,206,080","30,975,736","13,230,344",0,0,0,"5,000",0,"5,000","1,071,377","1,226,000","890,000","336,000","1,847,595","1,112,218","735,377","14,306,721"
2303,聯電            ,"46,785,436","26,641,085","20,144,351",0,0,0,"109,000","7,760,951","-7,651,951","546,973","190,000","210,000","-20,000","1,095,973","529,000","566,973","13,039,373"
