證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2888,新光金          ,"118,192,415","54,326,602","63,865,813",0.0,0.0,0.0,"7,240,000",0,"7,240,000","4,612,903","1,060,000","543,348","516,652","4,404,651","308,400","4,096,251","75,718,716"
2409,友達            ,"191,686,796","69,995,470","121,691,326",0.0,0.0,0.0,"5,000","61,431,091","-61,426,091","3,179,460","1,335,188","1,837,000","-501,812","5,769,782","2,088,510","3,681,272","63,444,695"
3481,群創            ,"121,357,500","75,145,079","46,212,421",0.0,0.0,0.0,"471,000",94,"470,906","11,514,334","4,559,000","2,659,000","1,900,000","11,884,920","2,270,586","9,614,334","58,197,661"
2618,長榮航          ,"41,784,197","23,872,444","17,911,753",0.0,0.0,0.0,"11,197,000","1,375,374","9,821,626","630,341","557,484","708,311","-150,827","1,399,168","618,000","781,168","28,363,720"
2610,華航            ,"39,376,856","16,939,504","22,437,352",0.0,0.0,0.0,"144,000",266,"143,734","259,699","741,699","311,000","430,699","966,000","1,137,000","-171,000","22,840,785"
3231,緯創            ,"33,092,235","15,815,390","17,276,845",0.0,0.0,0.0,"2,903,000","530,588","2,372,412","281,128","137,000","178,617","-41,617","771,677","448,932","322,745","19,930,385"
"=""00940""",元大台灣價值高息,"37,124,567","13,535,000","23,589,567",0.0,0.0,0.0,0,0,0,"-4,464,125",0,"600,000","-600,000","14,286,000","18,150,125","-3,864,125","19,125,442"
"=""00878""",國泰永續高股息  ,"13,216,070","1,554,000","11,662,070",0.0,0.0,0.0,0,0,0,"7,322,996","371,000","50,000","321,000","14,346,000","7,344,004","7,001,996","18,985,066"
2880,華南金          ,"16,734,512","24,083,143","-7,348,631",0.0,0.0,0.0,"24,834,000","114,000","24,720,000","362,826","218,000",0,"218,000","209,826","65,000","144,826","17,734,195"
2883,凱基金          ,"43,057,487","29,078,700","13,978,787",0.0,0.0,0.0,"19,000","239,641","-220,641","1,871,995","1,358,995","37,000","1,321,995","803,000","253,000","550,000","15,630,141"
2353,宏��            ,"34,552,728","8,314,832","26,237,896",0.0,0.0,0.0,"28,000","11,456,964","-11,428,964","-648,777","261,000","564,072","-303,072","229,000","574,705","-345,705","14,160,155"
1101,台泥            ,"22,924,927","10,632,431","12,292,496",0.0,0.0,0.0,"628,000","117,186","510,814","428,038","217,623","295,000","-77,377","704,415","199,000","505,415","13,231,348"
"=""00918""",大華優利高填息30,"13,363,078","2,657,000","10,706,078",0.0,0.0,0.0,0,0,0,"2,144,645","1,000",0,"1,000","7,793,000","5,649,355","2,143,645","12,850,723"
2890,永豐金          ,"26,904,477","17,731,340","9,173,137",0.0,0.0,0.0,"3,793,000","133,995","3,659,005","-55,538","124,000","71,000","53,000","263,462","372,000","-108,538","12,776,604"
"=""00662""",富邦NASDAQ      ,"2,635,160","534,000","2,101,160",0.0,0.0,0.0,0,0,0,"9,937,426",0,"63,000","-63,000","10,470,000","469,574","10,000,426","12,038,586"
"=""00939""",統一台灣高息動能,"7,360,000","20,000","7,340,000",0.0,0.0,0.0,0,0,0,"4,158,022",0,0,0,"10,669,000","6,510,978","4,158,022","11,498,022"
2406,國碩            ,"13,514,000","2,280,000","11,234,000",0.0,0.0,0.0,0,0,0,"13,014","35,168","22,154","13,014",0,0,0,"11,247,014"
2889,國票金          ,"16,264,000","5,778,000","10,486,000",0.0,0.0,0.0,0,"2,000","-2,000","-293,001","60,000",0,"60,000","24,999","378,000","-353,001","10,190,999"
2489,瑞軒            ,"18,256,250","10,313,000","7,943,250",0.0,0.0,0.0,0,0,0,"1,739,710","880,000","277,005","602,995","1,171,715","35,000","1,136,715","9,682,960"
3047,訊舟            ,"14,779,000","5,675,000","9,104,000",0.0,0.0,0.0,0,0,0,"-2,000","3,000","5,000","-2,000",0,0,0,"9,102,000"
2834,臺企銀          ,"17,180,460","8,127,103","9,053,357",0.0,0.0,0.0,"6,000","83,000","-77,000","97,000","96,000",0,"96,000","1,000",0,"1,000","9,073,357"
2887,台新新光金      ,"23,766,890","15,029,283","8,737,607",0.0,0.0,0.0,"14,000","134,418","-120,418","-58,000","75,000",0,"75,000","3,000","136,000","-133,000","8,559,189"
2881,富邦金          ,"22,460,220","11,708,838","10,751,382",0.0,0.0,0.0,"10,000","2,397,177","-2,387,177","158,993","122,993","8,000","114,993","268,000","224,000","44,000","8,523,198"
"=""00941""",中信上游半導體  ,"3,564,020","74,000","3,490,020",0.0,0.0,0.0,0,0,0,"4,285,389","40,000",0,"40,000","5,615,000","1,369,611","4,245,389","7,775,409"
"=""00646""",元大S&P500      ,"1,502,113","599,000","903,113",0.0,0.0,0.0,0,0,0,"6,196,963",0,0,0,"6,952,000","755,037","6,196,963","7,100,076"
"=""00715L""",期街口布蘭特正2 ,"454,000","46,000","408,000",0.0,0.0,0.0,0,0,0,"6,284,104","164,000",0,"164,000","6,791,263","671,159","6,120,104","6,692,104"
1102,亞泥            ,"4,547,103","16,155,450","-11,608,347",0.0,0.0,0.0,"17,809,000","76,248","17,732,752","210,318","287,318","134,000","153,318","109,000","52,000","57,000","6,334,723"
2408,南亞科          ,"15,382,911","8,405,238","6,977,673",0.0,0.0,0.0,"246,000","5,953","240,047","-1,200,511","304,223","983,000","-678,777","195,815","717,549","-521,734","6,017,209"
6116,彩晶            ,"22,470,000","16,887,000","5,583,000",0.0,0.0,0.0,0,0,0,"406,641","99,000","14,000","85,000","325,000","3,359","321,641","5,989,641"
6005,群益證          ,"11,757,120","4,389,000","7,368,120",0.0,0.0,0.0,"640,000","2,096,000","-1,456,000",0,0,0,0,0,0,0,"5,912,120"
2845,遠東銀          ,"8,133,860","3,100,000","5,033,860",0.0,0.0,0.0,"575,000","31,000","544,000","104,000","108,000","16,000","92,000","12,000",0,"12,000","5,681,860"
"=""00650L""",復華香港正2     ,"3,649,000","2,347,000","1,302,000",0.0,0.0,0.0,0,0,0,"4,270,034",0,"1,000,000","-1,000,000","12,927,439","7,657,405","5,270,034","5,572,034"
2884,玉山金          ,"22,393,591","17,311,860","5,081,731",0.0,0.0,0.0,"154,000","90,336","63,664","281,000","169,000","4,000","165,000","169,000","53,000","116,000","5,426,395"
