證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00715L""",期街口布蘭特正2 ,"11,805,000","401,000","11,404,000",0.0,0.0,0.0,0,0,0,"54,626,821",0,0,0,"55,653,871","1,027,050","54,626,821","66,030,821"
2887,台新新光金      ,"53,718,665","4,159,448","49,559,217",0.0,0.0,0.0,"427,000","1,563,000","-1,136,000","-683,573",0,"188,000","-188,000","275,427","771,000","-495,573","47,739,644"
"=""00637L""",元大滬深300正2  ,"6,337,000","4,355,000","1,982,000",0.0,0.0,0.0,0,0,0,"21,876,540","1,038,000","1,067,000","-29,000","45,603,970","23,698,430","21,905,540","23,858,540"
"=""00753L""",中信中國50正2   ,"4,798,000","1,484,000","3,314,000",0.0,0.0,0.0,0,0,0,"13,327,646",0,0,0,"16,350,726","3,023,080","13,327,646","16,641,646"
2880,華南金          ,"14,215,330","1,908,852","12,306,478",0.0,0.0,0.0,"1,745,000","160,000","1,585,000","-593,062","20,000","825,403","-805,403","493,000","280,659","212,341","13,298,416"
"=""00665L""",富邦�琤肭磪囓�2 ,"1,255,000","1,571,000","-316,000",0.0,0.0,0.0,0,0,0,"11,516,802","866,000",0,"866,000","17,043,270","6,392,468","10,650,802","11,200,802"
2891,中信金          ,"14,435,997","9,728,617","4,707,380",0.0,0.0,0.0,"7,082,000","1,318,787","5,763,213","-206,756","28,000","273,999","-245,999","322,000","282,757","39,243","10,263,837"
2618,長榮航          ,"12,049,145","5,642,021","6,407,124",0.0,0.0,0.0,"4,221,000","321,000","3,900,000","-215,372","36,003","774,000","-737,997","658,981","136,356","522,625","10,091,752"
2881,富邦金          ,"13,473,510","6,596,861","6,876,649",0.0,0.0,0.0,"3,280,000","131,889","3,148,111","-169,098","60,000","106,000","-46,000","79,829","202,927","-123,098","9,855,662"
"=""00713""",元大台灣高息低波,"2,451,245","133,000","2,318,245",0.0,0.0,0.0,"450,000","250,000","200,000","6,433,000",0,0,0,"7,508,000","1,075,000","6,433,000","8,951,245"
"=""00878""",國泰永續高股息  ,"2,010,069","343,015","1,667,054",0.0,0.0,0.0,0,0,0,"6,733,918","30,000","10,000","20,000","14,417,068","7,703,150","6,713,918","8,400,972"
"=""00646""",元大S&P500      ,"1,928,000","95,460","1,832,540",0.0,0.0,0.0,0,0,0,"5,880,000",0,0,0,"5,880,000",0,"5,880,000","7,712,540"
2890,永豐金          ,"18,320,630","8,679,000","9,641,630",0.0,0.0,0.0,"1,275,000","439,000","836,000","-3,710,863","48,000","3,741,999","-3,693,999","358,136","375,000","-16,864","6,766,767"
2882,國泰金          ,"11,800,877","8,529,365","3,271,512",0.0,0.0,0.0,"4,038,000","226,379","3,811,621","-412,495","17,000","88,000","-71,000","150,921","492,416","-341,495","6,670,638"
2449,京元電子        ,"32,156,848","26,354,814","5,802,034",0.0,0.0,0.0,"1,722,000","770,000","952,000","-467,468","914,672","1,001,871","-87,199","442,999","823,268","-380,269","6,286,566"
"=""00915""",凱基優選高股息30,"44,000","110,000","-66,000",0.0,0.0,0.0,0,0,0,"5,752,931",0,0,0,"8,824,164","3,071,233","5,752,931","5,686,931"
3715,定穎投控        ,"23,106,250","14,806,350","8,299,900",0.0,0.0,0.0,"60,000","2,370,000","-2,310,000","-484,776","459,000","1,016,000","-557,000","568,774","496,550","72,224","5,505,124"
"=""05305U""",T50正2中信62售01,0,0,0,0.0,0.0,0.0,0,0,0,"5,401,000",0,0,0,"5,419,000","18,000","5,401,000","5,401,000"
4958,臻鼎-KY         ,"16,699,955","9,571,808","7,128,147",0.0,0.0,0.0,"605,000","1,956,000","-1,351,000","-399,443","407,465","672,647","-265,182","146,589","280,850","-134,261","5,377,704"
1504,東元            ,"11,202,428","3,782,000","7,420,428",0.0,0.0,0.0,"53,000","1,620,000","-1,567,000","-549,398","69,000","563,491","-494,491","140,000","194,907","-54,907","5,304,030"
2317,鴻海            ,"16,207,038","11,450,257","4,756,781",0.0,0.0,0.0,"363,000","8,293","354,707","35,063","314,000","304,000","10,000","190,810","165,747","25,063","5,146,551"
3711,日月光投控      ,"20,099,455","15,811,089","4,288,366",0.0,0.0,0.0,"557,000","180,000","377,000","256,573","251,108","13,000","238,108","142,773","124,308","18,465","4,921,939"
"=""00642U""",期元大S&P石油   ,"7,000","4,086","2,914",0.0,0.0,0.0,0,0,0,"4,900,644",0,0,0,"5,063,644","163,000","4,900,644","4,903,558"
2313,華通            ,"11,272,000","5,971,220","5,300,780",0.0,0.0,0.0,0,0,0,"-606,619","264,000","631,000","-367,000","77,242","316,861","-239,619","4,694,161"
2845,遠東銀          ,"14,229,000","8,218,239","6,010,761",0.0,0.0,0.0,"424,000",0,"424,000","-1,774,000",0,"5,000","-5,000",0,"1,769,000","-1,769,000","4,660,761"
2303,聯電            ,"13,852,636","10,515,929","3,336,707",0.0,0.0,0.0,"2,026,200","346,691","1,679,509","-446,425","20,000","52,000","-32,000","295,969","710,394","-414,425","4,569,791"
2610,華航            ,"7,501,015","3,091,217","4,409,798",0.0,0.0,0.0,"333,000","222,000","111,000","-18,891","149,000","308,000","-159,000","186,522","46,413","140,109","4,501,907"
2883,凱基金          ,"7,585,570","6,301,000","1,284,570",0.0,0.0,0.0,"3,183,000","325,000","2,858,000","284,850","32,000","19,150","12,850","493,000","221,000","272,000","4,427,420"
"=""00662""",富邦NASDAQ      ,"1,310,014","53,021","1,256,993",0.0,0.0,0.0,0,0,0,"2,906,000",0,0,0,"3,061,000","155,000","2,906,000","4,162,993"
3231,緯創            ,"7,232,239","3,903,021","3,329,218",0.0,0.0,0.0,"887,000","19,000","868,000","-60,425","5,000","141,892","-136,892","165,649","89,182","76,467","4,136,793"
"=""071741""",穎崴統一52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"3,906,000",0,0,0,"5,756,000","1,850,000","3,906,000","3,906,000"
"=""009802""",富邦旗艦50      ,"67,000","62,000","5,000",0.0,0.0,0.0,0,0,0,"3,794,274",0,0,0,"5,460,000","1,665,726","3,794,274","3,799,274"
"=""00650L""",復華香港正2     ,"696,000","210,000","486,000",0.0,0.0,0.0,0,0,0,"3,250,863",0,0,0,"5,594,681","2,343,818","3,250,863","3,736,863"
"=""054276""",宏達電元大49購01,0,0,0,0.0,0.0,0.0,0,0,0,"3,727,000",0,0,0,"4,011,000","284,000","3,727,000","3,727,000"
2885,元大金          ,"6,323,935","3,443,945","2,879,990",0.0,0.0,0.0,"800,000","385,000","415,000","251,171",0,0,0,"501,171","250,000","251,171","3,546,161"
2481,強茂            ,"8,559,000","7,672,891","886,109",0.0,0.0,0.0,"1,387,000",0,"1,387,000","1,181,456","1,026,572","481,782","544,790","806,676","170,010","636,666","3,454,565"
"=""006208""",富邦台50        ,"788,546","658,710","129,836",0.0,0.0,0.0,0,0,0,"3,176,658",0,0,0,"4,609,860","1,433,202","3,176,658","3,306,494"
2809,京城銀          ,"1,424,000","972,000","452,000",0.0,0.0,0.0,0,0,0,"2,843,000","2,934,000","91,000","2,843,000",0,0,0,"3,295,000"
6005,群益證          ,"3,754,000","408,000","3,346,000",0.0,0.0,0.0,0,"128,054","-128,054",0,0,0,0,0,0,0,"3,217,946"
"=""00633L""",富邦上証正2     ,"630,000","420,000","210,000",0.0,0.0,0.0,0,0,0,"2,984,856","284,000",0,"284,000","5,164,196","2,463,340","2,700,856","3,194,856"
"=""060395""",臺股指元大4A購05,0,0,0,0.0,0.0,0.0,0,0,0,"3,058,000",0,0,0,"3,064,000","6,000","3,058,000","3,058,000"
"=""072543""",滬深2X凱基51購02,0,0,0,0.0,0.0,0.0,0,0,0,"2,917,000",0,0,0,"3,323,000","406,000","2,917,000","2,917,000"
2328,廣宇            ,"10,499,571","6,803,070","3,696,501",0.0,0.0,0.0,0,0,0,"-835,704","581,000","830,879","-249,879","36,325","622,150","-585,825","2,860,797"
2834,臺企銀          ,"6,009,965","2,883,508","3,126,457",0.0,0.0,0.0,0,"318,000","-318,000","15,777","37,000","18,223","18,777",0,"3,000","-3,000","2,824,234"
2886,兆豐金          ,"6,063,215","3,991,632","2,071,583",0.0,0.0,0.0,"1,039,000","480,000","559,000","188,592","25,000","77,000","-52,000","351,592","111,000","240,592","2,819,175"
"=""009811""",統一美國50      ,"1,726,000",0,"1,726,000",0.0,0.0,0.0,0,0,0,"1,072,544",0,0,0,"1,423,000","350,456","1,072,544","2,798,544"
2374,佳能            ,"6,644,686","3,547,600","3,097,086",0.0,0.0,0.0,0,0,0,"-339,330","4,000","31,000","-27,000","11,428","323,758","-312,330","2,757,756"
2406,國碩            ,"4,848,000","2,068,000","2,780,000",0.0,0.0,0.0,0,0,0,"-58,879","8,000","91,879","-83,879","25,000",0,"25,000","2,721,121"
"=""00752""",中信中國50      ,"593,800","156,000","437,800",0.0,0.0,0.0,0,0,0,"2,270,434","100,000",0,"100,000","3,116,091","945,657","2,170,434","2,708,234"
"=""064826""",愛普元大4B購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"2,650,000",0,0,0,"2,650,000",0,"2,650,000","2,650,000"
"=""00885""",富邦越南        ,"1,119,000","951,000","168,000",0.0,0.0,0.0,0,0,0,"2,445,000","70,000",0,"70,000","2,424,000","49,000","2,375,000","2,613,000"
2327,國巨*           ,"4,597,102","2,110,604","2,486,498",0.0,0.0,0.0,0,"85,000","-85,000","46,169","34,000","51,000","-17,000","145,136","81,967","63,169","2,447,667"
"=""00961""",FT臺灣永續高息  ,"561,000","187,000","374,000",0.0,0.0,0.0,0,0,0,"2,056,393",0,0,0,"4,895,000","2,838,607","2,056,393","2,430,393"
"=""032411""",臺指反群益58購02,0,0,0,0.0,0.0,0.0,0,0,0,"2,418,000",0,0,0,"2,468,000","50,000","2,418,000","2,418,000"
"=""076304""",晶碩凱基4B購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"2,376,000",0,0,0,"2,376,000",0,"2,376,000","2,376,000"
"=""03923U""",台灣50元富4C售13,0,0,0,0.0,0.0,0.0,0,0,0,"2,301,000",0,0,0,"2,301,000",0,"2,301,000","2,301,000"
"=""00953B""",群益優選非投等債,0,"134,000","-134,000",0.0,0.0,0.0,0,0,0,"2,233,000",0,0,0,"7,854,000","5,621,000","2,233,000","2,099,000"
"=""04921U""",臺股指凱基52售11,0,0,0,0.0,0.0,0.0,0,0,0,"2,089,000",0,0,0,"2,209,000","120,000","2,089,000","2,089,000"
2884,玉山金          ,"9,841,735","7,946,989","1,894,746",0.0,0.0,0.0,"335,000","17,000","318,000","-146,524","15,000","28,000","-13,000","74,476","208,000","-133,524","2,066,222"
"=""086901""",宏達電統一61購01,0,0,0,0.0,0.0,0.0,0,0,0,"2,047,000",0,0,0,"2,820,000","773,000","2,047,000","2,047,000"
"=""00941""",中信上游半導體  ,"3,135,000","251,000","2,884,000",0.0,0.0,0.0,0,0,0,"-857,708",0,0,0,"314,292","1,172,000","-857,708","2,026,292"
"=""062805""",智邦元大4B購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"2,004,000",0,0,0,"2,079,000","75,000","2,004,000","2,004,000"
"=""030661""",滬深2X群益52購04,0,0,0,0.0,0.0,0.0,0,0,0,"1,995,000",0,0,0,"1,996,000","1,000","1,995,000","1,995,000"
"=""060326""",元日2X元大53購01,0,0,0,0.0,0.0,0.0,0,0,0,"1,978,000",0,0,0,"1,996,000","18,000","1,978,000","1,978,000"
