證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2303,聯電            ,"139,057,111","53,234,878","85,822,233",0,0,0,"9,084,000","554,691","8,529,309","2,810,208","9,683,896","8,704,000","979,896","6,340,311","4,509,999","1,830,312","97,161,750"
"=""00715L""",期街口布蘭特正2 ,"10,728,000","458,000","10,270,000",0,0,0,0,0,0,"22,373,000",0,0,0,"22,639,000","266,000","22,373,000","32,643,000"
2330,台積電          ,"35,697,080","6,699,567","28,997,513",0,0,0,"784,000","158,658","625,342","2,686,246","1,655,742","191,000","1,464,742","1,276,504","55,000","1,221,504","32,309,101"
"=""00881""",國泰台灣科技龍頭,"12,232,210","447,000","11,785,210",0,0,0,0,0,0,"13,858,586","15,000",0,"15,000","16,829,586","2,986,000","13,843,586","25,643,796"
2363,矽統            ,"23,508,350","8,681,100","14,827,250",0,0,0,0,0,0,"1,333,177","16,000",0,"16,000","1,727,277","410,100","1,317,177","16,160,427"
2369,菱生            ,"20,573,000","6,145,000","14,428,000",0,0,0,0,0,0,"252,909","492,107","377,471","114,636","304,441","166,168","138,273","14,680,909"
"=""030858""",富世達元大54購05,0,"100,000","-100,000",0,0,0,0,0,0,"14,519,000",0,0,0,"14,926,000","407,000","14,519,000","14,419,000"
2890,永豐金          ,"17,425,407","4,003,000","13,422,407",0,0,0,0,"33,232","-33,232","229,671","238,000",329,"237,671",0,"8,000","-8,000","13,618,846"
2881,富邦金          ,"15,729,464","5,495,045","10,234,419",0,0,0,"319,000","35,417","283,583","2,758,600","302,000","107,000","195,000","2,801,000","237,400","2,563,600","13,276,602"
2880,華南金          ,"14,165,668","1,847,550","12,318,118",0,0,0,"24,000","8,716","15,284","765,720","765,720",0,"765,720",0,0,0,"13,099,122"
"=""00642U""",期元大S&P石油   ,"4,313,800","59,000","4,254,800",0,0,0,0,0,0,"8,740,963",0,0,0,"8,807,963","67,000","8,740,963","12,995,763"
2886,兆豐金          ,"14,117,000","2,229,000","11,888,000",0,0,0,"28,000","14,916","13,084","412,925","333,000",75,"332,925","80,000",0,"80,000","12,314,009"
"=""00882""",中信中國高股息  ,"6,826,000","2,118,000","4,708,000",0,0,0,0,0,0,"6,975,784",0,0,0,"7,749,784","774,000","6,975,784","11,683,784"
2002,中鋼            ,"17,869,613","9,629,000","8,240,613",0,0,0,"2,517,000","322,541","2,194,459","1,167,230","2,701,000","1,847,000","854,000","594,230","281,000","313,230","11,602,302"
"=""00893""",國泰智能電動車  ,"8,244,000","16,000","8,228,000",0,0,0,0,0,0,"2,452,000",0,0,0,"2,718,000","266,000","2,452,000","10,680,000"
2882,國泰金          ,"13,328,603","5,057,000","8,271,603",0,0,0,"21,000","73,376","-52,376","1,750,234","1,698,234","34,000","1,664,234","308,000","222,000","86,000","9,969,461"
"=""084231""",貿聯永豐51購03  ,0,0,0,0,0,0,0,0,0,"9,430,000",0,0,0,"9,430,000",0,"9,430,000","9,430,000"
8150,南茂            ,"11,698,000","3,847,000","7,851,000",0,0,0,0,0,0,"1,067,715","64,067","170,000","-105,933","1,331,648","158,000","1,173,648","8,918,715"
"=""00891""",中信關鍵半導體  ,"3,520,210","451,000","3,069,210",0,0,0,0,0,0,"5,337,124",0,0,0,"6,851,425","1,514,301","5,337,124","8,406,334"
2329,華泰            ,"13,205,000","5,292,000","7,913,000",0,0,0,0,0,0,"395,421","265,421","191,000","74,421","328,000","7,000","321,000","8,308,421"
2344,華邦電          ,"24,223,479","18,531,000","5,692,479",0,0,0,"1,786,000","78,000","1,708,000","899,340","1,467,691","759,351","708,340","302,000","111,000","191,000","8,299,819"
"=""0050""",元大台灣50      ,"7,752,803","195,400","7,557,403",0,0,0,"215,000",0,"215,000","353,963","552,771","1,103,000","-550,229","1,534,192","630,000","904,192","8,126,366"
"=""00892""",富邦台灣半導體  ,"2,677,000","410,000","2,267,000",0,0,0,0,0,0,"5,471,394",0,0,0,"7,938,100","2,466,706","5,471,394","7,738,394"
3037,欣興            ,"11,477,886","5,313,100","6,164,786",0,0,0,"50,000","6,000","44,000","1,497,046","1,662,647","484,334","1,178,313","384,733","66,000","318,733","7,705,832"
1101,台泥            ,"9,004,000","1,998,000","7,006,000",0,0,0,"173,000","14,350","158,650","159,124","216,000","235,424","-19,424","188,000","9,452","178,548","7,323,774"
2337,旺宏            ,"9,374,000","2,637,217","6,736,783",0,0,0,0,"31,000","-31,000","604,360","1,915,189","1,650,293","264,896","387,793","48,329","339,464","7,310,143"
1605,華新            ,"7,863,118","1,423,000","6,440,118",0,0,0,0,"2,000","-2,000","244,296","291,296","112,000","179,296","123,000","58,000","65,000","6,682,414"
2891,中信金          ,"10,127,755","4,093,295","6,034,460",0,0,0,"47,000","54,135","-7,135","616,000","989,000",0,"989,000","4,000","377,000","-373,000","6,643,325"
6251,定穎            ,"7,604,000","887,000","6,717,000",0,0,0,0,0,0,"-101,040","91,259","192,299","-101,040",0,0,0,"6,615,960"
2883,凱基金          ,"11,739,000","4,930,000","6,809,000",0,0,0,0,"52,076","-52,076","-415,020","3,000","107,020","-104,020","223,000","534,000","-311,000","6,341,904"
"=""00637L""",元大滬深300正2  ,"1,820,000","5,147,000","-3,327,000",0,0,0,0,0,0,"9,478,551",0,0,0,"26,596,941","17,118,390","9,478,551","6,151,551"
"=""082130""",鉅祥群益4B購01  ,0,0,0,0,0,0,0,0,0,"6,089,000",0,0,0,"6,089,000",0,"6,089,000","6,089,000"
2892,第一金          ,"7,077,000","1,707,230","5,369,770",0,0,0,"26,000","21,790","4,210","502,749","503,000",251,"502,749",0,0,0,"5,876,729"
2449,京元電子        ,"8,311,000","3,014,000","5,297,000",0,0,0,0,"15,000","-15,000","436,024","517,545","892,521","-374,976","879,000","68,000","811,000","5,718,024"
3189,景碩            ,"7,599,227","5,623,911","1,975,316",0,0,0,"2,806,000","33,000","2,773,000","924,059","1,246,473","396,414","850,059","144,000","70,000","74,000","5,672,375"
"=""082773""",台積電群益51購06,0,0,0,0,0,0,0,0,0,"5,667,000",0,0,0,"5,667,000",0,"5,667,000","5,667,000"
2888,新光金          ,"11,046,141","2,819,000","8,227,141",0,0,0,0,"12,000","-12,000","-2,704,993","454,834","2,927,000","-2,472,166","915,173","1,148,000","-232,827","5,510,148"
2801,彰銀            ,"7,398,087","2,471,783","4,926,304",0,0,0,"17,000","5,000","12,000","217,000","217,000",0,"217,000",0,0,0,"5,155,304"
"=""031420""",皇昌富邦54購02  ,0,"40,000","-40,000",0,0,0,0,0,0,"5,183,000",0,0,0,"7,916,000","2,733,000","5,183,000","5,143,000"
5880,合庫金          ,"7,080,260","2,456,000","4,624,260",0,0,0,"24,000","7,000","17,000","235,000","245,000","10,000","235,000",0,0,0,"4,876,260"
2823,中壽            ,"5,350,000","799,000","4,551,000",0,0,0,0,"2,000","-2,000","235,679","58,371","8,000","50,371","219,308","34,000","185,308","4,784,679"
2834,臺企銀          ,"22,522,000","18,601,981","3,920,019",0,0,0,0,"2,000","-2,000","189,000","183,000","2,000","181,000","8,000",0,"8,000","4,107,019"
"=""07838P""",A50正2永豐49售01,0,0,0,0,0,0,0,0,0,"3,918,000",0,0,0,"4,008,000","90,000","3,918,000","3,918,000"
2897,王道銀行        ,"4,342,000","639,000","3,703,000",0,0,0,0,0,0,"41,000","41,000",0,"41,000",0,0,0,"3,744,000"
1314,中石化          ,"5,794,000","2,285,000","3,509,000",0,0,0,0,0,0,"201,377","513,868","201,491","312,377","62,000","173,000","-111,000","3,710,377"
"=""030482""",南寶元富52購01  ,0,0,0,0,0,0,0,0,0,"3,590,000",0,0,0,"4,465,000","875,000","3,590,000","3,590,000"
6257,矽格            ,"4,082,469","749,000","3,333,469",0,0,0,0,0,0,"-37,678","314,504","685,204","-370,700","374,022","41,000","333,022","3,295,791"
"=""031759""",全新元大52購03  ,0,0,0,0,0,0,0,0,0,"3,293,000",0,0,0,"5,181,000","1,888,000","3,293,000","3,293,000"
2324,仁寶            ,"3,969,000","1,016,000","2,953,000",0,0,0,0,"14,000","-14,000","222,682","101,000","47,318","53,682","169,000",0,"169,000","3,161,682"
"=""083034""",A50凱基4C購01   ,0,0,0,0,0,0,0,0,0,"3,113,000",0,0,0,"3,115,000","2,000","3,113,000","3,113,000"
2885,元大金          ,"7,185,000","4,604,000","2,581,000",0,0,0,"30,000","9,000","21,000","487,000","520,000","32,000","488,000",0,"1,000","-1,000","3,089,000"
1455,集盛            ,"3,834,000","744,000","3,090,000",0,0,0,0,0,0,"-7,000","13,000","20,000","-7,000",0,0,0,"3,083,000"
"=""084828""",新日興國票51購02,0,0,0,0,0,0,0,0,0,"3,079,000",0,0,0,"3,079,000",0,"3,079,000","3,079,000"
1718,中纖            ,"3,584,000","521,000","3,063,000",0,0,0,0,0,0,"-51,264","64,000","300,000","-236,000","286,736","102,000","184,736","3,011,736"
8028,昇陽半導體      ,"3,628,680","730,981","2,897,699",0,0,0,0,0,0,"109,232","17,000",0,"17,000","160,664","68,432","92,232","3,006,931"
"=""040713""",致茂凱基54購03  ,0,0,0,0,0,0,0,0,0,"2,959,000",0,0,0,"3,750,000","791,000","2,959,000","2,959,000"
8215,明基材          ,"4,982,000","1,900,000","3,082,000",0,0,0,0,0,0,"-161,173","3,000","8,000","-5,000","231,301","387,474","-156,173","2,920,827"
"=""039210""",東元凱基54購02  ,0,0,0,0,0,0,0,0,0,"2,884,000",0,0,0,"4,748,000","1,864,000","2,884,000","2,884,000"
2353,宏��            ,"4,541,000","1,519,068","3,021,932",0,0,0,0,"30,737","-30,737","-117,221","66,000","149,221","-83,221","128,000","162,000","-34,000","2,873,974"
"=""00633L""",富邦上証正2     ,"1,531,000","509,000","1,022,000",0,0,0,0,0,0,"1,835,647",0,0,0,"4,866,750","3,031,103","1,835,647","2,857,647"
1304,台聚            ,"3,050,000","306,000","2,744,000",0,0,0,0,0,0,"99,200","67,000",0,"67,000","32,200",0,"32,200","2,843,200"
1303,南亞            ,"3,767,594","1,362,000","2,405,594",0,0,0,"14,000","10,177","3,823","391,363","374,000","13,000","361,000","38,363","8,000","30,363","2,800,780"
"=""031606""",京元電永豐54購01,0,0,0,0,0,0,0,0,0,"2,730,000",0,0,0,"2,750,000","20,000","2,730,000","2,730,000"
"=""00878""",國泰永續高股息  ,"636,000","55,000","581,000",0,0,0,0,0,0,"2,115,402",0,0,0,"3,394,000","1,278,598","2,115,402","2,696,402"
2812,台中銀          ,"2,931,000","473,720","2,457,280",0,0,0,0,0,0,"88,375","64,000",0,"64,000","25,000",625,"24,375","2,545,655"
2356,英業達          ,"3,282,000","1,025,000","2,257,000",0,0,0,0,"10,000","-10,000","202,994","39,000","2,006","36,994","169,000","3,000","166,000","2,449,994"
3711,日月光投控      ,"6,516,144","4,691,448","1,824,696",0,0,0,"8,000","88,438","-80,438","704,657","600,000","10,000","590,000","185,657","71,000","114,657","2,448,915"
6282,康舒            ,"2,304,000","159,000","2,145,000",0,0,0,0,0,0,"268,852","10,853",1,"10,852","258,000",0,"258,000","2,413,852"
"=""00676R""",富邦臺灣加權反1 ,0,0,0,0,0,0,0,0,0,"2,412,000",0,0,0,"8,183,000","5,771,000","2,412,000","2,412,000"
8110,華東            ,"4,324,000","2,108,000","2,216,000",0,0,0,0,0,0,"111,000","40,000","29,000","11,000","100,000",0,"100,000","2,327,000"
3576,聯合再生        ,"2,863,000","571,000","2,292,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,292,000"
"=""033471""",川湖元大54購02  ,0,0,0,0,0,0,0,0,0,"2,270,000",0,0,0,"2,582,000","312,000","2,270,000","2,270,000"
1313,聯成            ,"3,657,000","1,509,000","2,148,000",0,0,0,0,0,0,"114,160","100,210","20,050","80,160","43,000","9,000","34,000","2,262,160"
2412,中華電          ,"2,521,000","496,576","2,024,424",0,0,0,"9,000","15,014","-6,014","161,000","161,000",0,"161,000",0,0,0,"2,179,410"
2312,金寶            ,"2,381,000","283,000","2,098,000",0,0,0,0,0,0,"51,000","36,000",0,"36,000","47,000","32,000","15,000","2,149,000"
"=""038032""",日月光國票54購02,0,0,0,0,0,0,0,0,0,"2,115,000",0,0,0,"2,275,000","160,000","2,115,000","2,115,000"
"=""030073""",同欣電永豐53購01,0,0,0,0,0,0,0,0,0,"2,079,000",0,0,0,"2,306,000","227,000","2,079,000","2,079,000"
"=""034087""",華通統一49購02  ,0,0,0,0,0,0,0,0,0,"2,053,000",0,0,0,"2,153,000","100,000","2,053,000","2,053,000"
2867,三商壽          ,"1,815,000","235,000","1,580,000",0,0,0,0,0,0,"454,000","454,000",0,"454,000",0,0,0,"2,034,000"
"=""06906P""",健策國票49售03  ,0,0,0,0,0,0,0,0,0,"2,018,000",0,0,0,"2,470,000","452,000","2,018,000","2,018,000"
"=""088183""",連加元大51購05  ,0,0,0,0,0,0,0,0,0,"1,996,000",0,0,0,"1,996,000",0,"1,996,000","1,996,000"
"=""038911""",宏達電群益54購04,0,0,0,0,0,0,0,0,0,"1,996,000",0,0,0,"2,155,000","159,000","1,996,000","1,996,000"
1326,台化            ,"2,490,729","644,000","1,846,729",0,0,0,"8,000","10,428","-2,428","143,000","143,000",0,"143,000",0,0,0,"1,987,301"
1802,台玻            ,"4,795,000","3,448,000","1,347,000",0,0,0,0,"1,000","-1,000","620,995","536,999","140,186","396,813","246,028","21,846","224,182","1,966,995"
2313,華通            ,"1,965,000","102,000","1,863,000",0,0,0,0,"3,000","-3,000","95,425","68,408","16,050","52,358","55,308","12,241","43,067","1,955,425"
"=""00894""",中信小資高價30  ,"286,000","1,000","285,000",0,0,0,0,0,0,"1,540,391",0,0,0,"1,818,000","277,609","1,540,391","1,825,391"
1440,南紡            ,"2,069,000","349,000","1,720,000",0,0,0,0,0,0,"97,215","83,000",0,"83,000","26,215","12,000","14,215","1,817,215"
4904,遠傳            ,"1,940,000","231,729","1,708,271",0,0,0,"4,000","17,713","-13,713","81,000","81,000",0,"81,000",0,0,0,"1,775,558"
2338,光罩            ,"4,326,000","2,626,000","1,700,000",0,0,0,0,0,0,"72,113","249,000","319,000","-70,000","247,513","105,400","142,113","1,772,113"
2368,金像電          ,"4,299,000","2,397,000","1,902,000",0,0,0,0,0,0,"-134,634","135,970","278,797","-142,827","53,193","45,000","8,193","1,767,366"
2390,云辰            ,"2,058,000","333,000","1,725,000",0,0,0,0,0,0,"3,000","3,000",0,"3,000",0,0,0,"1,728,000"
"=""006208""",富邦台50        ,"663,100","45,821","617,279",0,0,0,0,0,0,"1,102,551",0,0,0,"1,539,551","437,000","1,102,551","1,719,830"
6153,嘉聯益          ,"1,986,000","291,000","1,695,000",0,0,0,0,0,0,"23,542","52,752","30,303","22,449","1,093",0,"1,093","1,718,542"
"=""00895""",富邦未來車      ,"2,415,000",0,"2,415,000",0,0,0,0,0,0,"-700,849",0,0,0,"482,000","1,182,849","-700,849","1,714,151"
"=""035768""",采鈺統一5C購01  ,0,0,0,0,0,0,0,0,0,"1,710,000",0,0,0,"1,710,000",0,"1,710,000","1,710,000"
"=""039090""",意騰永豐57購02  ,0,0,0,0,0,0,0,0,0,"1,708,000",0,0,0,"3,443,000","1,735,000","1,708,000","1,708,000"
2317,鴻海            ,"9,962,882","9,043,021","919,861",0,0,0,"30,000","71,325","-41,325","801,734","536,000","31,000","505,000","486,734","190,000","296,734","1,680,270"
"=""030043""",貿聯群益51購05  ,0,0,0,0,0,0,0,0,0,"1,659,000",0,0,0,"2,195,000","536,000","1,659,000","1,659,000"
"=""081721""",欣興永豐4B購02  ,0,0,0,0,0,0,0,0,0,"1,650,000",0,0,0,"1,650,000",0,"1,650,000","1,650,000"
"=""039680""",華泰元大54購06  ,0,0,0,"2,186,000","554,000","1,632,000",0,0,0,"1,632,000",0,0,0,"2,186,000","554,000","1,632,000","1,632,000"
2015,豐興            ,"1,945,000","356,000","1,589,000",0,0,0,0,0,0,"35,087","18,000",0,"18,000","20,087","3,000","17,087","1,624,087"
"=""07789P""",川湖元大49售11  ,0,0,0,0,0,0,0,0,0,"1,623,000",0,0,0,"1,643,000","20,000","1,623,000","1,623,000"
"=""06760P""",台灣50元大49售07,0,0,0,0,0,0,0,0,0,"1,610,000",0,0,0,"1,610,000",0,"1,610,000","1,610,000"
5876,上海商銀        ,"2,600,000","1,130,000","1,470,000",0,0,0,"8,000","1,000","7,000","123,606","111,000",0,"111,000","18,606","6,000","12,606","1,600,606"
2511,太子            ,"2,143,000","607,000","1,536,000",0,0,0,0,0,0,"60,000",0,0,0,"60,000",0,"60,000","1,596,000"
"=""077217""",達發國票4C購02  ,0,0,0,0,0,0,0,0,0,"1,576,000",0,0,0,"1,576,000",0,"1,576,000","1,576,000"
"=""038100""",聯詠元大53購02  ,0,0,0,0,0,0,0,0,0,"1,572,000",0,0,0,"1,572,000",0,"1,572,000","1,572,000"
2382,廣達            ,"2,393,000","993,955","1,399,045",0,0,0,"7,000","10,000","-3,000","173,011","128,000",989,"127,011","46,000",0,"46,000","1,569,056"
"=""035090""",帆宣統一57購01  ,0,0,0,0,0,0,0,0,0,"1,554,000",0,0,0,"1,604,000","50,000","1,554,000","1,554,000"
"=""042743""",緯創元大55購04  ,0,0,0,0,0,0,0,0,0,"1,548,000",0,0,0,"1,609,000","61,000","1,548,000","1,548,000"
"=""038955""",台達電兆豐55購01,0,0,0,0,0,0,0,0,0,"1,544,000",0,0,0,"1,718,000","174,000","1,544,000","1,544,000"
"=""043423""",緯創凱基56購04  ,0,0,0,0,0,0,0,0,0,"1,506,000",0,0,0,"1,512,000","6,000","1,506,000","1,506,000"
"=""032275""",廣宇元大53購01  ,0,0,0,0,0,0,0,0,0,"1,503,000",0,0,0,"1,505,000","2,000","1,503,000","1,503,000"
"=""038447""",鴻海群益53購21  ,0,0,0,0,0,0,0,0,0,"1,497,000",0,0,0,"1,517,000","20,000","1,497,000","1,497,000"
"=""031368""",亞光國票54購01  ,0,0,0,0,0,0,0,0,0,"1,495,000",0,0,0,"4,666,000","3,171,000","1,495,000","1,495,000"
2845,遠東銀          ,"1,644,000","205,000","1,439,000",0,0,0,0,"1,000","-1,000","56,000","56,000",0,"56,000",0,0,0,"1,494,000"
"=""087414""",創見元富52購02  ,0,0,0,0,0,0,0,0,0,"1,473,000",0,0,0,"1,598,000","125,000","1,473,000","1,473,000"
"=""07927P""",台積電凱基49售31,0,0,0,0,0,0,0,0,0,"1,458,000",0,0,0,"1,459,000","1,000","1,458,000","1,458,000"
"=""030259""",華新元富52購02  ,0,0,0,0,0,0,0,0,0,"1,450,000",0,0,0,"1,450,000",0,"1,450,000","1,450,000"
6202,盛群            ,"1,888,000","568,000","1,320,000",0,0,0,0,"6,000","-6,000","131,000","42,000","40,000","2,000","137,000","8,000","129,000","1,445,000"
2436,偉詮電          ,"7,210,100","7,947,000","-736,900",0,0,0,"1,719,000",0,"1,719,000","462,060","298,240","259,033","39,207","572,053","149,200","422,853","1,444,160"
2354,鴻準            ,"1,971,000","524,059","1,446,941",0,0,0,0,"4,000","-4,000","-26,284","46,020","32,304","13,716","34,000","74,000","-40,000","1,416,657"
3049,精金            ,"1,735,000","568,000","1,167,000",0,0,0,0,0,0,"231,000","231,000",0,"231,000",0,0,0,"1,398,000"
2010,春源            ,"2,252,000","900,000","1,352,000",0,0,0,0,0,0,"18,481","29,555",74,"29,481","3,000","14,000","-11,000","1,370,481"
"=""082488""",辛耘兆豐56購01  ,0,"35,000","-35,000",0,0,0,0,0,0,"1,405,000",0,0,0,"1,528,000","123,000","1,405,000","1,370,000"
"=""06361P""",台塑中信46售05  ,0,0,0,0,0,0,0,0,0,"1,369,000",0,0,0,"1,866,000","497,000","1,369,000","1,369,000"
"=""035658""",緯創群益53購07  ,0,0,0,0,0,0,0,0,0,"1,366,000",0,0,0,"1,555,000","189,000","1,366,000","1,366,000"
"=""00692""",富邦公司治理    ,"449,000","33,000","416,000",0,0,0,0,0,0,"943,480",0,0,0,"1,997,480","1,054,000","943,480","1,359,480"
4919,新唐            ,"8,081,414","6,740,150","1,341,264",0,0,0,"179,000","305,000","-126,000","137,083","172,083","167,000","5,083","210,000","78,000","132,000","1,352,347"
"=""033200""",友達富邦52購01  ,0,0,0,0,0,0,0,0,0,"1,346,000",0,0,0,"2,012,000","666,000","1,346,000","1,346,000"
"=""06347P""",波力國票46售03  ,0,"11,000","-11,000",0,0,0,0,0,0,"1,350,000",0,0,0,"1,511,000","161,000","1,350,000","1,339,000"
"=""00861""",元大全球未來通訊,"1,438,000","19,000","1,419,000",0,0,0,0,0,0,"-81,000",0,0,0,"134,000","215,000","-81,000","1,338,000"
"=""041184""",川湖富邦57購01  ,0,0,0,0,0,0,0,0,0,"1,331,000",0,0,0,"1,401,000","70,000","1,331,000","1,331,000"
"=""036884""",仁寶國泰54購02  ,0,0,0,0,0,0,0,0,0,"1,329,000",0,0,0,"1,355,000","26,000","1,329,000","1,329,000"
"=""082870""",奇鋐元富54購02  ,0,0,0,0,0,0,0,0,0,"1,328,000",0,0,0,"1,795,000","467,000","1,328,000","1,328,000"
"=""03756C""",T50反1元大0B牛08,0,0,0,0,0,0,0,0,0,"1,323,000",0,0,0,"1,323,000",0,"1,323,000","1,323,000"
"=""040625""",景碩統一57購06  ,0,0,0,0,0,0,0,0,0,"1,320,000",0,0,0,"2,060,000","740,000","1,320,000","1,320,000"
"=""087506""",台積電群益51購17,0,0,0,0,0,0,0,0,0,"1,314,000",0,0,0,"1,317,000","3,000","1,314,000","1,314,000"
