證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
3231,緯創            ,"17,485,600","8,659,000","8,826,600",0,0,0,"16,749,000","9,427,000","7,322,000","392,087","193,087","136,000","57,087","549,000","214,000","335,000","16,540,687"
"=""079260""",穎崴凱基4B購04  ,0,0,0,0,0,0,0,0,0,"9,848,000",0,0,0,"10,586,000","738,000","9,848,000","9,848,000"
"=""00669R""",國泰美國道瓊反1 ,0,0,0,0,0,0,0,0,0,"6,657,016",0,0,0,"10,371,016","3,714,000","6,657,016","6,657,016"
"=""00671R""",富邦NASDAQ反1   ,0,"80,000","-80,000",0,0,0,0,0,0,"6,298,100",0,0,0,"7,619,100","1,321,000","6,298,100","6,218,100"
6770,力積電          ,"3,248,000","4,925,354","-1,677,354",0,0,0,"6,434,000","7,000","6,427,000","8,000","56,000","150,000","-94,000","321,000","219,000","102,000","4,757,646"
"=""06875P""",台積電元大47售50,0,0,0,0,0,0,0,0,0,"3,954,000",0,0,0,"4,019,000","65,000","3,954,000","3,954,000"
"=""0056""",元大高股息      ,"3,251,000","948,000","2,303,000",0,0,0,0,0,0,"1,542,517","49,723","49,771",-48,"1,617,000","74,435","1,542,565","3,845,517"
"=""066449""",聚陽元大47購01  ,0,0,0,"3,350,000",0,"3,350,000",0,0,0,"3,350,000",0,0,0,"3,350,000",0,"3,350,000","3,350,000"
2834,臺企銀          ,"8,869,578","5,361,689","3,507,889",0,0,0,"13,187","2,000","11,187","-286,000",0,"187,000","-187,000","3,000","102,000","-99,000","3,233,076"
2457,飛宏            ,"3,264,000","789,000","2,475,000",0,0,0,"14,000",0,"14,000","371,067",260,"6,193","-5,933","466,000","89,000","377,000","2,860,067"
"=""00673R""",期元大S&P原油反1,"40,000","217,000","-177,000",0,0,0,0,0,0,"2,956,000",0,0,0,"8,643,000","5,687,000","2,956,000","2,779,000"
2356,英業達          ,"25,889,000","10,376,000","15,513,000",0,0,0,"1,752,000","14,771,000","-13,019,000","-23,680","137,081","195,000","-57,919","390,239","356,000","34,239","2,470,320"
1218,泰山            ,"3,275,000","873,000","2,402,000",0,0,0,"1,000",0,"1,000","63,000",0,0,0,"63,000",0,"63,000","2,466,000"
2880,華南金          ,"10,445,000","7,806,000","2,639,000",0,0,0,"46,740","39,000","7,740","-224,205","10,000","256,000","-246,000","26,000","4,205","21,795","2,422,535"
"=""086923""",台積電元大55購02,"2,237,000","12,000","2,225,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,225,000"
"=""074554""",神達群益49購04  ,0,0,0,0,0,0,0,0,0,"2,146,000",0,0,0,"2,146,000",0,"2,146,000","2,146,000"
"=""088406""",AES元大51購04   ,0,0,0,0,0,0,0,0,0,"2,133,000",0,0,0,"2,775,000","642,000","2,133,000","2,133,000"
2371,大同            ,"7,720,000","5,709,000","2,011,000",0,0,0,0,0,0,"-8,000","24,000","33,000","-9,000","1,000",0,"1,000","2,003,000"
