證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2303,聯電            ,"69,792,698","42,330,642","27,462,056",0,0,0,"3,715,210","502,000","3,213,210","-1,030,643","3,225,892","4,559,535","-1,333,643","1,946,000","1,643,000","303,000","29,644,623"
"=""00677U""",期富邦VIX       ,"38,241,000","25,127,000","13,114,000",0,0,0,0,0,0,"9,136,000",0,0,0,"18,315,000","9,179,000","9,136,000","22,250,000"
"=""00715L""",期街口布蘭特正2 ,"7,736,000","2,180,001","5,555,999",0,0,0,0,0,0,"14,577,000",0,0,0,"14,980,000","403,000","14,577,000","20,132,999"
"=""00642U""",期元大S&P石油   ,"1,576,000","24,000","1,552,000",0,0,0,0,0,0,"10,642,000",0,0,0,"13,521,000","2,879,000","10,642,000","12,194,000"
2603,長榮            ,"105,428,090","87,892,897","17,535,193",0,0,0,0,"4,984,000","-4,984,000","-2,703,104","4,752,000","5,398,898","-646,898","3,362,794","5,419,000","-2,056,206","9,848,089"
"=""00637L""",元大滬深300正2  ,"7,260,000","4,211,000","3,049,000",0,0,0,0,0,0,"6,618,550","150,000",0,"150,000","16,343,000","9,874,450","6,468,550","9,667,550"
6239,力成            ,"11,222,644","1,902,900","9,319,744",0,0,0,"116,000","55,000","61,000","-159,516","142,484","501,000","-358,516","248,000","49,000","199,000","9,221,228"
3711,日月光投控      ,"22,102,420","13,882,801","8,219,619",0,0,0,"488,140",0,"488,140","-474,026","432,809","890,000","-457,191","281,440","298,275","-16,835","8,233,733"
2014,中鴻            ,"11,283,000","3,286,000","7,997,000",0,0,0,"86,000",0,"86,000","-474,330","3,000",0,"3,000","14,070","491,400","-477,330","7,608,670"
2449,京元電子        ,"8,838,265","2,863,000","5,975,265",0,0,0,"11,000",0,"11,000","982,565","811,193","332,628","478,565","744,000","240,000","504,000","6,968,830"
"=""0056""",元大高股息      ,"615,450","620,000","-4,550",0,0,0,0,0,0,"5,736,189","10,000",0,"10,000","5,735,789","9,600","5,726,189","5,731,639"
2885,元大金          ,"13,739,485","6,260,300","7,479,185",0,0,0,"80,880",0,"80,880","-2,114,921","44,000","2,212,000","-2,168,000","57,000","3,921","53,079","5,445,144"
1909,榮成            ,"7,515,000","2,556,000","4,959,000",0,0,0,0,"82,000","-82,000","456,594","242,000","105,000","137,000","341,696","22,102","319,594","5,333,594"
2371,大同            ,"7,315,000","2,284,600","5,030,400",0,0,0,"22,000",0,"22,000","69,827","230,378","160,551","69,827",0,0,0,"5,122,227"
2615,萬海            ,"19,708,000","13,595,000","6,113,000",0,0,0,0,"1,204,000","-1,204,000","146,251","691,870","621,619","70,251","537,000","461,000","76,000","5,055,251"
2610,華航            ,"20,974,030","16,025,000","4,949,030",0,0,0,0,0,0,"83,000","361,000","278,000","83,000",0,0,0,"5,032,030"
2338,光罩            ,"5,839,000","928,000","4,911,000",0,0,0,0,0,0,"27,683","281,680","470,009","-188,329","288,012","72,000","216,012","4,938,683"
2352,佳世達          ,"5,669,131","1,440,000","4,229,131",0,0,0,"13,000",0,"13,000","63,241","301,114","191,873","109,241","36,000","82,000","-46,000","4,305,372"
2363,矽統            ,"5,620,000","1,514,000","4,106,000",0,0,0,0,0,0,"1,000","2,000","1,000","1,000",0,0,0,"4,107,000"
2618,長榮航          ,"12,008,630","8,294,000","3,714,630",0,0,0,0,0,0,"330,385","764,000","550,000","214,000","301,385","185,000","116,385","4,045,015"
"=""071175""",大銀永豐4A購01  ,0,0,0,"3,893,000","123,000","3,770,000",0,0,0,"3,770,000",0,0,0,"3,893,000","123,000","3,770,000","3,770,000"
9938,百和            ,"4,148,000","1,081,078","3,066,922",0,0,0,"634,000",0,"634,000","-64,157","90,840","166,997","-76,157","55,000","43,000","12,000","3,636,765"
2409,友達            ,"25,525,351","36,415,920","-10,890,569",0,0,0,"7,774,000",0,"7,774,000","6,721,000","4,585,000","825,000","3,760,000","3,942,000","981,000","2,961,000","3,604,431"
2605,新興            ,"4,981,000","1,543,000","3,438,000",0,0,0,0,0,0,"95,990","191,000","1,000","190,000","74,000","168,010","-94,010","3,533,990"
1513,中興電          ,"6,864,000","2,734,000","4,130,000",0,0,0,0,"634,000","-634,000","-28,997","256,466","234,463","22,003","215,000","266,000","-51,000","3,467,003"
8150,南茂            ,"3,983,000","680,000","3,303,000",0,0,0,0,0,0,"40,211","23,211","1,000","22,211","68,000","50,000","18,000","3,343,211"
1444,力麗            ,"4,064,000","817,000","3,247,000",0,0,0,0,0,0,"20,023","11,023","1,000","10,023","11,000","1,000","10,000","3,267,023"
"=""05453P""",京元電統一49售02,0,"3,000","-3,000",0,0,0,0,0,0,"2,857,000",0,0,0,"2,857,000",0,"2,857,000","2,854,000"
2332,友訊            ,"3,982,000","1,094,000","2,888,000",0,0,0,0,0,0,"-52,851","28,000","176,000","-148,000","151,220","56,071","95,149","2,835,149"
2481,強茂            ,"6,122,000","3,136,100","2,985,900",0,0,0,"50,000","489,000","-439,000","235,669","162,000","138,000","24,000","270,669","59,000","211,669","2,782,569"
1605,華新            ,"5,921,001","2,423,000","3,498,001",0,0,0,0,0,0,"-750,439","31,561","418,000","-386,439","28,000","392,000","-364,000","2,747,562"
1312,國喬            ,"4,884,000","2,149,000","2,735,000",0,0,0,0,0,0,"-42,261","13,000","13,000",0,"25,728","67,989","-42,261","2,692,739"
1314,中石化          ,"10,505,000","7,018,200","3,486,800",0,0,0,0,0,0,"-845,802","495,948","1,045,750","-549,802","141,000","437,000","-296,000","2,640,998"
1216,統一            ,"6,568,293","4,158,300","2,409,993",0,0,0,"33,740",0,"33,740","61,000","11,000","66,000","-55,000","124,000","8,000","116,000","2,504,733"
4915,致伸            ,"6,585,000","4,906,000","1,679,000",0,0,0,0,0,0,"817,232","216,044","1,812","214,232","616,000","13,000","603,000","2,496,232"
2601,益航            ,"4,182,000","1,752,000","2,430,000",0,0,0,0,0,0,"8,000","5,000","1,000","4,000","4,000",0,"4,000","2,438,000"
2458,義隆            ,"3,712,459","1,225,000","2,487,459",0,0,0,"113,000",0,"113,000","-165,995","114,005","230,000","-115,995","38,000","88,000","-50,000","2,434,464"
2441,超豐            ,"2,936,000","592,000","2,344,000",0,0,0,"16,000",0,"16,000","-48,996","104,100","153,096","-48,996",0,0,0,"2,311,004"
2492,華新科          ,"3,738,630","1,305,920","2,432,710",0,0,0,"52,000","90,000","-38,000","-89,000","135,000","188,000","-53,000","86,000","122,000","-36,000","2,305,710"
"=""078610""",海悅群益4B購01  ,0,0,0,0,0,0,0,0,0,"2,259,000",0,0,0,"2,279,000","20,000","2,259,000","2,259,000"
2312,金寶            ,"2,878,000","644,000","2,234,000",0,0,0,0,0,0,"23,000","35,000",0,"35,000","17,000","29,000","-12,000","2,257,000"
"=""082468""",穎崴元大54購01  ,0,0,0,0,0,0,0,0,0,"2,227,000",0,0,0,"2,228,000","1,000","2,227,000","2,227,000"
8070,長華*           ,"2,723,250","569,000","2,154,250",0,0,0,0,0,0,"15,000","165,000","191,000","-26,000","44,000","3,000","41,000","2,169,250"
"=""00738U""",期元大道瓊白銀  ,"1,433,000","284,000","1,149,000",0,0,0,0,0,0,"996,000",0,0,0,"2,165,000","1,169,000","996,000","2,145,000"
"=""04566P""",世紀鋼元大43售08,0,0,0,0,0,0,0,0,0,"2,096,000",0,0,0,"2,096,000",0,"2,096,000","2,096,000"
1907,永豐餘          ,"3,756,000","1,692,000","2,064,000",0,0,0,0,0,0,"22,754","86,514","2,760","83,754","11,000","72,000","-61,000","2,086,754"
"=""081664""",長榮國泰4C購01  ,0,0,0,0,0,0,0,0,0,"2,068,000",0,0,0,"2,075,000","7,000","2,068,000","2,068,000"
1608,華榮            ,"2,708,000","728,000","1,980,000",0,0,0,0,0,0,"25,000","25,000",0,"25,000",0,0,0,"2,005,000"
1718,中纖            ,"4,502,000","2,357,000","2,145,000",0,0,0,0,0,0,"-167,873","20,000","75,000","-55,000","11,226","124,099","-112,873","1,977,127"
6271,同欣電          ,"5,327,200","3,912,000","1,415,200",0,0,0,"333,000",0,"333,000","226,364","306,764","456,000","-149,236","415,600","40,000","375,600","1,974,564"
"=""082040""",中興電元大55購01,"20,000",0,"20,000",0,0,0,0,0,0,"1,848,000",0,0,0,"1,898,000","50,000","1,848,000","1,868,000"
"=""00752""",中信中國50      ,"4,000","5,000","-1,000",0,0,0,0,0,0,"1,850,333",0,0,0,"2,499,333","649,000","1,850,333","1,849,333"
2399,映泰            ,"2,574,000","739,000","1,835,000",0,0,0,0,0,0,"1,001","1,001",0,"1,001",0,0,0,"1,836,001"
"=""00631L""",元大台灣50正2   ,"1,034,000","703,000","331,000",0,0,0,0,0,0,"1,489,275",0,0,0,"2,517,355","1,028,080","1,489,275","1,820,275"
2023,燁輝            ,"3,125,000","1,359,000","1,766,000",0,0,0,0,0,0,"5,000","5,000",0,"5,000",0,0,0,"1,771,000"
2426,鼎元            ,"2,470,000","709,000","1,761,000",0,0,0,0,0,0,396,"1,111",715,396,0,0,0,"1,761,396"
2329,華泰            ,"2,387,000","638,000","1,749,000",0,0,0,0,0,0,"10,000","12,000","2,000","10,000",0,0,0,"1,759,000"
1515,力山            ,"1,879,000","231,000","1,648,000",0,0,0,0,0,0,"111,000",0,0,0,"121,000","10,000","111,000","1,759,000"
"=""080181""",穎崴凱基52購01  ,0,0,0,0,0,0,0,0,0,"1,706,000",0,0,0,"1,810,000","104,000","1,706,000","1,706,000"
"=""05316P""",萬海凱基45售02  ,0,0,0,0,0,0,0,0,0,"1,704,000",0,0,0,"2,360,000","656,000","1,704,000","1,704,000"
2323,中環            ,"4,056,001","2,288,000","1,768,001",0,0,0,0,0,0,"-84,811","22,189","107,000","-84,811",0,0,0,"1,683,190"
3437,榮創            ,"2,826,000","1,155,000","1,671,000",0,0,0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"1,672,000"
2855,統一證          ,"2,257,000","599,000","1,658,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,658,000"
"=""071041""",勤誠統一51購03  ,0,0,0,0,0,0,0,0,0,"1,656,000",0,0,0,"2,021,000","365,000","1,656,000","1,656,000"
"=""081348""",萬海統一52購03  ,0,0,0,0,0,0,0,0,0,"1,603,000",0,0,0,"1,783,000","180,000","1,603,000","1,603,000"
"=""081637""",雲豹元富4B購01  ,0,0,0,0,0,0,0,0,0,"1,589,000",0,0,0,"1,615,000","26,000","1,589,000","1,589,000"
"=""081730""",世紀鋼統一49購01,0,0,0,0,0,0,0,0,0,"1,583,000",0,0,0,"1,861,000","278,000","1,583,000","1,583,000"
"=""05812P""",貿聯凱基46售07  ,0,0,0,0,0,0,0,0,0,"1,559,000",0,0,0,"1,783,000","224,000","1,559,000","1,559,000"
3714,富采            ,"2,826,100","944,150","1,881,950",0,0,0,"6,000","200,000","-194,000","-141,475","32,525","174,000","-141,475",0,0,0,"1,546,475"
1609,大亞            ,"4,406,001","2,116,000","2,290,001",0,0,0,0,0,0,"-780,721","2,279","800,000","-797,721","50,000","33,000","17,000","1,509,280"
6005,群益證          ,"3,355,000","1,880,000","1,475,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,475,000"
4142,國光生          ,"3,850,000","2,384,000","1,466,000",0,0,0,0,0,0,"4,000","4,000",0,"4,000",0,0,0,"1,470,000"
2379,瑞昱            ,"2,965,890","1,653,927","1,311,963",0,0,0,"207,590",0,"207,590","-82,994","53,006","127,000","-73,994","37,000","46,000","-9,000","1,436,559"
"=""081765""",台積電凱基4C購29,0,0,0,0,0,0,0,0,0,"1,414,000",0,0,0,"1,416,000","2,000","1,414,000","1,414,000"
1313,聯成            ,"2,765,000","1,262,000","1,503,000",0,0,0,0,0,0,"-104,000","4,000",0,"4,000","40,000","148,000","-108,000","1,399,000"
1409,新纖            ,"2,786,000","1,398,000","1,388,000",0,0,0,0,0,0,"4,000","4,000","4,000",0,"4,000",0,"4,000","1,392,000"
4958,臻鼎-KY         ,"3,509,504","1,765,555","1,743,949",0,0,0,"87,000","354,000","-267,000","-92,000","3,000","104,000","-101,000","71,000","62,000","9,000","1,384,949"
2607,榮運            ,"2,213,000","839,000","1,374,000",0,0,0,0,0,0,0,"3,000","3,000",0,0,0,0,"1,374,000"
"=""082063""",昇陽半元大53購01,0,0,0,0,0,0,0,0,0,"1,360,000",0,0,0,"1,442,000","82,000","1,360,000","1,360,000"
2504,國產            ,"2,319,000","893,019","1,425,981",0,0,0,0,0,0,"-77,700","1,300","177,000","-175,700","167,000","69,000","98,000","1,348,281"
2404,漢唐            ,"1,759,982","445,312","1,314,670",0,0,0,0,0,0,"23,000","25,000","47,000","-22,000","71,000","26,000","45,000","1,337,670"
1305,華夏            ,"3,460,000","2,479,000","981,000",0,0,0,"276,000",0,"276,000","43,000","74,000",0,"74,000",0,"31,000","-31,000","1,300,000"
"=""03863P""",大立光元富42售04,0,0,0,0,0,0,0,0,0,"1,300,000",0,0,0,"1,400,000","100,000","1,300,000","1,300,000"
