證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00632R""",元大台灣50反1   ,"2,522,000","5,038,000","-2,516,000",0,0,0,0,0,0,"91,097,784","15,775,000","2,880,000","12,895,000","146,111,212","67,908,428","78,202,784","88,581,784"
"=""03030P""",台灣50中信42售02,0,0,0,0,0,0,0,0,0,"23,052,000",0,0,0,"29,240,000","6,188,000","23,052,000","23,052,000"
2618,長榮航          ,"36,035,473","29,320,293","6,715,180",0,0,0,"1,691,000","894,000","797,000","1,032,835","2,106,000","2,422,110","-316,110","4,218,476","2,869,531","1,348,945","8,545,015"
"=""00673R""",期元大S&P原油反1,"235,000","446,000","-211,000",0,0,0,0,0,0,"7,786,387","1,715,000",0,"1,715,000","13,990,864","7,919,477","6,071,387","7,575,387"
2891,中信金          ,"34,013,745","33,086,223","927,522",0,0,0,"5,566,000","364,000","5,202,000","-1,046,594","355,220","1,383,974","-1,028,754","323,000","340,840","-17,840","5,082,928"
2498,宏達電          ,"7,888,236","2,562,031","5,326,205",0,0,0,"10,000",0,"10,000","-586,119","70,000","576,000","-506,000","58,000","138,119","-80,119","4,750,086"
"=""00664R""",國泰臺灣加權反1 ,0,"1,200,000","-1,200,000",0,0,0,0,0,0,"5,910,072",0,0,0,"8,988,342","3,078,270","5,910,072","4,710,072"
3682,亞太電          ,"5,132,027","519,000","4,613,027",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,613,027"
"=""05108P""",直得國票45售02  ,0,0,0,0,0,0,0,0,0,"4,176,000",0,0,0,"4,607,000","431,000","4,176,000","4,176,000"
"=""04218P""",台積電永豐48售02,0,0,0,0,0,0,0,0,0,"4,135,000",0,0,0,"4,345,000","210,000","4,135,000","4,135,000"
2340,台亞            ,"5,154,000","1,222,258","3,931,742",0,0,0,"1,000",0,"1,000","-92,515","33,000","26,304","6,696","23,000","122,211","-99,211","3,840,227"
"=""03443P""",T50正2凱基43售05,0,0,0,0,0,0,0,0,0,"3,806,000",0,0,0,"3,951,000","145,000","3,806,000","3,806,000"
"=""052287""",中砂國票44購02  ,0,0,0,0,0,0,0,0,0,"3,253,000",0,0,0,"3,283,000","30,000","3,253,000","3,253,000"
"=""062483""",世紀鋼群益46購03,0,0,0,0,0,0,0,0,0,"3,201,000",0,0,0,"4,175,000","974,000","3,201,000","3,201,000"
"=""00676R""",富邦臺灣加權反1 ,"1,000",0,"1,000",0,0,0,0,0,0,"3,162,200",0,0,0,"5,065,200","1,903,000","3,162,200","3,163,200"
"=""03515P""",景碩永豐41售03  ,0,0,0,0,0,0,0,0,0,"3,148,000",0,0,0,"4,473,000","1,325,000","3,148,000","3,148,000"
"=""058917""",上証2X群益49購02,0,0,0,0,0,0,0,0,0,"3,059,000",0,0,0,"3,229,000","170,000","3,059,000","3,059,000"
"=""071925""",鈺邦統一56購01  ,0,0,0,0,0,0,0,0,0,"2,935,000",0,0,0,"3,001,000","66,000","2,935,000","2,935,000"
2882,國泰金          ,"9,124,632","11,229,049","-2,104,417",0,0,0,"5,375,000","38,000","5,337,000","-450,369","185,000","521,840","-336,840","57,000","170,529","-113,529","2,782,214"
"=""05064P""",台積電元富4A售04,0,0,0,0,0,0,0,0,0,"2,781,000",0,0,0,"3,044,000","263,000","2,781,000","2,781,000"
4904,遠傳            ,"3,680,808","3,013,664","667,144",0,0,0,"2,071,000",0,"2,071,000","-40,382","15,000","70,278","-55,278","15,896","1,000","14,896","2,697,762"
"=""05076P""",大立光元富44售05,0,0,0,0,0,0,0,0,0,"2,697,000",0,0,0,"3,037,000","340,000","2,697,000","2,697,000"
"=""03200P""",矽力凱基3C售02  ,0,0,0,0,0,0,0,0,0,"2,566,000",0,0,0,"2,566,000",0,"2,566,000","2,566,000"
2313,華通            ,"5,936,000","3,341,000","2,595,000",0,0,0,"144,000",0,"144,000","-331,689","32,000","118,689","-86,689","76,000","321,000","-245,000","2,407,311"
"=""049988""",微星群益43購02  ,0,0,0,0,0,0,0,0,0,"2,362,000",0,0,0,"2,453,000","91,000","2,362,000","2,362,000"
"=""04747P""",S&P正2元大44售01,0,0,0,0,0,0,0,0,0,"2,355,000",0,0,0,"2,600,000","245,000","2,355,000","2,355,000"
"=""03027P""",電子類群益3C售10,0,0,0,0,0,0,0,0,0,"2,351,000",0,0,0,"2,551,000","200,000","2,351,000","2,351,000"
