證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Unnamed: 19
"=""064181""",嘉晶統一54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-327,000",0,0,0,"414,000","741,000","-327,000","-327,000",
"=""039941""",鈺邦元大54購06  ,0,0,0,0.0,0.0,0.0,0,0,0,"-328,000",0,0,0,0,"328,000","-328,000","-328,000",
"=""00981T""",平衡凱基雙核收息,0,0,0,0.0,0.0,0.0,0,0,0,"-328,249",0,0,0,"905,000","1,233,249","-328,249","-328,249",
"=""033151""",聯發科統一55購01,0,0,0,0.0,0.0,0.0,0,0,0,"-329,000",0,0,0,"165,000","494,000","-329,000","-329,000",
"=""039144""",T50反1元大58購01,0,0,0,0.0,0.0,0.0,0,0,0,"-330,000",0,0,0,"84,000","414,000","-330,000","-330,000",
"=""069173""",長榮統一52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-330,000",0,0,0,"161,000","491,000","-330,000","-330,000",
"=""041228""",華新科永豐54購01,0,0,0,0.0,0.0,0.0,0,0,0,"-330,000",0,0,0,0,"330,000","-330,000","-330,000",
"=""077060""",潤隆凱基4C購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-330,000",0,0,0,"20,000","350,000","-330,000","-330,000",
"=""075268""",滬深2X國票55購01,0,0,0,0.0,0.0,0.0,0,0,0,"-331,000",0,0,0,"1,000","332,000","-331,000","-331,000",
"=""037698""",日電貿永豐54購01,0,0,0,0.0,0.0,0.0,0,0,0,"-331,000",0,0,0,"10,000","341,000","-331,000","-331,000",
"=""087652""",亞德客凱基51購01,0,0,0,0.0,0.0,0.0,0,0,0,"-331,000",0,0,0,"27,000","358,000","-331,000","-331,000",
"=""065320""",新日興統一51購02,0,0,0,0.0,0.0,0.0,0,0,0,"-331,000",0,0,0,0,"331,000","-331,000","-331,000",
"=""088516""",聯鈞元大56購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-332,000",0,0,0,"30,000","362,000","-332,000","-332,000",
"=""071918""",欣興統一52購07  ,0,0,0,0.0,0.0,0.0,0,0,0,"-332,000",0,0,0,0,"332,000","-332,000","-332,000",
"=""038374""",日月光富邦53購02,0,0,0,0.0,0.0,0.0,0,0,0,"-332,000",0,0,0,"241,000","573,000","-332,000","-332,000",
"=""040626""",景碩統一5A購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-333,000",0,0,0,"121,000","454,000","-333,000","-333,000",
"=""009812""",野村日本東證    ,0,0,0,0.0,0.0,0.0,0,0,0,"-333,766",0,0,0,"46,000","379,766","-333,766","-333,766",
"=""038317""",國巨統一69購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-334,000",0,0,0,"591,000","925,000","-334,000","-334,000",
"=""036799""",臻鼎元大54購13  ,0,0,0,0.0,0.0,0.0,0,0,0,"-334,000",0,0,0,0,"334,000","-334,000","-334,000",
1528,恩德            ,"88,000","422,000","-334,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-334,000",
2103,台橡            ,"277,000","555,000","-278,000",0.0,0.0,0.0,0,0,0,"-57,000",0,"57,000","-57,000",0,0,0,"-335,000",
"=""032242""",京元電富邦54購02,0,0,0,0.0,0.0,0.0,0,0,0,"-335,000",0,0,0,"2,000","337,000","-335,000","-335,000",
"=""087551""",智邦元大51購06  ,0,0,0,0.0,0.0,0.0,0,0,0,"-335,000",0,0,0,"20,000","355,000","-335,000","-335,000",
"=""089344""",美利達凱基53購01,0,0,0,0.0,0.0,0.0,0,0,0,"-336,000",0,0,0,"80,000","416,000","-336,000","-336,000",
"=""031098""",昇陽半永豐53購04,0,0,0,0.0,0.0,0.0,0,0,0,"-336,000",0,0,0,"102,000","438,000","-336,000","-336,000",
"=""084693""",勤誠群益51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-336,000",0,0,0,"24,000","360,000","-336,000","-336,000",
"=""077085""",臺股指凱基56購04,0,0,0,0.0,0.0,0.0,0,0,0,"-336,000",0,0,0,"11,000","347,000","-336,000","-336,000",
"=""041057""",聯發科元大54購33,0,0,0,0.0,0.0,0.0,0,0,0,"-337,000",0,0,0,"18,000","355,000","-337,000","-337,000",
"=""038703""",南亞國泰55購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-338,000",0,0,0,"132,000","470,000","-338,000","-338,000",
"=""080362""",聯發科元大51購14,0,0,0,0.0,0.0,0.0,0,0,0,"-338,000",0,0,0,0,"338,000","-338,000","-338,000",
"=""030848""",華擎元大52購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-339,000",0,0,0,"10,000","349,000","-339,000","-339,000",
"=""034870""",京元電元大59購02,0,0,0,0.0,0.0,0.0,0,0,0,"-339,000",0,0,0,0,"339,000","-339,000","-339,000",
"=""030381""",祥碩元大54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-340,000",0,0,0,"10,000","350,000","-340,000","-340,000",
"=""085942""",嘉澤元大4C購07  ,0,0,0,0.0,0.0,0.0,0,0,0,"-341,000",0,0,0,"399,000","740,000","-341,000","-341,000",
"=""039541""",台勝科群益54購02,0,0,0,0.0,0.0,0.0,0,0,0,"-341,000",0,0,0,"57,000","398,000","-341,000","-341,000",
"=""031780""",南亞中信56購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-342,000",0,0,0,"101,000","443,000","-342,000","-342,000",
"=""085980""",碩天統一53購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-343,000",0,0,0,0,"343,000","-343,000","-343,000",
3062,建漢            ,"304,000","645,000","-341,000",0.0,0.0,0.0,0,0,0,"-2,005",0,0,0,0,"2,005","-2,005","-343,005",
"=""030056""",台化中信52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-344,000",0,0,0,"46,000","390,000","-344,000","-344,000",
"=""031552""",川湖群益58購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-345,000",0,0,0,"29,000","374,000","-345,000","-345,000",
"=""030243""",台化統一62購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-347,000",0,0,0,"77,000","424,000","-347,000","-347,000",
"=""040241""",智邦富邦55購05  ,0,0,0,0.0,0.0,0.0,0,0,0,"-347,000",0,0,0,0,"347,000","-347,000","-347,000",
"=""071020""",慧洋統一52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-348,000",0,0,0,"1,000","349,000","-348,000","-348,000",
"=""037015""",富鼎元大54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-349,000",0,0,0,0,"349,000","-349,000","-349,000",
1711,永光            ,"280,000","561,000","-281,000",0.0,0.0,0.0,0,0,0,"-69,827",0,0,0,0,"69,827","-69,827","-350,827",
"=""041466""",凱美元富55購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-352,000",0,0,0,0,"352,000","-352,000","-352,000",
"=""079544""",元黃金元大4B購02,0,0,0,0.0,0.0,0.0,0,0,0,"-353,000",0,0,0,0,"353,000","-353,000","-353,000",
"=""032321""",臻鼎永豐52購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"-354,000",0,0,0,"51,000","405,000","-354,000","-354,000",
3011,今皓            ,"21,000","345,000","-324,000",0.0,0.0,0.0,0,0,0,"-30,000",0,"30,000","-30,000",0,0,0,"-354,000",
"=""088942""",緯穎群益53購05  ,0,0,0,0.0,0.0,0.0,0,0,0,"-355,000",0,0,0,"9,000","364,000","-355,000","-355,000",
8105,凌巨            ,"153,000","508,000","-355,000",0.0,0.0,0.0,0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"-356,000",
2486,一詮            ,"266,020","617,000","-350,980",0.0,0.0,0.0,0,0,0,"-5,758","86,000","18,000","68,000","3,065","76,823","-73,758","-356,738",
"=""038102""",聯鈞元大53購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"-357,000",0,0,0,"23,000","380,000","-357,000","-357,000",
"=""034187""",臻鼎富邦53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-357,000",0,0,0,"420,000","777,000","-357,000","-357,000",
3034,聯詠            ,"437,323","957,025","-519,702",0.0,0.0,0.0,"111,000","37,827","73,173","89,190",0,"5,000","-5,000","168,000","73,810","94,190","-357,339",
"=""08051P""",台積電凱基64售01,0,0,0,0.0,0.0,0.0,0,0,0,"-358,000",0,0,0,"24,000","382,000","-358,000","-358,000",
"=""066345""",聯發科富邦51購01,0,0,0,0.0,0.0,0.0,0,0,0,"-358,000",0,0,0,"161,000","519,000","-358,000","-358,000",
"=""086907""",力積電統一59購01,0,0,0,0.0,0.0,0.0,0,0,0,"-358,000",0,0,0,0,"358,000","-358,000","-358,000",
"=""041050""",台積電元大54購71,0,0,0,0.0,0.0,0.0,0,0,0,"-358,000",0,0,0,0,"358,000","-358,000","-358,000",
"=""088432""",精成科中信51購01,0,0,0,0.0,0.0,0.0,0,0,0,"-359,000",0,0,0,"78,000","437,000","-359,000","-359,000",
"=""032485""",緯穎元大54購12  ,0,0,0,0.0,0.0,0.0,0,0,0,"-359,000",0,0,0,"182,000","541,000","-359,000","-359,000",
"=""033319""",南亞凱基54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-359,000",0,0,0,0,"359,000","-359,000","-359,000",
6541,泰福-KY         ,"436,000","797,000","-361,000",0.0,0.0,0.0,0,0,0,990,"5,000","4,010",990,0,0,0,"-360,010",
"=""033309""",AES元大54購09   ,0,0,0,0.0,0.0,0.0,0,0,0,"-362,000",0,0,0,"38,000","400,000","-362,000","-362,000",
1732,毛寶            ,"384,000","746,000","-362,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-362,000",
"=""038521""",力成元大53購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"-362,000",0,0,0,0,"362,000","-362,000","-362,000",
"=""038426""",聯發科國票53購04,0,0,0,0.0,0.0,0.0,0,0,0,"-363,000",0,0,0,"5,000","368,000","-363,000","-363,000",
2338,光罩            ,"342,843","697,000","-354,157",0.0,0.0,0.0,0,0,0,"-12,445","4,000","10,363","-6,363",545,"6,627","-6,082","-366,602",
"=""089448""",世芯元大51購48  ,0,0,0,0.0,0.0,0.0,0,0,0,"-367,000",0,0,0,0,"367,000","-367,000","-367,000",
"=""089545""",台塑化富邦53購01,0,0,0,0.0,0.0,0.0,0,0,0,"-367,000",0,0,0,"236,000","603,000","-367,000","-367,000",
"=""039710""",台勝科元大54購01,0,0,0,0.0,0.0,0.0,0,0,0,"-368,000",0,0,0,"718,000","1,086,000","-368,000","-368,000",
6120,達運            ,"69,000","436,000","-367,000",0.0,0.0,0.0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"-369,000",
"=""086661""",智邦統一55購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-372,000",0,0,0,"16,000","388,000","-372,000","-372,000",
5522,遠雄            ,"266,000","629,000","-363,000",0.0,0.0,0.0,0,0,0,"-9,795",0,"10,000","-10,000",205,0,205,"-372,795",
"=""084641""",聯發科第一56購04,0,0,0,0.0,0.0,0.0,0,0,0,"-373,000",0,0,0,"1,000","374,000","-373,000","-373,000",
"=""038672""",金像電元大54購17,0,0,0,0.0,0.0,0.0,0,0,0,"-374,000",0,0,0,"109,000","483,000","-374,000","-374,000",
"=""05219U""",臺股指中信55售06,0,0,0,0.0,0.0,0.0,0,0,0,"-375,000",0,0,0,"90,000","465,000","-375,000","-375,000",
"=""036954""",矽力國票54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-375,000",0,0,0,"14,000","389,000","-375,000","-375,000",
"=""031253""",世芯元大52購14  ,0,0,0,0.0,0.0,0.0,0,0,0,"-376,000",0,0,0,0,"376,000","-376,000","-376,000",
"=""084712""",奇鋐元大4C購20  ,0,0,0,0.0,0.0,0.0,0,0,0,"-377,000",0,0,0,"1,000","378,000","-377,000","-377,000",
"=""039336""",大毅國票55購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-378,000",0,0,0,"7,000","385,000","-378,000","-378,000",
"=""030329""",廣宇凱基52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-378,000",0,0,0,"45,000","423,000","-378,000","-378,000",
"=""034338""",昇貿元富56購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-379,000",0,0,0,"142,000","521,000","-379,000","-379,000",
"=""084494""",SGBR2X國票51購02,0,0,0,0.0,0.0,0.0,0,0,0,"-379,000",0,0,0,"21,000","400,000","-379,000","-379,000",
"=""05295U""",穎崴群益54售04  ,0,0,0,0.0,0.0,0.0,0,0,0,"-379,000",0,0,0,0,"379,000","-379,000","-379,000",
"=""088191""",士電凱基51購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-380,000",0,0,0,0,"380,000","-380,000","-380,000",
"=""063364""",世芯凱基4C購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-380,000",0,0,0,0,"380,000","-380,000","-380,000",
"=""030456""",愛普兆豐53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-380,000",0,0,0,"73,000","453,000","-380,000","-380,000",
"=""078945""",東陽群益52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-380,000",0,0,0,0,"380,000","-380,000","-380,000",
"=""040265""",第一銅元大54購03,0,0,0,0.0,0.0,0.0,0,0,0,"-381,000",0,0,0,"30,000","411,000","-381,000","-381,000",
"=""032243""",京元電富邦55購01,0,0,0,0.0,0.0,0.0,0,0,0,"-382,000",0,0,0,0,"382,000","-382,000","-382,000",
1612,宏泰            ,"324,025","593,000","-268,975",0.0,0.0,0.0,0,"101,000","-101,000","-13,522","1,000",22,978,500,"15,000","-14,500","-383,497",
"=""05097U""",智邦凱基52售08  ,0,0,0,0.0,0.0,0.0,0,0,0,"-384,000",0,0,0,"71,000","455,000","-384,000","-384,000",
"=""030587""",長榮太統一58購01,0,0,0,0.0,0.0,0.0,0,0,0,"-384,000",0,0,0,"226,000","610,000","-384,000","-384,000",
"=""038975""",材料富邦57購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-385,000",0,0,0,"241,000","626,000","-385,000","-385,000",
"=""031422""",玉晶光富邦54購01,0,0,0,0.0,0.0,0.0,0,0,0,"-385,000",0,0,0,"123,000","508,000","-385,000","-385,000",
"=""037799""",臺股指元大56購17,0,0,0,0.0,0.0,0.0,0,0,0,"-385,000",0,0,0,0,"385,000","-385,000","-385,000",
"=""030204""",台積電元大52購12,0,0,0,0.0,0.0,0.0,0,0,0,"-385,000",0,0,0,"4,000","389,000","-385,000","-385,000",
"=""036540""",上銀元大54購05  ,0,0,0,0.0,0.0,0.0,0,0,0,"-388,000",0,0,0,0,"388,000","-388,000","-388,000",
"=""032257""",精成科富邦54購01,0,0,0,0.0,0.0,0.0,0,0,0,"-389,000",0,0,0,"10,000","399,000","-389,000","-389,000",
"=""087819""",勤誠群益51購07  ,0,0,0,0.0,0.0,0.0,0,0,0,"-393,000",0,0,0,0,"393,000","-393,000","-393,000",
1519,華城            ,"351,791","591,647","-239,856",0.0,0.0,0.0,0,"132,000","-132,000","-21,576","53,526","34,684","18,842","2,766","43,184","-40,418","-393,432",
"=""00686R""",群益臺灣加權反1 ,0,0,0,0.0,0.0,0.0,0,0,0,"-394,000",0,0,0,"963,000","1,357,000","-394,000","-394,000",
"=""031024""",世芯元大52購13  ,0,0,0,0.0,0.0,0.0,0,0,0,"-395,000",0,0,0,"25,000","420,000","-395,000","-395,000",
"=""034764""",道瓊銅元大54購01,0,0,0,0.0,0.0,0.0,0,0,0,"-395,000",0,0,0,"5,000","400,000","-395,000","-395,000",
"=""079344""",元金2X中信54購01,0,0,0,0.0,0.0,0.0,0,0,0,"-395,000",0,0,0,"164,000","559,000","-395,000","-395,000",
"=""086413""",勤誠元富51購04  ,0,0,0,0.0,0.0,0.0,0,0,0,"-396,000",0,0,0,"42,000","438,000","-396,000","-396,000",
"=""082320""",晟銘電元大4B購07,0,0,0,0.0,0.0,0.0,0,0,0,"-397,000",0,0,0,0,"397,000","-397,000","-397,000",
6885,全福生技        ,"61,000","458,000","-397,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"-397,000",
1618,合機            ,"54,000","449,000","-395,000",0.0,0.0,0.0,0,0,0,"-2,957",0,"1,000","-1,000","1,000","2,957","-1,957","-397,957",
"=""038492""",上銀元大53購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"-399,000",0,0,0,"5,000","404,000","-399,000","-399,000",
"=""031408""",T50反1富邦55購02,0,0,0,0.0,0.0,0.0,0,0,0,"-400,000",0,0,0,0,"400,000","-400,000","-400,000",
"=""085344""",大立光凱基51購06,0,0,0,0.0,0.0,0.0,0,0,0,"-400,000",0,0,0,0,"400,000","-400,000","-400,000",
"=""031775""",帆宣元大52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-400,000",0,0,0,0,"400,000","-400,000","-400,000",
"=""06347U""",臺股指凱基55售19,0,0,0,0.0,0.0,0.0,0,0,0,"-400,000",0,0,0,0,"400,000","-400,000","-400,000",
"=""089047""",大立光凱基51購07,0,0,0,0.0,0.0,0.0,0,0,0,"-400,000",0,0,0,0,"400,000","-400,000","-400,000",
4722,國精化          ,"1,007,000","1,414,000","-407,000",0.0,0.0,0.0,"54,000",0,"54,000","-47,000","47,000","34,000","13,000","8,000","68,000","-60,000","-400,000",
"=""036895""",光寶科富邦53購05,0,0,0,0.0,0.0,0.0,0,0,0,"-401,000",0,0,0,"2,819,000","3,220,000","-401,000","-401,000",
"=""035914""",牧德永豐55購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-401,000",0,0,0,"20,000","421,000","-401,000","-401,000",
"=""035312""",祥碩凱基54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-403,000",0,0,0,0,"403,000","-403,000","-403,000",
"=""030079""",南亞統一59購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-403,000",0,0,0,"407,000","810,000","-403,000","-403,000",
"=""085241""",嘉澤元大56購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-404,000",0,0,0,0,"404,000","-404,000","-404,000",
"=""034603""",臻鼎元大58購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-404,000",0,0,0,0,"404,000","-404,000","-404,000",
"=""05269U""",緯穎國票53售03  ,0,0,0,0.0,0.0,0.0,0,0,0,"-404,000",0,0,0,0,"404,000","-404,000","-404,000",
"=""037874""",光寶科元大53購03,0,0,0,0.0,0.0,0.0,0,0,0,"-404,000",0,0,0,0,"404,000","-404,000","-404,000",
"=""032141""",啟�痐舅j53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-404,000",0,0,0,0,"404,000","-404,000","-404,000",
"=""036801""",精成科元大54購12,0,0,0,0.0,0.0,0.0,0,0,0,"-404,000",0,0,0,0,"404,000","-404,000","-404,000",
"=""072424""",台灣50凱基4C購03,0,0,0,0.0,0.0,0.0,0,0,0,"-404,000",0,0,0,"207,000","611,000","-404,000","-404,000",
4958,臻鼎-KY         ,"3,904,267","5,490,000","-1,585,733",0.0,0.0,0.0,"1,041,000","90,000","951,000","230,144","142,000","181,888","-39,888","300,475","30,443","270,032","-404,589",
"=""064662""",元債2X元大4C購04,0,0,0,0.0,0.0,0.0,0,0,0,"-405,000",0,0,0,0,"405,000","-405,000","-405,000",
"=""063079""",緯穎統一54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-405,000",0,0,0,"362,000","767,000","-405,000","-405,000",
"=""087572""",世芯元大51購37  ,0,0,0,0.0,0.0,0.0,0,0,0,"-406,000",0,0,0,0,"406,000","-406,000","-406,000",
"=""039823""",友達富邦54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-406,000",0,0,0,"56,000","462,000","-406,000","-406,000",
"=""082888""",牧德富邦52購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-406,000",0,0,0,"76,000","482,000","-406,000","-406,000",
4919,新唐            ,"158,000","547,000","-389,000",0.0,0.0,0.0,0,"1,000","-1,000","-16,505",86,258,-172,"1,963","18,296","-16,333","-406,505",
"=""084101""",長榮富邦52購04  ,0,0,0,0.0,0.0,0.0,0,0,0,"-407,000",0,0,0,0,"407,000","-407,000","-407,000",
6472,保瑞            ,"171,804","508,000","-336,196",0.0,0.0,0.0,0,"91,000","-91,000","19,642","8,000","1,109","6,891","142,254","129,503","12,751","-407,554",
5284,jpp-KY          ,"261,008","632,000","-370,992",0.0,0.0,0.0,0,"20,000","-20,000","-16,756","6,017","21,915","-15,898","44,197","45,055",-858,"-407,748",
"=""087275""",碩天元大51購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-408,000",0,0,0,"328,000","736,000","-408,000","-408,000",
"=""030175""",金像電凱基52購03,0,0,0,0.0,0.0,0.0,0,0,0,"-409,000",0,0,0,"30,000","439,000","-409,000","-409,000",
"=""032215""",華通群益56購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-410,000",0,0,0,"463,000","873,000","-410,000","-410,000",
"=""034675""",滬深2X凱基54購11,0,0,0,0.0,0.0,0.0,0,0,0,"-410,000",0,0,0,0,"410,000","-410,000","-410,000",
"=""031916""",材料元富52購04  ,0,0,0,0.0,0.0,0.0,0,0,0,"-412,000",0,0,0,"38,000","450,000","-412,000","-412,000",
"=""04772U""",T50正2中信53售03,0,0,0,0.0,0.0,0.0,0,0,0,"-412,000",0,0,0,"100,000","512,000","-412,000","-412,000",
"=""065697""",台塑元大4C購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"-414,000",0,0,0,"7,000","421,000","-414,000","-414,000",
"=""034794""",臻鼎元大57購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-414,000",0,0,0,0,"414,000","-414,000","-414,000",
6005,群益證          ,"1,784,000","3,489,000","-1,705,000",0.0,0.0,0.0,"1,438,000","147,699","1,290,301",0,0,0,0,0,0,0,"-414,699",
"=""038339""",道瓊銀凱基5B購01,0,0,0,0.0,0.0,0.0,0,0,0,"-417,000",0,0,0,"28,000","445,000","-417,000","-417,000",
"=""049887""",材料統一59購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-418,000",0,0,0,0,"418,000","-418,000","-418,000",
"=""083782""",牧德元大4C購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-419,000",0,0,0,"80,000","499,000","-419,000","-419,000",
"=""081066""",智邦富邦52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-419,000",0,0,0,"50,000","469,000","-419,000","-419,000",
"=""085552""",美律元大4C購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-420,000",0,0,0,"5,000","425,000","-420,000","-420,000",
"=""088383""",長榮元大51購29  ,0,0,0,0.0,0.0,0.0,0,0,0,"-420,000",0,0,0,0,"420,000","-420,000","-420,000",
"=""071773""",智原元大51購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-420,000",0,0,0,0,"420,000","-420,000","-420,000",
"=""031011""",台光電元大54購09,0,0,0,0.0,0.0,0.0,0,0,0,"-421,000",0,0,0,"162,000","583,000","-421,000","-421,000",
"=""032229""",南亞富邦54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-421,000",0,0,0,"145,000","566,000","-421,000","-421,000",
"=""030384""",AES元大54購01   ,0,0,0,0.0,0.0,0.0,0,0,0,"-424,000",0,0,0,"161,000","585,000","-424,000","-424,000",
"=""035334""",京元電統一57購03,0,0,0,0.0,0.0,0.0,0,0,0,"-426,000",0,0,0,"161,000","587,000","-426,000","-426,000",
"=""032142""",保瑞元大53購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-427,000",0,0,0,"23,000","450,000","-427,000","-427,000",
"=""080115""",緯創元大52購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-427,000",0,0,0,"181,000","608,000","-427,000","-427,000",
"=""06087U""",臺股指富邦53售16,0,0,0,0.0,0.0,0.0,0,0,0,"-427,000",0,0,0,"100,000","527,000","-427,000","-427,000",
"=""086442""",大成統一57購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-427,000",0,0,0,"141,000","568,000","-427,000","-427,000",
"=""086546""",創意元大51購06  ,0,0,0,0.0,0.0,0.0,0,0,0,"-427,000",0,0,0,"567,000","994,000","-427,000","-427,000",
"=""048767""",十銓元富52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-430,000",0,0,0,"11,000","441,000","-430,000","-430,000",
"=""084205""",慧洋元富51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-430,000",0,0,0,"20,000","450,000","-430,000","-430,000",
"=""036841""",光寶科統一57購05,0,0,0,0.0,0.0,0.0,0,0,0,"-430,000",0,0,0,"421,000","851,000","-430,000","-430,000",
"=""067766""",飛宏統一4C購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-431,000",0,0,0,"5,000","436,000","-431,000","-431,000",
"=""071780""",創意元大51購04  ,0,0,0,0.0,0.0,0.0,0,0,0,"-432,000",0,0,0,"10,000","442,000","-432,000","-432,000",
"=""035007""",達興富邦56購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-433,000",0,0,0,0,"433,000","-433,000","-433,000",
"=""040454""",金像電元大57購03,0,0,0,0.0,0.0,0.0,0,0,0,"-435,000",0,0,0,"199,000","634,000","-435,000","-435,000",
"=""065299""",鴻海統一57購04  ,0,0,0,0.0,0.0,0.0,0,0,0,"-435,000",0,0,0,"155,000","590,000","-435,000","-435,000",
"=""037245""",嘉澤中信54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"-435,000",0,0,0,0,"435,000","-435,000","-435,000",
"=""089965""",大立光元大53購02,0,0,0,0.0,0.0,0.0,0,0,0,"-438,000",0,0,0,"535,000","973,000","-438,000","-438,000",
"=""080814""",泰金寶凱基4C購01,0,0,0,0.0,0.0,0.0,0,0,0,"-439,000",0,0,0,"320,000","759,000","-439,000","-439,000",
3024,憶聲            ,"58,000","502,000","-444,000",0.0,0.0,0.0,0,0,0,"5,000","5,000",0,"5,000",0,0,0,"-439,000",
"=""087859""",勤誠元大51購06  ,0,0,0,0.0,0.0,0.0,0,0,0,"-439,000",0,0,0,"53,000","492,000","-439,000","-439,000",
1529,樂事綠能        ,"268,630","708,000","-439,370",0.0,0.0,0.0,0,0,0,-521,"3,000","3,521",-521,0,0,0,"-439,891",
"=""033862""",南亞凱基53購09  ,0,0,0,0.0,0.0,0.0,0,0,0,"-440,000",0,0,0,"30,000","470,000","-440,000","-440,000",
"=""086752""",創意元大51購09  ,0,0,0,0.0,0.0,0.0,0,0,0,"-440,000",0,0,0,"30,000","470,000","-440,000","-440,000",
"=""033279""",金像電元大54購08,0,0,0,0.0,0.0,0.0,0,0,0,"-441,000",0,0,0,0,"441,000","-441,000","-441,000",
"=""089570""",零壹元大51購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-443,000",0,0,0,0,"443,000","-443,000","-443,000",
"=""038123""",光寶科群益54購02,0,0,0,0.0,0.0,0.0,0,0,0,"-445,000",0,0,0,"60,000","505,000","-445,000","-445,000",
"=""06527U""",康舒元富54售05  ,0,0,0,0.0,0.0,0.0,0,0,0,"-448,000",0,0,0,"90,000","538,000","-448,000","-448,000",
"=""040654""",台灣50元大58購02,0,0,0,0.0,0.0,0.0,0,0,0,"-449,000",0,0,0,0,"449,000","-449,000","-449,000",
"=""038323""",強茂統一5C購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"-449,000",0,0,0,"57,000","506,000","-449,000","-449,000",
6962,奕力-KY         ,"221,000","668,000","-447,000",0.0,0.0,0.0,0,0,0,"-2,775",0,0,0,"2,000","4,775","-2,775","-449,775",
