證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2303,聯電            ,"71,370,650","27,505,000","43,865,650",0,0,0,"1,388,502",0,"1,388,502","6,529,590","6,488,000","3,278,000","3,210,000","3,795,313","475,723","3,319,590","51,783,742"
"=""00715L""",期街口布蘭特正2 ,"16,565,000","869,000","15,696,000",0,0,0,0,0,0,"17,884,000",0,0,0,"18,829,000","945,000","17,884,000","33,580,000"
2344,華邦電          ,"18,717,004","4,496,000","14,221,004",0,0,0,"1,000","80,000","-79,000","942,979","1,433,719","1,021,740","411,979","608,000","77,000","531,000","15,084,983"
2891,中信金          ,"22,345,352","7,818,258","14,527,094",0,0,0,"55,305",0,"55,305","-490,161","207,511","760,672","-553,161","215,000","152,000","63,000","14,092,238"
2888,新光金          ,"20,934,843","16,378,872","4,555,971",0,0,0,"4,000","164,000","-160,000","9,489,000","990,000","2,487,000","-1,497,000","11,310,000","324,000","10,986,000","13,884,971"
2884,玉山金          ,"14,132,560","6,635,356","7,497,204",0,0,0,"43,510",0,"43,510","84,446","171,000","75,000","96,000","88,000","99,554","-11,554","7,625,160"
3037,欣興            ,"13,030,982","6,263,720","6,767,262",0,0,0,"261,000","33,000","228,000","541,029","711,029","472,000","239,029","378,000","76,000","302,000","7,536,291"
2330,台積電          ,"17,864,760","11,711,029","6,153,731",0,0,0,"941,865",0,"941,865","310,786","668,268","292,693","375,575","138,000","202,789","-64,789","7,406,382"
2609,陽明            ,"18,715,407","11,757,034","6,958,373",0,0,0,"4,000","38,000","-34,000","87,896","933,362","860,466","72,896","60,000","45,000","15,000","7,012,269"
2637,慧洋-KY         ,"12,786,000","6,432,756","6,353,244",0,0,0,0,0,0,"12,432","322,994","240,079","82,915","293,430","363,913","-70,483","6,365,676"
2614,東森            ,"9,089,000","3,056,000","6,033,000",0,0,0,0,0,0,"45,000",0,0,0,"62,000","17,000","45,000","6,078,000"
2610,華航            ,"17,805,256","13,750,000","4,055,256",0,0,0,"1,609,000",0,"1,609,000","351,002","681,000","329,998","351,002",0,0,0,"6,015,258"
2615,萬海            ,"17,312,136","11,440,160","5,871,976",0,0,0,"2,000",0,"2,000","86,157","1,463,448","1,389,179","74,269","133,888","122,000","11,888","5,960,133"
"=""083034""",A50凱基4C購01   ,0,0,0,0,0,0,0,0,0,"5,953,000",0,0,0,"6,028,000","75,000","5,953,000","5,953,000"
"=""00642U""",期元大S&P石油   ,"4,247,000","10,000","4,237,000",0,0,0,0,0,0,"1,609,310",0,0,0,"1,775,309","165,999","1,609,310","5,846,310"
2823,中壽            ,"6,205,048","1,138,000","5,067,048",0,0,0,"1,000",0,"1,000","505,933","508,000","52,000","456,000","207,933","158,000","49,933","5,573,981"
2618,長榮航          ,"12,076,405","7,668,295","4,408,110",0,0,0,0,0,0,"653,000","695,000","473,000","222,000","621,000","190,000","431,000","5,061,110"
2337,旺宏            ,"6,717,787","2,363,000","4,354,787",0,0,0,"1,000",0,"1,000","382,835","425,735","246,000","179,735","239,100","36,000","203,100","4,738,622"
2481,強茂            ,"9,303,110","5,686,000","3,617,110",0,0,0,"837,000",0,"837,000","27,159","389,000","405,841","-16,841","203,000","159,000","44,000","4,481,269"
"=""0050""",元大台灣50      ,"2,124,481","804,230","1,320,251",0,0,0,"41,000",0,"41,000","3,109,016","1,317,983","202,993","1,114,990","2,123,194","129,168","1,994,026","4,470,267"
5608,四維航          ,"16,555,000","12,556,000","3,999,000",0,0,0,0,0,0,"150,000","316,000","166,000","150,000",0,0,0,"4,149,000"
2457,飛宏            ,"5,532,000","1,487,000","4,045,000",0,0,0,0,0,0,"99,089","81,348","75,259","6,089","108,000","15,000","93,000","4,144,089"
2886,兆豐金          ,"6,895,124","3,184,593","3,710,531",0,0,0,"136,228",0,"136,228","193,860","145,000","5,140","139,860","54,000",0,"54,000","4,040,619"
2603,長榮            ,"22,559,414","18,433,212","4,126,202",0,0,0,"68,000","139,000","-71,000","-73,515","1,665,000","1,971,351","-306,351","367,836","135,000","232,836","3,981,687"
"=""00892""",富邦台灣半導體  ,"2,422,000","430,000","1,992,000",0,0,0,0,0,0,"1,930,776",0,0,0,"5,009,222","3,078,446","1,930,776","3,922,776"
"=""00882""",中信中國高股息  ,"3,428,200","521,000","2,907,200",0,0,0,0,0,0,"623,075",0,0,0,"1,185,520","562,445","623,075","3,530,275"
2882,國泰金          ,"7,496,118","4,334,993","3,161,125",0,0,0,"45,965",0,"45,965","190,000","246,000","32,000","214,000","83,000","107,000","-24,000","3,397,090"
"=""086648""",神達凱基52購01  ,0,0,0,0,0,0,0,0,0,"3,306,000",0,0,0,"3,550,000","244,000","3,306,000","3,306,000"
2880,華南金          ,"5,253,896","2,126,000","3,127,896",0,0,0,"25,305",0,"25,305","130,000","132,000",0,"132,000",0,"2,000","-2,000","3,283,201"
"=""00881""",國泰台灣科技龍頭,"1,764,000","498,000","1,266,000",0,0,0,0,0,0,"2,004,002",0,0,0,"3,419,000","1,414,998","2,004,002","3,270,002"
2323,中環            ,"3,760,000","549,000","3,211,000",0,0,0,0,0,0,"35,466","39,458","2,992","36,466","4,000","5,000","-1,000","3,246,466"
2369,菱生            ,"6,063,000","3,102,000","2,961,000",0,0,0,0,0,0,"236,944","38,572","31,628","6,944","240,000","10,000","230,000","3,197,944"
"=""00893""",國泰智能電動車  ,"1,266,000","3,000","1,263,000",0,0,0,0,0,0,"1,505,062","100,000",0,"100,000","1,418,000","12,938","1,405,062","2,768,062"
2314,台揚            ,"3,997,500","1,354,000","2,643,500",0,0,0,0,0,0,"109,351","9,953","18,602","-8,649","186,000","68,000","118,000","2,752,851"
