證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00715L""",期街口布蘭特正2 ,"7,457,000","970,000","6,487,000",0,0,0,0,0,0,"30,602,889",0,0,0,"31,069,889","467,000","30,602,889","37,089,889"
2409,友達            ,"31,347,691","17,584,000","13,763,691",0,0,0,"3,543,000","1,268,000","2,275,000","-1,329,265","1,177,999","873,000","304,999","218,736","1,853,000","-1,634,264","14,709,426"
"=""00637L""",元大滬深300正2  ,"4,477,000","1,155,000","3,322,000",0,0,0,0,0,0,"6,933,345",0,"60,000","-60,000","21,743,085","14,749,740","6,993,345","10,255,345"
6235,華孚            ,"18,744,020","9,294,000","9,450,020",0,0,0,0,"75,000","-75,000","688,029","230,000","88,000","142,000","559,029","13,000","546,029","10,063,049"
2634,漢翔            ,"10,452,000","4,047,000","6,405,000",0,0,0,"1,520,000","403,000","1,117,000","663,496","338,546","383,350","-44,804","1,068,300","360,000","708,300","8,185,496"
1513,中興電          ,"9,309,000","4,258,100","5,050,900",0,0,0,"1,592,000","32,000","1,560,000","491,796","217,247","408,905","-191,658","826,454","143,000","683,454","7,102,696"
2330,台積電          ,"16,934,467","9,980,099","6,954,368",0,0,0,"80,000","59,520","20,480","62,018","82,000","103,000","-21,000","302,018","219,000","83,018","7,036,866"
3711,日月光投控      ,"16,221,400","8,424,150","7,797,250",0,0,0,"6,000","784,000","-778,000","-248,862","7,000","181,000","-174,000","33,737","108,599","-74,862","6,770,388"
2317,鴻海            ,"11,036,284","5,219,698","5,816,586",0,0,0,0,"9,000","-9,000","509,682","330,000","118,000","212,000","332,682","35,000","297,682","6,317,268"
"=""00642U""",期元大S&P石油   ,"1,142,000","8,000","1,134,000",0,0,0,0,0,0,"3,900,077",0,0,0,"4,027,077","127,000","3,900,077","5,034,077"
"=""00893""",國泰智能電動車  ,"3,163,000","262,000","2,901,000",0,0,0,0,0,0,"1,474,987",0,0,0,"3,503,166","2,028,179","1,474,987","4,375,987"
