證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00929""",復華台灣科技優息,"4,216,285","7,979,000","-3,762,715",0.0,0.0,0.0,0,0,0,"35,862,308","20,000","150,000","-130,000","39,334,765","3,342,457","35,992,308","32,099,593"
"=""00715L""",期街口布蘭特正2 ,"1,315,000","144,000","1,171,000",0.0,0.0,0.0,0,0,0,"24,820,731",0,0,0,"25,685,739","865,008","24,820,731","25,991,731"
9105,泰金寶-DR       ,"25,888,000","11,302,000","14,586,000",0.0,0.0,0.0,0,0,0,"188,646","2,774","2,000",774,"189,418","1,546","187,872","14,774,646"
3706,神達            ,"31,254,237","18,627,000","12,627,237",0.0,0.0,0.0,"135,000","9,000","126,000","-1,922,882","1,879,016","3,280,776","-1,401,760","259,000","780,122","-521,122","10,830,355"
3019,亞光            ,"19,664,564","9,985,100","9,679,464",0.0,0.0,0.0,0,0,0,"676,525","748,091","524,398","223,693","603,868","151,036","452,832","10,355,989"
"=""038161""",智原永豐53購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"9,889,000",0,0,0,"10,154,000","265,000","9,889,000","9,889,000"
2888,新光金          ,"14,664,000","5,057,400","9,606,600",0.0,0.0,0.0,"1,000",0,"1,000","-840,378",0,"484,000","-484,000","31,000","387,378","-356,378","8,767,222"
6770,力積電          ,"13,510,672","5,428,199","8,082,473",0.0,0.0,0.0,0,"70,000","-70,000","-95,247","354,000","441,247","-87,247","22,000","30,000","-8,000","7,917,226"
2368,金像電          ,"11,828,662","8,493,303","3,335,359",0.0,0.0,0.0,"3,813,500","24,000","3,789,500","275,188","449,476","267,000","182,476","257,958","165,246","92,712","7,400,047"
"=""048922""",台虹永豐44購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"6,684,000",0,0,0,"6,684,000",0,"6,684,000","6,684,000"
2609,陽明            ,"34,259,153","28,665,100","5,594,053",0.0,0.0,0.0,"463,000","300,000","163,000","722,437","1,101,606","1,139,620","-38,014","1,061,006","300,555","760,451","6,479,490"
3029,零壹            ,"16,381,520","9,300,501","7,081,019",0.0,0.0,0.0,0,"833,400","-833,400","-19,961","20,859","44,302","-23,443","78,293","74,811","3,482","6,227,658"
"=""038251""",台達電元大56購03,0,0,0,0.0,0.0,0.0,0,0,0,"5,754,000",0,0,0,"5,778,000","24,000","5,754,000","5,754,000"
2891,中信金          ,"11,023,000","16,462,795","-5,439,795",0.0,0.0,0.0,"10,409,307","44,576","10,364,731","364,319",0,"846,682","-846,682","2,167,000","955,999","1,211,001","5,289,255"
"=""038160""",聯發科永豐53購04,0,0,0,0.0,0.0,0.0,0,0,0,"5,248,000",0,0,0,"5,248,000",0,"5,248,000","5,248,000"
4540,全球傳動        ,"18,621,000","14,125,000","4,496,000",0.0,0.0,0.0,0,0,0,"-35,019","16,488","71,507","-55,019","30,000","10,000","20,000","4,460,981"
2308,台達電          ,"9,007,151","5,879,238","3,127,913",0.0,0.0,0.0,"1,439,500","25,463","1,414,037","-117,759","69,977","139,000","-69,023","121,283","170,019","-48,736","4,424,191"
"=""00934""",中信成長高股息  ,"3,357,000","577,000","2,780,000",0.0,0.0,0.0,0,0,0,"1,470,341",0,0,0,"4,017,212","2,546,871","1,470,341","4,250,341"
2889,國票金          ,"4,309,465","3,576,000","733,465",0.0,0.0,0.0,"3,470,000","7,000","3,463,000","-51,000","2,000","94,000","-92,000","70,000","29,000","41,000","4,145,465"
"=""00753L""",中信中國50正2   ,"7,294,000","11,186,000","-3,892,000",0.0,0.0,0.0,0,0,0,"7,693,404",0,0,0,"12,401,000","4,707,596","7,693,404","3,801,404"
5876,上海商銀        ,"7,358,000","4,558,225","2,799,775",0.0,0.0,0.0,"1,099,000","9,000","1,090,000","-143,000",0,"195,000","-195,000","55,000","3,000","52,000","3,746,775"
3450,聯鈞            ,"8,163,036","5,535,000","2,628,036",0.0,0.0,0.0,"923,000",0,"923,000","81,431","279,943","192,942","87,001","6,430","12,000","-5,570","3,632,467"
"=""00642U""",期元大S&P石油   ,0,0,0,0.0,0.0,0.0,0,0,0,"3,593,021",0,0,0,"3,595,721","2,700","3,593,021","3,593,021"
"=""00676R""",富邦臺灣加權反1 ,0,0,0,0.0,0.0,0.0,0,0,0,"3,591,000",0,0,0,"5,136,000","1,545,000","3,591,000","3,591,000"
"=""061651""",精誠元大46購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"3,498,000",0,0,0,"3,531,000","33,000","3,498,000","3,498,000"
"=""081744""",智原兆豐51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"3,492,000",0,0,0,"3,493,000","1,000","3,492,000","3,492,000"
"=""00830""",國泰費城半導體  ,"1,768,000","528,170","1,239,830",0.0,0.0,0.0,0,0,0,"2,245,888",0,0,0,"5,597,888","3,352,000","2,245,888","3,485,718"
"=""00939""",統一台灣高息動能,"2,977,000","75,000","2,902,000",0.0,0.0,0.0,0,0,0,"580,993",0,0,0,"3,679,000","3,098,007","580,993","3,482,993"
"=""041222""",東元永豐55購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"3,425,000",0,0,0,"3,514,000","89,000","3,425,000","3,425,000"
"=""043547""",台光電群益55購08,0,0,0,0.0,0.0,0.0,0,0,0,"3,417,000",0,0,0,"3,437,000","20,000","3,417,000","3,417,000"
"=""00940""",元大台灣價值高息,"533,000","3,613,900","-3,080,900",0.0,0.0,0.0,0,0,0,"6,475,541",0,0,0,"13,293,000","6,817,459","6,475,541","3,394,641"
2312,金寶            ,"7,171,000","3,966,000","3,205,000",0.0,0.0,0.0,0,0,0,"4,173","230,152","308,527","-78,375","179,690","97,142","82,548","3,209,173"
"=""03294P""",電子類元大43售02,0,0,0,0.0,0.0,0.0,0,0,0,"3,145,000",0,0,0,"3,385,000","240,000","3,145,000","3,145,000"
"=""088847""",台塑國泰52購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"2,904,000",0,0,0,"2,945,000","41,000","2,904,000","2,904,000"
2383,台光電          ,"5,051,473","2,623,311","2,428,162",0.0,0.0,0.0,"509,500","47,000","462,500",440,"135,573","251,891","-116,318","184,982","68,224","116,758","2,891,102"
"=""039839""",華邦電元富54購06,0,0,0,0.0,0.0,0.0,0,0,0,"2,884,000",0,0,0,"2,964,000","80,000","2,884,000","2,884,000"
2344,華邦電          ,"12,796,135","8,151,439","4,644,696",0.0,0.0,0.0,0,"1,613,092","-1,613,092","-399,810","97,000","507,810","-410,810","76,000","65,000","11,000","2,631,794"
"=""04297P""",元黃金元大46售01,0,0,0,0.0,0.0,0.0,0,0,0,"2,577,000",0,0,0,"2,647,000","70,000","2,577,000","2,577,000"
"=""040560""",萬海國泰55購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"2,542,000",0,0,0,"3,451,000","909,000","2,542,000","2,542,000"
9802,鈺齊-KY         ,"3,019,472","2,069,000","950,472",0.0,0.0,0.0,"1,394,000",0,"1,394,000","145,031","154,386","9,355","145,031",0,0,0,"2,489,503"
"=""054330""",神基群益44購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"2,460,000",0,0,0,"2,460,000",0,"2,460,000","2,460,000"
2892,第一金          ,"11,407,000","9,374,927","2,032,073",0.0,0.0,0.0,"646,000","29,133","616,867","-248,650",0,"252,000","-252,000","5,000","1,650","3,350","2,400,290"
"=""00891""",中信關鍵半導體  ,"545,000","87,000","458,000",0.0,0.0,0.0,0,0,0,"1,851,701",0,"100,000","-100,000","2,640,412","688,711","1,951,701","2,309,701"
"=""056356""",牧德凱基45購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"2,260,000",0,0,0,"2,265,000","5,000","2,260,000","2,260,000"
