Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,2881  ,富邦金          ,"30,962,000","553,402","30,408,598",
 ,3481  ,群創            ,"6,062,000","8,138","6,053,862",
 ,2610  ,華航            ,"5,352,000","29,259","5,322,741",
 ,2890  ,永豐金          ,"4,515,000","49,089","4,465,911",
 ,1216  ,統一            ,"4,063,000","193,232","3,869,768",
 ,2801  ,彰銀            ,"3,649,000","28,313","3,620,687",
 ,2312  ,金寶            ,"3,223,000",0,"3,223,000",
 ,2371  ,大同            ,"2,967,000","55,182","2,911,818",
 ,3045  ,台灣大          ,"2,650,000","67,000","2,583,000",
 ,3711  ,日月光投控      ,"2,411,000","510,331","1,900,669",
 ,"=""0050  """,元大台灣50      ,"1,700,000",0,"1,700,000",
 ,2542  ,興富發          ,"1,686,000","6,000","1,680,000",
 ,2454  ,聯發科          ,"1,747,000","92,687","1,654,313",
 ,2353  ,宏��            ,"1,686,000","37,250","1,648,750",
 ,2337  ,旺宏            ,"3,568,000","2,198,000","1,370,000",
 ,2324  ,仁寶            ,"4,591,000","3,443,000","1,148,000",
 ,7769  ,鴻勁            ,"1,074,000",0,"1,074,000",
 ,9904  ,寶成            ,"993,000","42,002","950,998",
 ,2357  ,華碩            ,"962,000","89,112","872,888",
 ,1102  ,亞泥            ,"1,081,000","235,959","845,041",
 ,2393  ,億光            ,"772,000","33,469","738,531",
 ,3023  ,信邦            ,"684,000","1,000","683,000",
 ,2330  ,台積電          ,"1,203,000","576,041","626,959",
 ,3037  ,欣興            ,"598,000","36,309","561,691",
 ,2377  ,微星            ,"559,000",688,"558,312",
 ,5469  ,瀚宇博          ,"520,000",0,"520,000",
 ,6176  ,瑞儀            ,"501,000","21,504","479,496",
 ,6257  ,矽格            ,"492,000","19,000","473,000",
 ,1795  ,美時            ,"473,000","33,000","440,000",
 ,3702  ,大聯大          ,"503,000","82,000","421,000",
 ,6805  ,富世達          ,"392,300",0,"392,300",
 ,1513  ,中興電          ,"394,000","44,132","349,868",
 ,2912  ,統一超          ,"361,000","14,463","346,537",
 ,2385  ,群光            ,"733,000","406,141","326,859",
 ,2345  ,智邦            ,"279,000","25,883","253,117",
 ,6531  ,愛普*           ,"242,000","3,000","239,000",
 ,2409  ,友達            ,"261,000","26,185","234,815",
 ,1319  ,東陽            ,"279,000","47,077","231,923",
 ,3661  ,世芯-KY         ,"192,000","2,000","190,000",
 ,2368  ,金像電          ,"185,000","9,800","175,200",
 ,6285  ,啟��            ,"320,000","167,375","152,625",
 ,6770  ,力積電          ,"143,000",0,"143,000",
 ,6515  ,穎崴            ,"123,600","1,000","122,600",
 ,5222  ,全訊            ,"118,000",0,"118,000",
 ,6191  ,精成科          ,"112,000",0,"112,000",
 ,"=""0056  """,元大高股息      ,"110,000",0,"110,000",
 ,6414  ,樺漢            ,"110,000","2,000","108,000",
 ,1519  ,華城            ,"105,000",834,"104,166",
 ,1303  ,南亞            ,"99,000","8,762","90,238",
 ,2883  ,凱基金          ,"2,545,000","2,459,000","86,000",
 ,2892  ,第一金          ,"82,000","1,000","81,000",
 ,2880  ,華南金          ,"82,000","14,000","68,000",
 ,6278  ,台表科          ,"67,000","2,599","64,401",
 ,2481  ,強茂            ,"64,000",0,"64,000",
 ,3665  ,貿聯-KY         ,"126,000","62,000","64,000",
 ,5880  ,合庫金          ,"89,000","27,484","61,516",
 ,6409  ,旭隼            ,"62,000","1,072","60,928",
 ,2352  ,佳世達          ,"54,000",0,"54,000",
 ,3653  ,健策            ,"81,000","34,106","46,894",
 ,2313  ,華通            ,"46,000",0,"46,000",
 ,2354  ,鴻準            ,"44,000","2,426","41,574",
 ,6669  ,緯穎            ,"39,000",287,"38,713",
 ,3017  ,奇鋐            ,"46,000","9,336","36,664",
 ,1477  ,聚陽            ,"53,000","17,035","35,965",
 ,3533  ,嘉澤            ,"37,000","5,000","32,000",
 ,2383  ,台光電          ,"80,000","51,621","28,379",
 ,9939  ,宏全            ,"15,000",0,"15,000",
 ,3443  ,創意            ,"22,000","10,089","11,911",
 ,2395  ,研華            ,"20,000","11,502","8,498",
 ,5434  ,崇越            ,"7,000","1,000","6,000",
 ,3005  ,神基            ,"18,000","13,000","5,000",
 ,6781  ,AES-KY          ,"5,000",0,"5,000",
 ,6789  ,采鈺            ,"5,000","1,000","4,000",
 ,3008  ,大立光          ,"6,000","2,221","3,779",
 ,1722  ,台肥            ,"3,000",0,"3,000",
 ,3406  ,玉晶光          ,"4,000","1,000","3,000",
 ,1210  ,大成            ,"2,000",0,"2,000",
 ,1590  ,亞德客-KY       ,"2,000",0,"2,000",
 ,6526  ,達發            ,"2,000",0,"2,000",
 ,6757  ,台灣虎航        ,"2,000",0,"2,000",
 ,6890  ,來億-KY         ,"2,000",0,"2,000",
 ,2603  ,長榮            ,"117,000","115,686","1,314",
 ,2303  ,聯電            ,"1,432,000","10,966,040","-9,534,040",
 ,2891  ,中信金          ,"151,000","8,988,757","-8,837,757",
 ,2609  ,陽明            ,"566,000","7,400,261","-6,834,261",
 ,2886  ,兆豐金          ,"83,000","4,153,474","-4,070,474",
 ,2882  ,國泰金          ,"92,000","4,072,278","-3,980,278",
 ,1402  ,遠東新          ,0,"3,824,000","-3,824,000",
 ,2327  ,國巨*           ,"113,000","3,643,540","-3,530,540",
 ,2885  ,元大金          ,"61,000","3,181,178","-3,120,178",
 ,5876  ,上海商銀        ,"56,000","2,635,921","-2,579,921",
 ,2356  ,英業達          ,"117,000","2,689,000","-2,572,000",
 ,2408  ,南亞科          ,"2,043,000","4,524,000","-2,481,000",
 ,2887  ,台新新光金      ,"6,167,000","8,395,000","-2,228,000",
 ,6005  ,群益證          ,0,"1,653,688","-1,653,688",
 ,1605  ,華新            ,0,"1,382,737","-1,382,737",
 ,5871  ,中租-KY         ,"429,000","1,769,802","-1,340,802",
 ,3189  ,景碩            ,0,"1,322,000","-1,322,000",
 ,2884  ,玉山金          ,"156,000","1,430,347","-1,274,347",
 ,2376  ,技嘉            ,"24,000","1,239,000","-1,215,000",
 ,3044  ,健鼎            ,"59,000","1,236,000","-1,177,000",
 ,4904  ,遠傳            ,"26,000","1,042,000","-1,016,000",
 ,8046  ,南電            ,"10,000","948,000","-938,000",
 ,2301  ,光寶科          ,"110,000","1,010,170","-900,170",
 ,2618  ,長榮航          ,0,"869,323","-869,323",
 ,2449  ,京元電子        ,"838,000","1,700,000","-862,000",
 ,2637  ,慧洋-KY         ,0,"753,484","-753,484",
 ,2474  ,可成            ,"78,000","825,608","-747,608",
 ,2344  ,華邦電          ,"360,000","1,095,000","-735,000",
 ,6239  ,力成            ,"36,000","735,000","-699,000",
 ,2379  ,瑞昱            ,"149,000","825,496","-676,496",
 ,2105  ,正新            ,"1,947,000","2,607,579","-660,579",
 ,2492  ,華新科          ,"1,000","650,000","-649,000",
 ,2347  ,聯強            ,"55,000","645,272","-590,272",
 ,4938  ,和碩            ,"86,000","669,953","-583,953",
 ,2615  ,萬海            ,0,"538,390","-538,390",
 ,8028  ,昇陽半導體      ,0,"496,000","-496,000",
 ,3231  ,緯創            ,"174,000","586,830","-412,830",
 ,2412  ,中華電          ,"4,000","396,000","-392,000",
 ,3034  ,聯詠            ,"352,000","692,595","-340,595",
 ,3706  ,神達            ,"40,000","331,000","-291,000",
 ,2204  ,中華            ,0,"212,640","-212,640",
 ,2317  ,鴻海            ,"556,000","762,965","-206,965",
 ,4958  ,臻鼎-KY         ,"210,000","414,000","-204,000",
 ,2382  ,廣達            ,"339,000","541,689","-202,689",
 ,6442  ,光聖            ,"1,000","189,000","-188,000",
 ,6944  ,兆聯實業        ,0,"179,000","-179,000",
 ,9941  ,裕融            ,0,"153,000","-153,000",
 ,1504  ,東元            ,0,"152,865","-152,865",
 ,2027  ,大成鋼          ,0,"143,000","-143,000",
 ,2404  ,漢唐            ,0,"118,630","-118,630",
 ,8210  ,勤誠            ,"15,000","127,000","-112,000",
 ,9802  ,鈺齊-KY         ,"650,000","760,000","-110,000",
 ,2362  ,藍天            ,0,"100,000","-100,000",
 ,2059  ,川湖            ,"105,000","201,571","-96,571",
 ,3036  ,文曄            ,"474,000","562,000","-88,000",
 ,2006  ,東和鋼鐵        ,0,"87,994","-87,994",
 ,6412  ,群電            ,0,"82,836","-82,836",
 ,1582  ,信錦            ,0,"80,000","-80,000",
 ,2308  ,台達電          ,"25,000","100,556","-75,556",
 ,3167  ,大量            ,0,"72,000","-72,000",
 ,2504  ,國產            ,0,"56,132","-56,132",
 ,8996  ,高力            ,"10,000","65,000","-55,000",
 ,1736  ,喬山            ,0,"52,000","-52,000",
 ,3617  ,碩天            ,0,"50,000","-50,000",
 ,8081  ,致新            ,0,"47,000","-47,000",
 ,2458  ,義隆            ,0,"41,157","-41,157",
 ,2606  ,裕民            ,0,"41,097","-41,097",
 ,1434  ,福懋            ,0,"32,000","-32,000",
 ,3036A ,文曄甲特        ,0,"30,000","-30,000",
 ,1560  ,中砂            ,0,"27,000","-27,000",
 ,2455  ,全新            ,0,"27,000","-27,000",
 ,1806  ,冠軍            ,0,"23,312","-23,312",
 ,2633  ,台灣高鐵        ,0,"23,279","-23,279",
 ,2520  ,冠德            ,0,"22,000","-22,000",
 ,2812  ,台中銀          ,0,"17,800","-17,800",
 ,2834  ,臺企銀          ,0,"17,512","-17,512",
 ,1532  ,勤美            ,0,"17,384","-17,384",
 ,2903  ,遠百            ,0,"16,000","-16,000",
 ,5269  ,祥碩            ,"2,000","18,000","-16,000",
 ,9907  ,統一實          ,0,"15,562","-15,562",
 ,8112  ,至上            ,0,"15,113","-15,113",
 ,1904  ,正隆            ,0,"14,890","-14,890",
 ,9938  ,百和            ,0,"13,000","-13,000",
 ,2451  ,創見            ,0,"12,290","-12,290",
 ,2439  ,美律            ,0,"11,752","-11,752",
 ,4532  ,瑞智            ,0,"11,402","-11,402",
 ,2002  ,中鋼            ,0,"11,000","-11,000",
 ,6592B ,和潤企業乙特    ,0,"11,000","-11,000",
 ,4906  ,正文            ,0,"10,848","-10,848",
 ,4915  ,致伸            ,0,"10,671","-10,671",
 ,6768  ,志強-KY         ,0,"10,367","-10,367",
 ,1101  ,台泥            ,0,"10,000","-10,000",
 ,3033  ,威健            ,0,"10,000","-10,000",
 ,2211  ,長榮鋼          ,0,"9,686","-9,686",
 ,9910  ,豐泰            ,0,"9,326","-9,326",
 ,2355  ,敬鵬            ,0,"8,132","-8,132",
 ,6670  ,復盛應用        ,0,"8,093","-8,093",
 ,1307  ,三芳            ,0,"8,000","-8,000",
 ,8163  ,達方            ,0,"7,706","-7,706",
 ,1702  ,南僑            ,0,"7,153","-7,153",
 ,1609  ,大亞            ,0,"6,836","-6,836",
 ,1522  ,堤維西          ,0,"6,519","-6,519",
 ,6505  ,台塑化          ,0,"6,472","-6,472",
 ,3015  ,全漢            ,0,"5,183","-5,183",
 ,2535  ,達欣工          ,0,"5,000","-5,000",
 ,2889  ,國票金          ,0,"5,000","-5,000",
 ,2539  ,櫻花建          ,0,"4,986","-4,986",
 ,2206  ,三陽工業        ,0,"4,816","-4,816",
 ,2915  ,潤泰全          ,0,"4,000","-4,000",
 ,4763  ,材料*-KY        ,"7,000","10,888","-3,888",
 ,3090  ,日電貿          ,0,"3,680","-3,680",
 ,2360  ,致茂            ,"80,000","83,470","-3,470",
 ,1476  ,儒鴻            ,0,"3,261","-3,261",
 ,3010  ,華立            ,0,"3,036","-3,036",
 ,6689  ,伊雲谷          ,0,"3,013","-3,013",
 ,6415  ,矽力*-KY        ,"14,000","17,000","-3,000",
 ,6206  ,飛捷            ,0,"2,611","-2,611",
 ,8016  ,矽創            ,0,"2,337","-2,337",
 ,6214  ,精誠            ,0,"2,260","-2,260",
 ,3014  ,聯陽            ,0,"2,141","-2,141",
