Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,8464  ,億豐            ,0,"2,010","-2,010",
 ,3413  ,京鼎            ,0,"2,000","-2,000",
 ,6790  ,永豐實          ,0,"2,000","-2,000",
 ,1503  ,士電            ,0,"1,386","-1,386",
 ,6873  ,泓德能源        ,0,"1,193","-1,193",
 ,2727  ,王品            ,0,"1,049","-1,049",
 ,2227  ,裕日車          ,0,"1,000","-1,000",
 ,2597  ,潤弘            ,0,"1,000","-1,000",
 ,3592  ,瑞鼎            ,0,"1,000","-1,000",
 ,4766  ,南寶            ,0,"1,000","-1,000",
 ,6139  ,亞翔            ,"1,000","2,000","-1,000",
 ,2049  ,上銀            ,0,855,-855,
 ,6472  ,保瑞            ,0,382,-382,
說明:,,,,,,
投信表示本國投資信託基金。,,,,,,
＊表示該證券今日有鉅額交易。,,,,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,
