Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,2881  ,富邦金          ,"19,800,000","34,489","19,765,511",
 ,2801  ,彰銀            ,"10,171,000",0,"10,171,000",
 ,2890  ,永豐金          ,"8,379,000","97,000","8,282,000",
 ,2449  ,京元電子        ,"8,067,000","493,044","7,573,956",
 ,2610  ,華航            ,"6,654,000","88,000","6,566,000",
 ,2887  ,台新新光金      ,"7,089,000","975,000","6,114,000",
 ,4958  ,臻鼎-KY         ,"6,334,000","273,000","6,061,000",
 ,2312  ,金寶            ,"5,967,000",0,"5,967,000",
 ,2324  ,仁寶            ,"10,932,000","6,112,000","4,820,000",
 ,2885  ,元大金          ,"11,348,000","6,725,000","4,623,000",
 ,2618  ,長榮航          ,"3,736,000","104,191","3,631,809",
 ,2327  ,國巨*           ,"3,574,000","105,338","3,468,662",
 ,2441  ,超豐            ,"2,895,000",0,"2,895,000",
 ,2408  ,南亞科          ,"2,819,000","5,000","2,814,000",
 ,6257  ,矽格            ,"2,461,000","65,373","2,395,627",
 ,1513  ,中興電          ,"2,322,000","1,000","2,321,000",
 ,2884  ,玉山金          ,"2,420,000","545,000","1,875,000",
 ,2880  ,華南金          ,"1,835,000","21,000","1,814,000",
 ,1303  ,南亞            ,"3,379,000","1,650,000","1,729,000",
 ,2912  ,統一超          ,"1,383,000",0,"1,383,000",
 ,5469  ,瀚宇博          ,"1,342,000",0,"1,342,000",
 ,9904  ,寶成            ,"1,311,000","42,531","1,268,469",
 ,2421  ,建準            ,"1,180,000",0,"1,180,000",
 ,3167  ,大量            ,"1,159,000",0,"1,159,000",
 ,2428  ,興勤            ,"1,153,000",0,"1,153,000",
 ,2481  ,強茂            ,"1,028,000",0,"1,028,000",
 ,3023  ,信邦            ,"1,028,000",0,"1,028,000",
 ,2451  ,創見            ,"1,059,000","129,774","929,226",
 ,2542  ,興富發          ,"739,000",0,"739,000",
 ,9933  ,中鼎            ,"600,000",0,"600,000",
 ,6531  ,愛普*           ,"589,613",0,"589,613",
 ,1216  ,統一            ,"581,000","6,000","575,000",
 ,"=""00881 """,國泰台灣科技龍頭,"572,000",0,"572,000",
 ,6139  ,亞翔            ,"584,000","28,000","556,000",
 ,4763  ,材料*-KY        ,"546,000","33,000","513,000",
 ,3715  ,定穎投控        ,"512,000",0,"512,000",
 ,2330  ,台積電          ,"761,200","284,104","477,096",
 ,1102  ,亞泥            ,"800,000","355,196","444,804",
 ,2458  ,義隆            ,"440,000","7,613","432,387",
 ,3189  ,景碩            ,"1,346,863","917,000","429,863",
 ,6781  ,AES-KY          ,"466,000","54,156","411,844",
 ,1319  ,東陽            ,"567,000","161,032","405,968",
 ,6278  ,台表科          ,"421,000","23,686","397,314",
 ,2204  ,中華            ,"400,000","13,735","386,265",
 ,2633  ,台灣高鐵        ,"383,000",0,"383,000",
 ,2439  ,美律            ,"391,000","9,653","381,347",
 ,3005  ,神基            ,"418,000","41,000","377,000",
 ,2337  ,旺宏            ,"350,000",0,"350,000",
 ,6176  ,瑞儀            ,"319,000","10,079","308,921",
 ,2454  ,聯發科          ,"348,000","45,682","302,318",
 ,2492  ,華新科          ,"300,000",0,"300,000",
 ,6442  ,光聖            ,"268,000",0,"268,000",
 ,2368  ,金像電          ,"258,000","3,000","255,000",
 ,2855  ,統一證          ,"251,000",0,"251,000",
 ,6285  ,啟��            ,"398,000","161,000","237,000",
 ,2903  ,遠百            ,"232,000",0,"232,000",
 ,8070  ,長華*           ,"228,000",0,"228,000",
 ,2393  ,億光            ,"408,000","180,238","227,762",
 ,8016  ,矽創            ,"241,000","18,962","222,038",
 ,6414  ,樺漢            ,"210,000",0,"210,000",
 ,6757  ,台灣虎航        ,"209,000",0,"209,000",
 ,3034  ,聯詠            ,"310,716","102,645","208,071",
 ,3406  ,玉晶光          ,"194,000",0,"194,000",
 ,3481  ,群創            ,"200,000","15,600","184,400",
 ,1722  ,台肥            ,"186,000","3,000","183,000",
 ,3443  ,創意            ,"206,000","26,967","179,033",
 ,8112  ,至上            ,"196,000","18,128","177,872",
 ,1605  ,華新            ,"172,000",0,"172,000",
 ,"=""0056  """,元大高股息      ,"170,000",0,"170,000",
 ,8215  ,明基材          ,"160,000",0,"160,000",
 ,1210  ,大成            ,"185,000","28,000","157,000",
 ,3042  ,晶技            ,"251,000","100,000","151,000",
 ,2409  ,友達            ,"160,000","10,000","150,000",
 ,1477  ,聚陽            ,"159,000","12,977","146,023",
 ,1717  ,長興            ,"143,103",0,"143,103",
 ,6505  ,台塑化          ,"144,000","1,000","143,000",
 ,2603  ,長榮            ,"170,000","35,453","134,547",
 ,1101  ,台泥            ,"119,000",0,"119,000",
 ,2002  ,中鋼            ,"118,000","9,000","109,000",
 ,1609  ,大亞            ,"102,000",0,"102,000",
 ,8422  ,可寧衛*         ,"97,000",0,"97,000",
 ,6515  ,穎崴            ,"93,546","1,143","92,403",
 ,6770  ,力積電          ,"87,000",0,"87,000",
 ,3653  ,健策            ,"79,000",828,"78,172",
 ,3006  ,晶豪科          ,"77,000",0,"77,000",
