Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,2409  ,友達            ,"4,695,000","70,592","4,624,408",
 ,2327  ,國巨*           ,"4,304,000","87,000","4,217,000",
 ,1605  ,華新            ,"4,073,000","5,000","4,068,000",
 ,"=""0050  """,元大台灣50      ,"3,500,000",0,"3,500,000",
 ,3231  ,緯創            ,"3,425,000","728,000","2,697,000",
 ,2481  ,強茂            ,"2,579,000",0,"2,579,000",
 ,2838  ,聯邦銀          ,"2,539,000",0,"2,539,000",
 ,1504  ,東元            ,"2,073,000","91,000","1,982,000",
 ,1795  ,美時            ,"1,797,000",0,"1,797,000",
 ,2330  ,台積電          ,"1,694,000","110,945","1,583,055",
 ,2408  ,南亞科          ,"1,543,000","38,000","1,505,000",
 ,2542  ,興富發          ,"1,416,000","39,000","1,377,000",
 ,3711  ,日月光投控      ,"1,712,000","408,000","1,304,000",
 ,2356  ,英業達          ,"2,083,000","1,210,000","873,000",
 ,2903  ,遠百            ,"716,000",0,"716,000",
 ,2855  ,統一證          ,"681,000",0,"681,000",
 ,"=""0056  """,元大高股息      ,"660,000",0,"660,000",
 ,4958  ,臻鼎-KY         ,"1,071,000","452,000","619,000",
 ,6005  ,群益證          ,"1,399,000","814,377","584,623",
 ,2501  ,國建            ,"424,000",0,"424,000",
 ,9910  ,豐泰            ,"407,000","9,245","397,755",
 ,2472  ,立隆電          ,"390,000",0,"390,000",
 ,2451  ,創見            ,"735,000","345,348","389,652",
 ,2376  ,技嘉            ,"371,000","9,000","362,000",
 ,1316  ,上曜            ,"211,000",0,"211,000",
 ,2614  ,東森            ,"205,000",0,"205,000",
 ,3026  ,禾伸堂          ,"204,000",0,"204,000",
 ,6770  ,力積電          ,"204,000",0,"204,000",
 ,3013  ,晟銘電          ,"280,000","86,000","194,000",
 ,2374  ,佳能            ,"188,000",0,"188,000",
 ,6446  ,藥華藥          ,"184,000",0,"184,000",
 ,2540  ,愛山林          ,"182,000",0,"182,000",
 ,8112  ,至上            ,"200,000","23,417","176,583",
 ,2204  ,中華            ,"192,000","16,487","175,513",
 ,2832  ,台產            ,"168,000",0,"168,000",
 ,3481  ,群創            ,"164,000",0,"164,000",
 ,8039  ,台虹            ,"153,000","5,000","148,000",
 ,2883  ,凱基金          ,"1,827,000","1,696,000","131,000",
 ,2302  ,麗正            ,"116,000",0,"116,000",
 ,3665  ,貿聯-KY         ,"168,000","52,000","116,000",
 ,8404  ,百和興業-KY     ,"108,000",0,"108,000",
 ,2313  ,華通            ,"107,000",0,"107,000",
 ,6669  ,緯穎            ,"103,800","1,000","102,800",
 ,6235  ,華孚            ,"99,000",0,"99,000",
 ,7799  ,禾榮科          ,"99,000",0,"99,000",
 ,6805  ,富世達          ,"132,000","34,000","98,000",
 ,1603  ,華電            ,"89,000",0,"89,000",
 ,1414  ,東和            ,"72,000",0,"72,000",
 ,8271  ,宇瞻            ,"65,000",0,"65,000",
 ,8261  ,富鼎            ,"60,000",0,"60,000",
 ,1477  ,聚陽            ,"164,000","105,033","58,967",
 ,4967  ,十銓            ,"54,000",0,"54,000",
 ,1733  ,五鼎            ,"53,000",0,"53,000",
 ,2428  ,興勤            ,"52,000",0,"52,000",
 ,4722  ,國精化          ,"52,000",0,"52,000",
 ,2344  ,華邦電          ,"69,000","20,000","49,000",
 ,3443  ,創意            ,"101,000","59,000","42,000",
 ,6719  ,力智            ,"42,000",0,"42,000",
 ,3715  ,定穎投控        ,"40,000",0,"40,000",
 ,6515  ,穎崴            ,"50,000","16,000","34,000",
 ,2753  ,八方雲集        ,"27,000",0,"27,000",
 ,3450  ,聯鈞            ,"25,000",0,"25,000",
 ,6191  ,精成科          ,"706,000","681,000","25,000",
 ,8021  ,尖點            ,"25,000",0,"25,000",
 ,2354  ,鴻準            ,"22,000",0,"22,000",
 ,6937  ,天虹            ,"21,000",0,"21,000",
 ,5871  ,中租-KY         ,"193,000","172,312","20,688",
 ,1514  ,亞力            ,"20,000",0,"20,000",
 ,6757  ,台灣虎航        ,"20,000",0,"20,000",
 ,2059  ,川湖            ,"27,600","7,700","19,900",
 ,2352  ,佳世達          ,"26,000","7,000","19,000",
 ,2885  ,元大金          ,"1,310,000","1,291,000","19,000",
 ,1722  ,台肥            ,"18,000",0,"18,000",
 ,3661  ,世芯-KY         ,"23,000","5,700","17,300",
 ,6415  ,矽力*-KY        ,"20,000","3,000","17,000",
 ,2368  ,金像電          ,"27,000","11,000","16,000",
 ,6861  ,睿生光電        ,"13,000",0,"13,000",
 ,2377  ,微星            ,"15,000","3,000","12,000",
 ,6271  ,同欣電          ,"11,000",0,"11,000",
 ,8422  ,可寧衛          ,"10,000",0,"10,000",
 ,4441  ,振大環球        ,"8,000",0,"8,000",
 ,6919  ,康霈*           ,"6,900",0,"6,900",
 ,4763  ,材料*-KY        ,"54,000","48,782","5,218",
 ,6442  ,光聖            ,"47,000","42,000","5,000",
 ,1608  ,華榮            ,"4,000",0,"4,000",
 ,6691  ,洋基工程        ,"3,000",0,"3,000",
 ,6592B ,和潤企業乙特    ,"2,000",0,"2,000",
 ,5269  ,祥碩            ,"1,000",0,"1,000",
 ,6526  ,達發            ,"2,000","1,000","1,000",
 ,6592A ,和潤企業甲特    ,"1,000",0,"1,000",
 ,2891  ,中信金          ,0,"7,392,537","-7,392,537",
 ,2303  ,聯電            ,"1,673,000","8,630,716","-6,957,716",
 ,2002  ,中鋼            ,"7,000","6,956,000","-6,949,000",
 ,1101  ,台泥            ,0,"5,731,599","-5,731,599",
 ,2882  ,國泰金          ,"999,000","3,993,247","-2,994,247",
 ,2812  ,台中銀          ,0,"2,971,000","-2,971,000",
 ,5876  ,上海商銀        ,0,"2,944,000","-2,944,000",
 ,2317  ,鴻海            ,"903,000","3,812,911","-2,909,911",
 ,"=""00945B""",凱基美國非投等債,0,"2,700,000","-2,700,000",
 ,2615  ,萬海            ,0,"2,607,000","-2,607,000",
 ,2382  ,廣達            ,"65,700","2,597,384","-2,531,684",
 ,2618  ,長榮航          ,"474,000","2,546,000","-2,072,000",
 ,2603  ,長榮            ,0,"1,851,158","-1,851,158",
 ,2347  ,聯強            ,"27,000","1,828,918","-1,801,918",
 ,2353  ,宏��            ,"65,000","1,546,000","-1,481,000",
 ,3037  ,欣興            ,"59,000","1,450,000","-1,391,000",
 ,2884  ,玉山金          ,"189,000","1,526,000","-1,337,000",
 ,4938  ,和碩            ,"43,000","1,361,503","-1,318,503",
 ,2886  ,兆豐金          ,"120,000","1,432,000","-1,312,000",
 ,2881  ,富邦金          ,"1,056,000","2,350,597","-1,294,597",
 ,2889  ,國票金          ,0,"1,281,000","-1,281,000",
 ,2027  ,大成鋼          ,0,"1,275,000","-1,275,000",
 ,2887  ,台新新光金      ,"6,399,000","7,621,000","-1,222,000",
 ,3702  ,大聯大          ,"85,000","1,242,122","-1,157,122",
 ,2301  ,光寶科          ,"137,000","1,156,000","-1,019,000",
 ,2897  ,王道銀行        ,0,"1,018,000","-1,018,000",
 ,2345  ,智邦            ,"60,000","1,012,647","-952,647",
 ,2455  ,全新            ,"8,000","923,000","-915,000",
 ,6239  ,力成            ,"84,000","998,116","-914,116",
 ,3706  ,神達            ,"20,000","806,800","-786,800",
 ,2520  ,冠德            ,0,"778,900","-778,900",
 ,5234  ,達興材料        ,0,"764,000","-764,000",
 ,1303  ,南亞            ,"3,138,000","3,894,543","-756,543",
 ,2449  ,京元電子        ,"291,000","1,042,000","-751,000",
 ,1102  ,亞泥            ,"76,000","818,884","-742,884",
 ,2105  ,正新            ,0,"725,458","-725,458",
 ,3044  ,健鼎            ,"109,000","801,417","-692,417",
 ,2206  ,三陽工業        ,0,"650,641","-650,641",
 ,2385  ,群光            ,"14,000","585,758","-571,758",
 ,1717  ,長興            ,0,"559,000","-559,000",
 ,4904  ,遠傳            ,0,"553,000","-553,000",
 ,2892  ,第一金          ,"3,000","495,000","-492,000",
 ,3045  ,台灣大          ,"1,000","432,000","-431,000",
 ,2912  ,統一超          ,0,"427,976","-427,976",
 ,1210  ,大成            ,"15,000","427,000","-412,000",
 ,2609  ,陽明            ,0,"411,000","-411,000",
