Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,2409  ,友達            ,"4,824,000","11,146","4,812,854",
 ,2883  ,凱基金          ,"4,181,000","721,000","3,460,000",
 ,2408  ,南亞科          ,"3,364,000","10,000","3,354,000",
 ,2887  ,台新新光金      ,"4,628,000","1,599,720","3,028,280",
 ,1605  ,華新            ,"2,673,000",0,"2,673,000",
 ,2838  ,聯邦銀          ,"2,618,000",0,"2,618,000",
 ,2481  ,強茂            ,"2,076,000",0,"2,076,000",
 ,2317  ,鴻海            ,"2,302,000","739,433","1,562,567",
 ,2356  ,英業達          ,"2,996,000","1,538,000","1,458,000",
 ,2542  ,興富發          ,"1,386,000","40,000","1,346,000",
 ,2327  ,國巨*           ,"1,322,469","96,000","1,226,469",
 ,2885  ,元大金          ,"2,216,000","1,190,727","1,025,273",
 ,6005  ,群益證          ,"1,444,000","534,110","909,890",
 ,1504  ,東元            ,"1,030,000","164,743","865,257",
 ,3231  ,緯創            ,"1,638,000","778,000","860,000",
 ,2330  ,台積電          ,"775,207","42,781","732,426",
 ,2903  ,遠百            ,"738,000","11,000","727,000",
 ,2855  ,統一證          ,"702,000",0,"702,000",
 ,"=""0056  """,元大高股息      ,"700,000",0,"700,000",
 ,1319  ,東陽            ,"714,000","54,464","659,536",
 ,2472  ,立隆電          ,"580,000",0,"580,000",
 ,2501  ,國建            ,"437,000",0,"437,000",
 ,2890  ,永豐金          ,"2,156,000","1,744,697","411,303",
 ,3017  ,奇鋐            ,"368,426",0,"368,426",
 ,2376  ,技嘉            ,"405,000","74,000","331,000",
 ,1402  ,遠東新          ,"672,000","359,000","313,000",
 ,2313  ,華通            ,"310,000",0,"310,000",
 ,8112  ,至上            ,"300,000","12,993","287,007",
 ,8210  ,勤誠            ,"277,000","39,000","238,000",
 ,3036  ,文曄            ,"443,000","222,000","221,000",
 ,1316  ,上曜            ,"219,000",0,"219,000",
 ,2614  ,東森            ,"210,000",0,"210,000",
 ,4938  ,和碩            ,"665,000","455,650","209,350",
 ,2374  ,佳能            ,"194,000",0,"194,000",
 ,2540  ,愛山林          ,"188,000",0,"188,000",
 ,2204  ,中華            ,"197,000","9,482","187,518",
 ,2211  ,長榮鋼          ,"189,000","8,000","181,000",
 ,6669  ,緯穎            ,"167,000","2,500","164,500",
 ,8039  ,台虹            ,"159,000","5,000","154,000",
 ,6446  ,藥華藥          ,"189,000","38,000","151,000",
 ,3481  ,群創            ,"147,000",0,"147,000",
 ,1477  ,聚陽            ,"267,000","120,931","146,069",
 ,6770  ,力積電          ,"145,000",0,"145,000",
 ,3450  ,聯鈞            ,"143,000",0,"143,000",
 ,9910  ,豐泰            ,"420,000","279,069","140,931",
 ,3665  ,貿聯-KY         ,"140,000","2,600","137,400",
 ,3090  ,日電貿          ,"118,000","1,829","116,171",
 ,8404  ,百和興業-KY     ,"113,000",0,"113,000",
 ,3711  ,日月光投控      ,"1,121,000","1,015,000","106,000",
 ,8261  ,富鼎            ,"106,000",0,"106,000",
 ,3026  ,禾伸堂          ,"102,000",0,"102,000",
 ,6235  ,華孚            ,"101,000",0,"101,000",
 ,5871  ,中租-KY         ,"270,992","170,000","100,992",
 ,9938  ,百和            ,"100,000",0,"100,000",
 ,1603  ,華電            ,"92,000",0,"92,000",
 ,6515  ,穎崴            ,"83,000","5,000","78,000",
 ,1414  ,東和            ,"74,000",0,"74,000",
 ,"=""00646 """,元大S&P500      ,"70,000",0,"70,000",
 ,8271  ,宇瞻            ,"68,000",0,"68,000",
 ,2344  ,華邦電          ,"62,000",0,"62,000",
 ,3034  ,聯詠            ,"218,755","158,302","60,453",
 ,2610  ,華航            ,"648,000","588,754","59,246",
 ,2302  ,麗正            ,"58,000",0,"58,000",
 ,4967  ,十銓            ,"56,000",0,"56,000",
 ,1733  ,五鼎            ,"54,000",0,"54,000",
 ,4722  ,國精化          ,"53,000",0,"53,000",
 ,1795  ,美時            ,"50,000",0,"50,000",
 ,3033  ,威健            ,"73,000","23,679","49,321",
 ,6719  ,力智            ,"44,000",0,"44,000",
 ,8046  ,南電            ,"45,000","1,304","43,696",
 ,6442  ,光聖            ,"78,000","39,000","39,000",
 ,2458  ,義隆            ,"183,000","152,618","30,382",
 ,2753  ,八方雲集        ,"27,000",0,"27,000",
 ,8028  ,昇陽半導體      ,"101,000","74,000","27,000",
 ,2352  ,佳世達          ,"23,000",0,"23,000",
 ,6937  ,天虹            ,"22,000",0,"22,000",
 ,6505  ,台塑化          ,"20,000",0,"20,000",
 ,1608  ,華榮            ,"19,000",0,"19,000",
 ,2354  ,鴻準            ,"19,000",0,"19,000",
 ,3008  ,大立光          ,"18,140",0,"18,140",
 ,4441  ,振大環球        ,"17,000",0,"17,000",
 ,6271  ,同欣電          ,"16,000",0,"16,000",
 ,6415  ,矽力*-KY        ,"15,000",0,"15,000",
 ,6285  ,啟��            ,"15,000",632,"14,368",
 ,6861  ,睿生光電        ,"14,000",0,"14,000",
 ,8021  ,尖點            ,"13,000",0,"13,000",
 ,2059  ,川湖            ,"12,090","1,200","10,890",
 ,2395  ,研華            ,"9,637",0,"9,637",
 ,3189  ,景碩            ,"8,000","1,000","7,000",
 ,6890  ,來億-KY         ,"4,000",0,"4,000",
 ,5269  ,祥碩            ,"3,063",0,"3,063",
 ,2428  ,興勤            ,"3,000",0,"3,000",
 ,6526  ,達發            ,"3,000",0,"3,000",
 ,6592B ,和潤企業乙特    ,"2,000",0,"2,000",
 ,1590  ,亞德客-KY       ,"1,176",0,"1,176",
 ,6592A ,和潤企業甲特    ,"1,000",0,"1,000",
 ,2891  ,中信金          ,0,"8,959,785","-8,959,785",
 ,1303  ,南亞            ,"1,716,000","6,306,000","-4,590,000",
 ,2303  ,聯電            ,"2,413,102","6,570,528","-4,157,426",
 ,2884  ,玉山金          ,0,"3,578,173","-3,578,173",
 ,2812  ,台中銀          ,0,"3,129,934","-3,129,934",
 ,2618  ,長榮航          ,"803,000","3,518,612","-2,715,612",
 ,2615  ,萬海            ,0,"2,528,797","-2,528,797",
 ,2886  ,兆豐金          ,0,"1,821,094","-1,821,094",
 ,2801  ,彰銀            ,0,"1,750,439","-1,750,439",
 ,6191  ,精成科          ,"5,000","1,641,000","-1,636,000",
 ,2301  ,光寶科          ,"70,762","1,547,200","-1,476,438",
 ,2892  ,第一金          ,0,"1,417,000","-1,417,000",
 ,1102  ,亞泥            ,"3,302","1,389,641","-1,386,339",
 ,2880  ,華南金          ,0,"1,341,000","-1,341,000",
 ,2368  ,金像電          ,"125,000","1,461,200","-1,336,200",
 ,2345  ,智邦            ,"34,711","1,362,900","-1,328,189",
