Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,2887  ,台新新光金      ,"4,291,000","143,000","4,148,000",
 ,6191  ,精成科          ,"3,253,000",0,"3,253,000",
 ,2883  ,凱基金          ,"2,911,000","107,000","2,804,000",
 ,3037  ,欣興            ,"1,631,329","111,000","1,520,329",
 ,2890  ,永豐金          ,"1,468,000","39,000","1,429,000",
 ,2884  ,玉山金          ,"1,503,000","388,000","1,115,000",
 ,4906  ,正文            ,"957,760",0,"957,760",
 ,2408  ,南亞科          ,"947,000","14,000","933,000",
 ,9904  ,寶成            ,"852,430","20,000","832,430",
 ,2449  ,京元電子        ,"966,000","168,000","798,000",
 ,9907  ,統一實          ,"673,300","4,000","669,300",
 ,6239  ,力成            ,"891,000","226,300","664,700",
 ,2368  ,金像電          ,"665,000","11,000","654,000",
 ,1605  ,華新            ,"638,810",0,"638,810",
 ,2317  ,鴻海            ,"637,148","19,453","617,695",
 ,2303  ,聯電            ,"646,177","81,617","564,560",
 ,2481  ,強茂            ,"550,000",0,"550,000",
 ,2882  ,國泰金          ,"620,690","127,617","493,073",
 ,2330  ,台積電          ,"508,879","50,000","458,879",
 ,2880  ,華南金          ,"450,000","36,000","414,000",
 ,8163  ,達方            ,"400,000",0,"400,000",
 ,2308  ,台達電          ,"376,595","9,000","367,595",
 ,2345  ,智邦            ,"492,569","128,000","364,569",
 ,6781  ,AES-KY          ,"357,000",0,"357,000",
 ,3015  ,全漢            ,"328,000",0,"328,000",
 ,3167  ,大量            ,"320,000",0,"320,000",
 ,1319  ,東陽            ,"637,991","324,000","313,991",
 ,3661  ,世芯-KY         ,"264,400",0,"264,400",
 ,8996  ,高力            ,"234,000","2,000","232,000",
 ,6206  ,飛捷            ,"230,490",0,"230,490",
 ,6176  ,瑞儀            ,"474,517","246,733","227,784",
 ,2327  ,國巨*           ,"241,562","21,000","220,562",
 ,2881  ,富邦金          ,"239,000","22,238","216,762",
 ,1702  ,南僑            ,"193,000",0,"193,000",
 ,2637  ,慧洋-KY         ,"409,900","219,000","190,900",
 ,2886  ,兆豐金          ,"314,000","125,000","189,000",
 ,6805  ,富世達          ,"183,000",0,"183,000",
 ,3702  ,大聯大          ,"189,000","11,000","178,000",
 ,5871  ,中租-KY         ,"317,790","141,000","176,790",
 ,3030  ,德律            ,"176,000",0,"176,000",
 ,2542  ,興富發          ,"166,000","13,000","153,000",
 ,5243  ,乙盛-KY         ,"150,000",0,"150,000",
 ,6472  ,保瑞            ,"124,000",0,"124,000",
 ,4763  ,材料*-KY        ,"123,000","14,000","109,000",
 ,8021  ,尖點            ,"102,000",0,"102,000",
 ,8210  ,勤誠            ,"92,000",0,"92,000",
 ,3044  ,健鼎            ,"325,000","235,340","89,660",
 ,3010  ,華立            ,"252,100","169,000","83,100",
 ,1303  ,南亞            ,"82,000",0,"82,000",
 ,3481  ,群創            ,"81,263",0,"81,263",
 ,3443  ,創意            ,"80,090","3,000","77,090",
 ,1802  ,台玻            ,"70,000",0,"70,000",
 ,3711  ,日月光投控      ,"339,382","273,000","66,382",
 ,2383  ,台光電          ,"72,326","6,000","66,326",
 ,3017  ,奇鋐            ,"63,271","1,000","62,271",
 ,8464  ,億豐            ,"70,000","8,000","62,000",
 ,6442  ,光聖            ,"60,500",0,"60,500",
 ,1522  ,堤維西          ,"60,820","4,159","56,661",
 ,3653  ,健策            ,"56,608",0,"56,608",
 ,2376  ,技嘉            ,"65,000","9,000","56,000",
 ,4532  ,瑞智            ,"54,030",0,"54,030",
 ,2504  ,國產            ,"120,600","67,348","53,252",
 ,6213  ,聯茂            ,"50,000",0,"50,000",
 ,2409  ,友達            ,"65,295","17,000","48,295",
 ,6757  ,台灣虎航        ,"47,000",0,"47,000",
 ,2059  ,川湖            ,"47,072","1,000","46,072",
 ,6669  ,緯穎            ,"49,119","5,000","44,119",
 ,1722  ,台肥            ,"42,000",0,"42,000",
 ,3706  ,神達            ,"39,000",0,"39,000",
 ,5880  ,合庫金          ,"42,000","3,000","39,000",
 ,2204  ,中華            ,"42,280","5,070","37,210",
 ,6505  ,台塑化          ,"37,000",0,"37,000",
 ,2454  ,聯發科          ,"77,504","41,215","36,289",
 ,3694  ,海華            ,"36,000",0,"36,000",
 ,2002  ,中鋼            ,"28,000",0,"28,000",
 ,2105  ,正新            ,"687,961","662,000","25,961",
 ,2615  ,萬海            ,"47,000","22,000","25,000",
 ,6139  ,亞翔            ,"27,000","2,000","25,000",
 ,5234  ,達興材料        ,"20,000",0,"20,000",
 ,6770  ,力積電          ,"32,000","13,000","19,000",
 ,1210  ,大成            ,"34,000","16,000","18,000",
 ,2412  ,中華電          ,"17,000","1,000","16,000",
 ,1514  ,亞力            ,"15,000",0,"15,000",
 ,2352  ,佳世達          ,"14,000",0,"14,000",
 ,3023  ,信邦            ,"15,000","2,000","13,000",
 ,6415  ,矽力*-KY        ,"15,000","3,000","12,000",
 ,2354  ,鴻準            ,"11,448",0,"11,448",
 ,6412  ,群電            ,"11,280",0,"11,280",
 ,6271  ,同欣電          ,"11,000",0,"11,000",
 ,8114  ,振樺電          ,"11,000",0,"11,000",
 ,1301  ,台塑            ,"10,000",0,"10,000",
 ,2441  ,超豐            ,"12,000","2,000","10,000",
 ,2801  ,彰銀            ,"10,000",0,"10,000",
 ,2723  ,美食-KY         ,"9,000",0,"9,000",
 ,2834  ,臺企銀          ,"9,000",0,"9,000",
 ,3515  ,華擎            ,"9,000",0,"9,000",
 ,2377  ,微星            ,"7,699",0,"7,699",
 ,1101  ,台泥            ,"7,000",0,"7,000",
 ,6196  ,帆宣            ,"11,000","4,000","7,000",
 ,6670  ,復盛應用        ,"21,210","14,358","6,852",
 ,2845  ,遠東銀          ,"6,000",0,"6,000",
 ,3008  ,大立光          ,"5,112",0,"5,112",
 ,2838  ,聯邦銀          ,"5,000",0,"5,000",
 ,6691  ,洋基工程        ,"6,000","1,000","5,000",
 ,6515  ,穎崴            ,"3,500","1,000","2,500",
 ,2515  ,中工            ,"2,000",0,"2,000",
 ,2633  ,台灣高鐵        ,"2,000",0,"2,000",
 ,2912  ,統一超          ,"2,000",0,"2,000",
 ,6531  ,愛普*           ,"5,000","3,000","2,000",
 ,2207  ,和泰車          ,"1,000",0,"1,000",
 ,2492  ,華新科          ,"1,000",0,"1,000",
 ,2855  ,統一證          ,"1,000",0,"1,000",
 ,6592B ,和潤企業乙特    ,"1,000",0,"1,000",
 ,1519  ,華城            ,277,0,277,
 ,"=""0050  """,元大台灣50      ,0,"9,800,000","-9,800,000",
 ,2891  ,中信金          ,"265,000","3,625,259","-3,360,259",
 ,2344  ,華邦電          ,"80,000","2,400,000","-2,320,000",
 ,"=""00965 """,元大航太防衛科技,0,"2,300,000","-2,300,000",
 ,2353  ,宏��            ,"848,700","3,069,000","-2,220,300",
 ,8046  ,南電            ,"2,000","1,363,000","-1,361,000",
 ,6005  ,群益證          ,"3,000","1,293,333","-1,290,333",
 ,2436  ,偉詮電          ,0,"1,046,000","-1,046,000",
 ,3231  ,緯創            ,"274,874","1,138,000","-863,126",
 ,3033  ,威健            ,0,"764,206","-764,206",
 ,3019  ,亞光            ,0,"748,000","-748,000",
 ,1102  ,亞泥            ,"177,150","922,000","-744,850",
 ,2892  ,第一金          ,"41,000","752,000","-711,000",
 ,5876  ,上海商銀        ,"14,000","698,000","-684,000",
 ,2360  ,致茂            ,"10,577","675,100","-664,523",
 ,1216  ,統一            ,"144,000","773,000","-629,000",
 ,1504  ,東元            ,"55,662","635,000","-579,338",
 ,3712  ,永崴投控        ,0,"554,780","-554,780",
 ,2393  ,億光            ,"76,060","617,679","-541,619",
 ,2385  ,群光            ,"35,510","528,985","-493,475",
 ,6257  ,矽格            ,"32,000","506,740","-474,740",
 ,2313  ,華通            ,"12,000","475,000","-463,000",
 ,5434  ,崇越            ,"11,000","473,000","-462,000",
 ,6768  ,志強-KY         ,0,"450,930","-450,930",
 ,2356  ,英業達          ,"33,000","479,000","-446,000",
 ,3450  ,聯鈞            ,0,"420,000","-420,000",
 ,4938  ,和碩            ,"369,593","783,000","-413,407",
 ,2395  ,研華            ,"7,509","419,000","-411,491",
 ,8112  ,至上            ,"539,680","946,100","-406,420",
 ,5388  ,中磊            ,0,"385,000","-385,000",
 ,2618  ,長榮航          ,"671,220","1,034,000","-362,780",
 ,3042  ,晶技            ,"1,000","354,010","-353,010",
 ,3005  ,神基            ,"4,000","356,170","-352,170",
 ,4915  ,致伸            ,"18,000","330,230","-312,230",
 ,2883B ,凱基金乙特      ,0,"300,000","-300,000",
 ,5222  ,全訊            ,0,"300,000","-300,000",
 ,4551  ,智伸科          ,0,"280,000","-280,000",
 ,3592  ,瑞鼎            ,0,"279,910","-279,910",
 ,1477  ,聚陽            ,"36,000","307,772","-271,772",
 ,3034  ,聯詠            ,"33,604","303,172","-269,568",
 ,2606  ,裕民            ,"1,000","254,030","-253,030",
 ,4904  ,遠傳            ,"7,000","258,000","-251,000",
 ,3045  ,台灣大          ,"8,000","258,000","-250,000",
 ,"=""00646 """,元大S&P500      ,0,"245,000","-245,000",
 ,2301  ,光寶科          ,"28,203","268,000","-239,797",
 ,2382  ,廣達            ,"64,836","286,742","-221,906",
 ,2603  ,長榮            ,"4,000","202,000","-198,000",
 ,4958  ,臻鼎-KY         ,"28,000","216,000","-188,000",
 ,3376  ,新日興          ,0,"175,000","-175,000",
 ,8028  ,昇陽半導體      ,0,"173,000","-173,000",
 ,2885  ,元大金          ,"47,000","212,000","-165,000",
 ,2451  ,創見            ,0,"157,270","-157,270",
 ,2324  ,仁寶            ,"42,000","183,000","-141,000",
 ,2474  ,可成            ,"57,618","197,439","-139,821",
 ,1402  ,遠東新          ,"5,000","136,000","-131,000",
 ,3533  ,嘉澤            ,"16,000","133,000","-117,000",
 ,2355  ,敬鵬            ,0,"112,210","-112,210",
 ,3014  ,聯陽            ,0,"108,261","-108,261",
 ,1307  ,三芳            ,0,"100,000","-100,000",
 ,1560  ,中砂            ,"2,000","100,000","-98,000",
 ,2006  ,東和鋼鐵        ,0,"83,000","-83,000",
 ,4766  ,南寶            ,"4,000","78,290","-74,290",
 ,3004  ,豐達科          ,0,"70,000","-70,000",
 ,2371  ,大同            ,"4,215","71,000","-66,785",
 ,3090  ,日電貿          ,0,"64,750","-64,750",
 ,6526  ,達發            ,"1,000","65,000","-64,000",
 ,6177  ,達麗            ,0,"62,000","-62,000",
 ,2727  ,王品            ,0,"60,000","-60,000",
 ,3665  ,貿聯-KY         ,"27,000","85,000","-58,000",
 ,8016  ,矽創            ,0,"57,420","-57,420",
 ,2211  ,長榮鋼          ,0,"52,140","-52,140",
 ,6438  ,迅得            ,0,"50,629","-50,629",
 ,2458  ,義隆            ,0,"50,147","-50,147",
 ,2707  ,晶華            ,0,"50,000","-50,000",
 ,8070  ,長華*           ,0,"50,000","-50,000",
 ,2062  ,橋椿            ,0,"48,000","-48,000",
 ,2609  ,陽明            ,"9,000","54,000","-45,000",
 ,3036  ,文曄            ,"61,000","106,000","-45,000",
 ,2357  ,華碩            ,"21,722","63,766","-42,044",
 ,1434  ,福懋            ,0,"42,000","-42,000",
 ,9945  ,潤泰新          ,0,"40,000","-40,000",
 ,6285  ,啟��            ,"10,381","50,000","-39,619",
 ,2455  ,全新            ,"7,000","46,000","-39,000",
 ,2915  ,潤泰全          ,0,"39,000","-39,000",
 ,2027  ,大成鋼          ,"77,000","115,000","-38,000",
 ,2610  ,華航            ,"2,000","39,000","-37,000",
 ,6278  ,台表科          ,"1,000","36,950","-35,950",
 ,2404  ,漢唐            ,"127,175","159,920","-32,745",
 ,2520  ,冠德            ,0,"30,000","-30,000",
 ,9939  ,宏全            ,0,"28,000","-28,000",
 ,2498  ,宏達電          ,0,"27,000","-27,000",
 ,2891C ,中信金丙特      ,0,"25,000","-25,000",
 ,6799  ,來頡            ,0,"20,000","-20,000",
 ,1532  ,勤美            ,0,"17,248","-17,248",
 ,9938  ,百和            ,0,"17,000","-17,000",
 ,2379  ,瑞昱            ,"54,504","71,000","-16,496",
 ,2347  ,聯強            ,"78,160","94,000","-15,840",
 ,2439  ,美律            ,"10,710","26,521","-15,811",
 ,2206  ,三陽工業        ,0,"15,000","-15,000",
 ,7722  ,LINEPAY         ,0,"15,000","-15,000",
 ,3406  ,玉晶光          ,"7,000","21,000","-14,000",
 ,6790  ,永豐實          ,0,"12,000","-12,000",
 ,1513  ,中興電          ,540,"12,000","-11,460",
 ,2607  ,榮運            ,0,"10,000","-10,000",
 ,5269  ,祥碩            ,"2,000","12,000","-10,000",
 ,9917  ,中保科          ,0,"8,000","-8,000",
 ,2897  ,王道銀行        ,0,"7,000","-7,000",
 ,1215  ,卜蜂            ,0,"5,000","-5,000",
 ,3209  ,全科            ,0,"4,545","-4,545",
 ,2852  ,第一保          ,0,"3,460","-3,460",
 ,3189  ,景碩            ,0,"3,000","-3,000",
 ,6890  ,來億-KY         ,0,"2,500","-2,500",
 ,1476  ,儒鴻            ,0,"2,000","-2,000",
 ,1712  ,興農            ,0,"2,000","-2,000",
 ,2889  ,國票金          ,"3,000","5,000","-2,000",
 ,3035  ,智原            ,0,"2,000","-2,000",
 ,6414  ,樺漢            ,0,"2,000","-2,000",
 ,6605  ,帝寶            ,0,"2,000","-2,000",
 ,9941  ,裕融            ,"1,000","3,000","-2,000",
 ,1503  ,士電            ,392,"2,000","-1,608",
 ,4720  ,德淵            ,0,"1,540","-1,540",
 ,3038  ,全台            ,0,"1,471","-1,471",
 ,9924  ,福興            ,0,"1,356","-1,356",
 ,1707  ,葡萄王          ,0,"1,000","-1,000",
 ,1723  ,中碳            ,0,"1,000","-1,000",
 ,2480  ,敦陽科          ,0,"1,000","-1,000",
 ,2597  ,潤弘            ,0,"1,000","-1,000",
 ,2887F ,台新新光戊特二  ,0,"1,000","-1,000",
 ,8081  ,致新            ,0,"1,000","-1,000",
 ,9910  ,豐泰            ,"1,000","2,000","-1,000",
 ,9911  ,櫻花            ,0,"1,000","-1,000",
 ,2527  ,宏璟            ,0,993,-993,
 ,6409  ,旭隼            ,73,"1,000",-927,
 ,1558  ,伸興            ,0,589,-589,
 ,6754  ,匯僑設計        ,0,213,-213,
 ,6789  ,采鈺            ,"2,000","2,000",0,
說明:,,,,,,
投信表示本國投資信託基金。,,,,,,
＊表示該證券今日有鉅額交易。,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購及當日綜合帳戶買賣金額。,,,,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,
