Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,2881  ,富邦金          ,"31,799,649","292,053","31,507,596",
 ,2449  ,京元電子        ,"11,936,000","139,000","11,797,000",
 ,2801  ,彰銀            ,"9,508,000","121,000","9,387,000",
 ,2890  ,永豐金          ,"9,532,211","196,000","9,336,211",
 ,4958  ,臻鼎-KY         ,"8,182,000","261,000","7,921,000",
 ,2610  ,華航            ,"6,190,000","51,000","6,139,000",
 ,2324  ,仁寶            ,"9,659,000","4,125,000","5,534,000",
 ,2312  ,金寶            ,"5,488,000","12,000","5,476,000",
 ,2885  ,元大金          ,"11,913,765","8,453,000","3,460,765",
 ,2441  ,超豐            ,"2,534,000",0,"2,534,000",
 ,6257  ,矽格            ,"2,345,000","98,000","2,247,000",
 ,1513  ,中興電          ,"2,171,540","8,000","2,163,540",
 ,2880  ,華南金          ,"1,627,068","170,000","1,457,068",
 ,1303  ,南亞            ,"2,644,155","1,282,763","1,361,392",
 ,2912  ,統一超          ,"1,305,233","199,987","1,105,246",
 ,2421  ,建準            ,"1,058,000",0,"1,058,000",
 ,"=""00632R""",元大台灣50反1   ,"1,000,000",0,"1,000,000",
 ,3023  ,信邦            ,"932,000","2,000","930,000",
 ,2308  ,台達電          ,"929,441","45,000","884,441",
 ,5469  ,瀚宇博          ,"805,000",0,"805,000",
 ,2428  ,興勤            ,"799,000",0,"799,000",
 ,6139  ,亞翔            ,"776,000","2,000","774,000",
 ,1319  ,東陽            ,"764,441","40,526","723,915",
 ,2458  ,義隆            ,"710,000","1,079","708,921",
 ,2451  ,創見            ,"821,000","127,145","693,855",
 ,3715  ,定穎投控        ,"526,000",0,"526,000",
 ,2327  ,國巨*           ,"521,681","15,785","505,896",
 ,2408  ,南亞科          ,"2,011,000","1,548,000","463,000",
 ,9904  ,寶成            ,"487,000","42,816","444,184",
 ,2360  ,致茂            ,"441,478","27,000","414,478",
 ,2439  ,美律            ,"384,000","1,376","382,624",
 ,2368  ,金像電          ,"612,001","235,000","377,001",
 ,2633  ,台灣高鐵        ,"398,000","38,000","360,000",
 ,3005  ,神基            ,"378,000","53,000","325,000",
 ,2481  ,強茂            ,"660,000","350,000","310,000",
 ,2383  ,台光電          ,"304,448","6,300","298,148",
 ,6442  ,光聖            ,"296,001",0,"296,001",
 ,3653  ,健策            ,"299,109","4,000","295,109",
 ,2330  ,台積電          ,"442,007","154,250","287,757",
 ,6278  ,台表科          ,"334,000","51,299","282,701",
 ,6414  ,樺漢            ,"284,000","3,000","281,000",
 ,2317  ,鴻海            ,"627,481","354,000","273,481",
 ,6285  ,啟��            ,"276,381","3,000","273,381",
 ,2393  ,億光            ,"431,000","160,235","270,765",
 ,2855  ,統一證          ,"260,000",0,"260,000",
 ,2903  ,遠百            ,"254,000",0,"254,000",
 ,2472  ,立隆電          ,"245,000",0,"245,000",
 ,3665  ,貿聯-KY         ,"319,001","75,000","244,001",
 ,3037  ,欣興            ,"285,330","43,000","242,330",
 ,3034  ,聯詠            ,"302,856","61,000","241,856",
 ,8070  ,長華*           ,"237,000",0,"237,000",
 ,6191  ,精成科          ,"225,000","3,000","222,000",
 ,2454  ,聯發科          ,"264,147","51,206","212,941",
 ,8112  ,至上            ,"212,000","3,056","208,944",
 ,6691  ,洋基工程        ,"219,000","15,000","204,000",
 ,6176  ,瑞儀            ,"282,457","97,027","185,430",
 ,2884  ,玉山金          ,"419,712","246,000","173,712",
 ,2887  ,台新新光金      ,"445,517","272,000","173,517",
 ,1519  ,華城            ,"163,277","1,562","161,715",
 ,"=""00762 """,元大全球AI      ,"150,000",0,"150,000",
 ,1605  ,華新            ,"353,810","205,000","148,810",
 ,3443  ,創意            ,"149,091","1,000","148,091",
 ,6781  ,AES-KY          ,"118,000","1,000","117,000",
 ,1802  ,台玻            ,"123,000","8,000","115,000",
 ,8016  ,矽創            ,"140,000","28,668","111,332",
 ,8422  ,可寧衛*         ,"100,000",0,"100,000",
 ,2211  ,長榮鋼          ,"96,000","1,343","94,657",
 ,6515  ,穎崴            ,"103,000","15,000","88,000",
 ,2316  ,楠梓電          ,"79,000",0,"79,000",
 ,6669  ,緯穎            ,"92,265","16,000","76,265",
 ,8215  ,明基材          ,"74,000",0,"74,000",
 ,9933  ,中鼎            ,"68,000",0,"68,000",
 ,1477  ,聚陽            ,"75,000","10,502","64,498",
 ,2542  ,興富發          ,"64,000",0,"64,000",
 ,6531  ,愛普*           ,"64,000","1,000","63,000",
 ,3010  ,華立            ,"53,000","1,518","51,482",
 ,2027  ,大成鋼          ,"66,000","16,000","50,000",
 ,2337  ,旺宏            ,"50,000",0,"50,000",
 ,1210  ,大成            ,"48,000",0,"48,000",
 ,5434  ,崇越            ,"49,000","2,000","47,000",
 ,4763  ,材料*-KY        ,"48,000","6,888","41,112",
 ,1216  ,統一            ,"89,153","48,232","40,921",
 ,1795  ,美時            ,"40,000","1,000","39,000",
 ,"=""00850 """,元大臺灣ESG永續 ,"38,000",0,"38,000",
 ,4739  ,康普            ,"37,000",0,"37,000",
 ,2385  ,群光            ,"78,000","41,070","36,930",
 ,3059  ,華晶科          ,"34,000",0,"34,000",
 ,1301  ,台塑            ,"32,835",0,"32,835",
 ,6890  ,來億-KY         ,"30,000",0,"30,000",
 ,8150  ,南茂            ,"29,000",0,"29,000",
 ,5388  ,中磊            ,"26,000",0,"26,000",
 ,2105  ,正新            ,"83,911","58,108","25,803",
 ,8210  ,勤誠            ,"41,001","16,000","25,001",
 ,6271  ,同欣電          ,"21,000",0,"21,000",
 ,8081  ,致新            ,"25,000","5,000","20,000",
 ,6757  ,台灣虎航        ,"19,000",0,"19,000",
 ,6770  ,力積電          ,"19,000",0,"19,000",
 ,5871  ,中租-KY         ,"41,652","23,478","18,174",
 ,3029  ,零壹            ,"18,000",0,"18,000",
 ,1560  ,中砂            ,"17,000",0,"17,000",
 ,9802  ,鈺齊-KY         ,"17,000",0,"17,000",
 ,2455  ,全新            ,"15,000",0,"15,000",
 ,2204  ,中華            ,"17,000","5,320","11,680",
 ,1503  ,士電            ,"15,392","4,000","11,392",
 ,3545  ,敦泰            ,"11,000",0,"11,000",
 ,3006  ,晶豪科          ,"10,000",0,"10,000",
 ,4968  ,立積            ,"10,000",0,"10,000",
 ,6805  ,富世達          ,"10,000",0,"10,000",
 ,2495  ,普安            ,"9,000",0,"9,000",
 ,8114  ,振樺電          ,"9,000",0,"9,000",
 ,1307  ,三芳            ,"8,000",0,"8,000",
 ,2606  ,裕民            ,"27,000","19,549","7,451",
 ,1590  ,亞德客-KY       ,"10,000","4,000","6,000",
 ,1722  ,台肥            ,"16,000","11,000","5,000",
 ,4736  ,泰博            ,"5,000",0,"5,000",
 ,6533  ,晶心科          ,"5,000",0,"5,000",
 ,2535  ,達欣工          ,"4,000",0,"4,000",
 ,"=""00881 """,國泰台灣科技龍頭,"3,000",0,"3,000",
 ,2607  ,榮運            ,"3,000",0,"3,000",
 ,6790  ,永豐實          ,"2,000",0,"2,000",
 ,1532  ,勤美            ,"7,000","5,192","1,808",
 ,"=""006208""",富邦台50        ,"1,000",0,"1,000",
 ,2227  ,裕日車          ,"1,000",0,"1,000",
 ,5269  ,祥碩            ,"4,000","3,000","1,000",
 ,6919  ,康霈*           ,435,0,435,
 ,2615  ,萬海            ,"11,616","20,015,000","-20,003,384",
 ,3702  ,大聯大          ,"946,000","12,242,000","-11,296,000",
 ,2891  ,中信金          ,"981,721","10,920,000","-9,938,279",
 ,2609  ,陽明            ,"21,766","8,963,000","-8,941,234",
 ,2886  ,兆豐金          ,"199,165","8,714,000","-8,514,835",
 ,2377  ,微星            ,"4,699","7,314,000","-7,309,301",
 ,2301  ,光寶科          ,"17,052","7,209,000","-7,191,948",
 ,3711  ,日月光投控      ,"415,817","7,545,000","-7,129,183",
 ,1504  ,東元            ,"125,662","6,895,000","-6,769,338",
 ,2882  ,國泰金          ,"585,094","6,295,139","-5,710,045",
 ,2344  ,華邦電          ,"1,260,000","5,063,000","-3,803,000",
 ,2002  ,中鋼            ,"155,949","3,212,000","-3,056,051",
 ,2303  ,聯電            ,"240,174","3,295,073","-3,054,899",
 ,2402  ,毅嘉            ,0,"2,543,000","-2,543,000",
 ,3030  ,德律            ,0,"2,543,000","-2,543,000",
 ,"=""0050  """,元大台灣50      ,0,"2,500,000","-2,500,000",
 ,2356  ,英業達          ,"8,000","2,372,000","-2,364,000",
 ,3706  ,神達            ,0,"1,922,000","-1,922,000",
 ,8021  ,尖點            ,0,"1,907,000","-1,907,000",
 ,3694  ,海華            ,0,"1,826,000","-1,826,000",
 ,1101  ,台泥            ,"3,000","1,743,000","-1,740,000",
 ,4904  ,遠傳            ,"44,776","1,304,000","-1,259,224",
 ,6196  ,帆宣            ,0,"1,239,000","-1,239,000",
 ,2382  ,廣達            ,"95,990","1,284,896","-1,188,906",
 ,3044  ,健鼎            ,"153,000","1,324,000","-1,171,000",
 ,6213  ,聯茂            ,"23,000","1,027,000","-1,004,000",
 ,6239  ,力成            ,"44,000","1,014,000","-970,000",
 ,3189  ,景碩            ,"175,000","952,000","-777,000",
 ,3036  ,文曄            ,"340,000","1,048,000","-708,000",
 ,3515  ,華擎            ,"42,000","678,000","-636,000",
 ,4938  ,和碩            ,"38,935","658,945","-620,010",
 ,3450  ,聯鈞            ,"598,000","1,218,000","-620,000",
 ,3376  ,新日興          ,0,"619,000","-619,000",
 ,5234  ,達興材料        ,"11,000","591,000","-580,000",
 ,3231  ,緯創            ,"616,196","1,173,000","-556,804",
 ,2892  ,第一金          ,"85,745","640,000","-554,255",
 ,1402  ,遠東新          ,"23,000","531,000","-508,000",
 ,2412  ,中華電          ,"100,669","528,000","-427,331",
 ,"=""00878 """,國泰永續高股息  ,0,"400,000","-400,000",
 ,3406  ,玉晶光          ,"170,000","560,000","-390,000",
 ,2404  ,漢唐            ,"8,175","387,457","-379,282",
 ,2379  ,瑞昱            ,"203,717","578,000","-374,283",
 ,8046  ,南電            ,0,"372,000","-372,000",
 ,2347  ,聯強            ,0,"353,900","-353,900",
 ,2395  ,研華            ,"12,710","365,000","-352,290",
 ,4961  ,天鈺            ,0,"343,000","-343,000",
 ,5876  ,上海商銀        ,"29,663","352,000","-322,337",
 ,2603  ,長榮            ,"12,475","315,078","-302,603",
 ,"=""00965 """,元大航太防衛科技,0,"300,000","-300,000",
 ,1514  ,亞力            ,0,"286,000","-286,000",
 ,2474  ,可成            ,"318,618","598,000","-279,382",
 ,9907  ,統一實          ,0,"269,781","-269,781",
 ,6005  ,群益證          ,"19,000","286,000","-267,000",
 ,3017  ,奇鋐            ,"85,483","312,000","-226,517",
 ,3413  ,京鼎            ,"40,000","259,000","-219,000",
 ,1102  ,亞泥            ,"206,150","410,936","-204,786",
 ,3533  ,嘉澤            ,0,"196,000","-196,000",
 ,2834  ,臺企銀          ,0,"175,000","-175,000",
 ,4915  ,致伸            ,"520,000","680,835","-160,835",
 ,3033  ,威健            ,"10,000","167,000","-157,000",
 ,2371  ,大同            ,"2,215","159,000","-156,785",
 ,2376  ,技嘉            ,"56,000","212,000","-156,000",
 ,2915  ,潤泰全          ,0,"149,000","-149,000",
 ,2883  ,凱基金          ,"252,896","399,075","-146,179",
 ,2357  ,華碩            ,"30,021","175,200","-145,179",
 ,6415  ,矽力*-KY        ,"4,000","139,000","-135,000",
 ,4770  ,上品            ,0,"128,000","-128,000",
 ,2345  ,智邦            ,"102,787","230,323","-127,536",
 ,2618  ,長榮航          ,0,"121,745","-121,745",
 ,3481  ,群創            ,"8,263","121,000","-112,737",
 ,3661  ,世芯-KY         ,"3,035","113,000","-109,965",
 ,2353  ,宏��            ,"10,000","118,625","-108,625",
 ,1712  ,興農            ,0,"107,000","-107,000",
 ,3042  ,晶技            ,"1,000","104,000","-103,000",
 ,3014  ,聯陽            ,"3,000","101,070","-98,070",
 ,5880  ,合庫金          ,"82,576","176,000","-93,424",
 ,2897  ,王道銀行        ,0,"91,000","-91,000",
 ,2409  ,友達            ,"7,295","95,000","-87,705",
 ,2352  ,佳世達          ,"96,000","175,000","-79,000",
 ,2006  ,東和鋼鐵        ,"4,000","72,994","-68,994",
 ,2062  ,橋椿            ,0,"67,000","-67,000",
 ,6670  ,復盛應用        ,0,"50,547","-50,547",
 ,6799  ,來頡            ,0,"50,000","-50,000",
 ,2059  ,川湖            ,"146,597","195,000","-48,403",
 ,1215  ,卜蜂            ,"16,000","60,000","-44,000",
 ,2845  ,遠東銀          ,0,"44,000","-44,000",
 ,1609  ,大亞            ,0,"43,836","-43,836",
 ,2480  ,敦陽科          ,0,"42,000","-42,000",
 ,7749  ,意騰-KY         ,0,"42,000","-42,000",
 ,1723  ,中碳            ,0,"38,000","-38,000",
 ,4766  ,南寶            ,0,"36,000","-36,000",
 ,1229  ,聯華            ,0,"32,000","-32,000",
 ,2812  ,台中銀          ,0,"32,000","-32,000",
 ,1707  ,葡萄王          ,0,"30,000","-30,000",
 ,1326  ,台化            ,0,"29,000","-29,000",
 ,6409  ,旭隼            ,73,"29,000","-28,927",
 ,6282  ,康舒            ,0,"28,000","-28,000",
 ,8028  ,昇陽半導體      ,0,"28,000","-28,000",
 ,9958  ,世紀鋼          ,0,"25,000","-25,000",
 ,3592  ,瑞鼎            ,"1,000","25,000","-24,000",
 ,1806  ,冠軍            ,0,"23,314","-23,314",
 ,1434  ,福懋            ,0,"16,000","-16,000",
 ,3380  ,明泰            ,0,"16,000","-16,000",
 ,3708  ,上緯投控        ,0,"16,000","-16,000",
 ,6592B ,和潤企業乙特    ,0,"15,000","-15,000",
 ,9911  ,櫻花            ,0,"15,000","-15,000",
 ,1904  ,正隆            ,0,"14,891","-14,891",
 ,2504  ,國產            ,"9,000","23,066","-14,066",
 ,2354  ,鴻準            ,"1,448","15,000","-13,552",
 ,2520  ,冠德            ,0,"11,000","-11,000",
 ,2646  ,星宇航空        ,0,"11,000","-11,000",
 ,6412  ,群電            ,0,"10,418","-10,418",
 ,9910  ,豐泰            ,0,"10,120","-10,120",
 ,6592A ,和潤企業甲特    ,0,"10,000","-10,000",
 ,3015  ,全漢            ,0,"8,591","-8,591",
 ,2206  ,三陽工業        ,0,"7,817","-7,817",
 ,6906  ,現觀科          ,0,"7,000","-7,000",
 ,6505  ,台塑化          ,"9,521","16,473","-6,952",
 ,6214  ,精誠            ,0,"6,260","-6,260",
 ,2637  ,慧洋-KY         ,"8,000","14,242","-6,242",
 ,1717  ,長興            ,0,"6,000","-6,000",
 ,9938  ,百和            ,0,"6,000","-6,000",
 ,4532  ,瑞智            ,0,"5,701","-5,701",
 ,4906  ,正文            ,0,"5,424","-5,424",
 ,6768  ,志強-KY         ,0,"5,184","-5,184",
 ,2313  ,華通            ,"3,000","8,000","-5,000",
 ,2498  ,宏達電          ,0,"5,000","-5,000",
 ,6446  ,藥華藥          ,0,"5,000","-5,000",
 ,2539  ,櫻花建          ,0,"4,986","-4,986",
 ,1476  ,儒鴻            ,0,"4,621","-4,621",
 ,2355  ,敬鵬            ,0,"4,066","-4,066",
 ,9917  ,中保科          ,0,"4,000","-4,000",
 ,8163  ,達方            ,0,"3,853","-3,853",
 ,1702  ,南僑            ,0,"3,577","-3,577",
 ,2049  ,上銀            ,"1,500","5,000","-3,500",
 ,1522  ,堤維西          ,0,"3,260","-3,260",
 ,6689  ,伊雲谷          ,0,"3,013","-3,013",
 ,2207  ,和泰車          ,"2,122","5,000","-2,878",
 ,8464  ,億豐            ,0,"2,621","-2,621",
 ,2201  ,裕隆            ,0,"2,000","-2,000",
 ,5203  ,訊連            ,0,"2,000","-2,000",
 ,8454  ,富邦媒          ,0,"2,000","-2,000",
 ,9921  ,巨大            ,0,"2,000","-2,000",
 ,3090  ,日電貿          ,0,"1,840","-1,840",
 ,3045  ,台灣大          ,"44,618","46,000","-1,382",
 ,6472  ,保瑞            ,0,"1,382","-1,382",
 ,6206  ,飛捷            ,0,"1,305","-1,305",
 ,6873  ,泓德能源        ,0,"1,194","-1,194",
 ,2727  ,王品            ,0,"1,049","-1,049",
 ,2492  ,華新科          ,"1,000","2,000","-1,000",
 ,2645  ,長榮航太        ,0,"1,000","-1,000",
 ,3008  ,大立光          ,"2,154","3,111",-957,
 ,6789  ,采鈺            ,"1,000","1,000",0,
說明:,,,,,,
投信表示本國投資信託基金。,,,,,,
＊表示該證券今日有鉅額交易。,,,,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,
