Unnamed: 0,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,Unnamed: 6
 ,1303  ,南亞            ,"5,219,000","9,769","5,209,231",
 ,2337  ,旺宏            ,"3,455,000","20,000","3,435,000",
 ,2887  ,台新新光金      ,"4,140,000","1,185,000","2,955,000",
 ,"=""0050  """,元大台灣50      ,"2,550,000",0,"2,550,000",
 ,1319  ,東陽            ,"1,535,609","121,000","1,414,609",
 ,2884  ,玉山金          ,"1,403,000","10,000","1,393,000",
 ,9907  ,統一實          ,"1,335,183",0,"1,335,183",
 ,2890  ,永豐金          ,"1,177,000",0,"1,177,000",
 ,9904  ,寶成            ,"1,176,475","1,000","1,175,475",
 ,4906  ,正文            ,"930,778",0,"930,778",
 ,8163  ,達方            ,"893,391",0,"893,391",
 ,"=""00881 """,國泰台灣科技龍頭,"570,000",0,"570,000",
 ,2408  ,南亞科          ,"586,000","53,000","533,000",
 ,8112  ,至上            ,"524,441","2,034","522,407",
 ,3015  ,全漢            ,"385,840",0,"385,840",
 ,2637  ,慧洋-KY         ,"386,256","6,000","380,256",
 ,1702  ,南僑            ,"373,000",0,"373,000",
 ,2880  ,華南金          ,"431,000","58,000","373,000",
 ,6176  ,瑞儀            ,"471,303","116,245","355,058",
 ,2368  ,金像電          ,"323,000","12,000","311,000",
 ,2481  ,強茂            ,"300,000",0,"300,000",
 ,8021  ,尖點            ,"300,000",0,"300,000",
 ,3010  ,華立            ,"276,491",0,"276,491",
 ,2316  ,楠梓電          ,"272,000",0,"272,000",
 ,6213  ,聯茂            ,"247,000",0,"247,000",
 ,6206  ,飛捷            ,"224,804",0,"224,804",
 ,3167  ,大量            ,"220,000",0,"220,000",
 ,5871  ,中租-KY         ,"276,159","60,155","216,004",
 ,6531  ,愛普*           ,"194,000","4,000","190,000",
 ,1605  ,華新            ,"175,215",0,"175,215",
 ,3030  ,德律            ,"169,000",0,"169,000",
 ,4904  ,遠傳            ,"149,000","5,000","144,000",
 ,2383  ,台光電          ,"163,160","36,300","126,860",
 ,2412  ,中華電          ,"119,000",0,"119,000",
 ,2105  ,正新            ,"669,491","565,227","104,264",
 ,3661  ,世芯-KY         ,"105,000","2,000","103,000",
 ,2330  ,台積電          ,"138,819","37,250","101,569",
 ,8996  ,高力            ,"101,000",0,"101,000",
 ,1477  ,聚陽            ,"112,000","12,131","99,869",
 ,6472  ,保瑞            ,"100,000",382,"99,618",
 ,3515  ,華擎            ,"86,000",0,"86,000",
 ,2354  ,鴻準            ,"82,172",0,"82,172",
 ,5234  ,達興材料        ,"82,000",0,"82,000",
 ,3653  ,健策            ,"77,162",0,"77,162",
 ,2542  ,興富發          ,"105,000","31,000","74,000",
 ,2618  ,長榮航          ,"642,520","570,000","72,520",
 ,"=""0052  """,富邦科技        ,"70,000",0,"70,000",
 ,2393  ,億光            ,"70,579","1,893","68,686",
 ,1101  ,台泥            ,"68,000",0,"68,000",
 ,2454  ,聯發科          ,"104,256","42,478","61,778",
 ,1522  ,堤維西          ,"53,737","1,387","52,350",
 ,6669  ,緯穎            ,"70,629","19,000","51,629",
 ,2308  ,台達電          ,"77,893","27,000","50,893",
 ,2204  ,中華            ,"51,344","1,690","49,654",
 ,2504  ,國產            ,"110,052","61,117","48,935",
 ,4763  ,材料*-KY        ,"79,000","30,890","48,110",
 ,6781  ,AES-KY          ,"52,000","6,000","46,000",
 ,4532  ,瑞智            ,"42,801",0,"42,801",
 ,1722  ,台肥            ,"40,000",0,"40,000",
 ,6191  ,精成科          ,"40,000",0,"40,000",
 ,6805  ,富世達          ,"50,000","13,000","37,000",
 ,2886  ,兆豐金          ,"171,000","142,000","29,000",
 ,6757  ,台灣虎航        ,"30,000","4,000","26,000",
 ,8210  ,勤誠            ,"35,000","11,000","24,000",
 ,3711  ,日月光投控      ,"237,073","214,000","23,073",
 ,3481  ,群創            ,"20,194",0,"20,194",
 ,6505  ,台塑化          ,"26,000","6,477","19,523",
 ,3017  ,奇鋐            ,"61,511","44,000","17,511",
 ,1210  ,大成            ,"21,000","4,000","17,000",
 ,2610  ,華航            ,"16,000",0,"16,000",
 ,6271  ,同欣電          ,"16,000",0,"16,000",
 ,6196  ,帆宣            ,"15,000",0,"15,000",
 ,6670  ,復盛應用        ,"19,834","5,786","14,048",
 ,2455  ,全新            ,"12,000",0,"12,000",
 ,6944  ,兆聯實業        ,"11,000",0,"11,000",
 ,3443  ,創意            ,"11,835","1,000","10,835",
 ,2376  ,技嘉            ,"10,000",0,"10,000",
 ,8114  ,振樺電          ,"10,000",0,"10,000",
 ,2377  ,微星            ,"9,048",0,"9,048",
 ,6412  ,群電            ,"8,475",0,"8,475",
 ,2723  ,美食-KY         ,"8,000",0,"8,000",
 ,4958  ,臻鼎-KY         ,"173,000","165,000","8,000",
 ,6442  ,光聖            ,"8,000",0,"8,000",
 ,2439  ,美律            ,"8,792","2,174","6,618",
 ,2371  ,大同            ,"5,823",0,"5,823",
 ,2233  ,宇隆            ,"4,000",0,"4,000",
 ,3023  ,信邦            ,"9,000","5,000","4,000",
 ,6415  ,矽力*-KY        ,"9,000","5,000","4,000",
 ,6691  ,洋基工程        ,"4,000",0,"4,000",
 ,2472  ,立隆電          ,"3,000",0,"3,000",
 ,5434  ,崇越            ,"7,000","4,000","3,000",
 ,3008  ,大立光          ,"2,168",111,"2,057",
 ,2912  ,統一超          ,"3,000",988,"2,012",
 ,1503  ,士電            ,"2,588","1,000","1,588",
 ,2207  ,和泰車          ,"1,000",0,"1,000",
 ,1513  ,中興電          ,810,0,810,
 ,2313  ,華通            ,0,"2,917,000","-2,917,000",
 ,2353  ,宏��            ,"793,613","3,331,000","-2,537,387",
 ,2891  ,中信金          ,"347,000","2,837,422","-2,490,422",
 ,"=""00953B""",群益優選非投等債,0,"1,700,000","-1,700,000",
 ,1802  ,台玻            ,0,"1,600,000","-1,600,000",
 ,2301  ,光寶科          ,"3,305","1,306,000","-1,302,695",
 ,2801  ,彰銀            ,0,"1,252,000","-1,252,000",
 ,6005  ,群益證          ,0,"1,150,408","-1,150,408",
 ,3037  ,欣興            ,"1,993","1,139,000","-1,137,007",
 ,2303  ,聯電            ,"376,425","1,166,875","-790,450",
 ,2345  ,智邦            ,"48,853","814,323","-765,470",
 ,5388  ,中磊            ,0,"765,000","-765,000",
 ,2885  ,元大金          ,0,"758,000","-758,000",
 ,3033  ,威健            ,0,"744,294","-744,294",
 ,6449  ,鈺邦            ,0,"734,000","-734,000",
 ,"=""00965 """,元大航太防衛科技,0,"660,000","-660,000",
 ,1102  ,亞泥            ,"117,725","753,940","-636,215",
 ,4915  ,致伸            ,"16,000","619,378","-603,378",
 ,5876  ,上海商銀        ,0,"597,000","-597,000",
 ,2324  ,仁寶            ,0,"589,000","-589,000",
 ,3712  ,永崴投控        ,0,"544,790","-544,790",
 ,4164  ,承業醫          ,0,"539,000","-539,000",
 ,1307  ,三芳            ,0,"517,944","-517,944",
 ,3019  ,亞光            ,0,"516,000","-516,000",
 ,6257  ,矽格            ,"13,000","499,325","-486,325",
 ,2881  ,富邦金          ,"209,000","669,136","-460,136",
 ,3706  ,神達            ,0,"440,000","-440,000",
