證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00637L""",元大滬深300正2  ,"21,625,000","5,234,000","16,391,000",0,0,0,0,0,0,"44,302,575",0,0,0,"66,703,251","22,400,676","44,302,575","60,693,575"
"=""0056""",元大高股息      ,"6,096,222","5,019,000","1,077,222",0,0,0,0,"330,000","-330,000","57,153,635","344,314","243,832","100,482","57,720,777","667,624","57,053,153","57,900,857"
3481,群創            ,"85,671,760","49,763,831","35,907,929",0,0,0,"6,691,000","14,000","6,677,000","-3,612,624","1,537,559","2,211,000","-673,441","3,637,817","6,577,000","-2,939,183","38,972,305"
"=""00878""",國泰永續高股息  ,"22,910,002","28,822,180","-5,912,178",0,0,0,0,0,0,"34,419,878",0,"754,000","-754,000","53,278,608","18,104,730","35,173,878","28,507,700"
2409,友達            ,"66,945,096","41,879,612","25,065,484",0,0,0,"397,000","210,000","187,000","-3,564,609","1,103,293","909,000","194,293","1,720,098","5,479,000","-3,758,902","21,687,875"
2603,長榮            ,"23,012,594","4,690,465","18,322,129",0,0,0,"355,000","22,824","332,176","1,983,344","1,209,000","139,000","1,070,000","1,406,344","493,000","913,344","20,637,649"
"=""00882""",中信中國高股息  ,"12,160,000","414,000","11,746,000",0,0,0,0,0,0,"7,405,352",0,0,0,"9,043,320","1,637,968","7,405,352","19,151,352"
"=""00830""",國泰費城半導體  ,"6,931,000","439,041","6,491,959",0,0,0,0,0,0,"8,867,399",0,0,0,"13,237,163","4,369,764","8,867,399","15,359,358"
"=""00881""",國泰台灣科技龍頭,"4,862,000","705,000","4,157,000",0,0,0,0,0,0,"8,780,320",0,0,0,"13,330,029","4,549,709","8,780,320","12,937,320"
"=""00753L""",中信中國50正2   ,"5,152,000","1,755,000","3,397,000",0,0,0,0,0,0,"6,854,843","1,000",0,"1,000","10,239,183","3,385,340","6,853,843","10,251,843"
"=""00900""",富邦特選高股息30,"9,265,000","1,097,000","8,168,000",0,0,0,0,0,0,"1,828,181","700,000",0,"700,000","6,830,096","5,701,915","1,128,181","9,996,181"
"=""00633L""",富邦上証正2     ,"4,626,000","1,411,500","3,214,500",0,0,0,0,0,0,"6,572,157",0,0,0,"7,769,700","1,197,543","6,572,157","9,786,657"
2382,廣達            ,"25,781,804","18,583,825","7,197,979",0,0,0,"532,000","334,191","197,809","1,819,473","3,267,659","1,316,184","1,951,475","341,998","474,000","-132,002","9,215,261"
2913,農林            ,"25,430,000","18,202,000","7,228,000",0,0,0,0,0,0,"1,345,203","1,222,355","603,152","619,203","769,000","43,000","726,000","8,573,203"
2356,英業達          ,"14,531,150","5,088,522","9,442,628",0,0,0,"2,000","363,000","-361,000","-833,165","670,000","395,000","275,000","479,943","1,588,108","-1,108,165","8,248,463"
"=""00893""",國泰智能電動車  ,"5,172,100","182,000","4,990,100",0,0,0,0,0,0,"2,902,094",0,0,0,"4,776,365","1,874,271","2,902,094","7,892,194"
"=""00715L""",期街口布蘭特正2 ,"921,000","374,000","547,000",0,0,0,0,0,0,"6,928,450",0,0,0,"14,392,450","7,464,000","6,928,450","7,475,450"
2408,南亞科          ,"12,391,713","6,010,109","6,381,604",0,0,0,"910,000","11,432","898,568","143,854","309,975","333,000","-23,025","537,879","371,000","166,879","7,424,026"
"=""00885""",富邦越南        ,"6,005,000","799,000","5,206,000",0,0,0,0,0,0,"1,701,948",0,0,0,"2,006,650","304,702","1,701,948","6,907,948"
2301,光寶科          ,"27,100,625","29,750,935","-2,650,310",0,0,0,"5,504,000","26,009","5,477,991","3,833,717","4,080,595","869,069","3,211,526","1,415,072","792,881","622,191","6,661,398"
2324,仁寶            ,"19,328,512","10,542,123","8,786,389",0,0,0,"2,000","95,000","-93,000","-2,078,655","174,226","824,235","-650,009","9,000","1,437,646","-1,428,646","6,614,734"
2609,陽明            ,"15,165,011","10,006,872","5,158,139",0,0,0,"5,000","26,000","-21,000","1,139,049","785,000","42,347","742,653","464,396","68,000","396,396","6,276,188"
6269,台郡            ,"8,149,735","2,031,045","6,118,690",0,0,0,0,"3,000","-3,000","152,336","65,062","25,726","39,336","116,000","3,000","113,000","6,268,026"
"=""00665L""",富邦�琤肭磪囓�2 ,"3,594,000","6,652,000","-3,058,000",0,0,0,0,0,0,"9,188,564",0,0,0,"21,422,864","12,234,300","9,188,564","6,130,564"
2344,華邦電          ,"16,890,649","11,209,484","5,681,165",0,0,0,"199,000","25,000","174,000","-56,891","233,706","415,597","-181,891","881,000","756,000","125,000","5,798,274"
3056,富華新          ,"9,594,000","4,798,713","4,795,287",0,0,0,0,"2,000","-2,000","514,959","9,558","7,599","1,959","956,000","443,000","513,000","5,308,246"
2353,宏��            ,"14,462,948","8,327,627","6,135,321",0,0,0,"35,000","24,000","11,000","-963,678","197,000","55,341","141,659","168,172","1,273,509","-1,105,337","5,182,643"
"=""052627""",中鴻國票45購01  ,0,0,0,0,0,0,0,0,0,"4,615,000",0,0,0,"4,760,000","145,000","4,615,000","4,615,000"
"=""049427""",聯發科元富57購04,0,0,0,0,0,0,0,0,0,"4,531,000",0,0,0,"4,532,000","1,000","4,531,000","4,531,000"
"=""035988""",志聖國泰54購01  ,"4,448,000",0,"4,448,000",0,0,0,0,0,0,"-50,000",0,0,0,0,"50,000","-50,000","4,398,000"
"=""051058""",健和興元大43購08,"4,446,000",0,"4,446,000",0,0,0,0,0,0,"-100,000",0,0,0,0,"100,000","-100,000","4,346,000"
"=""00655L""",國泰中國A50正2  ,"1,420,000","182,000","1,238,000",0,0,0,0,0,0,"3,083,046",0,0,0,"4,400,466","1,317,420","3,083,046","4,321,046"
3711,日月光投控      ,"15,983,614","10,216,018","5,767,596",0,0,0,"308,000","1,540,065","-1,232,065","-367,054","430,000","501,429","-71,429","165,512","461,137","-295,625","4,168,477"
"=""00646""",元大S&P500      ,"94,072","55,100","38,972",0,0,0,0,0,0,"4,012,007",0,0,0,"4,336,000","323,993","4,012,007","4,050,979"
"=""043047""",川湖元大55購05  ,"3,861,000",0,"3,861,000",0,0,0,0,0,0,"-139,000",0,0,0,"1,000","140,000","-139,000","3,722,000"
4915,致伸            ,"4,720,000","1,213,000","3,507,000",0,0,0,"62,000","4,000","58,000","-8,492","8,000","96,492","-88,492","136,000","56,000","80,000","3,556,508"
"=""00648R""",元大S&P500反1   ,"29,000","14,000","15,000",0,0,0,0,0,0,"3,227,691",0,0,0,"3,836,700","609,009","3,227,691","3,242,691"
"=""039010""",欣興統一59購02  ,0,"2,000","-2,000",0,0,0,0,0,0,"3,194,000",0,0,0,"3,603,000","409,000","3,194,000","3,192,000"
"=""00662""",富邦NASDAQ      ,"1,040,000","29,000","1,011,000",0,0,0,0,0,0,"2,152,577",0,0,0,"2,365,000","212,423","2,152,577","3,163,577"
2303,聯電            ,"23,923,379","20,483,651","3,439,728",0,0,0,"803,000","364,829","438,171","-877,163","298,000","444,000","-146,000","532,500","1,263,663","-731,163","3,000,736"
"=""035201""",強茂群益53購02  ,0,0,0,0,0,0,0,0,0,"2,930,000",0,0,0,"2,930,000",0,"2,930,000","2,930,000"
"=""049575""",台積電永豐49購04,0,0,0,0,0,0,0,0,0,"2,898,000",0,0,0,"3,258,000","360,000","2,898,000","2,898,000"
"=""00891""",中信關鍵半導體  ,"330,030","249,000","81,030",0,0,0,0,0,0,"2,812,525",0,0,0,"3,280,173","467,648","2,812,525","2,893,555"
2449,京元電子        ,"8,023,000","4,721,793","3,301,207",0,0,0,"179,000","14,000","165,000","-578,152","19,001","113,153","-94,152",0,"484,000","-484,000","2,888,055"
6531,愛普*           ,"6,543,030","4,028,000","2,515,030",0,0,0,"165,000","120,000","45,000","325,555","35,000","13,193","21,807","433,995","130,247","303,748","2,885,585"
"=""048861""",材料國泰44購03  ,0,0,0,0,0,0,0,0,0,"2,784,000",0,0,0,"3,542,000","758,000","2,784,000","2,784,000"
"=""049493""",盟立第一46購01  ,0,0,0,0,0,0,0,0,0,"2,701,000",0,0,0,"3,022,000","321,000","2,701,000","2,701,000"
"=""049759""",華碩兆豐45購01  ,0,0,0,0,0,0,0,0,0,"2,700,000",0,0,0,"2,976,000","276,000","2,700,000","2,700,000"
"=""052037""",欣巴巴國票45購01,0,0,0,0,0,0,0,0,0,"2,596,000",0,0,0,"2,632,000","36,000","2,596,000","2,596,000"
2357,華碩            ,"10,833,415","8,431,108","2,402,307",0,0,0,"437,000","7,250","429,750","-305,185","412,296","632,300","-220,004","189,184","274,365","-85,181","2,526,872"
2383,台光電          ,"8,295,362","6,967,061","1,328,301",0,0,0,"1,395,000","31,000","1,364,000","-181,239","469,000","532,297","-63,297","93,787","211,729","-117,942","2,511,062"
"=""00927""",群益半導體收益  ,"2,760,000","136,000","2,624,000",0,0,0,0,0,0,"-116,599",0,0,0,"1,757,645","1,874,244","-116,599","2,507,401"
6116,彩晶            ,"9,406,000","6,437,000","2,969,000",0,0,0,0,0,0,"-474,000","46,000","168,000","-122,000",0,"352,000","-352,000","2,495,000"
"=""052808""",貿聯群益44購03  ,0,0,0,0,0,0,0,0,0,"2,454,000",0,0,0,"2,904,000","450,000","2,454,000","2,454,000"
2419,仲琦            ,"4,993,050","2,513,000","2,480,050",0,0,0,0,0,0,"-46,956","7,011","19,967","-12,956","37,000","71,000","-34,000","2,433,094"
"=""050034""",臺股指國票43購12,0,0,0,0,0,0,0,0,0,"2,357,000",0,0,0,"2,961,000","604,000","2,357,000","2,357,000"
2748,雲品            ,"3,790,050","3,247,000","543,050",0,0,0,"1,923,000",0,"1,923,000","-117,267","68,934","216,201","-147,267","82,000","52,000","30,000","2,348,783"
"=""046167""",欣興統一48購01  ,0,0,0,0,0,0,0,0,0,"2,340,000",0,0,0,"2,994,000","654,000","2,340,000","2,340,000"
2352,佳世達          ,"6,494,000","4,344,000","2,150,000",0,0,0,"142,000","4,000","138,000","43,149","284,000","263,378","20,622","94,000","71,473","22,527","2,331,149"
"=""038252""",華通元大53購09  ,0,0,0,0,0,0,0,0,0,"2,299,000",0,0,0,"2,299,000",0,"2,299,000","2,299,000"
"=""053089""",A50正2永豐48購01,0,0,0,0,0,0,0,0,0,"2,278,000",0,0,0,"2,354,000","76,000","2,278,000","2,278,000"
"=""032028""",德律群益52購03  ,0,0,0,0,0,0,0,0,0,"2,259,000",0,0,0,"2,259,000",0,"2,259,000","2,259,000"
1319,東陽            ,"7,055,100","6,859,050","196,050",0,0,0,"1,326,000","6,783","1,319,217","730,897","728,879","224,625","504,254","557,000","330,357","226,643","2,246,164"
"=""00669R""",國泰美國道瓊反1 ,0,0,0,0,0,0,0,0,0,"2,213,700",0,0,0,"4,347,000","2,133,300","2,213,700","2,213,700"
