證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00632R""",元大台灣50反1   ,"2,000",0,"2,000",0,0,0,0,0,0,"54,102,166","11,433,000","265,000","11,168,000","72,273,166","29,339,000","42,934,166","54,104,166"
"=""03764P""",台灣50群益42售07,0,"81,000","-81,000",0,0,0,0,0,0,"11,270,000",0,0,0,"14,378,000","3,108,000","11,270,000","11,189,000"
1605,華新            ,"17,933,504","10,447,000","7,486,504",0,0,0,"1,008,000","3,000","1,005,000","316,206","981,000","824,506","156,494","422,000","262,288","159,712","8,807,710"
"=""00671R""",富邦NASDAQ反1   ,"73,000","3,000","70,000",0,0,0,0,0,0,"8,647,902",0,"125,000","-125,000","12,629,002","3,856,100","8,772,902","8,717,902"
"=""00673R""",期元大S&P原油反1,"113,000","725,000","-612,000",0,0,0,0,0,0,"9,304,500",0,0,0,"12,816,000","3,511,500","9,304,500","8,692,500"
"=""045126""",日電貿元大55購05,0,0,0,0,0,0,0,0,0,"8,012,000",0,0,0,"8,182,000","170,000","8,012,000","8,012,000"
"=""03179P""",台積電元大3C售63,0,0,0,0,0,0,0,0,0,"7,381,000",0,0,0,"9,494,000","2,113,000","7,381,000","7,381,000"
"=""074653""",群創凱基49購01  ,0,0,0,0,0,0,0,0,0,"5,834,000",0,0,0,"6,052,000","218,000","5,834,000","5,834,000"
"=""00676R""",富邦臺灣加權反1 ,0,0,0,0,0,0,0,0,0,"4,912,407",0,0,0,"7,769,407","2,857,000","4,912,407","4,912,407"
"=""00669R""",國泰美國道瓊反1 ,"70,000","172,000","-102,000",0,0,0,0,0,0,"4,404,950",0,0,0,"6,826,000","2,421,050","4,404,950","4,302,950"
"=""067177""",美利達元大47購01,0,0,0,0,0,0,0,0,0,"3,992,000",0,0,0,"3,992,000",0,"3,992,000","3,992,000"
"=""03176P""",聯發科凱基3C售22,0,0,0,0,0,0,0,0,0,"3,710,000",0,0,0,"3,710,000",0,"3,710,000","3,710,000"
