證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
9904,寶成            ,"145,976,174","6,435,498","139,540,676",0.0,0.0,0.0,0,"569,413","-569,413","-738,118",0,"248,466","-248,466","48,348","538,000","-489,652","138,233,145"
"=""00929""",復華台灣科技優息,"11,061,353","441,636","10,619,717",0.0,0.0,0.0,0,0,0,"39,737,051",0,0,0,"41,602,851","1,865,800","39,737,051","50,356,768"
"=""00665L""",富邦�琤肭磪囓�2 ,"5,845,000","843,000","5,002,000",0.0,0.0,0.0,0,0,0,"36,683,425",0,"300,000","-300,000","44,250,440","7,267,015","36,983,425","41,685,425"
"=""0056""",元大高股息      ,"13,819,788","861,272","12,958,516",0.0,0.0,0.0,0,0,0,"25,490,562",0,0,0,"26,348,562","858,000","25,490,562","38,449,078"
2317,鴻海            ,"43,041,170","9,568,071","33,473,099",0.0,0.0,0.0,"1,081,000","356,104","724,896","113,635","558,000","576,000","-18,000","446,665","315,030","131,635","34,311,630"
"=""00940""",元大台灣價值高息,"8,890,350","10,600","8,879,750",0.0,0.0,0.0,0,0,0,"23,064,794",0,"10,000","-10,000","25,662,936","2,588,142","23,074,794","31,944,544"
"=""00753L""",中信中國50正2   ,"12,531,000","3,720,000","8,811,000",0.0,0.0,0.0,0,0,0,"21,558,078",0,"226,000","-226,000","25,816,988","4,032,910","21,784,078","30,369,078"
"=""00882""",中信中國高股息  ,"8,057,115","183,000","7,874,115",0.0,0.0,0.0,0,0,0,"19,622,321",0,"877,000","-877,000","23,697,530","3,198,209","20,499,321","27,496,436"
1504,東元            ,"48,939,020","23,599,950","25,339,070",0.0,0.0,0.0,"150,000","93,758","56,242","718,627","1,652,273","1,238,321","413,952","1,327,404","1,022,729","304,675","26,113,939"
"=""00878""",國泰永續高股息  ,"18,826,598","199,250","18,627,348",0.0,0.0,0.0,0,0,0,"6,930,267",0,"50,000","-50,000","12,686,962","5,706,695","6,980,267","25,557,615"
"=""009802""",富邦旗艦50      ,"4,144,000","10,000","4,134,000",0.0,0.0,0.0,0,0,0,"19,717,083",0,0,0,"22,126,156","2,409,073","19,717,083","23,851,083"
"=""0050""",元大台灣50      ,"18,381,609","878,540","17,503,069",0.0,0.0,0.0,"500,000","990,000","-490,000","5,549,277","502,879","1,835,017","-1,332,138","9,667,408","2,785,993","6,881,415","22,562,346"
2330,台積電          ,"25,685,277","11,876,929","13,808,348",0.0,0.0,0.0,"221,000","317,660","-96,660","976,330","670,778","181,000","489,778","711,654","225,102","486,552","14,688,018"
"=""00680L""",元大美債20正2   ,"1,500,000","499,000","1,001,000",0.0,0.0,0.0,0,0,0,"13,604,515",0,0,0,"22,057,515","8,453,000","13,604,515","14,605,515"
2890,永豐金          ,"24,827,832","6,352,500","18,475,332",0.0,0.0,0.0,"116,000","326,469","-210,469","-3,678,901","32,000","2,979,000","-2,947,000","70,099","802,000","-731,901","14,585,962"
1101,台泥            ,"25,125,516","12,288,000","12,837,516",0.0,0.0,0.0,"28,000","223,304","-195,304","65,132","50,000",0,"50,000","50,785","35,653","15,132","12,707,344"
"=""00650L""",復華香港正2     ,"1,336,000","334,000","1,002,000",0.0,0.0,0.0,0,0,0,"11,129,824",0,0,0,"12,983,391","1,853,567","11,129,824","12,131,824"
"=""00981A""",主動統一台股增長,"8,696,324","3,251,000","5,445,324",0.0,0.0,0.0,0,0,0,"6,616,216","1,101,000","1,398,000","-297,000","25,995,544","19,082,328","6,913,216","12,061,540"
"=""00946""",群益科技高息成長,"1,943,000","13,000","1,930,000",0.0,0.0,0.0,0,0,0,"9,121,684",0,0,0,"10,321,684","1,200,000","9,121,684","11,051,684"
"=""00982A""",主動群益台灣強棒,"6,724,100","4,037,500","2,686,600",0.0,0.0,0.0,0,0,0,"7,395,906","1,282,000","445,000","837,000","20,045,223","13,486,317","6,558,906","10,082,506"
2408,南亞科          ,"42,287,700","31,816,827","10,470,873",0.0,0.0,0.0,0,"15,190","-15,190","-818,913","1,883,000","2,519,120","-636,120","654,349","837,142","-182,793","9,636,770"
"=""00885""",富邦越南        ,"5,912,000","1,229,000","4,683,000",0.0,0.0,0.0,0,0,0,"4,758,516",0,0,0,"5,823,193","1,064,677","4,758,516","9,441,516"
2498,宏達電          ,"20,240,570","10,140,872","10,099,698",0.0,0.0,0.0,0,"28,124","-28,124","-1,041,185","730,000","820,262","-90,262","14,651","965,574","-950,923","9,030,389"
"=""00881""",國泰台灣科技龍頭,"3,379,000","150,000","3,229,000",0.0,0.0,0.0,0,0,0,"5,442,261",0,0,0,"8,490,036","3,047,775","5,442,261","8,671,261"
2880,華南金          ,"14,991,796","4,482,740","10,509,056",0.0,0.0,0.0,"110,000","153,000","-43,000","-1,868,534","3,000","886,695","-883,695","4,161","989,000","-984,839","8,597,522"
2892,第一金          ,"14,924,722","6,237,000","8,687,722",0.0,0.0,0.0,"32,000","153,455","-121,455","8,000","10,000","1,000","9,000","1,000","2,000","-1,000","8,574,267"
"=""006208""",富邦台50        ,"3,684,319","103,870","3,580,449",0.0,0.0,0.0,0,0,0,"4,953,484",0,0,0,"5,590,484","637,000","4,953,484","8,533,933"
2449,京元電子        ,"18,344,740","9,856,816","8,487,924",0.0,0.0,0.0,"1,493,000","122,435","1,370,565","-1,330,877","234,784","909,414","-674,630","153,570","809,817","-656,247","8,527,612"
"=""00688L""",國泰20年美債正2 ,"2,001,000","278,000","1,723,000",0.0,0.0,0.0,0,0,0,"6,576,078",0,"709,000","-709,000","10,667,078","3,382,000","7,285,078","8,299,078"
"=""00939""",統一台灣高息動能,"1,730,000","87,000","1,643,000",0.0,0.0,0.0,0,0,0,"5,970,666",0,0,0,"7,137,666","1,167,000","5,970,666","7,613,666"
3231,緯創            ,"16,775,086","9,126,147","7,648,939",0.0,0.0,0.0,"217,000","172,160","44,840","-184,532",0,"36,000","-36,000","210,482","359,014","-148,532","7,509,247"
2834,臺企銀          ,"10,579,917","2,803,284","7,776,633",0.0,0.0,0.0,0,"203,813","-203,813","-188,940","30,000","123,380","-93,380","83,000","178,560","-95,560","7,383,880"
