證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2303,聯電            ,"50,876,113","20,353,848","30,522,265",0,0,0,"1,446,000","2,030,000","-584,000","4,100,000","2,466,000","1,113,000","1,353,000","2,909,000","162,000","2,747,000","34,038,265"
"=""00881""",國泰台灣科技龍頭,"3,423,000","659,000","2,764,000",0,0,0,0,0,0,"14,589,322","303,000",0,"303,000","16,523,322","2,237,000","14,286,322","17,353,322"
2330,台積電          ,"23,820,609","12,746,332","11,074,277",0,0,0,"58,000","129,000","-71,000","106,126","317,441","576,000","-258,559","417,685","53,000","364,685","11,109,403"
2023,燁輝            ,"18,729,000","7,869,000","10,860,000",0,0,0,0,0,0,"85,000",0,"61,000","-61,000","645,000","499,000","146,000","10,945,000"
2010,春源            ,"12,587,000","5,727,000","6,860,000",0,0,0,0,0,0,"383,000",0,0,0,"386,000","3,000","383,000","7,243,000"
2607,榮運            ,"23,321,100","17,197,000","6,124,100",0,0,0,0,0,0,"437,337","1,594,100","1,594,322",-222,"554,000","116,441","437,559","6,561,437"
6269,台郡            ,"8,104,098","3,093,640","5,010,458",0,0,0,"503,000","1,000","502,000","511,000","241,000","70,000","171,000","481,000","141,000","340,000","6,023,458"
2022,聚亨            ,"11,234,000","5,960,000","5,274,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"5,274,000"
2611,志信            ,"10,552,000","5,687,000","4,865,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,865,000"
"=""036423""",光寶科群益53購05,0,0,0,0,0,0,0,0,0,"4,494,000",0,0,0,"5,312,000","818,000","4,494,000","4,494,000"
"=""03761C""",T50反1元大0C牛08,0,0,0,0,0,0,0,0,0,"4,250,000",0,0,0,"5,220,000","970,000","4,250,000","4,250,000"
"=""00891""",中信關鍵半導體  ,"536,500","9,000","527,500",0,0,0,0,0,0,"3,651,000",0,0,0,"4,778,000","1,127,000","3,651,000","4,178,500"
6456,GIS-KY          ,"4,413,000","1,913,000","2,500,000",0,0,0,"1,500,000",0,"1,500,000","126,000",0,0,0,"191,000","65,000","126,000","4,126,000"
1802,台玻            ,"11,016,000","7,149,075","3,866,925",0,0,0,"55,000","202,000","-147,000","194,573","1,594,907","592,065","1,002,842","177,000","985,269","-808,269","3,914,498"
