證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2888,新光金          ,"327,388,572","306,036,726","21,351,846",0.0,0.0,0.0,0,0,0,"7,724,700",0,614,-614,"7,853,000","127,686","7,725,314","29,076,546"
2891,中信金          ,"9,602,112","14,656,668","-5,054,556",0.0,0.0,0.0,"22,367,000","2,499,853","19,867,147","5,874,481","3,466,000","21,143","3,444,857","3,004,260","574,636","2,429,624","20,687,072"
2883,凱基金          ,"37,537,000","35,318,713","2,218,287",0.0,0.0,0.0,"12,535,000","500,385","12,034,615","1,781,706","43,288","52,450","-9,162","1,835,868","45,000","1,790,868","16,034,608"
"=""00953B""",群益優選非投等債,"11,705,000",0,"11,705,000",0.0,0.0,0.0,0,0,0,"54,000",0,0,0,"3,089,000","3,035,000","54,000","11,759,000"
2324,仁寶            ,"6,556,567","24,360,000","-17,803,433",0.0,0.0,0.0,"29,329,000","1,352,876","27,976,124","655,938","105,000","110,028","-5,028","764,238","103,272","660,966","10,828,629"
2884,玉山金          ,"17,029,173","7,658,384","9,370,789",0.0,0.0,0.0,0,504,-504,"377,277","368,000","76,000","292,000","140,277","55,000","85,277","9,747,562"
2801,彰銀            ,"11,290,292","1,722,000","9,568,292",0.0,0.0,0.0,0,"1,058","-1,058","47,999","32,000",0,"32,000","34,999","19,000","15,999","9,615,233"
2344,華邦電          ,"15,405,271","7,867,000","7,538,271",0.0,0.0,0.0,"12,000","47,000","-35,000","476,456","304,000",0,"304,000","351,700","179,244","172,456","7,979,727"
5880,合庫金          ,"9,814,157","2,192,047","7,622,110",0.0,0.0,0.0,0,0,0,"13,000",0,0,0,"13,000",0,"13,000","7,635,110"
2887,台新新光金      ,"40,594,730","31,423,707","9,171,023",0.0,0.0,0.0,"2,106,000","5,983,993","-3,877,993","1,352,002","354,000","3,998","350,002","1,118,000","116,000","1,002,000","6,645,032"
"=""00830""",國泰費城半導體  ,"3,555,705",0,"3,555,705",0.0,0.0,0.0,0,0,0,"2,962,872",0,0,0,"3,999,633","1,036,761","2,962,872","6,518,577"
2892,第一金          ,"8,629,791","4,814,926","3,814,865",0.0,0.0,0.0,"2,364,000",879,"2,363,121","-59,000",0,"2,000","-2,000","18,000","75,000","-57,000","6,118,986"
2408,南亞科          ,"24,081,679","16,611,508","7,470,171",0.0,0.0,0.0,"4,000","2,821,357","-2,817,357","1,007,519","741,000","209,210","531,790","603,978","128,249","475,729","5,660,333"
2880,華南金          ,"6,028,285","3,211,901","2,816,384",0.0,0.0,0.0,"560,000",0,"560,000","1,495,866","8,484","7,000","1,484","1,513,382","19,000","1,494,382","4,872,250"
2834,臺企銀          ,"7,645,119","2,900,000","4,745,119",0.0,0.0,0.0,0,0,0,"51,033","24,000",726,"23,274","27,759",0,"27,759","4,796,152"
2886,兆豐金          ,"18,358,120","4,916,330","13,441,790",0.0,0.0,0.0,"410,000","11,050,000","-10,640,000","1,307,730","29,864","4,000","25,864","1,376,866","95,000","1,281,866","4,109,520"
"=""00909""",國泰數位支付服務,"2,586,100","86,082","2,500,018",0.0,0.0,0.0,0,0,0,"1,550,944","1,000",0,"1,000","2,589,944","1,040,000","1,549,944","4,050,962"
"=""082641""",臺指反中信5C購01,0,0,0,0.0,0.0,0.0,0,0,0,"4,007,000",0,0,0,"4,007,000",0,"4,007,000","4,007,000"
4958,臻鼎-KY         ,"14,605,530","9,336,200","5,269,330",0.0,0.0,0.0,"225,000","1,585,057","-1,360,057","-92,903","208,673","546,868","-338,195","337,936","92,644","245,292","3,816,370"
"=""00673R""",期元大S&P原油反1,0,0,0,0.0,0.0,0.0,0,0,0,"3,806,261",0,0,0,"10,046,210","6,239,949","3,806,261","3,806,261"
6191,精成科          ,"12,122,216","10,677,000","1,445,216",0.0,0.0,0.0,"1,752,000","238,000","1,514,000","717,394","205,857","140,632","65,225","943,837","291,668","652,169","3,676,610"
