證券代號,證券名稱,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""061260""",義隆凱基46購01  ,0,0,0,0,0,0,"376,000",0,0,0,"651,000","275,000","376,000","376,000"
"=""063246""",長榮航元大46購22,0,0,0,0,0,0,"375,000",0,0,0,"584,000","209,000","375,000","375,000"
"=""04539P""",臺股指元富43售24,0,0,0,0,0,0,"375,000",0,0,0,"633,000","258,000","375,000","375,000"
"=""066310""",南電中信47購01  ,0,0,0,0,0,0,"375,000",0,0,0,"375,000",0,"375,000","375,000"
"=""05717P""",台灣50元富46售04,0,0,0,0,0,0,"375,000",0,0,0,"735,000","360,000","375,000","375,000"
"=""05592P""",偉訓國票45售02  ,0,0,0,0,0,0,"375,000",0,0,0,"375,000",0,"375,000","375,000"
"=""068649""",國泰金統一52購01,0,0,0,0,0,0,"373,000",0,0,0,"541,000","168,000","373,000","373,000"
"=""04882P""",華城元大44售04  ,0,0,0,0,0,0,"370,000",0,0,0,"370,000",0,"370,000","370,000"
"=""069378""",精銳永豐52購01  ,0,0,0,0,0,0,"370,000",0,0,0,"420,000","50,000","370,000","370,000"
"=""05309P""",台積電台新45售02,0,0,0,0,0,0,"370,000",0,0,0,"1,819,000","1,449,000","370,000","370,000"
"=""04455P""",台灣50凱基46售02,0,0,0,0,0,0,"370,000",0,0,0,"1,209,000","839,000","370,000","370,000"
"=""061904""",緯創元大46購10  ,0,0,0,0,0,0,"370,000",0,0,0,"370,000",0,"370,000","370,000"
"=""065069""",復盛元大47購01  ,0,0,0,0,0,0,"369,000",0,0,0,"4,807,000","4,438,000","369,000","369,000"
"=""066547""",威盛凱基47購05  ,0,0,0,0,0,0,"368,000",0,0,0,"368,000",0,"368,000","368,000"
"=""068650""",神基統一51購02  ,0,0,0,0,0,0,"368,000",0,0,0,"376,000","8,000","368,000","368,000"
"=""066991""",大亞凱基47購04  ,0,0,0,0,0,0,"367,000",0,0,0,"368,000","1,000","367,000","367,000"
"=""069110""",立積元大4B購02  ,0,0,0,0,0,0,"367,000",0,0,0,"470,000","103,000","367,000","367,000"
"=""068840""",精銳統一62購01  ,0,0,0,0,0,0,"367,000",0,0,0,"465,000","98,000","367,000","367,000"
"=""069190""",世芯統一53購02  ,0,0,0,0,0,0,"366,000",0,0,0,"416,000","50,000","366,000","366,000"
"=""067248""",臺股指元富47購10,0,0,0,0,0,0,"366,000",0,0,0,"393,000","27,000","366,000","366,000"
"=""068162""",凌陽元富3B購01  ,0,0,0,0,0,0,"365,000",0,0,0,"584,000","219,000","365,000","365,000"
"=""069472""",聯發科元大48購05,0,0,0,0,0,0,"365,000",0,0,0,"385,000","20,000","365,000","365,000"
"=""063421""",緯穎群益48購09  ,0,0,0,0,0,0,"365,000",0,0,0,"385,000","20,000","365,000","365,000"
"=""068320""",世芯元大48購05  ,0,0,0,0,0,0,"364,000",0,0,0,"364,000",0,"364,000","364,000"
"=""04807P""",滬深2X元大45售04,0,0,0,0,0,0,"364,000",0,0,0,"505,000","141,000","364,000","364,000"
"=""068408""",富世達統一56購01,0,0,0,0,0,0,"364,000",0,0,0,"364,000",0,"364,000","364,000"
"=""068989""",上銀國泰49購01  ,0,0,0,0,0,0,"362,000",0,0,0,"919,000","557,000","362,000","362,000"
"=""065566""",圓剛元富47購01  ,0,0,0,0,0,0,"362,000",0,0,0,"375,000","13,000","362,000","362,000"
"=""05551P""",長榮國票46售06  ,0,0,0,0,0,0,"362,000",0,0,0,"1,198,000","836,000","362,000","362,000"
"=""064542""",廣宇富邦4A購01  ,0,0,0,0,0,0,"361,000",0,0,0,"1,330,000","969,000","361,000","361,000"
"=""065830""",致茂統一51購01  ,0,0,0,0,0,0,"361,000",0,0,0,"700,000","339,000","361,000","361,000"
"=""04962P""",上銀元富44售03  ,0,0,0,0,0,0,"361,000",0,0,0,"361,000",0,"361,000","361,000"
"=""067593""",台塑元富48購02  ,0,0,0,0,0,0,"361,000",0,0,0,"471,000","110,000","361,000","361,000"
"=""069493""",材料元大48購09  ,0,0,0,0,0,0,"360,000",0,0,0,"360,000",0,"360,000","360,000"
"=""069464""",台積電元大48購38,0,0,0,0,0,0,"360,000",0,0,0,"460,000","100,000","360,000","360,000"
"=""065446""",聯茂元大47購04  ,0,0,0,0,0,0,"360,000",0,0,0,"1,918,000","1,558,000","360,000","360,000"
"=""05634P""",長榮元大45售24  ,0,0,0,0,0,0,"359,000",0,0,0,"830,000","471,000","359,000","359,000"
"=""065725""",輔信元大47購01  ,0,0,0,0,0,0,"358,000",0,0,0,"491,000","133,000","358,000","358,000"
"=""04079P""",日月光群益44售02,0,0,0,0,0,0,"357,000",0,0,0,"370,000","13,000","357,000","357,000"
"=""04972P""",汎銓元大44售07  ,0,0,0,0,0,0,"356,000",0,0,0,"358,000","2,000","356,000","356,000"
"=""062886""",台光電元富4A購05,0,0,0,0,0,0,"355,000",0,0,0,"374,000","19,000","355,000","355,000"
"=""065065""",啟�痐舅j51購01  ,0,0,0,0,0,0,"354,000",0,0,0,"354,000",0,"354,000","354,000"
"=""064129""",世芯群益46購22  ,0,0,0,0,0,0,"354,000",0,0,0,"377,000","23,000","354,000","354,000"
"=""066828""",億光凱基47購01  ,0,0,0,0,0,0,"354,000",0,0,0,"379,000","25,000","354,000","354,000"
"=""05230P""",元上證元富45售01,0,0,0,0,0,0,"354,000",0,0,0,"1,203,000","849,000","354,000","354,000"
"=""068415""",藍天元富48購01  ,0,0,0,0,0,0,"354,000",0,0,0,"764,000","410,000","354,000","354,000"
"=""05584P""",電子類群益45售05,0,0,0,0,0,0,"353,000",0,0,0,"459,000","106,000","353,000","353,000"
"=""05578P""",景碩元大45售05  ,0,0,0,0,0,0,"353,000",0,0,0,"422,000","69,000","353,000","353,000"
1507,永大            ,"660,000","307,000","353,000",0,0,0,0,0,0,0,0,0,0,"353,000"
"=""069222""",鴻海元富48購05  ,0,0,0,0,0,0,"353,000",0,0,0,"566,000","213,000","353,000","353,000"
"=""065492""",聯發科群益3B購01,0,0,0,0,0,0,"353,000",0,0,0,"353,000",0,"353,000","353,000"
"=""061210""",聯電元大46購11  ,0,0,0,0,0,0,"353,000",0,0,0,"365,000","12,000","353,000","353,000"
"=""062900""",T50反1凱基47購04,0,0,0,0,0,0,"353,000",0,0,0,"515,000","162,000","353,000","353,000"
"=""064961""",洋基永豐4A購01  ,0,0,0,0,0,0,"351,000",0,0,0,"1,092,000","741,000","351,000","351,000"
"=""061560""",聯發科凱基47購02,0,0,0,0,0,0,"351,000",0,0,0,"604,000","253,000","351,000","351,000"
"=""066573""",創意統一41購01  ,0,0,0,0,0,0,"351,000",0,0,0,"351,000",0,"351,000","351,000"
"=""067806""",神達元富47購05  ,0,0,0,0,0,0,"351,000",0,0,0,"401,000","50,000","351,000","351,000"
"=""067925""",矽力元大49購01  ,0,0,0,0,0,0,"350,000",0,0,0,"975,000","625,000","350,000","350,000"
"=""068295""",台塑元大48購03  ,0,0,0,0,0,0,"350,000",0,0,0,"386,000","36,000","350,000","350,000"
"=""05623P""",台積電凱基47售09,0,0,0,0,0,0,"350,000",0,0,0,"880,000","530,000","350,000","350,000"
"=""069208""",立積統一58購02  ,0,0,0,0,0,0,"350,000",0,0,0,"367,000","17,000","350,000","350,000"
2816,旺旺保          ,"427,000","66,000","361,000",0,0,0,"-11,000",0,"11,000","-11,000",0,0,0,"350,000"
"=""062244""",燿華凱基46購03  ,0,0,0,0,0,0,"350,000",0,0,0,"400,000","50,000","350,000","350,000"
"=""063028""",美利達群益46購01,0,0,0,0,0,0,"350,000",0,0,0,"350,000",0,"350,000","350,000"
"=""069062""",世芯凱基49購04  ,0,0,0,0,0,0,"349,000",0,0,0,"557,000","208,000","349,000","349,000"
"=""068636""",永道元大48購02  ,0,0,0,0,0,0,"349,000",0,0,0,"1,474,000","1,125,000","349,000","349,000"
"=""067887""",汎銓群益47購01  ,0,0,0,0,0,0,"348,000",0,0,0,"368,000","20,000","348,000","348,000"
"=""04993P""",矽力元富44售01  ,0,0,0,0,0,0,"348,000",0,0,0,"679,000","331,000","348,000","348,000"
"=""05688P""",可成元富45售01  ,0,0,0,0,0,0,"348,000",0,0,0,"348,000",0,"348,000","348,000"
"=""05017P""",建準統一4C售02  ,0,0,0,0,0,0,"348,000",0,0,0,"436,000","88,000","348,000","348,000"
"=""068803""",大成鋼國票49購01,0,0,0,0,0,0,"347,000",0,0,0,"438,000","91,000","347,000","347,000"
"=""04725P""",國企2X國票44售02,0,0,0,0,0,0,"347,000",0,0,0,"347,000",0,"347,000","347,000"
"=""068020""",中興電元大4A購01,0,0,0,0,0,0,"346,000",0,0,0,"346,000",0,"346,000","346,000"
"=""068993""",陽明國泰49購01  ,0,0,0,0,0,0,"345,000",0,0,0,"451,000","106,000","345,000","345,000"
"=""065389""",精成科統一41購01,0,0,0,0,0,0,"345,000",0,0,0,"654,000","309,000","345,000","345,000"
"=""062053""",萬海群益46購06  ,0,0,0,0,0,0,"345,000",0,0,0,"550,000","205,000","345,000","345,000"
"=""068282""",緯創凱基4C購02  ,0,0,0,0,0,0,"344,000",0,0,0,"484,000","140,000","344,000","344,000"
"=""069347""",緯創凱基4C購03  ,0,0,0,0,0,0,"343,000",0,0,0,"403,000","60,000","343,000","343,000"
"=""062928""",緯穎凱基47購03  ,0,"20,000","-20,000",0,0,0,"363,000",0,0,0,"553,000","190,000","363,000","343,000"
"=""069244""",臺股指元富48購03,0,0,0,0,0,0,"342,000",0,0,0,"631,000","289,000","342,000","342,000"
8464,億豐            ,"717,000","381,000","336,000",0,0,0,"6,000","6,000",0,"6,000",0,0,0,"342,000"
"=""04870P""",辛耘國票45售01  ,0,0,0,0,0,0,"342,000",0,0,0,"854,000","512,000","342,000","342,000"
"=""062185""",瑞昱永豐48購01  ,0,0,0,0,0,0,"341,000",0,0,0,"1,102,000","761,000","341,000","341,000"
"=""060291""",臺股指富邦47購08,0,0,0,0,0,0,"340,000",0,0,0,"623,000","283,000","340,000","340,000"
"=""068724""",華城群益48購03  ,0,0,0,0,0,0,"340,000",0,0,0,"455,000","115,000","340,000","340,000"
"=""063963""",世芯永豐56購01  ,0,0,0,0,0,0,"340,000",0,0,0,"440,000","100,000","340,000","340,000"
"=""065794""",A50正2國泰48購01,0,0,0,0,0,0,"339,000",0,0,0,"583,000","244,000","339,000","339,000"
"=""066291""",和椿元大47購01  ,0,0,0,0,0,0,"339,000",0,0,0,"905,000","566,000","339,000","339,000"
"=""062081""",鴻準元大46購18  ,0,0,0,0,0,0,"339,000",0,0,0,"974,000","635,000","339,000","339,000"
"=""061331""",鴻海凱基46購13  ,0,0,0,0,0,0,"338,000",0,0,0,"345,000","7,000","338,000","338,000"
"=""067600""",華新元富47購02  ,0,0,0,0,0,0,"338,000",0,0,0,"719,000","381,000","338,000","338,000"
"=""068436""",鈺齊國票4B購01  ,0,0,0,0,0,0,"337,000",0,0,0,"347,000","10,000","337,000","337,000"
"=""068359""",威盛富邦4C購01  ,0,0,0,0,0,0,"337,000",0,0,0,"342,000","5,000","337,000","337,000"
"=""068854""",昇陽半中信48購01,0,0,0,0,0,0,"337,000",0,0,0,"355,000","18,000","337,000","337,000"
"=""065144""",大立光群益3B購01,0,0,0,0,0,0,"337,000",0,0,0,"456,000","119,000","337,000","337,000"
"=""064856""",立隆電國泰48購01,0,0,0,0,0,0,"337,000",0,0,0,"369,000","32,000","337,000","337,000"
"=""05146P""",金像電元大44售09,0,0,0,0,0,0,"337,000",0,0,0,"401,000","64,000","337,000","337,000"
"=""066898""",台泥群益48購01  ,0,0,0,0,0,0,"336,000",0,0,0,"356,000","20,000","336,000","336,000"
"=""069180""",新日興統一52購01,0,0,0,0,0,0,"336,000",0,0,0,"1,564,000","1,228,000","336,000","336,000"
2634,漢翔            ,"611,000","325,000","286,000",0,0,0,"50,000","50,000",0,"50,000",0,0,0,"336,000"
"=""067020""",一詮統一57購01  ,0,0,0,0,0,0,"336,000",0,0,0,"395,000","59,000","336,000","336,000"
"=""067745""",台塑富邦49購02  ,0,0,0,0,0,0,"335,000",0,0,0,"369,000","34,000","335,000","335,000"
"=""069000""",道瓊反國票4B購01,0,0,0,0,0,0,"335,000",0,0,0,"1,625,000","1,290,000","335,000","335,000"
"=""04444P""",聯電元大43售08  ,0,0,0,0,0,0,"335,000",0,0,0,"1,013,000","678,000","335,000","335,000"
"=""04599P""",陽明元大43售20  ,0,0,0,0,0,0,"335,000",0,0,0,"504,000","169,000","335,000","335,000"
"=""00663L""",國泰臺灣加權正2 ,"100,000",0,"100,000",0,0,0,"235,000",0,0,0,"984,000","749,000","235,000","335,000"
"=""04698P""",國企2X元富44售01,0,0,0,0,0,0,"333,000",0,0,0,"935,000","602,000","333,000","333,000"
3596,智易            ,"614,000","161,000","453,000",0,0,0,"-120,000","1,000",0,"1,000","21,000","142,000","-121,000","333,000"
"=""05023P""",臺股指群益45售18,0,0,0,0,0,0,"332,000",0,0,0,"332,000",0,"332,000","332,000"
"=""05521P""",健策元大45售06  ,0,0,0,0,0,0,"332,000",0,0,0,"465,000","133,000","332,000","332,000"
"=""05002P""",臺股指元大44售38,0,0,0,0,0,0,"331,000",0,0,0,"781,000","450,000","331,000","331,000"
"=""068087""",台積電元富48購03,0,0,0,0,0,0,"331,000",0,0,0,"331,000",0,"331,000","331,000"
"=""05787P""",臺股指元大47售14,0,0,0,0,0,0,"330,000",0,0,0,"340,000","10,000","330,000","330,000"
"=""069288""",長榮元富48購05  ,0,0,0,0,0,0,"330,000",0,0,0,"421,000","91,000","330,000","330,000"
"=""069426""",華通群益48購03  ,0,0,0,0,0,0,"330,000",0,0,0,"436,000","106,000","330,000","330,000"
"=""064721""",大立光群益46購15,0,0,0,0,0,0,"330,000",0,0,0,"342,000","12,000","330,000","330,000"
"=""066529""",香港2X凱基47購01,0,0,0,0,0,0,"330,000",0,0,0,"846,000","516,000","330,000","330,000"
"=""065600""",聯德國票48購01  ,0,0,0,0,0,0,"330,000",0,0,0,"330,000",0,"330,000","330,000"
"=""065263""",元晶元富54購01  ,0,0,0,0,0,0,"328,000",0,0,0,"370,000","42,000","328,000","328,000"
"=""069406""",辛耘統一52購02  ,0,0,0,0,0,0,"328,000",0,0,0,"1,010,000","682,000","328,000","328,000"
"=""04099P""",矽統元大43售07  ,0,0,0,0,0,0,"328,000",0,0,0,"401,000","73,000","328,000","328,000"
"=""068179""",立隆電永豐49購01,0,0,0,0,0,0,"328,000",0,0,0,"435,000","107,000","328,000","328,000"
"=""068481""",中興電群益3B購03,0,0,0,0,0,0,"327,000",0,0,0,"571,000","244,000","327,000","327,000"
3532,台勝科          ,"960,000","74,000","886,000",0,"426,000","-426,000","-133,000","9,000","10,000","-1,000","42,000","174,000","-132,000","327,000"
"=""05672P""",偉訓國票46售04  ,0,0,0,0,0,0,"327,000",0,0,0,"452,000","125,000","327,000","327,000"
"=""063604""",上銀群益46購06  ,0,0,0,0,0,0,"327,000",0,0,0,"327,000",0,"327,000","327,000"
"=""066259""",直得元大47購01  ,0,0,0,0,0,0,"326,000",0,0,0,"508,000","182,000","326,000","326,000"
"=""066346""",華晶科富邦49購01,0,0,0,0,0,0,"325,000",0,0,0,"409,000","84,000","325,000","325,000"
"=""069004""",瑞昱國票49購01  ,0,0,0,0,0,0,"325,000",0,0,0,"339,000","14,000","325,000","325,000"
"=""069131""",華碩群益48購01  ,0,0,0,0,0,0,"324,000",0,0,0,"489,000","165,000","324,000","324,000"
2929,淘帝-KY         ,"264,000","59,000","205,000",0,0,0,"119,000",0,"2,000","-2,000","155,000","34,000","121,000","324,000"
5471,松翰            ,"362,000","38,000","324,000",0,0,0,0,0,0,0,0,0,0,"324,000"
"=""066959""",所羅門元大47購08,0,0,0,0,0,0,"324,000",0,0,0,"324,000",0,"324,000","324,000"
"=""066481""",群創元大47購08  ,0,0,0,0,0,0,"324,000",0,0,0,"340,000","16,000","324,000","324,000"
"=""063795""",FBNQ2X凱基4C購01,0,0,0,0,0,0,"322,000",0,0,0,"407,000","85,000","322,000","322,000"
"=""04410P""",台灣50元大43售33,0,0,0,0,0,0,"322,000",0,0,0,"1,481,000","1,159,000","322,000","322,000"
"=""068345""",奇鋐永豐49購02  ,0,0,0,0,0,0,"322,000",0,0,0,"447,000","125,000","322,000","322,000"
"=""068999""",國企2X國票48購01,0,0,0,0,0,0,"321,000",0,0,0,"412,000","91,000","321,000","321,000"
"=""066701""",立積統一43購01  ,0,0,0,0,0,0,"321,000",0,0,0,"331,000","10,000","321,000","321,000"
"=""064234""",台塑群益49購01  ,0,0,0,0,0,0,"320,000",0,0,0,"320,000",0,"320,000","320,000"
"=""062742""",智邦富邦48購02  ,0,0,0,0,0,0,"320,000",0,0,0,"320,000",0,"320,000","320,000"
"=""04891P""",T50正2國票45售02,0,0,0,0,0,0,"320,000",0,0,0,"330,000","10,000","320,000","320,000"
"=""067497""",台塑元大47購06  ,0,0,0,0,0,0,"320,000",0,0,0,"320,000",0,"320,000","320,000"
"=""068317""",大立光元大48購03,0,0,0,0,0,0,"319,000",0,0,0,"608,000","289,000","319,000","319,000"
"=""068120""",亞翔元富47購03  ,0,0,0,0,0,0,"319,000",0,0,0,"319,000",0,"319,000","319,000"
"=""069379""",立積永豐52購02  ,0,0,0,0,0,0,"319,000",0,0,0,"470,000","151,000","319,000","319,000"
"=""065708""",廣宇元大49購01  ,0,0,0,0,0,0,"319,000",0,0,0,"1,304,000","985,000","319,000","319,000"
"=""05204P""",香港2X凱基46售02,0,"10,000","-10,000",0,0,0,"328,000",0,0,0,"351,000","23,000","328,000","318,000"
"=""063484""",國巨富邦47購01  ,0,0,0,0,0,0,"318,000",0,0,0,"319,000","1,000","318,000","318,000"
"=""04232P""",緯創統一46售01  ,0,0,0,0,0,0,"318,000",0,0,0,"504,000","186,000","318,000","318,000"
"=""068888""",聯發科元富4A購08,0,0,0,0,0,0,"318,000",0,0,0,"575,000","257,000","318,000","318,000"
"=""05610P""",友訊統一49售01  ,0,0,0,0,0,0,"318,000",0,0,0,"378,000","60,000","318,000","318,000"
"=""067761""",金像電統一4B購02,0,0,0,0,0,0,"318,000",0,0,0,"1,307,000","989,000","318,000","318,000"
"=""067197""",台積電凱基47購24,0,0,0,0,0,0,"318,000",0,0,0,"459,000","141,000","318,000","318,000"
"=""068400""",啟�眵峇@52購01  ,0,0,0,0,0,0,"317,000",0,0,0,"322,000","5,000","317,000","317,000"
"=""068697""",台光電凱基48購01,0,0,0,0,0,0,"317,000",0,0,0,"1,301,000","984,000","317,000","317,000"
"=""05062P""",台積電元富44售17,0,0,0,0,0,0,"316,000",0,0,0,"420,000","104,000","316,000","316,000"
"=""062960""",台積電元大4A購05,0,0,0,0,0,0,"316,000",0,0,0,"326,000","10,000","316,000","316,000"
"=""065456""",華城國票48購01  ,0,0,0,0,0,0,"316,000",0,0,0,"532,000","216,000","316,000","316,000"
"=""064112""",全新群益46購10  ,0,0,0,0,0,0,"315,000",0,0,0,"665,000","350,000","315,000","315,000"
"=""03710P""",創意富邦43售02  ,0,0,0,0,0,0,"315,000",0,0,0,"315,000",0,"315,000","315,000"
"=""067231""",達興永豐48購01  ,0,0,0,0,0,0,"315,000",0,0,0,"365,000","50,000","315,000","315,000"
"=""062836""",台光電富邦47購02,0,0,0,0,0,0,"315,000",0,0,0,"330,000","15,000","315,000","315,000"
"=""068780""",鴻海富邦48購04  ,0,0,0,0,0,0,"315,000",0,0,0,"752,000","437,000","315,000","315,000"
"=""069081""",台積電元大48購37,0,0,0,0,0,0,"312,000",0,0,0,"753,000","441,000","312,000","312,000"
"=""067358""",穎崴元大47購01  ,0,0,0,0,0,0,"312,000",0,0,0,"540,000","228,000","312,000","312,000"
"=""067800""",神基統一3B購02  ,0,0,0,0,0,0,"312,000",0,0,0,"325,000","13,000","312,000","312,000"
"=""04565P""",技嘉元大43售14  ,0,0,0,0,0,0,"312,000",0,0,0,"313,000","1,000","312,000","312,000"
"=""062427""",亞光永豐47購02  ,0,0,0,0,0,0,"312,000",0,0,0,"380,000","68,000","312,000","312,000"
"=""066269""",威盛元大47購09  ,0,0,0,0,0,0,"311,000",0,0,0,"942,000","631,000","311,000","311,000"
"=""065920""",聯發科元富47購10,0,0,0,0,0,0,"310,000",0,0,0,"310,000",0,"310,000","310,000"
"=""04453P""",劍麟元富43售02  ,0,0,0,0,0,0,"310,000",0,0,0,"482,000","172,000","310,000","310,000"
"=""060794""",台積電元富46購05,0,0,0,0,0,0,"310,000",0,0,0,"310,000",0,"310,000","310,000"
"=""04759P""",國企2X凱基46售02,0,0,0,0,0,0,"309,000",0,0,0,"806,000","497,000","309,000","309,000"
"=""065599""",聯德國票47購01  ,0,0,0,0,0,0,"308,000",0,0,0,"309,000","1,000","308,000","308,000"
"=""065022""",上証2X元大47購04,0,0,0,0,0,0,"308,000",0,0,0,"320,000","12,000","308,000","308,000"
"=""067296""",智原群益47購07  ,0,0,0,0,0,0,"308,000",0,0,0,"707,000","399,000","308,000","308,000"
"=""068699""",聯發科凱基4C購06,0,0,0,0,0,0,"308,000",0,0,0,"705,000","397,000","308,000","308,000"
"=""068545""",台積電兆豐4A購01,0,0,0,0,0,0,"308,000",0,0,0,"460,000","152,000","308,000","308,000"
"=""068381""",鴻海統一62購01  ,0,0,0,0,0,0,"308,000",0,0,0,"363,000","55,000","308,000","308,000"
"=""069295""",聯詠第一42購01  ,0,0,0,0,0,0,"308,000",0,0,0,"407,000","99,000","308,000","308,000"
"=""03311B""",臺股指元大73熊02,0,0,0,0,0,0,"307,000",0,0,0,"684,000","377,000","307,000","307,000"
"=""068951""",羅昇元大48購01  ,0,0,0,0,0,0,"306,000",0,0,0,"608,000","302,000","306,000","306,000"
"=""068591""",力積電群益4A購02,0,0,0,0,0,0,"306,000",0,0,0,"332,000","26,000","306,000","306,000"
"=""068155""",南亞科統一52購01,0,0,0,0,0,0,"306,000",0,0,0,"308,000","2,000","306,000","306,000"
"=""04923P""",聯發科凱基46售08,0,0,0,0,0,0,"305,000",0,0,0,"321,000","16,000","305,000","305,000"
"=""067381""",智邦富邦48購03  ,0,0,0,0,0,0,"305,000",0,0,0,"386,000","81,000","305,000","305,000"
3189,景碩            ,"1,070,000","554,000","516,000",0,0,0,"-211,000","4,000","48,000","-44,000","69,000","236,000","-167,000","305,000"
"=""064111""",友達群益47購01  ,0,0,0,0,0,0,"305,000",0,0,0,"1,185,000","880,000","305,000","305,000"
"=""04276P""",晟銘電群益43售03,0,0,0,0,0,0,"304,000",0,0,0,"324,000","20,000","304,000","304,000"
"=""04735P""",台積電統一48售07,0,0,0,0,0,0,"304,000",0,0,0,"357,000","53,000","304,000","304,000"
"=""067537""",台積電群益47購39,0,0,0,0,0,0,"304,000",0,0,0,"622,000","318,000","304,000","304,000"
"=""068159""",神基統一52購01  ,0,0,0,0,0,0,"303,000",0,0,0,"543,000","240,000","303,000","303,000"
"=""068135""",微星富邦4A購01  ,0,0,0,0,0,0,"303,000",0,0,0,"1,134,000","831,000","303,000","303,000"
"=""066156""",中砂統一3B購03  ,0,0,0,0,0,0,"303,000",0,0,0,"1,232,000","929,000","303,000","303,000"
"=""061340""",聯陽凱基46購01  ,0,0,0,0,0,0,"302,000",0,0,0,"335,000","33,000","302,000","302,000"
"=""068306""",瑞昱元大48購01  ,0,0,0,0,0,0,"301,000",0,0,0,"576,000","275,000","301,000","301,000"
"=""062592""",嘉澤元大49購01  ,0,0,0,0,0,0,"301,000",0,0,0,"301,000",0,"301,000","301,000"
"=""066628""",緯穎富邦49購05  ,0,0,0,0,0,0,"301,000",0,0,0,"301,000",0,"301,000","301,000"
"=""063512""",臻鼎中信48購01  ,0,0,0,0,0,0,"301,000",0,0,0,"509,000","208,000","301,000","301,000"
"=""00653L""",富邦印度正2     ,0,0,0,0,0,0,"301,000",0,0,0,"488,000","187,000","301,000","301,000"
"=""04315P""",盟立國票43售02  ,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000"
"=""064814""",世芯元大47購05  ,0,0,0,0,0,0,"300,000",0,0,0,"305,000","5,000","300,000","300,000"
"=""061869""",日本2X元大46購02,0,0,0,0,0,0,"300,000",0,0,0,"609,000","309,000","300,000","300,000"
"=""063763""",直得元富49購01  ,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000"
"=""05523P""",臺股指群益4B售06,0,0,0,0,0,0,"300,000",0,0,0,"453,000","153,000","300,000","300,000"
"=""05537P""",金寶元富45售04  ,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000"
"=""064278""",台積電元大48購10,0,0,0,0,0,0,"300,000",0,0,0,"460,000","160,000","300,000","300,000"
"=""04576P""",臺股指國票45售02,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000"
"=""068411""",臺股指統一48購01,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000"
"=""064161""",可成兆豐48購01  ,0,0,0,0,0,0,"300,000",0,0,0,"320,000","20,000","300,000","300,000"
"=""05008P""",長榮富邦46售04  ,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000"
"=""063949""",上銀永豐46購02  ,0,0,0,0,0,0,"300,000",0,0,0,"304,000","4,000","300,000","300,000"
"=""062732""",世芯元富47購05  ,0,0,0,0,0,0,"300,000",0,0,0,"300,000",0,"300,000","300,000"
"=""03946P""",美債2X元富42售04,0,0,0,0,0,0,"299,000",0,0,0,"299,000",0,"299,000","299,000"
"=""03748P""",台積電統一47售10,0,"50,000","-50,000",0,0,0,"349,000",0,0,0,"807,000","458,000","349,000","299,000"
"=""04646P""",臺股指元大45售22,0,0,0,0,0,0,"299,000",0,0,0,"572,000","273,000","299,000","299,000"
"=""066073""",和椿元富47購05  ,0,0,0,0,0,0,"299,000",0,0,0,"648,000","349,000","299,000","299,000"
"=""064222""",元晶永豐48購01  ,0,0,0,0,0,0,"299,000",0,0,0,"1,509,000","1,210,000","299,000","299,000"
"=""063075""",鴻海統一4C購07  ,0,0,0,0,0,0,"299,000",0,0,0,"403,000","104,000","299,000","299,000"
"=""064924""",中磊凱基47購01  ,0,0,0,0,0,0,"299,000",0,0,0,"299,000",0,"299,000","299,000"
"=""05799P""",緯創群益48售01  ,0,0,0,0,0,0,"299,000",0,0,0,"299,000",0,"299,000","299,000"
"=""05774P""",正崴群益46售03  ,0,0,0,0,0,0,"298,000",0,0,0,"597,000","299,000","298,000","298,000"
"=""068859""",鴻海永豐4A購05  ,0,0,0,0,0,0,"298,000",0,0,0,"634,000","336,000","298,000","298,000"
"=""069356""",亞翔凱基4C購01  ,0,0,0,0,0,0,"297,000",0,0,0,"297,000",0,"297,000","297,000"
"=""05811P""",鴻海凱基47售11  ,0,0,0,0,0,0,"297,000",0,0,0,"336,000","39,000","297,000","297,000"
"=""04738P""",辛耘凱基44售02  ,0,0,0,0,0,0,"297,000",0,0,0,"297,000",0,"297,000","297,000"
"=""04627P""",台灣50元富43售17,0,0,0,0,0,0,"296,000",0,0,0,"426,000","130,000","296,000","296,000"
"=""069237""",神達元富48購01  ,0,0,0,0,0,0,"296,000",0,0,0,"517,000","221,000","296,000","296,000"
"=""068168""",富世達統一52購01,0,0,0,0,0,0,"296,000",0,0,0,"335,000","39,000","296,000","296,000"
"=""068694""",台積電凱基48購16,0,0,0,0,0,0,"296,000",0,0,0,"316,000","20,000","296,000","296,000"
"=""068201""",緯創元富48購05  ,0,0,0,0,0,0,"295,000",0,0,0,"503,000","208,000","295,000","295,000"
