證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00632R""",元大台灣50反1   ,"4,188,000","4,271,000","-83,000",0.0,0.0,0.0,0,0,0,"26,677,374",0,0,0,"47,733,374","21,056,000","26,677,374","26,594,374"
"=""00637L""",元大滬深300正2  ,"11,382,000","4,420,000","6,962,000",0.0,0.0,0.0,0,0,0,"17,525,670",0,"517,000","-517,000","39,935,813","21,893,143","18,042,670","24,487,670"
"=""00929""",復華台灣科技優息,"3,407,339","3,287,000","120,339",0.0,0.0,0.0,0,0,0,"22,605,897","130,000",0,"130,000","25,306,401","2,830,504","22,475,897","22,726,236"
"=""00753L""",中信中國50正2   ,"20,571,000","8,615,000","11,956,000",0.0,0.0,0.0,0,0,0,"10,421,689",0,0,0,"16,222,550","5,800,861","10,421,689","22,377,689"
3231,緯創            ,"28,395,233","12,247,500","16,147,733",0.0,0.0,0.0,"5,087,500","5,039","5,082,461","335,936","741,681","947,000","-205,319","883,255","342,000","541,255","21,566,130"
"=""00673R""",期元大S&P原油反1,"1,122,000",0,"1,122,000",0.0,0.0,0.0,0,0,0,"18,823,567",0,0,0,"27,960,000","9,136,433","18,823,567","19,945,567"
"=""00665L""",富邦�琤肭磪囓�2 ,"14,646,000","2,708,000","11,938,000",0.0,0.0,0.0,0,0,0,"6,276,610",0,0,0,"21,286,413","15,009,803","6,276,610","18,214,610"
"=""00940""",元大台灣價值高息,"1,815,574","10,916,600","-9,101,026",0.0,0.0,0.0,0,0,0,"25,651,289","44,000","20,000","24,000","28,632,289","3,005,000","25,627,289","16,550,263"
2618,長榮航          ,"28,345,320","14,592,037","13,753,283",0.0,0.0,0.0,"3,881,546","234,570","3,646,976","-1,327,000","350,000","1,167,000","-817,000","586,000","1,096,000","-510,000","16,073,259"
9904,寶成            ,"20,560,000","8,627,521","11,932,479",0.0,0.0,0.0,"662,000","2,000","660,000","-257,889","436,064","796,000","-359,936","242,047","140,000","102,047","12,334,590"
"=""00650L""",復華香港正2     ,"4,667,000","1,695,000","2,972,000",0.0,0.0,0.0,0,0,0,"6,237,701",0,0,0,"13,331,199","7,093,498","6,237,701","9,209,701"
"=""00639""",富邦深100       ,"2,532,000","1,520,000","1,012,000",0.0,0.0,0.0,0,0,0,"7,870,904","395,000","1,205,000","-810,000","9,570,921","890,017","8,680,904","8,882,904"
2324,仁寶            ,"43,112,761","40,907,000","2,205,761",0.0,0.0,0.0,"4,213,000","30,532","4,182,468","43,499","1,298,329","1,963,547","-665,218","1,364,717","656,000","708,717","6,431,728"
"=""00936""",台新永續高息中小,"1,319,000","123,000","1,196,000",0.0,0.0,0.0,0,0,0,"3,554,328",0,0,0,"5,067,328","1,513,000","3,554,328","4,750,328"
"=""00633L""",富邦上証正2     ,"2,943,000","1,419,000","1,524,000",0.0,0.0,0.0,0,0,0,"2,821,639",0,"127,000","-127,000","4,891,792","1,943,153","2,948,639","4,345,639"
"=""046335""",景碩元大43購08  ,0,0,0,0.0,0.0,0.0,0,0,0,"4,275,000",0,0,0,"4,375,000","100,000","4,275,000","4,275,000"
"=""038636""",亞翔凱基55購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"4,071,000",0,0,0,"4,071,000",0,"4,071,000","4,071,000"
"=""078446""",台達電富邦4A購01,0,0,0,0.0,0.0,0.0,0,0,0,"3,968,000",0,0,0,"3,968,000",0,"3,968,000","3,968,000"
3711,日月光投控      ,"12,086,135","12,102,707","-16,572",0.0,0.0,0.0,"1,827,942","341,729","1,486,213","2,471,437","2,515,774","623,000","1,892,774","762,663","184,000","578,663","3,941,078"
1101,台泥            ,"10,110,000","9,383,000","727,000",0.0,0.0,0.0,"3,356,000","21,005","3,334,995","-274,000","586,000","823,000","-237,000","293,000","330,000","-37,000","3,787,995"
