證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00878""",國泰永續高股息  ,"20,896,520","1,356,000","19,540,520",0,0,0,0,0,0,"36,473,545","279,899","81,000","198,899","40,875,249","4,600,603","36,274,646","56,014,065"
"=""00632R""",元大台灣50反1   ,"25,994,000","40,000","25,954,000",0,0,0,0,0,0,"27,750,856",0,"12,300,000","-12,300,000","58,445,000","18,394,144","40,050,856","53,704,856"
"=""0056""",元大高股息      ,"9,747,658","894,270","8,853,388",0,0,0,0,"1,600,000","-1,600,000","27,897,559","250,000","20,000","230,000","27,747,559","80,000","27,667,559","35,150,947"
2891,中信金          ,"58,388,389","31,553,562","26,834,827",0,0,0,"7,751,186","882,322","6,868,864","194,851","1,602,000","965,000","637,000","706,851","1,149,000","-442,149","33,898,542"
"=""00900""",富邦特選高股息30,"1,504,500","430,000","1,074,500",0,0,0,0,0,0,"26,941,867","300,000","574,000","-274,000","29,662,867","2,447,000","27,215,867","28,016,367"
"=""00881""",國泰台灣科技龍頭,"9,258,000","341,500","8,916,500",0,0,0,0,0,0,"18,255,182","4,116,000",0,"4,116,000","17,724,182","3,585,000","14,139,182","27,171,682"
2881,富邦金          ,"33,906,100","10,170,221","23,735,879",0,0,0,"205,000","43,173","161,827","2,969,981","2,194,567","251,000","1,943,567","1,093,414","67,000","1,026,414","26,867,687"
2330,台積電          ,"32,588,885","10,365,381","22,223,504",0,0,0,"642,000","521,957","120,043","-1,037,529","91,400","759,000","-667,600","83,168","453,097","-369,929","21,306,018"
2882,國泰金          ,"23,615,660","7,008,652","16,607,008",0,0,0,"13,000","71,691","-58,691","1,177,998","811,997","11,000","800,997","624,001","247,000","377,001","17,726,315"
2883,凱基金          ,"35,728,417","17,225,603","18,502,814",0,0,0,0,"1,000","-1,000","-1,296,000","255,000",0,"255,000","279,000","1,830,000","-1,551,000","17,205,814"
