證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00893""",國泰智能電動車  ,"9,915,000","935,000","8,980,000",0,0,0,0,0,0,"23,219,254",0,0,0,"25,634,254","2,415,000","23,219,254","32,199,254"
2002,中鋼            ,"28,986,294","9,845,000","19,141,294",0,0,0,"290,000","724,000","-434,000","583,412","606,000","258,000","348,000","316,412","81,000","235,412","19,290,706"
"=""00830""",國泰費城半導體  ,"9,858,000","37,157","9,820,843",0,0,0,0,0,0,"6,656,872","11,000","2,000","9,000","6,950,872","303,000","6,647,872","16,477,715"
2886,兆豐金          ,"21,822,171","5,757,004","16,065,167",0,0,0,"131,000",0,"131,000","-308,208","161,546","486,754","-325,208","43,000","26,000","17,000","15,887,959"
2313,華通            ,"20,293,070","8,347,000","11,946,070",0,0,0,"1,386,000","200,000","1,186,000","2,340,677","1,342,177","1,415,254","-73,077","4,556,754","2,143,000","2,413,754","15,472,747"
2303,聯電            ,"19,659,136","7,419,332","12,239,804",0,0,0,"2,257,000","639,000","1,618,000","-180,300","145,000","207,000","-62,000","40,000","158,300","-118,300","13,677,504"
"=""00895""",富邦未來車      ,"1,965,000","220,572","1,744,428",0,0,0,0,0,0,"9,085,033","407,000",0,"407,000","9,338,033","660,000","8,678,033","10,829,461"
2312,金寶            ,"12,842,000","2,315,000","10,527,000",0,0,0,"10,000",0,"10,000","-386,000","2,000","3,000","-1,000","414,000","799,000","-385,000","10,151,000"
2330,台積電          ,"20,659,476","11,444,148","9,215,328",0,0,0,"245,000","31,000","214,000","41,899","452,463","201,000","251,463","25,000","234,564","-209,564","9,471,227"
4906,正文            ,"9,119,000","2,054,000","7,065,000",0,0,0,0,0,0,"67,517","1,000","111,000","-110,000","344,323","166,806","177,517","7,132,517"
3037,欣興            ,"10,708,529","6,139,613","4,568,916",0,0,0,"986,000",0,"986,000","1,400,288","1,588,533","437,066","1,151,467","414,821","166,000","248,821","6,955,204"
2014,中鴻            ,"6,816,000","2,275,000","4,541,000",0,0,0,"1,617,000",0,"1,617,000","496,524","472,000","256,000","216,000","407,524","127,000","280,524","6,654,524"
2834,臺企銀          ,"17,195,000","10,510,000","6,685,000",0,0,0,"14,000",0,"14,000","-118,365","38,000","156,365","-118,365",0,0,0,"6,580,635"
2891,中信金          ,"19,487,077","12,934,000","6,553,077",0,0,0,"42,000",0,"42,000","-786,678","71,000","257,678","-186,678","40,000","640,000","-600,000","5,808,399"
2892,第一金          ,"13,722,980","7,795,000","5,927,980",0,0,0,"29,000",0,"29,000","-320,005","8,000","27,994","-19,994","60,989","361,000","-300,011","5,636,975"
"=""00903""",富邦元宇宙      ,"1,456,227","208,000","1,248,227",0,0,0,0,0,0,"3,875,419",0,0,0,"4,369,938","494,519","3,875,419","5,123,646"
2515,中工            ,"6,396,000","1,287,000","5,109,000",0,0,0,0,0,0,"-2,394","82,000","13,000","69,000","16,706","88,100","-71,394","5,106,606"
1612,宏泰            ,"6,117,000","1,116,046","5,000,954",0,0,0,0,0,0,"67,999",0,0,0,"77,000","9,001","67,999","5,068,953"
9907,統一實          ,"7,329,000","2,407,000","4,922,000",0,0,0,"10,000",0,"10,000","-6,700","1,300","3,000","-1,700",0,"5,000","-5,000","4,925,300"
2371,大同            ,"7,948,000","3,214,000","4,734,000",0,0,0,0,0,0,"-4,145","45,855","50,000","-4,145",0,0,0,"4,729,855"
2027,大成鋼          ,"6,764,000","2,925,000","3,839,000",0,0,0,"5,000",0,"5,000","721,914","505,939","174,025","331,914","565,000","175,000","390,000","4,565,914"
4919,新唐            ,"10,026,309","6,365,003","3,661,306",0,0,0,"793,000",0,"793,000","-70,754","486,000","180,000","306,000","89,318","466,072","-376,754","4,383,552"
"=""00632R""",元大台灣50反1   ,"71,000",0,"71,000",0,0,0,0,0,0,"4,249,546","6,540,000","2,980,000","3,560,000","19,312,000","18,622,454","689,546","4,320,546"
"=""047964""",定穎控群益46購01,0,0,0,0,0,0,0,0,0,"4,140,000",0,0,0,"4,140,000",0,"4,140,000","4,140,000"
2884,玉山金          ,"8,457,069","4,329,000","4,128,069",0,0,0,"29,000",0,"29,000","-91,737","35,000","54,437","-19,437","11,000","83,300","-72,300","4,065,332"
2353,宏��            ,"8,800,807","4,984,000","3,816,807",0,0,0,"6,000",0,"6,000","73,590","176,000","6,000","170,000","23,590","120,000","-96,410","3,896,397"
9945,潤泰新          ,"5,261,000","1,587,000","3,674,000",0,0,0,"5,000",0,"5,000","40,086","151,367","17,000","134,367","460,719","555,000","-94,281","3,719,086"
"=""057210""",神達永豐47購01  ,0,0,0,0,0,0,0,0,0,"3,518,000",0,0,0,"3,712,000","194,000","3,518,000","3,518,000"
"=""051824""",威盛群益43購09  ,0,0,0,0,0,0,0,0,0,"3,379,000",0,0,0,"3,399,000","20,000","3,379,000","3,379,000"
4904,遠傳            ,"4,505,224","1,192,887","3,312,337",0,0,0,"26,000",0,"26,000","-5,000",0,"5,000","-5,000",0,0,0,"3,333,337"
9933,中鼎            ,"4,047,000","909,000","3,138,000",0,0,0,"4,000",0,"4,000","7,468","8,468","1,000","7,468",0,0,0,"3,149,468"
"=""054333""",嘉晶群益45購01  ,0,0,0,0,0,0,0,0,0,"3,100,000",0,0,0,"3,105,000","5,000","3,100,000","3,100,000"
2457,飛宏            ,"9,910,200","7,532,000","2,378,200",0,0,0,0,0,0,"711,204","400,000","251,601","148,399","1,268,305","705,500","562,805","3,089,404"
3033,威健            ,"3,271,000","438,000","2,833,000",0,0,0,0,0,0,"238,000",0,"7,000","-7,000","295,000","50,000","245,000","3,071,000"
"=""044541""",台塑化凱基55購02,0,0,0,0,0,0,0,0,0,"2,994,000",0,0,0,"2,994,000",0,"2,994,000","2,994,000"
2344,華邦電          ,"26,334,127","20,122,389","6,211,738",0,0,0,"2,405,000","4,952,000","-2,547,000","-703,549","449,000","823,549","-374,549","15,000","344,000","-329,000","2,961,189"
4938,和碩            ,"4,750,460","2,438,047","2,312,413",0,0,0,"90,000",0,"90,000","522,341","524,000","5,000","519,000","48,341","45,000","3,341","2,924,754"
2031,新光鋼          ,"2,613,000","1,294,000","1,319,000",0,0,0,"1,251,000",0,"1,251,000","234,863","352,000","77,000","275,000","317,863","358,000","-40,137","2,804,863"
"=""062688""",智邦永豐47購03  ,0,0,0,0,0,0,0,0,0,"2,721,000",0,0,0,"2,746,000","25,000","2,721,000","2,721,000"
6251,定穎            ,"4,937,000","2,176,000","2,761,000",0,0,0,0,0,0,"-141,611","9,589","151,200","-141,611",0,0,0,"2,619,389"
"=""050510""",帝寶永豐44購01  ,0,0,0,0,0,0,0,0,0,"2,575,000",0,0,0,"2,575,000",0,"2,575,000","2,575,000"
1795,美時            ,"4,875,000","3,723,084","1,151,916",0,0,0,"881,000",0,"881,000","519,682","379,764","174,726","205,038","473,854","159,210","314,644","2,552,598"
"=""066512""",京鼎群益47購01  ,0,0,0,0,0,0,0,0,0,"2,516,000",0,0,0,"2,963,000","447,000","2,516,000","2,516,000"
5880,合庫金          ,"5,132,216","2,643,960","2,488,256",0,0,0,"27,000",0,"27,000","-49,002","26,000","75,002","-49,002",0,0,0,"2,466,254"
1708,東鹼            ,"12,129,001","10,230,000","1,899,001",0,0,0,"3,000",0,"3,000","423,739","7,993","13,000","-5,007","637,580","208,834","428,746","2,325,740"
"=""054478""",宏達電元大44購04,0,0,0,0,0,0,0,0,0,"2,309,000",0,0,0,"2,334,000","25,000","2,309,000","2,309,000"
2337,旺宏            ,"5,897,100","2,991,000","2,906,100",0,0,0,"28,000","508,000","-480,000","-120,280","88,000","172,180","-84,180","35,000","71,100","-36,100","2,305,820"
"=""061820""",祥碩凱基4C購01  ,0,0,0,0,0,0,0,0,0,"2,285,000",0,0,0,"2,289,000","4,000","2,285,000","2,285,000"
"=""067206""",長榮凱基47購06  ,0,0,0,0,0,0,0,0,0,"2,282,000",0,0,0,"3,574,000","1,292,000","2,282,000","2,282,000"
"=""0050""",元大台灣50      ,"604,262","303,405","300,857",0,0,0,0,0,0,"1,870,203","529,000","15,000","514,000","1,616,342","260,139","1,356,203","2,171,060"
"=""032638""",達興元大53購04  ,"2,000",0,"2,000",0,0,0,0,0,0,"2,164,000",0,0,0,"7,487,000","5,323,000","2,164,000","2,166,000"
"=""063999""",臺股指元富4B購02,0,0,0,0,0,0,0,0,0,"2,136,000",0,0,0,"2,545,000","409,000","2,136,000","2,136,000"
1304,台聚            ,"5,213,000","3,211,000","2,002,000",0,0,0,"6,000",0,"6,000","59,252",780,0,780,"88,000","29,528","58,472","2,067,252"
"=""08710P""",貿聯國票4C售01  ,0,0,0,0,0,0,0,0,0,"2,031,000",0,0,0,"2,031,000",0,"2,031,000","2,031,000"
"=""060496""",京元電國票48購01,0,0,0,0,0,0,0,0,0,"2,001,000",0,0,0,"2,068,000","67,000","2,001,000","2,001,000"
"=""033072""",鉅祥凱基53購02  ,0,0,0,0,0,0,0,0,0,"1,999,000",0,0,0,"3,983,000","1,984,000","1,999,000","1,999,000"
"=""058939""",大立光群益46購05,0,0,0,0,0,0,0,0,0,"1,999,000",0,0,0,"2,010,000","11,000","1,999,000","1,999,000"
"=""063877""",聯發科元大46購23,0,0,0,0,0,0,0,0,0,"1,992,000",0,0,0,"1,992,000",0,"1,992,000","1,992,000"
"=""067411""",奇鋐統一51購02  ,0,0,0,0,0,0,0,0,0,"1,987,000",0,0,0,"2,000,000","13,000","1,987,000","1,987,000"
"=""060204""",皇昌永豐48購02  ,0,0,0,0,0,0,0,0,0,"1,983,000",0,0,0,"2,140,000","157,000","1,983,000","1,983,000"
"=""067763""",南亞科統一4B購01,0,0,0,0,0,0,0,0,0,"1,970,000",0,0,0,"2,000,000","30,000","1,970,000","1,970,000"
3231,緯創            ,"5,233,881","3,476,040","1,757,841",0,0,0,"177,000",0,"177,000","26,953","2,000","12,000","-10,000","58,000","21,047","36,953","1,961,794"
1513,中興電          ,"3,147,507","1,091,000","2,056,507",0,0,0,0,0,0,"-126,683",0,"1,000","-1,000","78,064","203,747","-125,683","1,929,824"
"=""045734""",TPK統一47購02   ,0,0,0,0,0,0,0,0,0,"1,907,000",0,0,0,"2,112,000","205,000","1,907,000","1,907,000"
"=""064064""",晟銘電元大46購04,0,0,0,0,0,0,0,0,0,"1,880,000",0,0,0,"1,923,000","43,000","1,880,000","1,880,000"
"=""03049P""",晶碩元大3C售01  ,0,0,0,0,0,0,0,0,0,"1,877,000",0,0,0,"3,349,000","1,472,000","1,877,000","1,877,000"
"=""044354""",貿聯元大58購05  ,0,0,0,0,0,0,0,0,0,"1,855,000",0,0,0,"2,581,000","726,000","1,855,000","1,855,000"
"=""03800P""",矽力國票43售01  ,0,0,0,0,0,0,0,0,0,"1,848,000",0,0,0,"3,028,000","1,180,000","1,848,000","1,848,000"
"=""044865""",緯創凱基55購06  ,0,0,0,0,0,0,0,0,0,"1,828,000",0,0,0,"1,843,000","15,000","1,828,000","1,828,000"
1312,國喬            ,"2,361,000","707,000","1,654,000",0,0,0,"6,000",0,"6,000","163,000",0,"4,000","-4,000","209,000","42,000","167,000","1,823,000"
"=""04515P""",台灣50永豐43售03,0,0,0,0,0,0,0,0,0,"1,815,000",0,0,0,"1,815,000",0,"1,815,000","1,815,000"
"=""03555P""",臺股指元富41售02,0,0,0,0,0,0,0,0,0,"1,811,000",0,0,0,"2,101,000","290,000","1,811,000","1,811,000"
"=""047832""",京元電群益44購01,0,0,0,0,0,0,0,0,0,"1,809,000",0,0,0,"1,837,000","28,000","1,809,000","1,809,000"
"=""047396""",宏�皏藕�45購01  ,0,0,0,0,0,0,0,0,0,"1,799,000",0,0,0,"2,479,000","680,000","1,799,000","1,799,000"
1305,華夏            ,"3,017,000","1,021,000","1,996,000",0,0,0,"4,000",0,"4,000","-207,577","50,442","30,000","20,442","34,000","262,019","-228,019","1,792,423"
"=""08998P""",臺股指凱基54售07,0,0,0,0,0,0,0,0,0,"1,719,000",0,0,0,"1,719,000",0,"1,719,000","1,719,000"
"=""03515P""",景碩永豐41售03  ,0,0,0,0,0,0,0,0,0,"1,702,000",0,0,0,"1,749,000","47,000","1,702,000","1,702,000"
3305,昇貿            ,"3,459,000","2,086,000","1,373,000",0,0,0,0,0,0,"319,867","63,390","2,023","61,367","358,500","100,000","258,500","1,692,867"
"=""038098""",奇鋐元大53購13  ,0,0,0,0,0,0,0,0,0,"1,682,000",0,0,0,"1,683,000","1,000","1,682,000","1,682,000"
"=""04288P""",滬深2X元富43售01,0,0,0,0,0,0,0,0,0,"1,639,000",0,0,0,"1,639,000",0,"1,639,000","1,639,000"
"=""067224""",台積電永豐51購03,0,0,0,0,0,0,0,0,0,"1,636,000",0,0,0,"1,967,000","331,000","1,636,000","1,636,000"
4958,臻鼎-KY         ,"1,830,682","1,569,000","261,682",0,0,0,"1,114,000",0,"1,114,000","238,181","135,000","159,000","-24,000","298,181","36,000","262,181","1,613,863"
"=""059838""",裕民凱基46購02  ,0,0,0,0,0,0,0,0,0,"1,610,000",0,0,0,"1,610,000",0,"1,610,000","1,610,000"
"=""061124""",台塑元富46購02  ,0,0,0,0,0,0,0,0,0,"1,607,000",0,0,0,"1,707,000","100,000","1,607,000","1,607,000"
"=""052169""",敬鵬國票44購01  ,0,0,0,0,0,0,0,0,0,"1,586,000",0,0,0,"2,855,000","1,269,000","1,586,000","1,586,000"
"=""053189""",上証2X元富44購05,0,0,0,0,0,0,0,0,0,"1,559,000",0,0,0,"2,021,000","462,000","1,559,000","1,559,000"
6282,康舒            ,"3,321,000","2,108,000","1,213,000",0,0,0,"4,000",0,"4,000","334,864","135,000","58,685","76,315","312,151","53,602","258,549","1,551,864"
2504,國產            ,"2,216,000","656,000","1,560,000",0,0,0,0,0,0,"-10,000",0,"2,000","-2,000",0,"8,000","-8,000","1,550,000"
"=""049474""",滬深2X國票44購01,0,0,0,0,0,0,0,0,0,"1,537,000",0,0,0,"1,589,000","52,000","1,537,000","1,537,000"
3005,神基            ,"4,982,000","2,982,000","2,000,000",0,0,0,0,0,0,"-473,144","344,000","340,144","3,856","75,000","552,000","-477,000","1,526,856"
"=""064890""",世芯群益4B購02  ,0,0,0,0,0,0,0,0,0,"1,520,000",0,0,0,"1,549,000","29,000","1,520,000","1,520,000"
