證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00673R""",期元大S&P原油反1,"65,000",0,"65,000",0,0,0,0,0,0,"49,734,839",0,0,0,"50,233,839","499,000","49,734,839","49,799,839"
3481,群創            ,"52,217,456","36,899,297","15,318,159",0,0,0,0,0,0,"3,685,136","2,480,000","2,390,000","90,000","4,171,136","576,000","3,595,136","19,003,295"
"=""00671R""",富邦NASDAQ反1   ,0,0,0,0,0,0,0,0,0,"18,938,293",0,0,0,"20,282,000","1,343,707","18,938,293","18,938,293"
"=""00632R""",元大台灣50反1   ,"8,026,000","48,568,000","-40,542,000",0,0,0,0,0,0,"58,846,062","20,000",0,"20,000","69,363,000","10,536,938","58,826,062","18,304,062"
"=""00900""",富邦特選高股息30,"816,000","732,889","83,111",0,0,0,0,0,0,"15,427,000",0,0,0,"16,973,000","1,546,000","15,427,000","15,510,111"
2603,長榮            ,"22,319,834","9,139,725","13,180,109",0,0,0,"1,383,000","1,807","1,381,193","-372,880","94,000","658,000","-564,000","549,941","358,821","191,120","14,188,422"
2610,華航            ,"16,600,709","4,400,521","12,200,188",0,0,0,"424,000",0,"424,000","1,224,477","272,963","6,486","266,477","1,023,000","65,000","958,000","13,848,665"
2303,聯電            ,"12,459,224","20,249,759","-7,790,535",0,0,0,"20,048,000","287,516","19,760,484","-745,004","274,996","788,000","-513,004","53,000","285,000","-232,000","11,224,945"
"=""00706L""",期元大S&P日圓正2,"717,000","399,000","318,000",0,0,0,0,0,0,"9,955,000",0,0,0,"9,988,000","33,000","9,955,000","10,273,000"
2885,元大金          ,"13,839,916","3,398,666","10,441,250",0,0,0,"55,000","8,840","46,160","-245,798","88,202","280,000","-191,798",0,"54,000","-54,000","10,241,612"
