證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
1304,台聚            ,"35,116,169","10,379,000","24,737,169",0,0,0,"10,000",0,"10,000","-298,440","122,918","207,000","-84,082","921,502","1,135,860","-214,358","24,448,729"
"=""00632R""",元大台灣50反1   ,"151,000","151,000",0,0,0,0,0,0,0,"17,868,474","8,200,000","3,100,000","5,100,000","32,557,474","19,789,000","12,768,474","17,868,474"
"=""00642U""",期元大S&P石油   ,"2,993,000","43,903","2,949,097",0,0,0,0,0,0,"13,519,889",0,0,0,"14,223,889","704,000","13,519,889","16,468,986"
"=""00637L""",元大滬深300正2  ,"4,208,000","2,888,000","1,320,000",0,0,0,0,0,0,"14,172,231",0,0,0,"21,474,363","7,302,132","14,172,231","15,492,231"
2891,中信金          ,"25,672,125","11,562,704","14,109,421",0,0,0,"6,999",0,"6,999","270,000","26,000","58,000","-32,000","393,000","91,000","302,000","14,386,420"
2409,友達            ,"40,973,000","38,251,015","2,721,985",0,0,0,"8,871,094",0,"8,871,094","-86,000","373,000","130,000","243,000","1,265,000","1,594,000","-329,000","11,507,079"
2356,英業達          ,"12,133,000","2,325,700","9,807,300",0,0,0,"1,000",0,"1,000","827,350","94,350","75,000","19,350","853,000","45,000","808,000","10,635,650"
2618,長榮航          ,"14,893,000","5,321,500","9,571,500",0,0,0,0,0,0,"817,631","51,000","114,000","-63,000","1,098,940","218,309","880,631","10,389,131"
2408,南亞科          ,"11,189,000","2,235,900","8,953,100",0,0,0,"1,288,991",0,"1,288,991","61,975","64,975","91,000","-26,025","96,000","8,000","88,000","10,304,066"
2882,國泰金          ,"15,864,863","7,309,934","8,554,929",0,0,0,"106,379",0,"106,379","-433,441","94,477","528,918","-434,441","119,000","118,000","1,000","8,227,867"
1305,華夏            ,"13,559,000","8,556,500","5,002,500",0,0,0,"2,491,000",0,"2,491,000","597,696","729,420","522,420","207,000","664,696","274,000","390,696","8,091,196"
2610,華航            ,"13,166,000","4,727,000","8,439,000",0,0,0,"1,000",0,"1,000","-509,927","264,000","773,927","-509,927",0,0,0,"7,930,073"
1312,國喬            ,"9,825,000","3,155,000","6,670,000",0,0,0,0,0,0,"522,547","164,364","73,000","91,364","735,237","304,054","431,183","7,192,547"
"=""00882""",中信中國高股息  ,"4,163,000","441,000","3,722,000",0,0,0,0,0,0,"2,996,595",0,0,0,"3,422,649","426,054","2,996,595","6,718,595"
1301,台塑            ,"8,412,000","8,782,723","-370,723",0,0,0,"6,662,798",0,"6,662,798","154,960","890,254","864,405","25,849","153,111","24,000","129,111","6,447,035"
"=""06860P""",臺股指元大4A售13,0,0,0,0,0,0,0,0,0,"4,634,000",0,0,0,"7,852,000","3,218,000","4,634,000","4,634,000"
"=""00893""",國泰智能電動車  ,"5,856,000","169,010","5,686,990",0,0,0,0,0,0,"-1,087,085",0,0,0,"1,025,000","2,112,085","-1,087,085","4,599,905"
"=""00715L""",期街口布蘭特正2 ,"1,589,000","1,198,891","390,109",0,0,0,0,0,0,"3,686,000",0,0,0,"7,216,000","3,530,000","3,686,000","4,076,109"
"=""030592""",緯創統一5A購01  ,0,0,0,0,0,0,0,0,0,"3,775,000",0,0,0,"3,825,000","50,000","3,775,000","3,775,000"
2887,台新新光金      ,"7,378,208","3,818,806","3,559,402",0,0,0,"2,000",0,"2,000","-58,549","6,000","34,000","-28,000","117,000","147,549","-30,549","3,502,853"
"=""030588""",智原統一57購01  ,0,0,0,0,0,0,0,0,0,"3,242,000",0,0,0,"3,292,000","50,000","3,242,000","3,242,000"
"=""031596""",川湖永豐52購03  ,0,0,0,0,0,0,0,0,0,"3,227,000",0,0,0,"3,487,000","260,000","3,227,000","3,227,000"
"=""00633L""",富邦上証正2     ,"1,236,000","370,000","866,000",0,0,0,0,0,0,"2,080,175",0,0,0,"3,097,470","1,017,295","2,080,175","2,946,175"
2436,偉詮電          ,"6,483,000","5,187,000","1,296,000",0,0,0,"1,222,000",0,"1,222,000","366,908","262,151","125,639","136,512","372,484","142,088","230,396","2,884,908"
"=""045396""",東元群益55購04  ,0,0,0,0,0,0,0,0,0,"2,825,000",0,0,0,"2,930,000","105,000","2,825,000","2,825,000"
1303,南亞            ,"6,301,000","3,653,646","2,647,354",0,0,0,"39,000",0,"39,000","42,274","150,000","57,000","93,000","64,274","115,000","-50,726","2,728,628"
6505,台塑化          ,"4,007,000","1,519,828","2,487,172",0,0,0,"1,000",0,"1,000","24,866","60,000","39,000","21,000","7,866","4,000","3,866","2,513,038"
1101,台泥            ,"6,230,242","4,005,708","2,224,534",0,0,0,"27,596",0,"27,596","217,094","56,000","217,906","-161,906","433,000","54,000","379,000","2,469,224"
2314,台揚            ,"3,876,000","1,412,158","2,463,842",0,0,0,0,0,0,"-88,553","36,533","38,726","-2,193","7,000","93,360","-86,360","2,375,289"
2454,聯發科          ,"5,319,823","3,000,508","2,319,315",0,0,0,"19,643","14,000","5,643","-48,001","49,532","58,000","-8,468","23,176","62,709","-39,533","2,276,957"
3033,威健            ,"3,611,000","1,381,000","2,230,000",0,0,0,0,0,0,"-60,000","7,243","8,243","-1,000","74,000","133,000","-59,000","2,170,000"
2382,廣達            ,"3,795,000","1,829,000","1,966,000",0,0,0,"1,725","21,000","-19,275","190,749","19,000","13,251","5,749","185,000",0,"185,000","2,137,474"
"=""033026""",華晶科元大54購02,0,0,0,0,0,0,0,0,0,"2,105,000",0,0,0,"2,110,000","5,000","2,105,000","2,105,000"
"=""044026""",亞翔國票56購02  ,0,0,0,0,0,0,0,0,0,"2,049,000",0,0,0,"2,274,000","225,000","2,049,000","2,049,000"
"=""089822""",豐藝元大51購02  ,0,0,0,0,0,0,0,0,0,"1,967,000",0,0,0,"1,967,000",0,"1,967,000","1,967,000"
"=""033054""",晟銘電國泰53購02,0,0,0,0,0,0,0,0,0,"1,911,000",0,0,0,"1,911,000",0,"1,911,000","1,911,000"
2201,裕隆            ,"3,830,000","1,353,000","2,477,000",0,0,0,0,0,0,"-657,454","10,040","28,494","-18,454","50,000","689,000","-639,000","1,819,546"
4904,遠傳            ,"2,612,000","842,200","1,769,800",0,0,0,"55,316",0,"55,316","-27,012",0,"10,012","-10,012","4,000","21,000","-17,000","1,798,104"
"=""045720""",技嘉統一48購02  ,0,0,0,0,0,0,0,0,0,"1,789,000",0,0,0,"1,872,000","83,000","1,789,000","1,789,000"
"=""032171""",元石油凱基53購01,0,0,0,0,0,0,0,0,0,"1,718,000",0,0,0,"1,898,000","180,000","1,718,000","1,718,000"
"=""042661""",滬深2X國票66購01,0,0,0,0,0,0,0,0,0,"1,716,000",0,0,0,"1,716,000",0,"1,716,000","1,716,000"
"=""038107""",定穎控元大53購03,0,0,0,0,0,0,0,0,0,"1,671,000",0,0,0,"1,835,000","164,000","1,671,000","1,671,000"
3035,智原            ,"6,618,000","5,473,600","1,144,400",0,0,0,"374,000",0,"374,000","140,991","203,405","172,469","30,936","192,055","82,000","110,055","1,659,391"
4919,新唐            ,"3,166,000","2,084,500","1,081,500",0,0,0,"688,000",0,"688,000","-174,230","88,177","116,407","-28,230","67,000","213,000","-146,000","1,595,270"
"=""00712""",復華富時不動產  ,"1,938,000","103,100","1,834,900",0,0,0,0,0,0,"-246,704",0,0,0,"297,000","543,704","-246,704","1,588,196"
"=""082130""",鉅祥群益4B購01  ,0,0,0,0,0,0,0,0,0,"1,550,000",0,0,0,"5,144,000","3,594,000","1,550,000","1,550,000"
6191,精成科          ,"1,860,000","375,000","1,485,000",0,0,0,0,0,0,"59,179","77,000","18,000","59,000","2,009","1,830",179,"1,544,179"
"=""03500B""",臺股指凱基0C熊10,0,0,0,0,0,0,0,0,0,"1,544,000",0,0,0,"3,958,000","2,414,000","1,544,000","1,544,000"
"=""00655L""",國泰中國A50正2  ,"846,000","137,000","709,000",0,0,0,0,0,0,"831,985",0,0,0,"1,343,000","511,015","831,985","1,540,985"
"=""033945""",國巨統一58購02  ,0,0,0,0,0,0,0,0,0,"1,473,000",0,0,0,"1,473,000",0,"1,473,000","1,473,000"
"=""044055""",聚陽國泰56購01  ,0,0,0,0,0,0,0,0,0,"1,472,000",0,0,0,"1,498,000","26,000","1,472,000","1,472,000"
5880,合庫金          ,"4,799,000","3,329,000","1,470,000",0,0,0,"2,000",0,"2,000","-16,797","1,000","40,797","-39,797","23,000",0,"23,000","1,455,203"
"=""039273""",富鼎凱基54購01  ,"14,000",0,"14,000",0,0,0,0,0,0,"1,405,000",0,0,0,"1,620,000","215,000","1,405,000","1,419,000"
