證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00715L""",期街口布蘭特正2 ,"1,700,000","1,700,000",0,0,0,0,0,0,0,"63,607,000",0,0,0,"64,992,000","1,385,000","63,607,000","63,607,000"
2603,長榮            ,"29,165,916","16,921,624","12,244,292",0,0,0,"12,000","22,512","-10,512","-2,057,671","1,567,111","3,088,009","-1,520,898","1,579,734","2,116,507","-536,773","10,176,109"
"=""00642U""",期元大S&P石油   ,0,"6,095","-6,095",0,0,0,0,0,0,"9,512,404",0,"50,000","-50,000","9,796,404","234,000","9,562,404","9,506,309"
3715,定穎投控        ,"10,225,000","3,043,000","7,182,000",0,0,0,0,"42,000","-42,000","141,000","185,000","44,000","141,000",0,0,0,"7,281,000"
2313,華通            ,"7,787,000","3,407,000","4,380,000",0,0,0,"2,138,000","2,000","2,136,000","673,813","254,087","234,000","20,087","732,726","79,000","653,726","7,189,813"
"=""00893""",國泰智能電動車  ,"94,150","330,000","-235,850",0,0,0,0,0,0,"7,284,043",0,0,0,"7,707,000","422,957","7,284,043","7,048,193"
2329,華泰            ,"12,285,500","7,190,000","5,095,500",0,0,0,"983,000",0,"983,000","263,792","25,001","35,732","-10,731","1,006,297","731,774","274,523","6,342,292"
2371,大同            ,"10,953,121","4,714,200","6,238,921",0,0,0,"4,000","27,000","-23,000","124,586","319,022","241,436","77,586","56,000","9,000","47,000","6,340,507"
"=""086036""",華碩國泰52購01  ,0,0,0,0,0,0,0,0,0,"6,289,000",0,0,0,"6,289,000",0,"6,289,000","6,289,000"
2323,中環            ,"15,614,000","9,154,000","6,460,000",0,0,0,0,0,0,"-635,428","458,311","1,093,739","-635,428",0,0,0,"5,824,572"
"=""00881""",國泰台灣科技龍頭,"515,000","177,100","337,900",0,0,0,0,0,0,"5,023,760",0,0,0,"6,948,005","1,924,245","5,023,760","5,361,660"
"=""038409""",友達永豐54購01  ,0,0,0,0,0,0,0,0,0,"4,432,000",0,0,0,"4,595,000","163,000","4,432,000","4,432,000"
3035,智原            ,"11,193,210","8,885,820","2,307,390",0,0,0,"2,510,000","1,000","2,509,000","-448,877","775,684","913,000","-137,316","189,439","501,000","-311,561","4,367,513"
2457,飛宏            ,"7,632,005","3,574,000","4,058,005",0,0,0,0,"338,000","-338,000","538,639","309,000","381,261","-72,261","677,000","66,100","610,900","4,258,644"
2353,宏��            ,"8,062,115","3,726,560","4,335,555",0,0,0,"170,000","35,000","135,000","-218,451","67,000","411,574","-344,574","224,100","97,977","126,123","4,252,104"
"=""043054""",智邦元大55購04  ,"4,421,000","187,000","4,234,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,234,000"
"=""040054""",碩天永豐54購01  ,0,0,0,0,0,0,0,0,0,"4,152,000",0,0,0,"4,152,000",0,"4,152,000","4,152,000"
2419,仲琦            ,"7,163,000","3,498,000","3,665,000",0,0,0,0,0,0,"472,506","278,521","57,015","221,506","299,000","48,000","251,000","4,137,506"
2402,毅嘉            ,"25,672,050","21,910,000","3,762,050",0,0,0,0,"39,000","-39,000","172,622","56,210","63,357","-7,147","411,769","232,000","179,769","3,895,672"
2515,中工            ,"4,867,000","1,413,000","3,454,000",0,0,0,"8,000",0,"8,000","269,000","320,000","51,000","269,000",0,0,0,"3,731,000"
3704,合勤控          ,"8,241,600","4,516,000","3,725,600",0,0,0,"105,000",0,"105,000","-114,442","23,907","55,506","-31,599","271,067","353,910","-82,843","3,716,158"
"=""00919""",群益台灣精選高息,"1,099,045","825,000","274,045",0,0,0,0,0,0,"3,091,368",0,0,0,"6,048,594","2,957,226","3,091,368","3,365,413"
"=""048686""",怡利電凱基44購01,0,0,0,0,0,0,0,0,0,"3,342,000",0,0,0,"3,554,000","212,000","3,342,000","3,342,000"
2201,裕隆            ,"1,779,000","1,671,000","108,000",0,0,0,0,0,0,"3,233,580","1,212,069","313,489","898,580","2,438,000","103,000","2,335,000","3,341,580"
"=""00902""",中信電池及儲能  ,"699,000","117,000","582,000",0,0,0,0,0,0,"2,678,716",0,0,0,"3,460,000","781,284","2,678,716","3,260,716"
