證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2344,華邦電          ,"82,321,095","36,005,805","46,315,290",0,0,0,"3,547,000","15,000","3,532,000","7,411,914","8,508,429","3,073,515","5,434,914","5,328,000","3,351,000","1,977,000","57,259,204"
2409,友達            ,"111,158,534","84,308,665","26,849,869",0,0,0,"15,875,000","44,000","15,831,000","-1,700,389","3,457,745","5,118,206","-1,660,461","3,364,324","3,404,252","-39,928","40,980,480"
6116,彩晶            ,"49,718,000","29,884,000","19,834,000",0,0,0,0,0,0,"289,585","1,758,761","2,533,176","-774,415","2,951,000","1,887,000","1,064,000","20,123,585"
2337,旺宏            ,"22,302,250","14,449,085","7,853,165",0,0,0,"1,356,000","609,000","747,000","5,895,127","2,835,445","1,618,189","1,217,256","6,332,871","1,655,000","4,677,871","14,495,292"
2027,大成鋼          ,"22,097,000","7,812,010","14,284,990",0,0,0,"60,000","200,000","-140,000","-3,075,000","1,386,000","1,301,000","85,000","534,000","3,694,000","-3,160,000","11,069,990"
2408,南亞科          ,"12,763,303","6,803,004","5,960,299",0,0,0,"2,640,000","662,000","1,978,000","2,882,833","2,178,000","673,000","1,505,000","1,714,100","336,267","1,377,833","10,821,132"
"=""00715L""",期街口布蘭特正2 ,"5,191,000","1,018,000","4,173,000",0,0,0,0,0,0,"6,410,000","420,000","420,000",0,"6,967,000","557,000","6,410,000","10,583,000"
3711,日月光投控      ,"12,733,940","4,060,687","8,673,253",0,0,0,"55,000","70,000","-15,000","283,998","463,998","279,000","184,998","147,000","48,000","99,000","8,942,251"
2356,英業達          ,"11,692,771","2,778,492","8,914,279",0,0,0,0,"209,000","-209,000","-582,000",0,"664,000","-664,000","397,000","315,000","82,000","8,123,279"
2330,台積電          ,"19,843,837","13,245,171","6,598,666",0,0,0,"100,000","1,001,000","-901,000","362,177","545,000","707,000","-162,000","605,459","81,282","524,177","6,059,843"
"=""078019""",定穎控凱基4A購01,0,"40,000","-40,000",0,0,0,0,0,0,"6,059,000",0,0,0,"8,484,000","2,425,000","6,059,000","6,019,000"
2449,京元電子        ,"12,656,000","5,793,000","6,863,000",0,0,0,0,"15,000","-15,000","-888,560","30,470","331,030","-300,560","200,000","788,000","-588,000","5,959,440"
"=""00677U""",期富邦VIX       ,"13,100,000","7,238,000","5,862,000",0,0,0,0,0,0,"64,000",0,0,0,"6,537,000","6,473,000","64,000","5,926,000"
1303,南亞            ,"7,417,968","3,597,632","3,820,336",0,0,0,"448,000","165,000","283,000","1,812,577","2,131,577","778,000","1,353,577","483,000","24,000","459,000","5,915,913"
"=""00852L""",國泰美國道瓊正2 ,"106,000",0,"106,000",0,0,0,0,0,0,"5,529,000",0,0,0,"5,730,000","201,000","5,529,000","5,635,000"
2609,陽明            ,"3,226,000","1,766,480","1,459,520",0,0,0,"43,000",0,"43,000","4,126,000","665,000","475,000","190,000","5,121,000","1,185,000","3,936,000","5,628,520"
"=""00632R""",元大台灣50反1   ,"7,682,000","50,000","7,632,000",0,0,0,0,0,0,"-2,114,423","300,000","6,000,000","-5,700,000","19,696,000","16,110,423","3,585,577","5,517,577"
"=""00642U""",期元大S&P石油   ,"1,728,416","729,000","999,416",0,0,0,0,0,0,"4,308,000",0,0,0,"4,328,000","20,000","4,308,000","5,307,416"
1301,台塑            ,"6,166,273","2,395,614","3,770,659",0,0,0,0,"308,000","-308,000","1,521,188","1,300,188","23,000","1,277,188","246,000","2,000","244,000","4,983,847"
"=""078699""",玉晶光富邦51購01,0,0,0,0,0,0,0,0,0,"4,499,000",0,0,0,"4,499,000",0,"4,499,000","4,499,000"
"=""074601""",台塑化元大49購01,0,0,0,0,0,0,0,0,0,"4,382,000",0,0,0,"4,402,000","20,000","4,382,000","4,382,000"
2014,中鴻            ,"24,025,550","18,590,200","5,435,350",0,0,0,0,"72,000","-72,000","-1,171,000","876,000","967,000","-91,000","1,328,000","2,408,000","-1,080,000","4,192,350"
8110,華東            ,"6,206,000","2,674,000","3,532,000",0,0,0,0,0,0,"288,000","3,000",0,"3,000","285,000",0,"285,000","3,820,000"
2486,一詮            ,"5,601,050","1,879,000","3,722,050",0,0,0,0,0,0,0,"184,000","184,000",0,0,0,0,"3,722,050"
"=""078940""",神達元大4A購07  ,0,0,0,0,0,0,0,0,0,"3,563,000",0,0,0,"3,563,000",0,"3,563,000","3,563,000"
2352,佳世達          ,"4,886,000","1,361,293","3,524,707",0,0,0,0,"20,000","-20,000","-3,243","285,584","257,827","27,757","158,000","189,000","-31,000","3,501,464"
"=""086733""",鴻海元大51購17  ,0,0,0,0,0,0,0,0,0,"3,465,000",0,0,0,"3,552,000","87,000","3,465,000","3,465,000"
3059,華晶科          ,"5,642,100","2,418,000","3,224,100",0,0,0,"506,000",0,"506,000","-355,000","36,000",0,"36,000","419,000","810,000","-391,000","3,375,100"
4919,新唐            ,"7,748,000","4,539,486","3,208,514",0,0,0,0,0,0,"80,000","16,000","16,000",0,"211,000","131,000","80,000","3,288,514"
2329,華泰            ,"5,162,000","2,373,000","2,789,000",0,0,0,0,0,0,"472,900","195,000",100,"194,900","333,000","55,000","278,000","3,261,900"
2455,全新            ,"3,891,000","996,000","2,895,000",0,0,0,"17,000",0,"17,000","256,033","194,033","102,000","92,033","242,000","78,000","164,000","3,168,033"
1513,中興電          ,"6,316,000","4,393,458","1,922,542",0,0,0,0,0,0,"1,210,539","462,921","654,983","-192,062","1,930,999","528,398","1,402,601","3,133,081"
"=""082266""",裕民群益4B購08  ,0,0,0,0,0,0,0,0,0,"3,049,000",0,0,0,"3,063,000","14,000","3,049,000","3,049,000"
"=""088588""",連加統一59購01  ,0,0,0,0,0,0,0,0,0,"3,036,000",0,0,0,"3,126,000","90,000","3,036,000","3,036,000"
"=""084426""",鴻海統一46購05  ,0,0,0,0,0,0,0,0,0,"2,994,000",0,0,0,"2,994,000",0,"2,994,000","2,994,000"
"=""084066""",晟銘電國票51購02,0,0,0,0,0,0,0,0,0,"2,796,000",0,0,0,"2,804,000","8,000","2,796,000","2,796,000"
"=""082157""",智原元大4B購14  ,0,0,0,0,0,0,0,0,0,"2,699,000",0,0,0,"2,818,000","119,000","2,699,000","2,699,000"
"=""078953""",佳能群益4B購03  ,0,0,0,0,0,0,0,0,0,"2,697,000",0,0,0,"2,697,000",0,"2,697,000","2,697,000"
3035,智原            ,"3,027,000","1,199,000","1,828,000",0,0,0,0,0,0,"797,087","553,414","548,327","5,087","882,000","90,000","792,000","2,625,087"
"=""077781""",星宇國泰4B購01  ,0,0,0,0,0,0,0,0,0,"2,615,000",0,0,0,"2,704,000","89,000","2,615,000","2,615,000"
1402,遠東新          ,"5,053,696","2,054,925","2,998,771",0,0,0,0,"270,000","-270,000","-204,000","9,000","56,000","-47,000",0,"157,000","-157,000","2,524,771"
6005,群益證          ,"3,560,000","1,011,000","2,549,000",0,0,0,0,"28,000","-28,000",0,0,0,0,0,0,0,"2,521,000"
2103,台橡            ,"3,265,000","773,000","2,492,000",0,0,0,0,0,0,"-7,647","3,000",0,"3,000","18,000","28,647","-10,647","2,484,353"
6191,精成科          ,"4,698,000","2,007,000","2,691,000",0,0,0,0,0,0,"-207,000",0,"5,000","-5,000","51,000","253,000","-202,000","2,484,000"
"=""03863P""",大立光元富42售04,0,0,0,0,0,0,0,0,0,"2,465,000",0,0,0,"2,465,000",0,"2,465,000","2,465,000"
1304,台聚            ,"4,423,000","2,397,619","2,025,381",0,0,0,"29,847",0,"29,847","363,000","20,000",0,"20,000","441,000","98,000","343,000","2,418,228"
"=""080552""",中興電群益4B購05,0,0,0,0,0,0,0,0,0,"2,414,000",0,0,0,"3,019,000","605,000","2,414,000","2,414,000"
"=""077986""",國光生國票4B購01,0,0,0,0,0,0,0,0,0,"2,361,000",0,0,0,"2,361,000",0,"2,361,000","2,361,000"
"=""068225""",亞航群益48購01  ,0,0,0,0,0,0,0,0,0,"2,347,000",0,0,0,"2,347,000",0,"2,347,000","2,347,000"
1455,集盛            ,"7,236,000","4,921,000","2,315,000",0,0,0,"14,446",0,"14,446","5,000","5,000",0,"5,000",0,0,0,"2,334,446"
"=""00881""",國泰台灣科技龍頭,"697,000","3,106,500","-2,409,500",0,0,0,0,0,0,"4,674,475","10,000",0,"10,000","15,524,000","10,859,525","4,664,475","2,264,975"
"=""00876""",元大全球5G      ,"2,000","3,000","-1,000",0,0,0,0,0,0,"2,253,374",0,0,0,"2,598,374","345,000","2,253,374","2,252,374"
"=""081007""",虎航元大4B購02  ,0,0,0,0,0,0,0,0,0,"2,186,000",0,0,0,"2,287,000","101,000","2,186,000","2,186,000"
"=""084129""",金像電元大4C購11,0,0,0,0,0,0,0,0,0,"2,155,000",0,0,0,"2,288,000","133,000","2,155,000","2,155,000"
"=""084853""",南亞科凱基53購01,0,0,0,0,0,0,0,0,0,"2,138,000",0,0,0,"2,158,000","20,000","2,138,000","2,138,000"
"=""078388""",鴻海台新4A購05  ,0,0,0,0,0,0,0,0,0,"2,130,000",0,0,0,"3,356,000","1,226,000","2,130,000","2,130,000"
