證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00632R""",元大台灣50反1   ,"5,259,000","1,920,001","3,338,999",0,0,0,0,0,0,"54,818,020","8,200,000","2,800,000","5,400,000","74,687,020","25,269,000","49,418,020","58,157,019"
"=""00893""",國泰智能電動車  ,"8,465,710","322,000","8,143,710",0,0,0,0,0,0,"14,428,163",0,0,0,"16,283,000","1,854,837","14,428,163","22,571,873"
"=""00673R""",期元大S&P原油反1,0,"41,000","-41,000",0,0,0,0,0,0,"12,987,000",0,0,0,"17,821,000","4,834,000","12,987,000","12,946,000"
2371,大同            ,"22,766,400","12,448,000","10,318,400",0,0,0,"9,000",0,"9,000","1,275,675","1,243,375","56,700","1,186,675","206,000","117,000","89,000","11,603,075"
"=""00715L""",期街口布蘭特正2 ,"5,697,000","2,009,000","3,688,000",0,0,0,0,0,0,"7,496,698",0,0,0,"13,095,000","5,598,302","7,496,698","11,184,698"
2603,長榮            ,"9,116,330","11,256,583","-2,140,253",0,0,0,"1,021,000","83,005","937,995","11,988,382","6,259,000","451,630","5,807,370","6,229,012","48,000","6,181,012","10,786,124"
"=""036896""",台達電富邦53購08,0,0,0,0,0,0,0,0,0,"9,881,000",0,0,0,"9,881,000",0,"9,881,000","9,881,000"
2382,廣達            ,"19,056,270","10,225,799","8,830,471",0,0,0,"1,448,000","310,838","1,137,162","-98,101","540,000","572,254","-32,254","54,153","120,000","-65,847","9,869,532"
"=""00895""",富邦未來車      ,"4,876,150","160,000","4,716,150",0,0,0,0,0,0,"3,026,058",0,0,0,"3,234,049","207,991","3,026,058","7,742,208"
2609,陽明            ,"6,285,350","1,873,165","4,412,185",0,0,0,"2,000","6,000","-4,000","2,593,267","1,748,000","121,733","1,626,267","989,000","22,000","967,000","7,001,452"
"=""00881""",國泰台灣科技龍頭,"826,720","405,000","421,720",0,0,0,0,0,0,"6,161,665",0,0,0,"7,909,171","1,747,506","6,161,665","6,583,385"
2352,佳世達          ,"12,415,000","3,005,000","9,410,000",0,0,0,"7,000","4,318,000","-4,311,000","-122,729","277,000","55,229","221,771","89,000","433,500","-344,500","4,976,271"
2845,遠東銀          ,"1,005,000","3,181,000","-2,176,000",0,0,0,"6,608,000",0,"6,608,000","141,000","141,000",0,"141,000",0,0,0,"4,573,000"
"=""00664R""",國泰臺灣加權反1 ,0,0,0,0,0,0,0,0,0,"4,549,750",0,0,0,"5,512,000","962,250","4,549,750","4,549,750"
"=""041532""",創意元大54購33  ,0,0,0,0,0,0,0,0,0,"4,072,000",0,0,0,"4,273,000","201,000","4,072,000","4,072,000"
2610,華航            ,"55,951,010","45,605,750","10,345,260",0,0,0,0,0,0,"-6,436,297","1,721,000","6,757,000","-5,036,000","1,705,162","3,105,459","-1,400,297","3,908,963"
"=""036753""",新日興群益53購04,0,0,0,0,0,0,0,0,0,"3,598,000",0,0,0,"3,599,000","1,000","3,598,000","3,598,000"
2376,技嘉            ,"12,722,260","6,238,828","6,483,432",0,0,0,"104,000","2,781,000","-2,677,000","-264,866","235,180","505,026","-269,846","43,634","38,654","4,980","3,541,566"
2344,華邦電          ,"17,968,301","13,596,930","4,371,371",0,0,0,0,"1,237,000","-1,237,000","206,883","410,000","258,994","151,006","573,000","517,123","55,877","3,341,254"
2882,國泰金          ,"4,623,000","4,823,177","-200,177",0,0,0,"3,243,000","341,999","2,901,001","590,570","414,000","114,430","299,570","299,000","8,000","291,000","3,291,394"
"=""040529""",台灣50元富54購08,0,0,0,0,0,0,0,0,0,"3,281,000",0,0,0,"3,374,000","93,000","3,281,000","3,281,000"
"=""033921""",龍德船元富53購01,0,0,0,0,0,0,0,0,0,"3,097,000",0,0,0,"3,544,000","447,000","3,097,000","3,097,000"
"=""045687""",鉅祥國票43購02  ,0,0,0,0,0,0,0,0,0,"3,015,000",0,0,0,"3,350,000","335,000","3,015,000","3,015,000"
2887,台新新光金      ,"8,180,000","5,568,600","2,611,400",0,0,0,"16,000","28,000","-12,000","304,000","278,000","6,000","272,000","37,000","5,000","32,000","2,903,400"
2421,建準            ,"4,739,000","1,050,300","3,688,700",0,0,0,0,"1,007,000","-1,007,000","219,247","321,000","37,000","284,000","2,000","66,753","-64,753","2,900,947"
5880,合庫金          ,"5,641,200","3,007,115","2,634,085",0,0,0,0,0,0,"259,000","315,000","5,000","310,000","1,000","52,000","-51,000","2,893,085"
