證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2610,華航            ,"55,916,030","25,717,043","30,198,987",0,0,0,"15,000","2,083,000","-2,068,000","-341,090","703,000","992,000","-289,000","217,346","269,436","-52,090","27,789,897"
2888,新光金          ,"33,005,000","12,192,700","20,812,300",0,0,0,"197,000",0,"197,000","-329,767","368,000","636,767","-268,767","595,000","656,000","-61,000","20,679,533"
"=""033117""",亞翔群益52購02  ,0,0,0,0,0,0,0,0,0,"15,000,000",0,0,0,"15,000,000",0,"15,000,000","15,000,000"
2618,長榮航          ,"27,994,143","10,724,045","17,270,098",0,0,0,0,"3,535,000","-3,535,000","-497,166","692,000","998,000","-306,000","711,723","902,889","-191,166","13,237,932"
2603,長榮            ,"37,447,784","23,985,715","13,462,069",0,0,0,"18,000","902,000","-884,000","-91,962","1,641,000","1,713,000","-72,000","641,321","661,283","-19,962","12,486,107"
"=""00882""",中信中國高股息  ,"7,220,100","438,000","6,782,100",0,0,0,0,0,0,"5,652,594",0,0,0,"6,367,902","715,308","5,652,594","12,434,694"
3231,緯創            ,"18,625,377","10,362,220","8,263,157",0,0,0,"139,000",0,"139,000","999,003","674,003","272,000","402,003","742,000","145,000","597,000","9,401,160"
"=""00671R""",富邦NASDAQ反1   ,"1,028,000",0,"1,028,000",0,0,0,0,0,0,"7,307,000",0,0,0,"9,991,000","2,684,000","7,307,000","8,335,000"
"=""00642U""",期元大S&P石油   ,"8,000","4,000","4,000",0,0,0,0,0,0,"8,258,000",0,0,0,"8,297,000","39,000","8,258,000","8,262,000"
"=""00715L""",期街口布蘭特正2 ,"3,244,100","2,941,000","303,100",0,0,0,0,0,0,"7,267,000",0,0,0,"13,467,000","6,200,000","7,267,000","7,570,100"
5880,合庫金          ,"9,300,556","3,458,600","5,841,956",0,0,0,"70,000",0,"70,000","195,511","179,000","126,489","52,511","144,000","1,000","143,000","6,107,467"
2883,凱基金          ,"21,972,796","18,457,766","3,515,030",0,0,0,"3,625,000",0,"3,625,000","-1,138,076","1,298,000","2,433,976","-1,135,976","545,000","547,100","-2,100","6,001,954"
2834,臺企銀          ,"10,812,000","5,515,379","5,296,621",0,0,0,"30,000",0,"30,000","78,000","125,000","47,000","78,000",0,0,0,"5,404,621"
"=""00903""",富邦元宇宙      ,"33,500","20,000","13,500",0,0,0,0,0,0,"5,141,069",0,0,0,"13,368,000","8,226,931","5,141,069","5,154,569"
2882,國泰金          ,"11,507,297","4,851,484","6,655,813",0,0,0,"166,000","1,000,000","-834,000","-1,001,538","189,000","1,316,000","-1,127,000","221,000","95,538","125,462","4,820,275"
2330,台積電          ,"33,201,673","28,319,366","4,882,307",0,0,0,"379,000","6,000","373,000","-781,008","317,000","1,057,009","-740,009","197,984","238,983","-40,999","4,474,299"
"=""059224""",陽明元富45購04  ,0,0,0,0,0,0,0,0,0,"3,862,000",0,0,0,"4,274,000","412,000","3,862,000","3,862,000"
2892,第一金          ,"5,226,328","2,177,600","3,048,728",0,0,0,"568,000",0,"568,000","115,111","196,000","236,889","-40,889","157,000","1,000","156,000","3,731,839"
2615,萬海            ,"10,540,400","7,255,100","3,285,300",0,0,0,"367,000",0,"367,000","17,861","86,000","94,000","-8,000","131,380","105,519","25,861","3,670,161"
2601,益航            ,"5,435,000","1,763,000","3,672,000",0,0,0,0,0,0,"-52,366","2,000","4,366","-2,366",0,"50,000","-50,000","3,619,634"
"=""058268""",美債2X元大47購02,0,0,0,0,0,0,0,0,0,"3,478,000",0,0,0,"3,997,000","519,000","3,478,000","3,478,000"
"=""03682P""",全新群益42售02  ,0,0,0,0,0,0,0,0,0,"3,380,000",0,0,0,"3,680,000","300,000","3,380,000","3,380,000"
3049,精金            ,"4,173,000","957,000","3,216,000",0,0,0,0,0,0,"-72,877","2,000","4,000","-2,000","63,563","134,440","-70,877","3,143,123"
