證券代號,證券名稱,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""052116""",順德統一48購01  ,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""051858""",文曄元大43購01  ,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""052370""",威盛群益44購03  ,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""052200""",上証2X元富49購02,0,0,0,0,0,0,"5,000",0,0,0,"36,000","31,000","5,000","5,000"
"=""052235""",天鈺凱基43購02  ,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""053805""",建準國票46購01  ,0,0,0,0,0,0,"5,000",0,0,0,"10,000","5,000","5,000","5,000"
"=""053663""",台灣50元富44購04,0,0,0,0,0,0,"5,000",0,0,0,"155,000","150,000","5,000","5,000"
"=""053697""",中租元大4A購01  ,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""053840""",川湖元富4A購02  ,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""054096""",聯發科富邦48購01,0,0,0,0,0,0,"5,000",0,0,0,"15,000","10,000","5,000","5,000"
"=""054060""",汎銓元大44購03  ,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""055181""",香港2X國票46購02,0,0,0,0,0,0,"5,000",0,0,0,"8,000","3,000","5,000","5,000"
"=""055190""",金像電國票45購02,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""051650""",菱生群益44購01  ,0,0,0,0,0,0,"5,000",0,0,0,"12,000","7,000","5,000","5,000"
"=""054690""",台灣50凱基44購10,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""05156P""",台積電統一4A售10,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""052008""",虹堡元富46購01  ,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""052017""",華通國票44購04  ,0,0,0,0,0,0,"5,000",0,0,0,"8,000","3,000","5,000","5,000"
"=""048048""",臺股指凱基43購80,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""07014P""",電子類元大48售02,0,0,0,0,0,0,"5,000",0,0,0,"46,000","41,000","5,000","5,000"
"=""06960P""",陽明元大48售04  ,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""07118P""",臺股指元大48售25,0,0,0,0,0,0,"5,000",0,0,0,"105,000","100,000","5,000","5,000"
"=""07574P""",中鋼中信49售01  ,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
1233,天仁            ,"5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,"5,000"
"=""07354P""",南亞科凱基48售03,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""06530P""",國企2X元大47售04,0,0,0,0,0,0,"5,000",0,0,0,"20,000","15,000","5,000","5,000"
"=""06553P""",牧德國票48售02  ,0,0,0,0,0,0,"5,000",0,0,0,"151,000","146,000","5,000","5,000"
"=""06446P""",海悅國票47售02  ,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""06414P""",晟銘電元大46售06,0,0,0,0,0,0,"5,000",0,0,0,"47,000","42,000","5,000","5,000"
"=""06263P""",臺股指中信4A售03,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""06899P""",台積電群益4A售19,0,0,0,0,0,0,"5,000",0,0,0,"5,000",0,"5,000","5,000"
"=""06854P""",智邦元大47售05  ,0,0,0,0,0,0,"5,000",0,0,0,"10,000","5,000","5,000","5,000"
1806,冠軍            ,"68,000","56,000","12,000",0,0,0,"-7,000","1,000","8,000","-7,000",0,0,0,"5,000"
1446,宏和            ,"7,000","2,000","5,000",0,0,0,0,0,0,0,0,0,0,"5,000"
1324,地球            ,"5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,"5,000"
2437,旺詮            ,"10,000","5,000","5,000",0,0,0,0,0,0,0,0,0,0,"5,000"
2433,互盛電          ,"5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,"5,000"
2702,華園            ,"7,000","2,000","5,000",0,0,0,0,0,0,0,0,0,0,"5,000"
3296,勝德            ,"6,000",0,"6,000",0,0,0,"-1,000","1,000","2,000","-1,000",0,0,0,"5,000"
3164,景岳            ,"7,000","1,000","6,000",0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"5,000"
3094,聯傑            ,"12,000","3,000","9,000",0,0,0,"-4,000","1,000","5,000","-4,000",0,0,0,"5,000"
6605,帝寶            ,"44,000","18,000","26,000",0,"18,000","-18,000","-3,000",0,"3,000","-3,000",0,0,0,"5,000"
8443,阿瘦            ,"5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,"5,000"
6165,浪凡            ,"6,000","1,000","5,000",0,0,0,0,0,0,0,0,0,0,"5,000"
6117,迎廣            ,"5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,"5,000"
5225,東科-KY         ,"6,000","1,000","5,000",0,0,0,0,0,0,0,0,0,0,"5,000"
4141,龍燈-KY         ,"26,000","21,520","4,480",0,0,0,0,0,0,0,0,0,0,"4,480"
4144,康聯-KY         ,"10,000","5,629","4,371",0,0,0,0,0,0,0,0,0,0,"4,371"
3679,新至陞          ,"30,000","27,000","3,000",0,0,0,"1,000","1,000",0,"1,000",0,0,0,"4,000"
6128,上福            ,"4,000",0,"4,000",0,0,0,0,0,0,0,0,0,0,"4,000"
9106,新焦點-DR       ,"4,000",0,"4,000",0,0,0,0,0,0,0,0,0,0,"4,000"
8429,金麗-KY         ,"59,000","53,000","6,000",0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"4,000"
8033,雷虎            ,"10,000","6,000","4,000",0,0,0,0,0,0,0,0,0,0,"4,000"
8103,瀚荃            ,"21,000","8,000","13,000",0,0,0,"-9,000",0,"9,000","-9,000",0,0,0,"4,000"
3559,全智科          ,"17,000","11,000","6,000",0,0,0,"-2,000","1,000","3,000","-2,000",0,0,0,"4,000"
2904,匯僑            ,"4,000",0,"4,000",0,0,0,0,0,0,0,0,0,0,"4,000"
1732,毛寶            ,"4,000",0,"4,000",0,0,0,0,0,0,0,0,0,0,"4,000"
1538,正峰            ,"27,000","22,000","5,000",0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"4,000"
2302,麗正            ,"19,000","15,000","4,000",0,0,0,0,0,0,0,0,0,0,"4,000"
2348,海悅            ,"5,000","1,000","4,000",0,0,0,0,0,0,0,0,0,0,"4,000"
2429,銘旺科          ,"4,000",0,"4,000",0,0,0,0,0,0,0,0,0,0,"4,000"
2380,虹光            ,"24,000","2,000","22,000",0,0,0,"-18,000",0,"18,000","-18,000",0,0,0,"4,000"
"=""03032X""",元展29          ,0,0,0,0,0,0,"4,000",0,0,0,"4,000",0,"4,000","4,000"
"=""06260P""",世芯統一48售06  ,0,0,0,0,0,0,"4,000",0,0,0,"58,000","54,000","4,000","4,000"
"=""06201P""",南亞科群益48售01,0,0,0,0,0,0,"4,000",0,0,0,"6,000","2,000","4,000","4,000"
"=""06607P""",精成科元大47售06,0,0,0,0,0,0,"4,000",0,0,0,"36,000","32,000","4,000","4,000"
"=""07368P""",新日興元大48售11,0,0,0,0,0,0,"4,000",0,0,0,"4,000",0,"4,000","4,000"
1256,鮮活果汁-KY     ,"4,000",0,"4,000",0,0,0,0,0,0,0,0,0,0,"4,000"
"=""047916""",材料凱基42購04  ,0,0,0,0,0,0,"4,000",0,0,0,"4,000",0,"4,000","4,000"
"=""052047""",定穎控凱基43購02,0,0,0,0,0,0,"4,000",0,0,0,"24,000","20,000","4,000","4,000"
"=""054118""",威盛群益44購06  ,0,0,0,0,0,0,"4,000",0,0,0,"4,000",0,"4,000","4,000"
"=""054611""",來億群益45購02  ,0,0,0,0,0,0,"4,000",0,0,0,"36,000","32,000","4,000","4,000"
"=""054084""",電子類國票44購02,0,0,0,0,0,0,"4,000",0,0,0,"4,000",0,"4,000","4,000"
"=""053800""",上銀國票45購01  ,0,0,0,0,0,0,"4,000",0,0,0,"9,000","5,000","4,000","4,000"
"=""051840""",晟銘電國票46購01,0,0,0,0,0,0,"4,000",0,0,0,"4,000",0,"4,000","4,000"
"=""052125""",長華統一49購01  ,0,0,0,0,0,0,"4,000",0,0,0,"4,000",0,"4,000","4,000"
"=""052141""",聯強元大43購01  ,0,0,0,0,0,0,"4,000",0,0,0,"4,000",0,"4,000","4,000"
"=""054730""",聯發科國泰46購03,0,0,0,0,0,0,"4,000",0,0,0,"4,000",0,"4,000","4,000"
"=""05965P""",台灣50元富46售16,0,0,0,0,0,0,"4,000",0,0,0,"75,000","71,000","4,000","4,000"
"=""049769""",新巨凱基44購01  ,0,0,0,0,0,0,"4,000",0,0,0,"16,000","12,000","4,000","4,000"
"=""053592""",亞翔統一47購02  ,0,0,0,0,0,0,"4,000",0,0,0,"42,000","38,000","4,000","4,000"
"=""05846P""",台灣50永豐46售05,0,0,0,0,0,0,"4,000",0,0,0,"4,000",0,"4,000","4,000"
"=""05913P""",長榮航富邦46售02,0,0,0,0,0,0,"4,000",0,0,0,"12,000","8,000","4,000","4,000"
"=""050108""",中興電國泰45購04,0,0,0,0,0,0,"4,000",0,0,0,"4,000",0,"4,000","4,000"
"=""055594""",零壹凱基45購01  ,0,0,0,0,0,0,"4,000",0,0,0,"17,000","13,000","4,000","4,000"
"=""052872""",皇昌永豐46購01  ,0,0,0,0,0,0,"4,000",0,0,0,"70,000","66,000","4,000","4,000"
"=""055890""",A50正2元富44購06,0,0,0,0,0,0,"4,000",0,0,0,"4,000",0,"4,000","4,000"
"=""051761""",長華元富43購01  ,0,0,0,0,0,0,"4,000",0,0,0,"204,000","200,000","4,000","4,000"
"=""053562""",聯發科元大44購09,0,0,0,0,0,0,"4,000",0,0,0,"54,000","50,000","4,000","4,000"
"=""054029""",汎銓元富4A購01  ,0,0,0,0,0,0,"4,000",0,0,0,"64,000","60,000","4,000","4,000"
"=""054602""",凱基金群益45購01,0,0,0,0,0,0,"4,000",0,0,0,"9,000","5,000","4,000","4,000"
"=""053921""",永道元大44購01  ,0,0,0,0,0,0,"4,000",0,0,0,"5,000","1,000","4,000","4,000"
"=""05511P""",川湖凱基45售06  ,0,0,0,0,0,0,"4,000",0,0,0,"4,000",0,"4,000","4,000"
6283,淳安            ,"72,000","68,267","3,733",0,0,0,0,0,0,0,0,0,0,"3,733"
2109,華豐            ,"51,000","38,750","12,250",0,0,0,"-9,000",0,"9,000","-9,000",0,0,0,"3,250"
1539,巨庭            ,"30,000","24,000","6,000",0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"3,000"
1617,榮星            ,"23,000","14,000","9,000",0,0,0,"-6,000",0,"6,000","-6,000",0,0,0,"3,000"
3006,晶豪科          ,"146,000","192,000","-46,000",0,0,0,"49,000","58,000","10,000","48,000","59,000","58,000","1,000","3,000"
2471,資通            ,"4,000",0,"4,000",0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"3,000"
8427,基勝-KY         ,"18,000","13,000","5,000",0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"3,000"
8210,勤誠            ,"14,000","12,000","2,000",0,0,0,"1,000","1,000",0,"1,000",0,0,0,"3,000"
5706,鳳凰            ,"3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,"3,000"
"=""07128P""",台積電台新48售03,0,0,0,0,0,0,"3,000",0,0,0,"123,000","120,000","3,000","3,000"
"=""07227P""",鴻海元富48售13  ,0,0,0,0,0,0,"3,000",0,0,0,"12,000","9,000","3,000","3,000"
1213,大飲            ,"3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,"3,000"
"=""07328P""",台灣50元大49售09,0,0,0,0,0,0,"3,000",0,0,0,"72,000","69,000","3,000","3,000"
"=""07393P""",南亞科國票49售06,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""07508P""",滬深2X元大4A售07,0,0,0,0,0,0,"3,000",0,0,0,"8,000","5,000","3,000","3,000"
"=""06595P""",台灣50群益47售05,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""03064X""",元展59          ,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""06767P""",聯電中信47售02  ,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""054774""",和大凱基44購01  ,0,0,0,0,0,0,"3,000",0,0,0,"10,000","7,000","3,000","3,000"
"=""053559""",華碩元大48購01  ,0,0,0,0,0,0,"3,000",0,0,0,"54,000","51,000","3,000","3,000"
"=""055962""",技嘉國票44購02  ,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""055635""",佳必琪國票44購02,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""053238""",中鋼元大44購02  ,0,0,0,0,0,0,"3,000",0,0,0,"50,000","47,000","3,000","3,000"
"=""055895""",順德元富44購01  ,0,0,0,0,0,0,"3,000",0,0,0,"35,000","32,000","3,000","3,000"
"=""055003""",玉晶光國票44購02,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""054312""",中502X群益46購01,0,0,0,0,0,0,"3,000",0,0,0,"12,000","9,000","3,000","3,000"
"=""055757""",緯創國泰46購05  ,0,0,0,0,0,0,"3,000",0,0,0,"39,000","36,000","3,000","3,000"
"=""048869""",神達兆豐44購02  ,0,0,0,0,0,0,"3,000",0,0,0,"18,000","15,000","3,000","3,000"
"=""049619""",長榮群益45購01  ,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""050499""",緯穎元大43購15  ,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""06021P""",T50反1元富46售07,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""05997P""",世芯元富46售11  ,0,0,0,0,0,0,"3,000",0,0,0,"6,000","3,000","3,000","3,000"
"=""052745""",創意統一49購01  ,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""053109""",迅得統一4A購01  ,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""050251""",南港凱基43購01  ,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""051081""",裕隆永豐43購01  ,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""051107""",達興群益45購02  ,0,0,0,0,0,0,"3,000",0,0,0,"245,000","242,000","3,000","3,000"
"=""051061""",景碩元大43購30  ,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""051828""",洋華群益43購01  ,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
"=""052603""",亞光元大44購06  ,0,0,0,0,0,0,"3,000",0,0,0,"283,000","280,000","3,000","3,000"
"=""055145""",鴻海富邦48購01  ,0,0,0,0,0,0,"3,000",0,0,0,"3,000",0,"3,000","3,000"
8271,宇瞻            ,"32,000","27,009","4,991",0,0,0,"-2,000","1,000","3,000","-2,000",0,0,0,"2,991"
5203,訊連            ,"15,000","11,938","3,062",0,0,0,"-1,000","3,000","4,000","-1,000",0,0,0,"2,062"
5215,科嘉-KY         ,"6,000",0,"6,000",0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"2,000"
9958,世紀鋼          ,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,"2,000"
2438,翔耀            ,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,"2,000"
2731,雄獅            ,"7,000","5,000","2,000",0,0,0,0,0,0,0,0,0,0,"2,000"
3018,隆銘綠能        ,"6,000","4,000","2,000",0,0,0,0,0,0,0,0,0,0,"2,000"
1603,華電            ,"7,000","4,000","3,000",0,0,0,"-1,000",0,"1,000","-1,000",0,0,0,"2,000"
1475,業旺            ,"5,000","3,000","2,000",0,0,0,0,0,0,0,0,0,0,"2,000"
1805,寶徠            ,"5,000",0,"5,000",0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"2,000"
"=""06670P""",宏�硈肭�47售01  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""06648P""",臺股指凱基47售08,0,0,0,0,0,0,"2,000",0,0,0,"9,000","7,000","2,000","2,000"
"=""03046X""",元展43          ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""03015X""",元展15          ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""06829P""",緯穎元大47售02  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""00661""",元大日經225     ,0,0,0,0,0,0,"2,000",0,0,0,"4,000","2,000","2,000","2,000"
"=""06262P""",華邦電中信46售04,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""07450P""",邁達特元大48售04,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""07380P""",旺宏凱基48售03  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""07367P""",皇昌元大48售14  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""07347P""",臺股指群益48售30,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""07149P""",聯發科群益48售11,0,0,0,0,0,0,"2,000",0,0,0,"42,000","40,000","2,000","2,000"
"=""07150P""",聯發科群益48售12,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""048000""",景碩元大45購03  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""047634""",樺漢國票43購03  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""048016""",台泥兆豐48購01  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""05517P""",滬深2X元大45售10,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""053809""",皇昌國票44購03  ,0,0,0,0,0,0,"2,000",0,0,0,"78,000","76,000","2,000","2,000"
"=""053749""",滬深2X永豐47購02,0,0,0,0,0,0,"2,000",0,0,0,"14,000","12,000","2,000","2,000"
"=""054092""",大同富邦45購01  ,0,0,0,0,0,0,"2,000",0,0,0,"408,000","406,000","2,000","2,000"
"=""052025""",萬海國票44購06  ,0,0,0,0,0,0,"2,000",0,0,0,"4,000","2,000","2,000","2,000"
"=""052023""",怡利電國票47購01,0,0,0,0,0,0,"2,000",0,0,0,"20,000","18,000","2,000","2,000"
"=""051544""",迎廣群益44購01  ,0,0,0,0,0,0,"2,000",0,0,0,"69,000","67,000","2,000","2,000"
"=""051714""",滬深2X元大43購07,0,0,0,0,0,0,"2,000",0,0,0,"7,000","5,000","2,000","2,000"
"=""051685""",美利達凱基43購01,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""053033""",群光元大44購01  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""052189""",GIS國票43購01   ,0,0,0,0,0,0,"2,000",0,0,0,"18,000","16,000","2,000","2,000"
"=""054157""",凱基金永豐47購01,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""052401""",道瓊銀元大44購01,0,0,0,0,0,0,"2,000",0,0,0,"56,000","54,000","2,000","2,000"
"=""052412""",台光電元大43購25,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""054194""",威盛元富44購03  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""054199""",智原元富47購03  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""052148""",日電貿元大43購01,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""052083""",祥碩永豐45購01  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""050376""",達發元大43購01  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""053128""",辛耘凱基44購03  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""050825""",台積電國泰45購12,0,0,0,0,0,0,"2,000",0,0,0,"23,000","21,000","2,000","2,000"
"=""051374""",萬海元大43購17  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""051439""",臻鼎國泰45購03  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""048405""",T50正2富邦44購02,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""06067P""",聯發科群益4C售01,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""050406""",祥碩元富49購02  ,0,0,0,0,0,0,"2,000",0,0,0,"12,000","10,000","2,000","2,000"
"=""050454""",嘉澤群益46購02  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""049242""",台積電元大44購20,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""049421""",華通元富44購02  ,0,0,0,0,0,0,"2,000",0,0,0,"22,000","20,000","2,000","2,000"
"=""049417""",長華元大43購04  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""049973""",時碩凱基43購05  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""049852""",藍天統一51購01  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""05884P""",華城第一46售01  ,0,0,0,0,0,0,"2,000",0,0,0,"36,000","34,000","2,000","2,000"
"=""050996""",創意國票44購04  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""055361""",佳必琪元富45購01,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""054353""",臺股指群益44購19,0,0,0,0,0,0,"2,000",0,0,0,"4,000","2,000","2,000","2,000"
"=""054418""",深中小元富44購01,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""054410""",建準永豐46購02  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""05723P""",長榮航凱基46售04,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""053389""",台塑元大44購02  ,0,0,0,0,0,0,"2,000",0,0,0,"5,000","3,000","2,000","2,000"
"=""054494""",訊芯元大48購01  ,0,0,0,0,0,0,"2,000",0,0,0,"12,000","10,000","2,000","2,000"
"=""053309""",敦泰凱基45購01  ,0,0,0,0,0,0,"2,000",0,0,0,"101,000","99,000","2,000","2,000"
"=""053272""",華航永豐45購02  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""051732""",亞光元大43購19  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""051804""",矽統凱基43購10  ,0,0,0,0,0,0,"2,000",0,0,0,"4,000","2,000","2,000","2,000"
"=""053978""",皇昌凱基48購02  ,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""053998""",技嘉國泰46購01  ,0,0,0,0,0,0,"2,000",0,0,0,"3,000","1,000","2,000","2,000"
"=""054565""",陽明富邦46購02  ,0,0,0,0,0,0,"2,000",0,0,0,"40,000","38,000","2,000","2,000"
"=""055297""",矽統元大44購07  ,0,0,0,0,0,0,"2,000",0,0,0,"220,000","218,000","2,000","2,000"
"=""055284""",國企2X元大46購02,0,0,0,0,0,0,"2,000",0,0,0,"2,000",0,"2,000","2,000"
"=""055088""",T50反1凱基39購01,0,0,0,0,0,0,"2,000",0,0,0,"12,000","10,000","2,000","2,000"
"=""05510P""",臺股指國票45售07,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""055490""",皇昌元大44購07  ,0,0,0,0,0,0,"1,000",0,0,0,"11,000","10,000","1,000","1,000"
"=""054543""",鴻海台新44購02  ,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""053421""",滬深2X元富44購14,0,0,0,0,0,0,"1,000",0,0,0,"5,000","4,000","1,000","1,000"
"=""05488P""",京元電國票46售02,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""054883""",訊芯元大44購05  ,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""054937""",雲豹中信44購01  ,0,0,0,0,0,0,"1,000",0,0,0,"8,000","7,000","1,000","1,000"
"=""052263""",道瓊銀元富49購02,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""051770""",長榮國泰45購11  ,0,0,0,0,0,0,"1,000",0,0,0,"227,000","226,000","1,000","1,000"
"=""053364""",辛耘統一47購04  ,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""053271""",台光電永豐46購04,0,0,0,0,0,0,"1,000",0,0,0,"6,000","5,000","1,000","1,000"
"=""053316""",台積電富邦46購02,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""055936""",志聖元大44購05  ,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""05281P""",樺漢國票46售01  ,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""050947""",陽明群益45購03  ,0,0,0,0,0,0,"1,000",0,0,0,"391,000","390,000","1,000","1,000"
"=""049005""",上銀永豐43購01  ,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""050145""",材料凱基45購01  ,0,0,0,0,0,0,"1,000",0,0,0,"30,000","29,000","1,000","1,000"
"=""050915""",裕隆元富43購02  ,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""050081""",華航永豐45購01  ,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""049775""",富邦金凱基46購01,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""049905""",英業達富邦45購01,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""049508""",緯穎凱基45購03  ,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""049540""",陽明元大43購03  ,0,0,0,0,0,0,"1,000",0,0,0,"6,000","5,000","1,000","1,000"
"=""052692""",長榮元富44購01  ,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""052668""",聯發科統一3C購01,0,0,0,0,0,0,"1,000",0,0,0,"11,000","10,000","1,000","1,000"
"=""049383""",臺股指凱基43購86,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""050598""",奇鋐元大43購30  ,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
"=""050593""",聯發科元大43購31,0,0,0,0,0,0,"1,000",0,0,0,"13,000","12,000","1,000","1,000"
"=""050719""",元油反國票44購01,0,0,0,0,0,0,"1,000",0,0,0,"1,000",0,"1,000","1,000"
