證券代號,證券名稱,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
3481,群創            ,"20,368,000","8,637,540","11,730,460","820,000",0,"820,000","16,542,000","3,372,000","649,000","2,723,000","14,362,000","543,000","13,819,000","29,092,460"
"=""00637L""",元大滬深300正2  ,"3,418,000","1,600,000","1,818,000",0,0,0,"15,848,999","287,000","153,000","134,000","19,796,999","4,082,000","15,714,999","17,666,999"
2371,大同            ,"11,524,000","2,640,822","8,883,178",0,0,0,"1,639,000","181,000","6,000","175,000","4,525,000","3,061,000","1,464,000","10,522,178"
2002,中鋼            ,"14,822,000","1,924,874","12,897,126","160,000","620,000","-460,000","-2,113,000","465,000","659,000","-194,000","476,000","2,395,000","-1,919,000","10,324,126"
2409,友達            ,"20,716,000","16,494,166","4,221,834","1,220,000",0,"1,220,000","1,779,000","778,000","1,211,000","-433,000","4,584,000","2,372,000","2,212,000","7,220,834"
2344,華邦電          ,"12,129,000","4,692,867","7,436,133","950,000",0,"950,000","-1,734,000","600,000","78,000","522,000","605,000","2,861,000","-2,256,000","6,652,133"
"=""052462""",長榮元富54購01  ,0,0,0,0,0,0,"6,454,000",0,0,0,"6,504,000","50,000","6,454,000","6,454,000"
2439,美律            ,"4,698,000","320,658","4,377,342","28,000","1,000","27,000","1,279,000","414,000","72,000","342,000","1,007,000","70,000","937,000","5,683,342"
"=""00633L""",富邦上証正2     ,"2,577,000","1,356,000","1,221,000",0,0,0,"4,195,558","790,000","13,000","777,000","8,459,558","5,041,000","3,418,558","5,416,558"
2352,佳世達          ,"2,938,000","550,380","2,387,620",0,"150,000","-150,000","2,775,000","616,000","275,000","341,000","2,943,000","509,000","2,434,000","5,012,620"
2356,英業達          ,"7,828,399","2,734,471","5,093,928",0,0,0,"-123,000","256,000","87,000","169,000","410,000","702,000","-292,000","4,970,928"
6116,彩晶            ,"6,032,000","1,528,368","4,503,632",0,0,0,"460,000","125,000","58,000","67,000","836,000","443,000","393,000","4,963,632"
"=""051515""",元債2X群益4B購03,0,0,0,0,0,0,"4,780,000",0,0,0,"4,784,000","4,000","4,780,000","4,780,000"
2498,宏達電          ,"4,987,000","1,247,401","3,739,599",0,0,0,"525,000","24,000","4,000","20,000","586,000","81,000","505,000","4,264,599"
"=""00632R""",元大台灣50反1   ,"5,343,000","1,000","5,342,000",0,0,0,"-1,342,000","75,000","382,000","-307,000","720,000","1,755,000","-1,035,000","4,000,000"
"=""051518""",正新群益44購01  ,0,0,0,0,0,0,"3,455,000",0,0,0,"3,556,000","101,000","3,455,000","3,455,000"
2609,陽明            ,"3,432,000","101,421","3,330,579",0,0,0,"-44,000",0,"4,000","-4,000",0,"40,000","-40,000","3,286,579"
3005,神基            ,"2,555,000","432,000","2,123,000","376,000",0,"376,000","726,000","66,000","17,000","49,000","957,000","280,000","677,000","3,225,000"
2023,燁輝            ,"3,433,000","555,000","2,878,000",0,0,0,"333,000","374,000","33,000","341,000","329,000","337,000","-8,000","3,211,000"
"=""053032""",藍天元大4A購01  ,0,0,0,0,0,0,"3,165,000",0,0,0,"3,175,000","10,000","3,165,000","3,165,000"
2492,華新科          ,"997,000","106,634","890,366","1,004,000",0,"1,004,000","998,000","104,000","3,000","101,000","897,000",0,"897,000","2,892,366"
"=""05906P""",台積電凱基4A售13,0,0,0,0,0,0,"2,859,000",0,0,0,"2,880,000","21,000","2,859,000","2,859,000"
1303,南亞            ,"5,059,418","3,106,788","1,952,630","1,753,000","26,000","1,727,000","-847,000","95,000","540,000","-445,000","54,000","456,000","-402,000","2,832,630"
3706,神達            ,"2,807,000","346,386","2,460,614","110,000","525,000","-415,000","748,000","255,000","11,000","244,000","608,000","104,000","504,000","2,793,614"
2884,玉山金          ,"8,119,000","5,446,339","2,672,661",0,0,0,"-119,000",0,"13,000","-13,000",0,"106,000","-106,000","2,553,661"
"=""050881""",富邦金元大43購04,0,0,0,0,0,0,"2,487,000",0,0,0,"2,796,000","309,000","2,487,000","2,487,000"
"=""051241""",華通富邦43購03  ,0,0,0,0,0,0,"2,471,000",0,0,0,"3,780,000","1,309,000","2,471,000","2,471,000"
"=""0061""",元大寶滬深      ,0,"10,000","-10,000",0,0,0,"2,413,000","1,623,000","300,000","1,323,000","1,422,000","332,000","1,090,000","2,403,000"
"=""053450""",A50正2中信46購01,0,"21,000","-21,000",0,0,0,"2,206,000",0,0,0,"2,669,000","463,000","2,206,000","2,185,000"
3514,昱晶            ,"2,911,000","210,000","2,701,000",0,0,0,"-548,000",0,"476,000","-476,000","30,000","102,000","-72,000","2,153,000"
2345,智邦            ,"3,046,000","479,085","2,566,915","350,000","557,000","-207,000","-208,000","116,000","237,000","-121,000","42,000","129,000","-87,000","2,151,915"
"=""00641R""",富邦日本反1     ,"972,000",0,"972,000",0,0,0,"1,153,000",0,0,0,"1,950,000","797,000","1,153,000","2,125,000"
2324,仁寶            ,"7,895,364","7,604,340","291,024","1,846,000",0,"1,846,000","-39,000","46,000","48,000","-2,000",0,"37,000","-37,000","2,098,024"
"=""051449""",鉅祥凱基43購03  ,0,0,0,0,0,0,"2,062,000",0,0,0,"2,147,000","85,000","2,062,000","2,062,000"
"=""054640""",中砂元富47購02  ,0,0,0,0,0,0,"2,011,000",0,0,0,"2,113,000","102,000","2,011,000","2,011,000"
2353,宏��            ,"4,138,000","1,211,596","2,926,404",0,0,0,"-982,000","20,000","55,000","-35,000",0,"947,000","-947,000","1,944,404"
"=""06552P""",所羅門國票49售01,0,0,0,0,0,0,"1,910,000",0,0,0,"1,920,000","10,000","1,910,000","1,910,000"
1215,卜蜂            ,"850,000","1,743,300","-893,300","168,000",0,"168,000","2,561,000","1,000","3,000","-2,000","2,597,000","34,000","2,563,000","1,835,700"
2603,長榮            ,"2,654,000","1,150,503","1,503,497","616,000",0,"616,000","-309,000","241,000","543,000","-302,000",0,"7,000","-7,000","1,810,497"
"=""055569""",志聖元富44購02  ,0,0,0,0,0,0,"1,599,000",0,0,0,"1,599,000",0,"1,599,000","1,599,000"
"=""055979""",龍德船國票46購01,0,0,0,0,0,0,"1,568,000",0,0,0,"5,268,000","3,700,000","1,568,000","1,568,000"
"=""00665L""",富邦�琤肭磪囓�2 ,"715,000",0,"715,000",0,0,0,"789,000",0,"14,000","-14,000","1,592,000","789,000","803,000","1,504,000"
"=""05928P""",臺股指國票48售01,0,0,0,0,0,0,"1,429,000",0,0,0,"2,010,000","581,000","1,429,000","1,429,000"
2615,萬海            ,"1,490,000","305,536","1,184,464",0,0,0,"204,000","175,000","41,000","134,000","70,000",0,"70,000","1,388,464"
1455,集盛            ,"2,059,000","149,000","1,910,000",0,0,0,"-529,000","1,000","530,000","-529,000",0,0,0,"1,381,000"
"=""00635U""",期元大S&P黃金   ,0,0,0,0,0,0,"1,376,000","40,000","145,000","-105,000","2,250,000","769,000","1,481,000","1,376,000"
"=""03443C""",台新金元富6C牛01,0,0,0,0,0,0,"1,362,000",0,0,0,"1,362,000",0,"1,362,000","1,362,000"
"=""053520""",台積電群益47購17,0,0,0,0,0,0,"1,342,000",0,0,0,"1,467,000","125,000","1,342,000","1,342,000"
3545,敦泰            ,"437,000","214,000","223,000",0,0,0,"1,056,000","215,000","10,000","205,000","968,000","117,000","851,000","1,279,000"
"=""055121""",訊芯元大44購07  ,0,0,0,0,0,0,"1,276,000",0,0,0,"1,644,000","368,000","1,276,000","1,276,000"
2312,金寶            ,"1,421,000","91,000","1,330,000",0,0,0,"-55,000","7,000","32,000","-25,000","19,000","49,000","-30,000","1,275,000"
1314,中石化          ,"2,825,000","953,700","1,871,300",0,0,0,"-615,000","23,000","600,000","-577,000","864,000","902,000","-38,000","1,256,300"
"=""05790P""",臺股指元大47售17,0,0,0,0,0,0,"1,250,000",0,0,0,"1,250,000",0,"1,250,000","1,250,000"
"=""054297""",汎銓元大46購01  ,0,0,0,0,0,0,"1,240,000",0,0,0,"1,240,000",0,"1,240,000","1,240,000"
"=""055460""",健策群益46購03  ,0,0,0,0,0,0,"1,227,000",0,0,0,"1,533,000","306,000","1,227,000","1,227,000"
"=""051250""",十銓富邦44購02  ,0,0,0,0,0,0,"1,219,000",0,0,0,"1,530,000","311,000","1,219,000","1,219,000"
"=""053627""",台灣50凱基4A購01,0,0,0,0,0,0,"1,217,000",0,0,0,"1,310,000","93,000","1,217,000","1,217,000"
"=""051700""",美時永豐49購01  ,0,0,0,0,0,0,"1,215,000",0,0,0,"1,339,000","124,000","1,215,000","1,215,000"
5305,敦南            ,"1,337,000","147,000","1,190,000","24,000",0,"24,000","-8,000","7,000","15,000","-8,000",0,0,0,"1,206,000"
2014,中鴻            ,"1,860,000","693,000","1,167,000",0,0,0,"32,000","101,000","69,000","32,000",0,0,0,"1,199,000"
"=""055358""",定穎控元富44購03,0,0,0,0,0,0,"1,190,000",0,0,0,"1,210,000","20,000","1,190,000","1,190,000"
"=""055431""",SGBR2X群益46購02,0,0,0,0,0,0,"1,188,000",0,0,0,"1,399,000","211,000","1,188,000","1,188,000"
"=""053005""",億豐元富4A購01  ,0,0,0,0,0,0,"1,172,000",0,0,0,"1,172,000",0,"1,172,000","1,172,000"
"=""052068""",滬深2X永豐44購05,0,0,0,0,0,0,"1,165,000",0,0,0,"1,720,000","555,000","1,165,000","1,165,000"
"=""055262""",金像電群益44購03,0,0,0,0,0,0,"1,164,000",0,0,0,"1,281,000","117,000","1,164,000","1,164,000"
2049,上銀            ,"1,809,000","253,613","1,555,387",0,0,0,"-393,000","2,000","9,000","-7,000","85,000","471,000","-386,000","1,162,387"
"=""053506""",迅得國票44購03  ,0,0,0,0,0,0,"1,159,000",0,0,0,"1,883,000","724,000","1,159,000","1,159,000"
"=""055483""",全新元大47購03  ,0,0,0,0,0,0,"1,155,000",0,0,0,"1,180,000","25,000","1,155,000","1,155,000"
"=""053564""",宏達電元大47購01,0,0,0,0,0,0,"1,149,000",0,0,0,"1,200,000","51,000","1,149,000","1,149,000"
2331,精英            ,"1,405,000","270,538","1,134,462",0,0,0,"8,000","294,000","226,000","68,000",0,"60,000","-60,000","1,142,462"
"=""055008""",矽力國票45購04  ,0,0,0,0,0,0,"1,140,000",0,0,0,"1,160,000","20,000","1,140,000","1,140,000"
"=""053202""",聯發科元富47購05,0,"200,000","-200,000",0,0,0,"1,311,000",0,0,0,"1,769,000","458,000","1,311,000","1,111,000"
"=""049411""",材料元大43購35  ,0,0,0,0,0,0,"1,109,000",0,0,0,"1,191,000","82,000","1,109,000","1,109,000"
2301,光寶科          ,"8,805,393","7,639,634","1,165,759",0,"144,000","-144,000","86,000","192,000","131,000","61,000","50,000","25,000","25,000","1,107,759"
"=""054243""",訊芯國泰46購03  ,0,0,0,0,0,0,"1,107,000",0,0,0,"1,135,000","28,000","1,107,000","1,107,000"
3231,緯創            ,"5,255,000","3,762,088","1,492,912","34,000",0,"34,000","-420,000","1,045,000","1,059,000","-14,000","44,000","450,000","-406,000","1,106,912"
"=""055925""",鴻海元大44購36  ,0,0,0,0,0,0,"1,091,000",0,0,0,"2,287,000","1,196,000","1,091,000","1,091,000"
4906,正文            ,"1,132,000","30,000","1,102,000",0,0,0,"-13,000","2,000","15,000","-13,000",0,0,0,"1,089,000"
"=""055241""",欣興凱基44購04  ,0,0,0,0,0,0,"1,064,000",0,0,0,"1,594,000","530,000","1,064,000","1,064,000"
"=""054357""",電子類群益44購03,0,0,0,0,0,0,"1,056,000",0,0,0,"1,081,000","25,000","1,056,000","1,056,000"
3519,綠能            ,"1,187,000","127,000","1,060,000",0,0,0,"-5,000",0,"5,000","-5,000",0,0,0,"1,055,000"
"=""055461""",健策群益4A購01  ,0,0,0,0,0,0,"1,048,000",0,0,0,"1,094,000","46,000","1,048,000","1,048,000"
"=""00672L""",元大S&P原油正2  ,0,"80,000","-80,000",0,0,0,"1,120,000",0,0,0,"1,661,000","541,000","1,120,000","1,040,000"
"=""054587""",和大群益45購02  ,0,0,0,0,0,0,"1,033,000",0,0,0,"1,962,000","929,000","1,033,000","1,033,000"
"=""053004""",裕慶元富4A購01  ,0,0,0,0,0,0,"1,032,000",0,0,0,"1,082,000","50,000","1,032,000","1,032,000"
1704,榮化            ,"1,999,000","865,786","1,133,214",0,0,0,"-103,000","98,000","43,000","55,000","8,000","166,000","-158,000","1,030,214"
"=""050906""",金像電國票44購02,0,0,0,0,0,0,"1,027,000",0,0,0,"1,027,000",0,"1,027,000","1,027,000"
"=""054313""",聚陽群益44購01  ,0,0,0,0,0,0,"1,023,000",0,0,0,"1,184,000","161,000","1,023,000","1,023,000"
"=""051233""",材料元大43購42  ,0,0,0,0,0,0,"1,013,000",0,0,0,"1,053,000","40,000","1,013,000","1,013,000"
"=""03240B""",元熊B1          ,0,0,0,0,0,0,"1,002,000",0,0,0,"2,062,000","1,060,000","1,002,000","1,002,000"
"=""05960P""",金寶元大46售04  ,0,0,0,0,0,0,"1,000,000",0,0,0,"1,000,000",0,"1,000,000","1,000,000"
"=""055967""",億光國票44購01  ,0,0,0,0,0,0,"998,000",0,0,0,"998,000",0,"998,000","998,000"
"=""053259""",訊芯元大4A購01  ,0,0,0,0,0,0,"993,000",0,0,0,"2,301,000","1,308,000","993,000","993,000"
"=""055406""",元債2X中信44購02,0,0,0,0,0,0,"990,000",0,0,0,"1,148,000","158,000","990,000","990,000"
2328,廣宇            ,"935,000","105,713","829,287",0,0,0,"146,000",0,"15,000","-15,000","243,000","82,000","161,000","975,287"
"=""049482""",貿聯國票44購01  ,0,0,0,0,0,0,"970,000",0,0,0,"970,000",0,"970,000","970,000"
"=""055398""",志聖統一4C購01  ,0,0,0,0,0,0,"949,000",0,0,0,"1,188,000","239,000","949,000","949,000"
1718,中纖            ,"1,676,800","57,954","1,618,846",0,0,0,"-671,000","5,000","59,000","-54,000","2,000","619,000","-617,000","947,846"
"=""052031""",祥碩國票43購02  ,0,0,0,0,0,0,"939,000",0,0,0,"1,526,000","587,000","939,000","939,000"
"=""054924""",矽統國泰46購01  ,0,0,0,0,0,0,"924,000",0,0,0,"924,000",0,"924,000","924,000"
"=""055068""",威盛群益4A購02  ,0,0,0,0,0,0,"911,000",0,0,0,"1,349,000","438,000","911,000","911,000"
"=""053328""",華城群益44購02  ,0,0,0,0,0,0,"908,000",0,0,0,"982,000","74,000","908,000","908,000"
"=""053186""",來億國票45購01  ,0,0,0,0,0,0,"903,000",0,0,0,"1,316,000","413,000","903,000","903,000"
"=""055055""",中信金統一4A購01,0,0,0,0,0,0,"897,000",0,0,0,"1,116,000","219,000","897,000","897,000"
"=""053249""",陽明元大49購02  ,0,0,0,0,0,0,"894,000",0,0,0,"1,288,000","394,000","894,000","894,000"
"=""052569""",昇貿凱基46購02  ,0,0,0,0,0,0,"891,000",0,0,0,"1,021,000","130,000","891,000","891,000"
"=""054163""",訊芯永豐47購01  ,0,0,0,0,0,0,"888,000",0,0,0,"924,000","36,000","888,000","888,000"
"=""054535""",奇鋐國泰46購01  ,0,0,0,0,0,0,"885,000",0,0,0,"1,384,000","499,000","885,000","885,000"
"=""055909""",穎崴元富47購01  ,0,0,0,0,0,0,"879,000",0,0,0,"886,000","7,000","879,000","879,000"
"=""052798""",聯發科群益4A購01,0,0,0,0,0,0,"870,000",0,0,0,"1,716,000","846,000","870,000","870,000"
2448,晶電            ,"1,512,000","585,375","926,625",0,"39,000","-39,000","-18,000",0,"15,000","-15,000",0,"3,000","-3,000","869,625"
"=""055275""",世芯群益46購04  ,0,0,0,0,0,0,"856,000",0,0,0,"942,000","86,000","856,000","856,000"
"=""053148""",台光電群益44購01,0,0,0,0,0,0,"851,000",0,0,0,"851,000",0,"851,000","851,000"
"=""052918""",國企2X凱基48購02,0,0,0,0,0,0,"844,000",0,0,0,"876,000","32,000","844,000","844,000"
"=""05520P""",技嘉元大45售20  ,0,0,0,0,0,0,"829,000",0,0,0,"829,000",0,"829,000","829,000"
"=""053831""",世紀鋼國票45購01,0,0,0,0,0,0,"827,000",0,0,0,"968,000","141,000","827,000","827,000"
"=""052910""",瑞祺國票44購01  ,0,0,0,0,0,0,"824,000",0,0,0,"1,189,000","365,000","824,000","824,000"
"=""054301""",上銀統一48購01  ,0,0,0,0,0,0,"820,000",0,0,0,"1,271,000","451,000","820,000","820,000"
"=""054877""",世芯元大44購16  ,0,0,0,0,0,0,"815,000",0,0,0,"825,000","10,000","815,000","815,000"
"=""055593""",奇鋐凱基45購04  ,0,0,0,0,0,0,"814,000",0,0,0,"843,000","29,000","814,000","814,000"
2204,中華            ,"969,990","332,533","637,457","131,000","43,000","88,000","83,000","100,000","17,000","83,000",0,0,0,"808,457"
"=""00650L""",復華香港正2     ,"462,000",0,"462,000",0,0,0,"341,000","308,000","7,000","301,000","139,000","99,000","40,000","803,000"
"=""053320""",上証2X群益46購03,0,0,0,0,0,0,"800,000",0,0,0,"800,000",0,"800,000","800,000"
"=""053076""",玉晶光富邦46購01,0,0,0,0,0,0,"796,000",0,0,0,"988,000","192,000","796,000","796,000"
2383,台光電          ,"993,000","191,000","802,000","180,000","200,000","-20,000","14,000","137,000","214,000","-77,000","225,000","134,000","91,000","796,000"
2633,台灣高鐵        ,"1,519,000","38,000","1,481,000",0,0,0,"-685,000","120,000","805,000","-685,000",0,0,0,"796,000"
"=""055892""",中502X元富44購13,0,0,0,0,0,0,"789,000",0,0,0,"2,566,000","1,777,000","789,000","789,000"
"=""052858""",亞德客永豐46購01,0,0,0,0,0,0,"787,000",0,0,0,"787,000",0,"787,000","787,000"
"=""055464""",祥碩群益46購03  ,0,0,0,0,0,0,"782,000",0,0,0,"1,003,000","221,000","782,000","782,000"
"=""051069""",電子類元大43購03,0,0,0,0,0,0,"775,000",0,0,0,"1,096,000","321,000","775,000","775,000"
"=""053743""",祥碩國泰46購01  ,0,0,0,0,0,0,"773,000",0,0,0,"816,000","43,000","773,000","773,000"
2801,彰銀            ,"3,567,000","2,827,351","739,649",0,0,0,"31,000","108,000","58,000","50,000",0,"19,000","-19,000","770,649"
8112,至上            ,"909,000","140,434","768,566",0,0,0,"-2,000","2,000","4,000","-2,000",0,0,0,"766,566"
"=""054468""",鴻海元大44購21  ,0,0,0,0,0,0,"766,000",0,0,0,"885,000","119,000","766,000","766,000"
"=""055459""",群創群益44購05  ,0,0,0,0,0,0,"765,000",0,0,0,"1,006,000","241,000","765,000","765,000"
1560,中砂            ,"367,000","104,100","262,900","305,000",0,"305,000","195,000","178,000","3,000","175,000","30,000","10,000","20,000","762,900"
"=""051612""",上証2X元富49購01,0,0,0,0,0,0,"761,000",0,0,0,"761,000",0,"761,000","761,000"
"=""054875""",嘉澤元大44購04  ,0,0,0,0,0,0,"760,000",0,0,0,"770,000","10,000","760,000","760,000"
"=""052268""",華紙元富46購01  ,0,0,0,0,0,0,"750,000",0,0,0,"1,250,000","500,000","750,000","750,000"
1304,台聚            ,"1,016,000","340,000","676,000",0,0,0,"74,000","1,000","34,000","-33,000","107,000",0,"107,000","750,000"
"=""054823""",晶豪科國票44購02,0,0,0,0,0,0,"743,000",0,0,0,"743,000",0,"743,000","743,000"
"=""053728""",愛普群益44購04  ,0,0,0,0,0,0,"735,000",0,0,0,"750,000","15,000","735,000","735,000"
2103,台橡            ,"5,020,000","2,119,355","2,900,645",0,"1,650,000","-1,650,000","-528,000","53,000","260,000","-207,000","99,000","420,000","-321,000","722,645"
"=""052570""",晶相光凱基46購01,0,0,0,0,0,0,"721,000",0,0,0,"766,000","45,000","721,000","721,000"
"=""053245""",群光元大44購02  ,0,0,0,0,0,0,"712,000",0,0,0,"712,000",0,"712,000","712,000"
"=""054532""",威盛國泰46購01  ,0,0,0,0,0,0,"711,000",0,0,0,"772,000","61,000","711,000","711,000"
"=""055288""",上銀元大44購05  ,0,0,0,0,0,0,"711,000",0,0,0,"717,000","6,000","711,000","711,000"
"=""055589""",聯發科凱基44購10,0,0,0,0,0,0,"710,000",0,0,0,"710,000",0,"710,000","710,000"
"=""052044""",萬海凱基43購11  ,0,0,0,0,0,0,"699,000",0,0,0,"799,000","100,000","699,000","699,000"
"=""052669""",GIS永豐45購01   ,0,0,0,0,0,0,"699,000",0,0,0,"1,201,000","502,000","699,000","699,000"
"=""054523""",華碩富邦48購01  ,0,0,0,0,0,0,"695,000",0,0,0,"1,278,000","583,000","695,000","695,000"
"=""052431""",元晶富邦46購01  ,0,0,0,0,0,0,"692,000",0,0,0,"797,000","105,000","692,000","692,000"
"=""055591""",漢翔凱基44購02  ,0,0,0,0,0,0,"689,000",0,0,0,"1,024,000","335,000","689,000","689,000"
"=""055632""",創意國票45購05  ,0,0,0,0,0,0,"688,000",0,0,0,"795,000","107,000","688,000","688,000"
"=""055980""",天虹國票46購03  ,0,0,0,0,0,0,"684,000",0,0,0,"841,000","157,000","684,000","684,000"
"=""053682""",致茂元大44購04  ,0,0,0,0,0,0,"681,000",0,0,0,"712,000","31,000","681,000","681,000"
"=""051131""",新日興凱基43購09,0,0,0,0,0,0,"680,000",0,0,0,"680,000",0,"680,000","680,000"
"=""049827""",農林群益43購01  ,0,0,0,0,0,0,"679,000",0,0,0,"679,000",0,"679,000","679,000"
1717,長興            ,"382,000","27,068","354,932",0,0,0,"320,000","327,000","7,000","320,000",0,0,0,"674,932"
"=""053492""",國企2X國票45購01,0,0,0,0,0,0,"673,000",0,0,0,"783,000","110,000","673,000","673,000"
2337,旺宏            ,"4,468,000","3,796,856","671,144",0,0,0,0,0,0,0,0,0,0,"671,144"
"=""052004""",萬海元富43購04  ,"14,000",0,"14,000",0,0,0,"655,000",0,0,0,"1,171,000","516,000","655,000","669,000"
"=""055430""",國企2X群益46購02,0,0,0,0,0,0,"667,000",0,0,0,"790,000","123,000","667,000","667,000"
"=""055940""",皇昌元大44購09  ,0,0,0,0,0,0,"665,000",0,0,0,"1,171,000","506,000","665,000","665,000"
"=""055271""",景碩群益46購03  ,0,0,0,0,0,0,"658,000",0,0,0,"675,000","17,000","658,000","658,000"
"=""054374""",國企2X凱基47購01,0,0,0,0,0,0,"657,000",0,0,0,"990,000","333,000","657,000","657,000"
"=""048311""",智原元大43購25  ,0,0,0,0,0,0,"654,000",0,0,0,"668,000","14,000","654,000","654,000"
"=""054828""",景碩國票48購01  ,0,0,0,0,0,0,"649,000",0,0,0,"2,406,000","1,757,000","649,000","649,000"
"=""055544""",志聖統一54購02  ,0,0,0,0,0,0,"648,000",0,0,0,"654,000","6,000","648,000","648,000"
"=""051768""",微星國泰45購03  ,0,0,0,0,0,0,"644,000",0,0,0,"1,017,000","373,000","644,000","644,000"
"=""051956""",迎廣永豐45購01  ,0,0,0,0,0,0,"644,000",0,0,0,"1,236,000","592,000","644,000","644,000"
"=""051343""",定穎控國泰45購01,0,0,0,0,0,0,"642,000",0,0,0,"926,000","284,000","642,000","642,000"
3380,明泰            ,"707,000","20,000","687,000",0,0,0,"-46,000","5,000","79,000","-74,000","37,000","9,000","28,000","641,000"
2377,微星            ,"3,043,000","3,382,724","-339,724","1,012,000","100,000","912,000","66,000","286,000","296,000","-10,000","321,000","245,000","76,000","638,276"
"=""053639""",華碩凱基47購02  ,0,0,0,0,0,0,"637,000",0,0,0,"664,000","27,000","637,000","637,000"
"=""050271""",台灣50元富43購05,0,0,0,0,0,0,"628,000",0,0,0,"628,000",0,"628,000","628,000"
"=""055760""",矽力國泰46購03  ,0,0,0,0,0,0,"627,000",0,0,0,"1,049,000","422,000","627,000","627,000"
"=""055465""",瑞儀群益45購01  ,0,0,0,0,0,0,"621,000",0,0,0,"665,000","44,000","621,000","621,000"
"=""053292""",中砂凱基44購04  ,0,0,0,0,0,0,"618,000",0,0,0,"644,000","26,000","618,000","618,000"
2845,遠東銀          ,"1,006,000","383,616","622,384",0,0,0,"-5,000","15,000","20,000","-5,000",0,0,0,"617,384"
"=""054032""",緯穎台新44購02  ,0,0,0,0,0,0,"617,000",0,0,0,"1,585,000","968,000","617,000","617,000"
"=""053971""",A50正2凱基44購03,0,0,0,0,0,0,"616,000",0,0,0,"834,000","218,000","616,000","616,000"
"=""055868""",天虹凱基46購02  ,0,0,0,0,0,0,"616,000",0,0,0,"793,000","177,000","616,000","616,000"
"=""054580""",亞翔統一4A購02  ,0,0,0,0,0,0,"611,000",0,0,0,"635,000","24,000","611,000","611,000"
1337,再生-KY         ,"619,000","8,165","610,835",0,0,0,"-2,000","2,000","4,000","-2,000",0,0,0,"608,835"
"=""051760""",雷虎元富49購02  ,0,0,0,0,0,0,"605,000",0,0,0,"835,000","230,000","605,000","605,000"
"=""054984""",雲豹元富44購04  ,0,0,0,0,0,0,"600,000",0,0,0,"630,000","30,000","600,000","600,000"
"=""050087""",世芯永豐45購04  ,0,0,0,0,0,0,"600,000",0,0,0,"600,000",0,"600,000","600,000"
"=""052140""",智邦元大43購08  ,0,0,0,0,0,0,"600,000",0,0,0,"600,000",0,"600,000","600,000"
"=""055588""",美律凱基44購02  ,0,0,0,0,0,0,"598,000",0,0,0,"615,000","17,000","598,000","598,000"
6216,居易            ,"598,000",0,"598,000",0,0,0,0,0,0,0,0,0,0,"598,000"
"=""051637""",京鼎台新43購01  ,0,0,0,0,0,0,"595,000",0,0,0,"605,000","10,000","595,000","595,000"
"=""07215P""",健策元大48售10  ,0,0,0,0,0,0,"592,000",0,0,0,"595,000","3,000","592,000","592,000"
"=""055621""",普安國票44購02  ,0,0,0,0,0,0,"590,000",0,0,0,"610,000","20,000","590,000","590,000"
2311,日月光          ,"7,505,000","6,715,153","789,847","45,000",0,"45,000","-245,000","9,000","90,000","-81,000","7,000","171,000","-164,000","589,847"
"=""05564P""",長榮航富邦45售02,0,0,0,0,0,0,"589,000",0,0,0,"732,000","143,000","589,000","589,000"
"=""054052""",京鼎元大46購02  ,0,0,0,0,0,0,"585,000",0,0,0,"798,000","213,000","585,000","585,000"
"=""055703""",愛普富邦46購02  ,0,0,0,0,0,0,"584,000",0,0,0,"605,000","21,000","584,000","584,000"
3682,亞太電          ,"701,000","137,509","563,491",0,0,0,"18,000","105,000","85,000","20,000",0,"2,000","-2,000","581,491"
"=""052225""",偉詮電凱基43購01,0,0,0,0,0,0,"580,000",0,0,0,"1,269,000","689,000","580,000","580,000"
2379,瑞昱            ,"1,637,230","1,113,634","523,596","114,000","28,000","86,000","-34,000","25,000","85,000","-60,000","26,000",0,"26,000","575,596"
6213,聯茂            ,"545,000","37,000","508,000","125,000",0,"125,000","-61,000","42,000","92,000","-50,000","5,000","16,000","-11,000","572,000"
"=""054627""",世芯國票45購05  ,0,0,0,0,0,0,"572,000",0,0,0,"572,000",0,"572,000","572,000"
"=""055499""",天鈺元大44購03  ,0,0,0,0,0,0,"571,000",0,0,0,"611,000","40,000","571,000","571,000"
"=""055803""",光寶科群益3A購02,0,0,0,0,0,0,"570,000",0,0,0,"807,000","237,000","570,000","570,000"
"=""056031""",飛宏凱基44購01  ,0,0,0,0,0,0,"570,000",0,0,0,"600,000","30,000","570,000","570,000"
"=""054564""",金像電富邦46購01,0,0,0,0,0,0,"562,000",0,0,0,"1,364,000","802,000","562,000","562,000"
"=""054769""",世紀鋼永豐47購01,0,0,0,0,0,0,"559,000",0,0,0,"819,000","260,000","559,000","559,000"
8105,凌巨            ,"256,000","75,000","181,000","200,000",0,"200,000","173,000","183,000","10,000","173,000",0,0,0,"554,000"
"=""055173""",長榮元富44購03  ,0,0,0,0,0,0,"553,000",0,0,0,"705,000","152,000","553,000","553,000"
"=""053165""",上証2X國票45購10,0,0,0,0,0,0,"551,000",0,0,0,"1,167,000","616,000","551,000","551,000"
"=""06346P""",台塑化國票46售03,0,0,0,0,0,0,"551,000",0,0,0,"666,000","115,000","551,000","551,000"
