證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
3231,緯創            ,"37,657,798","15,202,000","22,455,798",0,0,0,"304,000","24,000","280,000","-332,215","809,151","1,531,366","-722,215","994,000","604,000","390,000","22,403,583"
2883,凱基金          ,"31,196,692","13,004,000","18,192,692",0,0,0,"1,158,000","76,000","1,082,000","-1,929,288","1,153,000","1,597,288","-444,288","547,000","2,032,000","-1,485,000","17,345,404"
"=""00642U""",期元大S&P石油   ,"1,083,000","70,000","1,013,000",0,0,0,0,0,0,"14,443,268",0,0,0,"22,232,268","7,789,000","14,443,268","15,456,268"
3714,富采            ,"12,918,761","7,325,100","5,593,661",0,0,0,"7,994,000","3,000","7,991,000","1,294,758","1,057,553","645,000","412,553","1,172,205","290,000","882,205","14,879,419"
2891,中信金          ,"28,214,826","13,098,007","15,116,819",0,0,0,"338,000","64,000","274,000","-852,887","571,801","1,362,688","-790,887","344,000","406,000","-62,000","14,537,932"
"=""00632R""",元大台灣50反1   ,"3,865,000","1,636,000","2,229,000",0,0,0,0,0,0,"10,597,882","7,000,000","300,000","6,700,000","65,605,981","61,708,099","3,897,882","12,826,882"
3017,奇鋐            ,"13,609,000","3,939,300","9,669,700",0,0,0,"878,000","112,000","766,000","560,073","4,000","85,000","-81,000","760,040","118,967","641,073","10,995,773"
2313,華通            ,"9,723,000","738,000","8,985,000",0,0,0,"5,000","6,000","-1,000","44,765","254,538","408,236","-153,698","388,463","190,000","198,463","9,028,765"
"=""00715L""",期街口布蘭特正2 ,"6,362,000","865,000","5,497,000",0,0,0,0,0,0,"2,275,000",0,0,0,"17,593,000","15,318,000","2,275,000","7,772,000"
2353,宏��            ,"10,296,036","1,883,000","8,413,036",0,0,0,"269,000","25,000","244,000","-987,895","123,000","139,000","-16,000","726,105","1,698,000","-971,895","7,669,141"
2368,金像電          ,"13,673,249","6,680,000","6,993,249",0,0,0,0,"2,000","-2,000","-867,413","257,000","853,000","-596,000","292,587","564,000","-271,413","6,123,836"
"=""053996""",中砂國泰46購01  ,0,0,0,0,0,0,0,0,0,"5,680,000",0,0,0,"5,925,000","245,000","5,680,000","5,680,000"
"=""00882""",中信中國高股息  ,"6,310,000","208,490","6,101,510",0,0,0,0,0,0,"-995,936",0,0,0,"3,054,839","4,050,775","-995,936","5,105,574"
2426,鼎元            ,"6,121,000","1,191,000","4,930,000",0,0,0,0,0,0,"132,970","13,000","15,000","-2,000","140,970","6,000","134,970","5,062,970"
2801,彰銀            ,"7,219,870","1,735,000","5,484,870",0,0,0,"38,000",0,"38,000","-540,000","68,000","673,000","-605,000","65,000",0,"65,000","4,982,870"
5880,合庫金          ,"8,271,454","3,148,000","5,123,454",0,0,0,"57,000","45,000","12,000","-281,706","166,000","571,706","-405,706","124,000",0,"124,000","4,853,748"
4938,和碩            ,"7,880,603","2,913,000","4,967,603",0,0,0,"170,000","11,000","159,000","-357,678","43,000","643,000","-600,000","293,802","51,480","242,322","4,768,925"
1316,上曜            ,"19,010,000","14,518,000","4,492,000",0,0,0,0,0,0,"-64,000","16,000","80,000","-64,000",0,0,0,"4,428,000"
"=""053919""",訊芯元大46購03  ,0,0,0,0,0,0,0,0,0,"4,427,000",0,0,0,"4,557,000","130,000","4,427,000","4,427,000"
2892,第一金          ,"8,766,094","4,619,037","4,147,057",0,0,0,"369,000","43,000","326,000","-241,045","163,000","536,045","-373,045","132,000",0,"132,000","4,232,012"
"=""03030P""",台灣50中信42售02,0,0,0,0,0,0,0,0,0,"3,872,000",0,0,0,"5,472,000","1,600,000","3,872,000","3,872,000"
2393,億光            ,"5,666,000","3,766,060","1,899,940",0,0,0,"2,209,000",0,"2,209,000","-334,726","196,949","296,128","-99,179","229,453","465,000","-235,547","3,774,214"
"=""053333""",奇鋐群益46購02  ,0,0,0,0,0,0,0,0,0,"3,738,000",0,0,0,"3,738,000",0,"3,738,000","3,738,000"
"=""058382""",辛耘國票45購04  ,0,0,0,0,0,0,0,0,0,"3,586,000",0,0,0,"4,326,000","740,000","3,586,000","3,586,000"
2382,廣達            ,"4,982,045","887,200","4,094,845",0,0,0,"294,000","27,000","267,000","-791,000","117,000","1,048,000","-931,000","165,000","25,000","140,000","3,570,845"
2498,宏達電          ,"9,646,236","4,879,000","4,767,236",0,0,0,0,0,0,"-1,221,214","148,000","1,047,518","-899,518","114,285","435,981","-321,696","3,546,022"
