證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2368,金像電          ,"29,682,000","9,566,612","20,115,388",0,0,0,"1,796,000","140,000","1,656,000","690,137","639,000","630,000","9,000","1,243,137","562,000","681,137","22,461,525"
"=""00632R""",元大台灣50反1   ,"1,000","72,000","-71,000",0,0,0,0,0,0,"13,263,202","3,859,000","650,000","3,209,000","35,982,202","25,928,000","10,054,202","13,192,202"
"=""00637L""",元大滬深300正2  ,"4,652,000","10,240,000","-5,588,000",0,0,0,0,0,0,"18,649,504",0,0,0,"39,523,258","20,873,754","18,649,504","13,061,504"
"=""074136""",廣宇元大49購03  ,0,0,0,0,0,0,0,0,0,"4,009,000",0,0,0,"4,403,000","394,000","4,009,000","4,009,000"
4915,致伸            ,"3,956,350","376,100","3,580,250",0,0,0,0,0,0,"35,279","9,000",0,"9,000","125,279","99,000","26,279","3,615,529"
1314,中石化          ,"4,587,000","808,000","3,779,000",0,0,0,0,0,0,"-505,447","51,000","172,000","-121,000","88,000","472,447","-384,447","3,273,553"
"=""073172""",華孚元大49購01  ,0,0,0,0,0,0,0,0,0,"3,056,000",0,0,0,"4,345,000","1,289,000","3,056,000","3,056,000"
"=""057523""",台灣50元大46購05,0,0,0,0,0,0,0,0,0,"2,830,000",0,0,0,"3,000,000","170,000","2,830,000","2,830,000"
"=""04219P""",T50正2凱基45售03,0,0,0,0,0,0,0,0,0,"2,780,000",0,0,0,"2,800,000","20,000","2,780,000","2,780,000"
1795,美時            ,"5,188,000","3,259,800","1,928,200",0,0,0,"368,000",0,"368,000","72,105","78,223","8,348","69,875","148,230","146,000","2,230","2,368,305"
"=""063908""",電子類元大46購03,0,0,0,0,0,0,0,0,0,"2,295,000",0,0,0,"2,495,000","200,000","2,295,000","2,295,000"
"=""00893""",國泰智能電動車  ,"4,400,000","447,000","3,953,000",0,0,0,0,0,0,"-1,672,337",0,0,0,"2,154,404","3,826,741","-1,672,337","2,280,663"
"=""04224P""",台灣50元大42售06,0,0,0,0,0,0,0,0,0,"2,100,000",0,0,0,"2,305,000","205,000","2,100,000","2,100,000"
1560,中砂            ,"7,621,000","6,472,007","1,148,993",0,0,0,"1,043,000",0,"1,043,000","-184,000","83,000","100,000","-17,000","176,000","343,000","-167,000","2,007,993"
"=""054785""",聯發科凱基4A購02,0,0,0,0,0,0,0,0,0,"1,966,000",0,0,0,"1,966,000",0,"1,966,000","1,966,000"
"=""04174P""",皇昌群益42售02  ,0,0,0,0,0,0,0,0,0,"1,888,000",0,0,0,"2,117,000","229,000","1,888,000","1,888,000"
"=""08680P""",世芯元大4B售06  ,0,0,0,0,0,0,0,0,0,"1,854,000",0,0,0,"1,897,000","43,000","1,854,000","1,854,000"
"=""05742P""",碩天群益48售01  ,0,0,0,0,0,0,0,0,0,"1,770,000",0,0,0,"2,698,000","928,000","1,770,000","1,770,000"
"=""060447""",正崴群益46購04  ,0,0,0,0,0,0,0,0,0,"1,765,000",0,0,0,"2,010,000","245,000","1,765,000","1,765,000"
"=""00669R""",國泰美國道瓊反1 ,0,"135,000","-135,000",0,0,0,0,0,0,"1,862,000",0,0,0,"2,732,000","870,000","1,862,000","1,727,000"
2201,裕隆            ,"2,106,000","280,000","1,826,000",0,0,0,0,0,0,"-101,540","23,858","122,000","-98,142","55,602","59,000","-3,398","1,724,460"
3042,晶技            ,"1,305,000","565,000","740,000",0,0,0,"1,150,000","2,000","1,148,000","-168,187","27,000","41,000","-14,000","23,813","178,000","-154,187","1,719,813"
"=""058131""",台積電群益4B購04,0,0,0,0,0,0,0,0,0,"1,616,000",0,0,0,"1,616,000",0,"1,616,000","1,616,000"
5876,上海商銀        ,"1,242,908","2,279,000","-1,036,092",0,0,0,"2,655,000",0,"2,655,000","-22,384","1,627","52,011","-50,384","31,000","3,000","28,000","1,596,524"
"=""062675""",偉訓國票47購01  ,0,0,0,0,0,0,0,0,0,"1,545,000",0,0,0,"1,560,000","15,000","1,545,000","1,545,000"
3702,大聯大          ,"1,515,858","2,516,000","-1,000,142",0,0,0,"2,925,000","103,000","2,822,000","-290,058","13,000","512,000","-499,000","263,942","55,000","208,942","1,531,800"
"=""058983""",可成國票46購01  ,0,0,0,0,0,0,0,0,0,"1,522,000",0,0,0,"1,756,000","234,000","1,522,000","1,522,000"
"=""00902""",中信電池及儲能  ,"175,000","189,000","-14,000",0,0,0,0,0,0,"1,529,972",0,0,0,"3,752,087","2,222,115","1,529,972","1,515,972"
"=""056933""",萬海群益45購06  ,0,0,0,0,0,0,0,0,0,"1,497,000",0,0,0,"1,497,000",0,"1,497,000","1,497,000"
1522,堤維西          ,"7,470,000","5,981,000","1,489,000",0,0,0,0,0,0,0,"50,000","50,000",0,0,0,0,"1,489,000"
9945,潤泰新          ,"2,241,818","735,000","1,506,818",0,0,0,0,0,0,"-26,000",0,"40,000","-40,000","136,000","122,000","14,000","1,480,818"
3037,欣興            ,"4,704,834","3,340,004","1,364,830",0,0,0,"101,000","180,000","-79,000","182,865","257,000","182,939","74,061","151,788","42,984","108,804","1,468,695"
3708,上緯投控        ,"4,122,160","2,880,000","1,242,160",0,0,0,"254,000",0,"254,000","-33,664",0,"103,000","-103,000","106,955","37,619","69,336","1,462,496"
"=""068211""",元日2X群益51購01,0,0,0,0,0,0,0,0,0,"1,461,000",0,0,0,"1,557,000","96,000","1,461,000","1,461,000"
1708,東鹼            ,"2,546,000","1,149,500","1,396,500",0,0,0,0,0,0,"-23,169","56,946","55,115","1,831","4,000","29,000","-25,000","1,373,331"
"=""038555""",台積電元富54購15,0,0,0,0,0,0,0,0,0,"1,359,000",0,0,0,"1,359,000",0,"1,359,000","1,359,000"
"=""063649""",台積電元大46購29,0,0,0,0,0,0,0,0,0,"1,287,000",0,0,0,"1,287,000",0,"1,287,000","1,287,000"
"=""075143""",臺股指永豐4C購04,0,0,0,0,0,0,0,0,0,"1,279,000",0,0,0,"1,299,000","20,000","1,279,000","1,279,000"
"=""03450P""",聯發科統一41售05,0,0,0,0,0,0,0,0,0,"1,261,000",0,0,0,"1,481,000","220,000","1,261,000","1,261,000"
"=""00752""",中信中國50      ,"549,100","152,000","397,100",0,0,0,0,0,0,"843,352",0,0,0,"1,991,549","1,148,197","843,352","1,240,452"
"=""069124""",聯電群益49購03  ,0,0,0,0,0,0,0,0,0,"1,218,000",0,0,0,"1,445,000","227,000","1,218,000","1,218,000"
6770,力積電          ,"3,939,266","2,429,108","1,510,158",0,0,0,0,0,0,"-309,000","44,000","314,000","-270,000","28,000","67,000","-39,000","1,201,158"
"=""054323""",威盛群益44購07  ,0,0,0,0,0,0,0,0,0,"1,201,000",0,0,0,"1,533,000","332,000","1,201,000","1,201,000"
"=""054728""",華碩國泰46購01  ,0,0,0,0,0,0,0,0,0,"1,178,000",0,0,0,"1,178,000",0,"1,178,000","1,178,000"
"=""04904P""",聯發科元富44售18,0,0,0,0,0,0,0,0,0,"1,174,000",0,0,0,"1,246,000","72,000","1,174,000","1,174,000"
"=""05743P""",晶碩群益48售01  ,0,0,0,0,0,0,0,0,0,"1,172,000",0,0,0,"1,315,000","143,000","1,172,000","1,172,000"
