證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
"=""00637L""",元大滬深300正2  ,"20,369,000","4,747,000","15,622,000",0.0,0.0,0.0,0,0,0,"55,548,201","200,000",0,"200,000","82,055,471","26,707,270","55,348,201","71,170,201"
2888,新光金          ,"102,103,261","36,923,869","65,179,392",0.0,0.0,0.0,"2,000",0,"2,000","-484,999","762,001","1,102,000","-339,999","553,000","698,000","-145,000","64,696,393"
"=""00665L""",富邦�琤肭磪囓�2 ,"11,100,000","7,138,000","3,962,000",0.0,0.0,0.0,0,0,0,"52,708,624",0,0,0,"63,252,140","10,543,516","52,708,624","56,670,624"
2618,長榮航          ,"50,209,225","17,207,326","33,001,899",0.0,0.0,0.0,"7,352,000","364,291","6,987,709","2,179,202","1,179,869","506,000","673,869","1,866,333","361,000","1,505,333","42,168,810"
"=""00882""",中信中國高股息  ,"11,387,000","377,149","11,009,851",0.0,0.0,0.0,0,0,0,"16,283,964",0,0,0,"21,259,964","4,976,000","16,283,964","27,293,815"
2882,國泰金          ,"31,432,448","6,522,208","24,910,240",0.0,0.0,0.0,"902,000","83,557","818,443","1,036,850","579,482","147,632","431,850","763,102","158,102","605,000","26,765,533"
2603,長榮            ,"33,000,753","11,066,552","21,934,201",0.0,0.0,0.0,"2,899,000","870,000","2,029,000","391,402","906,000","1,188,022","-282,022","1,355,856","682,432","673,424","24,354,603"
2615,萬海            ,"30,491,009","11,593,447","18,897,562",0.0,0.0,0.0,"1,306,000","1,009","1,304,991","2,198,807","1,540,988","860,000","680,988","2,314,609","796,790","1,517,819","22,401,360"
"=""00753L""",中信中國50正2   ,"10,214,000","6,524,000","3,690,000",0.0,0.0,0.0,0,0,0,"12,316,714",0,0,0,"18,933,799","6,617,085","12,316,714","16,006,714"
"=""00650L""",復華香港正2     ,"3,684,000","2,112,000","1,572,000",0.0,0.0,0.0,0,0,0,"10,857,066",0,0,0,"17,892,610","7,035,544","10,857,066","12,429,066"
