排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2303,聯電,"349,619,577","129,272",46.8,48.2,46.35,47.05,-,2.0,47.05,47.1
2,"=""00677U""",期富邦VIX,"321,714,808","14,422",3.4,3.45,3.31,3.31,+,0.02,3.31,3.32
3,3481,群創,"308,828,020","54,188",16.85,16.9,16.5,16.55,-,0.55,16.55,16.6
4,"=""00632R""",元大台灣50反1,"206,676,801","12,613",6.43,6.46,6.32,6.36,+,0.05,6.36,6.37
5,2409,友達,"191,538,886","39,973",18.85,18.9,18.35,18.5,-,0.55,18.45,18.5
6,2610,華航,"181,071,351","34,328",13.6,14.0,13.5,13.65,-,0.25,13.65,13.7
7,"=""00715L""",期街口布蘭特正2,"172,040,757","11,444",7.21,7.34,7.15,7.26,+,0.55,7.26,7.27
8,2603,長榮,"117,113,445","28,194",36.9,37.95,36.7,37.3,,0.0,37.25,37.3
9,2609,陽明,"115,422,119","28,611",25.9,27.0,25.8,26.05,-,0.55,26.05,26.1
10,2344,華邦電,"104,413,957","36,463",27.2,27.95,26.95,27.4,-,0.85,27.4,27.45
11,2014,中鴻,"103,792,927","30,589",18.6,19.0,17.5,17.85,-,0.75,17.85,17.9
12,2328,廣宇,"103,652,428","43,083",42.75,44.15,41.3,43.6,+,0.5,43.55,43.65
13,"=""00637L""",元大滬深300正2,"93,153,664","17,041",28.28,28.8,27.48,28.0,-,0.81,28.0,28.01
14,2317,鴻海,"87,263,439","34,097",113.5,116.0,112.5,115.0,+,0.5,115.0,115.5
15,2330,台積電,"85,579,527","127,693",588.0,605.0,584.0,601.0,,0.0,600.0,601.0
16,"=""00881""",國泰台灣科技龍頭,"73,687,714","32,632",16.9,17.19,16.86,17.09,-,0.11,17.08,17.09
17,2337,旺宏,"72,705,692","29,409",40.65,41.35,40.3,40.35,-,1.55,40.35,40.4
18,1314,中石化,"68,178,283","13,142",11.15,11.2,10.8,10.9,-,0.25,10.85,10.9
19,2027,大成鋼,"65,740,317","26,001",31.85,31.85,30.0,30.2,-,2.6,30.2,30.25
20,"=""00642U""",期元大S&P石油,"65,036,007","9,184",10.91,10.96,10.84,10.92,+,0.45,10.92,10.93
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
