排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"120,359,436","5,574",5.77,5.81,5.76,5.78,+,0.05,5.77,5.78
2,2610,華航,"66,940,036","17,344",19.7,19.9,19.25,19.3,-,0.35,19.3,19.35
3,6443,元晶,"59,700,947","31,298",37.25,37.8,35.85,35.85,-,0.95,35.85,35.9
4,"=""00637L""",元大滬深300正2,"57,400,915","7,039",15.82,15.95,15.64,15.69,-,0.1,15.69,15.7
5,2201,裕隆,"57,385,735","29,480",61.6,67.2,61.5,66.6,+,4.3,66.6,66.7
6,3481,群創,"47,978,741","9,667",11.95,11.95,11.75,11.8,-,0.2,11.8,11.85
7,"=""00878""",國泰永續高股息,"44,324,991","24,137",16.36,16.42,16.23,16.42,+,0.01,16.41,16.42
8,2891,中信金,"39,607,883","8,149",22.75,23.0,22.55,22.9,+,0.2,22.9,22.95
9,2388,威盛,"39,575,151","21,916",77.5,77.7,73.5,73.6,-,3.2,73.5,73.6
10,1605,華新,"37,834,323","16,409",46.95,47.2,46.3,47.15,+,0.2,47.15,47.2
11,2882,國泰金,"33,949,558","11,971",40.9,41.15,40.15,41.0,-,0.1,41.0,41.05
12,2883,凱基金,"32,840,208","8,724",12.75,13.0,12.6,12.95,,0.0,12.95,13.0
13,2409,友達,"32,534,874","8,355",15.6,15.7,15.4,15.7,,0.0,15.65,15.7
14,2618,長榮航,"31,533,790","11,204",28.6,28.75,28.05,28.05,-,0.3,28.05,28.1
15,3576,聯合再生,"27,342,546","11,777",22.2,22.4,21.4,21.4,-,0.7,21.4,21.45
16,2881,富邦金,"26,826,371","14,687",55.7,57.7,54.8,57.5,,0.0,57.5,57.6
17,1734,杏輝,"26,820,423","12,957",33.05,35.3,32.8,34.5,+,1.7,34.5,34.55
18,"=""00715L""",期街口布蘭特正2,"26,572,878","4,371",13.0,13.0,12.7,12.81,-,0.08,12.81,12.82
19,2303,聯電,"25,807,210","12,616",43.35,43.65,43.0,43.5,,0.0,43.5,43.55
20,6770,力積電,"25,425,370","11,122",32.65,32.75,32.05,32.2,-,1.25,32.15,32.2
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
