排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"173,766,148","35,379",16.1,16.2,15.65,15.7,-,0.4,15.65,15.7
2,2610,華航,"173,371,407","51,296",28.2,28.45,27.3,27.55,-,0.35,27.55,27.6
3,2618,長榮航,"140,970,334","42,283",41.0,41.3,39.6,39.85,-,0.85,39.85,39.9
4,2634,漢翔,"130,948,036","61,372",65.3,66.0,63.4,65.0,+,1.1,64.9,65.0
5,2371,大同,"129,356,109","47,479",46.5,50.7,46.4,49.95,+,3.75,49.95,50.0
6,3231,緯創,"117,521,160","46,625",79.0,79.3,75.3,77.7,-,0.7,77.7,77.8
7,"=""00632R""",元大台灣50反1,"95,116,669","4,587",4.76,4.79,4.75,4.77,+,0.02,4.76,4.77
8,2409,友達,"91,328,502","20,638",20.2,20.2,19.6,19.6,-,0.6,19.6,19.65
9,"=""00878""",國泰永續高股息,"91,232,476","43,896",19.25,19.26,19.07,19.13,-,0.15,19.12,19.13
10,4904,遠傳,"88,975,034","17,184",78.7,79.0,77.5,78.5,-,3.5,78.3,78.5
11,2323,中環,"87,249,398","20,855",13.7,14.5,13.55,14.25,+,0.65,14.2,14.25
12,"=""00715L""",期街口布蘭特正2,"83,126,431","5,476",12.15,12.2,12.08,12.11,+,0.08,12.11,12.12
13,2356,英業達,"77,370,427","31,734",44.0,44.0,42.4,43.1,-,1.0,43.05,43.1
14,2303,聯電,"67,192,640","16,368",53.6,54.0,53.5,53.7,-,0.1,53.6,53.7
15,1513,中興電,"62,483,275","37,934",130.5,138.0,130.5,132.0,+,3.5,132.0,132.5
16,2382,廣達,"60,198,841","33,199",148.5,149.0,142.5,145.0,-,5.0,145.0,145.5
17,2801,彰銀,"51,070,426","7,433",18.75,18.9,18.6,18.85,-,0.05,18.8,18.85
18,2353,宏��,"49,146,708","10,143",31.95,32.65,31.9,32.65,+,0.8,32.6,32.65
19,1528,恩德,"47,425,163","15,703",17.95,18.55,17.25,17.55,-,0.15,17.55,17.6
20,2337,旺宏,"46,992,644","11,356",33.15,33.3,32.6,32.6,X,0.0,32.6,32.65
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
