排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2344,華邦電,"243,057,485","62,348",20.1,21.25,19.85,20.05,+,0.45,20.0,20.05
2,2408,南亞科,"192,564,170","82,163",59.7,59.9,54.4,56.7,-,1.7,56.6,56.7
3,"=""00715L""",期街口布蘭特正2,"165,226,239","18,492",11.2,11.47,11.08,11.19,-,2.82,11.18,11.19
4,2883,凱基金,"158,271,378","17,795",16.1,16.15,15.9,15.9,,0.0,15.9,15.95
5,"=""00673R""",期元大S&P原油反1,"155,604,769","6,697",6.61,6.65,6.56,6.63,+,0.6,6.62,6.63
6,2303,聯電,"132,725,801","43,159",42.5,45.35,42.5,45.35,X,0.0,45.35,45.4
7,3037,欣興,"83,917,118","49,238",113.0,116.5,110.5,111.5,+,1.5,111.5,112.0
8,2887,台新新光金,"72,043,797","10,867",16.0,16.25,15.8,15.8,-,0.1,15.8,15.85
9,"=""00632R""",元大台灣50反1,"68,149,523","10,360",22.31,22.34,22.2,22.22,-,0.47,22.22,22.23
10,2317,鴻海,"67,130,349","40,109",158.0,162.0,157.5,160.5,+,4.5,160.0,160.5
11,"=""0050""",元大台灣50,"56,021,848","38,901",47.3,47.49,47.3,47.49,+,0.85,47.48,47.49
12,2891,中信金,"55,775,051","16,746",43.1,43.75,43.05,43.75,+,0.8,43.7,43.75
13,1303,南亞,"53,991,027","12,563",27.1,27.9,27.0,27.55,+,0.45,27.5,27.6
14,"=""00637L""",元大滬深300正2,"53,128,513","6,537",14.74,15.17,14.71,14.95,+,0.38,14.95,14.96
15,3013,晟銘電,"52,852,573","36,625",130.0,139.5,128.0,136.5,+,9.5,136.5,137.0
16,3231,緯創,"49,969,527","30,769",119.5,121.0,119.0,120.0,+,1.5,120.0,120.5
17,2328,廣宇,"48,124,758","17,973",41.7,43.7,41.2,43.7,+,3.95,43.7,0.0
18,2609,陽明,"47,779,649","17,324",72.7,74.2,72.7,73.1,+,1.2,73.1,73.2
19,6139,亞翔,"47,393,955","36,806",334.5,346.5,325.0,337.0,+,14.0,336.5,337.0
20,1216,統一,"46,335,689","10,217",79.6,80.0,78.8,79.9,+,0.7,79.7,79.9
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
