排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2303,聯電,"550,193,363","171,509",50.6,53.9,50.0,53.0,+,3.35,53.0,53.1
2,2603,長榮,"488,267,720","124,462",35.95,36.3,31.8,32.0,-,2.0,32.0,32.05
3,2609,陽明,"388,985,114","97,822",26.15,26.15,21.7,21.85,-,1.95,21.85,21.9
4,2328,廣宇,"230,939,367","108,395",43.8,46.4,40.55,42.75,-,1.25,42.75,42.8
5,"=""00677U""",期富邦VIX,"168,049,867","10,175",3.25,3.29,3.2,3.22,-,0.1,3.21,3.22
6,"=""00632R""",元大台灣50反1,"162,119,948","13,081",6.51,6.52,6.41,6.42,-,0.14,6.42,6.43
7,3481,群創,"141,768,462","27,099",14.05,14.15,13.75,13.8,-,0.2,13.8,13.85
8,2409,友達,"105,344,774","17,009",14.9,14.95,14.55,14.7,-,0.1,14.65,14.7
9,2344,華邦電,"102,178,584","28,435",26.05,26.85,25.85,26.6,+,0.85,26.55,26.6
10,2449,京元電子,"100,774,331","45,110",37.6,39.75,37.6,38.3,+,1.3,38.3,38.35
11,2317,鴻海,"95,320,325","45,246",115.0,116.5,114.0,115.0,+,1.0,115.0,115.5
12,2312,金寶,"90,225,411","16,321",12.8,13.65,12.65,13.65,+,1.2,13.65,0.0
13,2401,凌陽,"89,582,460","26,354",25.45,27.2,25.25,27.2,+,2.45,27.2,0.0
14,6116,彩晶,"88,090,089","11,922",12.15,12.65,12.1,12.4,+,0.3,12.4,12.45
15,"=""00881""",國泰台灣科技龍頭,"86,674,031","26,142",17.14,17.4,17.13,17.38,+,0.45,17.38,17.39
16,2371,大同,"82,022,155","25,701",25.4,27.35,25.25,26.85,+,1.7,26.8,26.85
17,2363,矽統,"76,426,605","18,916",17.0,18.4,16.9,18.4,+,1.65,18.4,0.0
18,3711,日月光投控,"63,842,393","30,538",101.5,109.5,101.5,105.5,+,5.0,105.0,105.5
19,2615,萬海,"58,284,199","22,988",46.75,47.2,42.6,43.2,-,1.9,43.2,43.25
20,2330,台積電,"52,947,466","55,490",618.0,632.0,613.0,627.0,+,20.0,627.0,628.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
