排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2498,宏達電,"95,976,402","51,404",52.2,56.5,51.7,55.6,+,4.2,55.6,55.7
2,3231,緯創,"90,927,807","55,893",110.0,114.5,108.5,112.5,+,7.5,112.0,112.5
3,8105,凌巨,"82,159,273",313,14.9,14.9,14.55,14.65,-,0.05,14.65,14.7
4,9105,泰金寶-DR,"81,174,577","13,707",7.93,8.45,7.93,8.33,+,0.17,8.33,8.34
5,"=""00637L""",元大滬深300正2,"65,206,758","7,339",15.33,15.58,15.33,15.44,+,0.22,15.44,15.45
6,2888,新光金,"65,047,422","9,794",12.1,12.15,12.05,12.1,+,0.05,12.1,12.15
7,6558,興能高,"61,104,472","30,053",51.1,56.2,50.1,56.2,+,5.1,56.2,0.0
8,3645,達邁,"58,497,034","34,751",66.4,71.4,64.3,71.4,+,6.3,71.3,71.4
9,"=""00929""",復華台灣科技優息,"55,443,443","14,081",18.03,18.22,18.03,18.19,+,0.16,18.19,18.2
10,"=""00665L""",富邦�琤肭磪囓�2,"48,331,302","4,084",8.2,8.43,8.19,8.42,+,0.41,8.41,8.42
11,2303,聯電,"47,464,919","19,206",41.55,42.75,41.5,42.75,+,1.55,42.7,42.75
12,"=""00953B""",群益優選非投等債,"43,776,360","5,426",10.35,10.35,10.29,10.3,-,0.04,10.3,10.31
13,3481,群創,"43,077,345","10,513",14.05,14.05,13.65,13.85,-,0.1,13.8,13.85
14,1301,台塑,"41,017,613","20,063",36.65,37.5,36.0,36.9,-,0.3,36.9,36.95
15,"=""0056""",元大高股息,"39,426,120","30,940",35.49,35.53,35.42,35.52,+,0.17,35.52,35.53
16,6215,和椿,"38,170,464","23,774",108.0,116.5,107.5,116.5,+,10.5,116.5,0.0
17,"=""00753L""",中信中國50正2,"37,253,117","4,194",8.3,8.57,8.3,8.57,+,0.5,8.57,8.58
18,2472,立隆電,"37,148,551","25,816",92.5,100.0,91.0,95.7,+,3.8,95.7,95.8
19,2317,鴻海,"35,167,919","44,005",174.5,178.0,174.5,178.0,+,4.5,177.5,178.0
20,"=""00632R""",元大台灣50反1,"34,254,208","3,644",22.71,22.71,22.53,22.6,-,0.22,22.6,22.61
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
