排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00637L""",元大滬深300正2,"124,552,235","13,336",16.75,16.75,16.23,16.24,-,0.62,16.24,16.25
2,3706,神達,"122,577,019","60,147",83.5,84.0,77.1,77.7,-,5.8,77.6,77.7
3,2303,聯電,"116,092,296","48,858",42.0,42.1,40.6,41.45,-,1.05,41.4,41.45
4,9105,泰金寶-DR,"113,155,171","19,500",8.01,8.22,7.95,8.18,+,0.35,8.17,8.18
5,2609,陽明,"99,983,673","54,278",78.9,81.8,78.6,80.4,+,1.8,80.3,80.4
6,"=""00919""",群益台灣精選高息,"84,055,372","37,291",23.8,23.8,23.6,23.71,-,0.1,23.71,23.72
7,"=""00918""",大華優利高填息30,"77,388,597","26,862",24.31,24.31,24.11,24.18,-,0.14,24.18,24.19
8,4540,全球傳動,"72,117,188","40,901",51.6,55.0,49.1,52.5,+,2.1,52.4,52.5
9,"=""00665L""",富邦�琤肭磪囓�2,"70,601,292","5,346",8.42,8.45,8.2,8.21,-,0.38,8.21,8.22
10,2618,長榮航,"65,474,088","26,705",44.95,45.25,43.7,44.35,-,0.75,44.35,44.4
11,"=""00753L""",中信中國50正2,"64,414,988","6,750",9.14,9.14,8.85,8.87,-,0.45,8.86,8.87
12,"=""00929""",復華台灣科技優息,"62,939,858","18,170",17.93,17.93,17.84,17.89,-,0.09,17.88,17.89
13,3019,亞光,"55,539,606","36,947",121.0,131.0,120.5,128.0,+,8.0,128.0,128.5
14,2317,鴻海,"55,417,050","78,777",188.5,189.5,185.5,186.5,-,2.0,186.5,187.0
15,3029,零壹,"50,730,768","33,176",148.5,154.5,143.5,154.0,,0.0,153.5,154.0
16,3481,群創,"50,305,825","10,941",15.7,15.75,15.3,15.35,-,0.4,15.35,15.4
17,"=""00680L""",元大美債20正2,"46,655,907","4,905",8.14,8.14,8.1,8.13,-,0.12,8.12,8.13
18,6215,和椿,"46,487,596","30,077",72.0,72.7,68.2,68.9,-,2.0,68.8,68.9
19,"=""00878""",國泰永續高股息,"43,909,807","30,816",22.24,22.24,22.14,22.19,-,0.06,22.19,22.2
20,2883,凱基金,"43,412,395","7,879",18.25,18.25,18.0,18.1,-,0.15,18.1,18.15
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
