排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2344,華邦電,"579,286,537","218,332",35.8,39.25,35.35,38.8,+,2.8,38.75,38.8
2,6770,力積電,"253,574,999","88,046",27.5,28.4,26.85,27.2,-,0.5,27.2,27.25
3,"=""00715L""",期街口布蘭特正2,"246,222,118","23,974",10.55,10.62,10.52,10.62,-,0.43,10.61,10.62
4,1504,東元,"133,471,757","68,207",114.5,115.5,111.0,113.5,-,1.0,113.0,113.5
5,3231,緯創,"90,491,286","51,622",149.5,154.0,148.0,153.5,+,4.0,153.5,154.0
6,8110,華東,"87,170,018","29,550",20.2,21.25,20.0,21.25,+,1.9,21.25,0.0
7,"=""00981A""",主動統一台股增長,"86,592,765","16,461",13.85,14.03,13.85,14.03,+,0.23,14.03,14.04
8,"=""00919""",群益台灣精選高息,"86,185,366","48,192",21.2,21.21,21.15,21.15,-,0.05,21.15,21.16
9,"=""0050""",元大台灣50,"76,083,554","58,010",59.2,60.1,59.05,60.05,+,0.85,60.05,60.1
10,"=""00632R""",元大台灣50反1,"69,271,041","12,814",18.16,18.16,17.93,17.93,-,0.22,17.93,17.94
11,2887,台新新光金,"61,438,093","9,567",18.2,18.25,18.0,18.25,+,0.05,18.2,18.25
12,8021,尖點,"58,929,494","37,836",118.5,123.0,115.0,120.0,+,2.0,119.5,120.0
13,3481,群創,"56,273,205","11,690",14.6,14.8,14.35,14.65,+,0.05,14.6,14.65
14,3006,晶豪科,"55,433,401","36,323",76.6,82.5,76.1,82.5,+,7.5,82.5,0.0
15,"=""00982A""",主動群益台灣強棒,"55,178,660","8,611",13.16,13.27,13.15,13.26,+,0.15,13.26,13.27
16,2317,鴻海,"52,446,781","39,885",226.0,228.0,224.5,226.5,+,1.0,226.5,227.0
17,"=""00953B""",群益優選非投等債,"48,269,049","4,465",9.53,9.54,9.52,9.53,,0.0,9.52,9.53
18,2408,南亞科,"47,766,544","28,084",79.9,83.0,79.3,83.0,+,3.3,82.9,83.0
19,1802,台玻,"47,148,923","17,841",27.2,27.95,26.85,27.8,+,0.7,27.8,27.85
20,8046,南電,"46,132,126","44,229",231.0,254.0,229.5,254.0,+,23.0,254.0,0.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
