排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"90,750,713","3,528",5.22,5.23,5.19,5.22,-,0.01,5.21,5.22
2,3231,緯創,"83,815,415","35,107",41.3,43.5,41.0,43.4,+,2.8,43.4,43.45
3,"=""00637L""",元大滬深300正2,"74,530,409","8,190",15.42,15.5,15.13,15.39,-,0.01,15.39,15.4
4,2344,華邦電,"70,548,215","26,933",26.9,27.3,26.2,26.4,-,0.1,26.4,26.45
5,"=""00715L""",期街口布蘭特正2,"59,933,029","5,104",15.18,15.22,15.11,15.17,+,0.28,15.17,15.18
6,2457,飛宏,"56,537,344","31,559",62.6,68.3,62.6,66.6,+,4.1,66.6,66.7
7,1513,中興電,"47,429,949","30,662",97.5,102.0,97.5,101.5,+,4.7,101.0,101.5
8,"=""00673R""",期元大S&P原油反1,"43,992,436","4,237",8.34,8.37,8.32,8.36,-,0.11,8.35,8.36
9,"=""00878""",國泰永續高股息,"41,314,937","21,493",17.36,17.42,17.35,17.4,+,0.04,17.39,17.4
10,2634,漢翔,"37,595,308","17,257",43.8,44.35,43.15,44.3,+,1.9,44.3,44.35
11,2609,陽明,"30,048,514","16,493",66.4,66.7,65.4,65.7,+,0.1,65.6,65.7
12,1609,大亞,"28,799,116","12,389",27.2,27.55,26.85,26.85,-,0.35,26.85,26.9
13,1504,東元,"28,011,241","16,059",43.3,44.2,43.3,43.95,+,0.9,43.95,44.0
14,4968,立積,"27,933,834","21,878",150.0,153.0,149.0,150.0,+,2.5,149.5,150.0
15,6235,華孚,"27,180,142","15,272",80.6,82.5,79.8,79.8,-,0.6,79.8,79.9
16,1605,華新,"27,079,868","14,013",49.7,50.1,49.0,49.1,-,0.45,49.1,49.15
17,2208,台船,"26,368,184","10,914",23.05,24.1,23.05,24.05,+,1.25,24.0,24.05
18,2867,三商壽,"26,173,607","5,131",4.95,5.02,4.95,5.01,+,0.06,5.0,5.01
19,2498,宏達電,"26,105,780","11,874",64.5,65.5,64.1,65.2,+,1.1,65.1,65.2
20,3025,星通,"25,942,105","12,834",34.5,34.65,32.7,33.8,+,2.3,33.8,33.85
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
