排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"501,406,261","120,490",25.8,26.5,24.65,26.4,+,0.85,26.35,26.4
2,2618,長榮航,"249,646,503","65,426",26.45,26.85,25.4,26.75,+,0.35,26.7,26.75
3,2498,宏達電,"234,358,655","123,104",94.7,97.3,87.1,90.9,,0.0,90.9,91.0
4,2883,凱基金,"152,287,889","32,367",15.55,15.85,15.5,15.6,+,0.3,15.55,15.6
5,2388,威盛,"128,959,686","66,594",99.0,103.5,94.5,94.5,-,4.5,94.5,94.6
6,2603,長榮,"105,036,427","41,237",114.5,115.5,110.5,112.0,+,0.5,112.0,112.5
7,2888,新光金,"98,126,023","16,758",10.1,10.15,10.0,10.1,+,0.1,10.05,10.1
8,"=""00632R""",元大台灣50反1,"85,467,764","4,700",5.34,5.35,5.31,5.33,-,0.04,5.33,5.34
9,2436,偉詮電,"84,723,574","44,972",105.0,109.0,103.5,108.0,+,5.5,108.0,108.5
10,2303,聯電,"74,723,917","28,781",63.6,63.7,62.8,63.4,+,0.8,63.3,63.4
11,2344,華邦電,"70,739,448","29,979",30.2,30.5,29.9,30.15,+,0.8,30.15,30.2
12,2609,陽明,"67,359,554","28,570",109.5,110.0,105.0,105.0,-,1.5,105.0,105.5
13,2409,友達,"63,735,303","13,146",20.4,20.4,20.1,20.3,,0.0,20.25,20.3
14,2338,光罩,"63,583,220","33,223",98.7,104.0,95.5,104.0,+,9.1,104.0,0.0
15,3481,群創,"62,443,191","13,247",17.3,17.35,17.0,17.2,,0.0,17.2,17.25
16,2371,大同,"61,793,872","18,512",32.4,32.4,31.2,31.65,-,0.75,31.6,31.65
17,2401,凌陽,"56,571,176","30,152",41.95,43.2,41.0,41.05,+,0.05,41.05,41.1
18,6443,元晶,"56,507,469","25,556",34.85,37.7,34.65,36.75,+,1.7,36.75,36.8
19,2340,台亞,"54,175,415","28,085",43.0,46.0,42.85,45.0,+,2.5,45.0,45.05
20,3037,欣興,"53,708,476","34,064",205.0,206.5,195.0,196.0,-,6.0,196.0,196.5
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
