排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,6770,力積電,"206,015,674","66,215",17.8,18.6,17.4,17.65,,0.0,17.65,17.7
2,2408,南亞科,"135,338,728","56,559",51.0,51.2,47.7,48.45,-,2.15,48.45,48.5
3,2886,兆豐金,"134,765,822","40,555",41.7,42.1,40.55,41.25,-,0.45,41.25,41.3
4,"=""0050""",元大台灣50,"77,050,522","67,575",49.4,49.49,48.83,48.86,-,0.46,48.86,48.87
5,"=""00637L""",元大滬深300正2,"70,054,573","7,577",15.04,15.49,14.95,15.47,+,0.48,15.46,15.47
6,2883,凱基金,"67,015,016","19,821",15.15,15.2,14.9,14.9,-,0.25,14.9,14.95
7,"=""0056""",元大高股息,"58,421,467","32,847",35.19,35.29,34.88,34.89,-,0.26,34.89,34.9
8,"=""00919""",群益台灣精選高息,"58,089,587","33,538",21.75,21.83,21.54,21.55,-,0.19,21.55,21.56
9,2324,仁寶,"57,804,562","11,419",29.0,29.05,28.45,28.65,-,0.35,28.65,28.7
10,2888,新光金,"57,167,847","6,833",11.25,11.3,11.2,11.25,-,0.15,11.2,11.25
11,2344,華邦電,"56,810,889","15,962",19.9,19.9,18.95,19.15,-,0.6,19.1,19.15
12,3037,欣興,"56,011,863","30,396",118.5,121.0,116.0,118.0,+,1.0,117.5,118.0
13,3706,神達,"55,887,492","32,828",70.1,70.3,67.7,67.7,-,1.8,67.7,67.8
14,2618,長榮航,"53,210,572","18,033",41.5,41.6,40.65,41.4,-,0.05,41.35,41.4
15,2303,聯電,"44,412,641","18,021",44.7,44.75,43.55,43.75,-,0.65,43.75,43.8
16,2891,中信金,"44,019,225","19,714",44.45,44.8,44.35,44.5,+,0.1,44.45,44.5
17,"=""00953B""",群益優選非投等債,"43,969,504","4,281",8.96,8.96,8.93,8.94,-,0.02,8.93,8.94
18,4526,東台,"43,021,767","23,069",29.2,29.8,27.7,28.1,-,0.15,28.1,28.15
19,2887,台新新光金,"42,379,667","7,467",16.2,16.2,15.95,15.95,-,0.2,15.95,16.0
20,2885,元大金,"41,212,221","16,058",32.3,32.35,31.75,31.75,-,0.7,31.75,31.8
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
