排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2344,華邦電,"399,525,349","131,678",36.0,36.05,34.3,35.2,-,1.25,35.15,35.2
2,6770,力積電,"362,241,550","108,281",23.7,24.7,22.9,23.85,+,0.4,23.85,23.9
3,1504,東元,"331,020,174","145,825",95.6,103.0,94.2,101.5,+,7.5,101.0,101.5
4,2324,仁寶,"130,436,264","47,680",32.1,34.5,31.9,34.5,+,3.1,34.5,0.0
5,"=""00715L""",期街口布蘭特正2,"120,134,965","8,088",11.41,11.41,11.32,11.33,+,0.35,11.33,11.34
6,"=""0050""",元大台灣50,"95,128,957","81,505",58.7,58.95,58.1,58.4,-,0.05,58.4,58.45
7,2303,聯電,"86,632,497","37,671",44.4,45.3,44.1,44.85,+,0.95,44.85,44.9
8,2374,佳能,"82,805,474","53,922",89.3,93.4,89.2,90.0,+,1.2,89.9,90.0
9,3706,神達,"67,203,047","64,839",89.8,91.5,88.7,89.7,-,0.3,89.7,89.8
10,2317,鴻海,"66,406,960","57,218",222.0,223.0,219.0,223.0,+,2.0,222.5,223.0
11,"=""00919""",群益台灣精選高息,"64,401,450","19,344",21.44,21.51,21.4,21.44,,0.0,21.43,21.44
12,2887,台新新光金,"61,474,362","11,127",17.65,17.8,17.65,17.75,+,0.1,17.7,17.75
13,2327,國巨*,"61,397,555","48,150",177.5,182.0,172.5,180.0,+,4.0,179.5,180.0
14,"=""00981A""",主動統一台股增長,"61,178,927","16,090",13.81,13.83,13.56,13.71,-,0.12,13.71,13.72
15,2328,廣宇,"59,327,666","36,408",54.4,58.4,54.4,58.0,+,3.9,58.0,58.1
16,2337,旺宏,"56,609,943","20,904",26.6,26.8,25.75,26.25,-,0.5,26.25,26.3
17,"=""00940""",元大台灣價值高息,"56,196,507","6,683",9.55,9.59,9.52,9.56,+,0.01,9.55,9.56
18,"=""00929""",復華台灣科技優息,"55,701,023","10,456",18.93,19.0,18.81,18.93,+,0.01,18.93,18.94
19,"=""00981T""",平衡凱基雙核收息,"53,933,343","4,332",9.99,10.01,9.99,9.99,,0.0,9.99,10.0
20,3481,群創,"48,762,109","9,606",14.15,14.2,13.9,14.2,+,0.05,14.15,14.2
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
