排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3706,神達,"219,494,210","105,257",64.8,66.5,63.5,63.5,-,0.1,63.4,63.5
2,"=""00878""",國泰永續高股息,"173,685,563","61,421",22.88,23.0,22.78,22.92,,0.0,22.92,22.93
3,"=""00632R""",元大台灣50反1,"117,495,723","3,732",3.3,3.31,3.28,3.3,+,0.01,3.3,3.31
4,"=""00637L""",元大滬深300正2,"105,257,348","11,935",16.57,16.96,16.48,16.82,-,0.08,16.82,16.83
5,2312,金寶,"102,055,617","35,938",25.95,28.0,25.95,26.95,+,1.25,26.95,27.0
6,2324,仁寶,"98,871,455","42,038",37.8,39.4,37.4,37.85,+,1.0,37.85,37.9
7,"=""00753L""",中信中國50正2,"85,813,683","9,389",8.87,8.95,8.79,8.79,-,0.34,8.79,8.8
8,2349,錸德,"79,820,523","24,097",15.05,15.8,14.5,14.65,-,0.3,14.65,14.7
9,"=""00665L""",富邦�琤肭磪囓�2,"78,538,201","6,195",7.96,8.05,7.9,7.93,-,0.21,7.92,7.93
10,2354,鴻準,"75,973,648","40,741",94.5,95.7,93.2,93.6,+,0.1,93.6,93.7
11,9105,泰金寶-DR,"71,717,432","11,767",6.45,6.79,6.43,6.63,+,0.2,6.63,6.64
12,"=""00680L""",元大美債20正2,"70,020,891","7,599",8.13,8.15,8.08,8.1,-,0.3,8.1,8.11
13,3231,緯創,"60,638,482","30,220",117.5,122.5,117.5,121.0,+,4.0,121.0,121.5
14,2891,中信金,"57,054,133","18,602",36.8,37.0,36.35,36.55,-,0.45,36.55,36.6
15,3013,晟銘電,"57,051,414","36,655",169.5,176.0,164.0,164.5,-,4.5,164.0,164.5
16,2317,鴻海,"55,926,693","36,731",212.5,216.5,212.5,214.5,+,0.5,214.5,215.0
17,2883,凱基金,"53,457,196","11,561",17.05,17.2,16.9,16.9,-,0.25,16.9,16.95
18,2303,聯電,"53,138,929","22,155",45.9,46.35,45.7,45.8,-,0.3,45.8,45.85
19,"=""00929""",復華台灣科技優息,"51,689,570","15,890",18.2,18.35,18.12,18.28,+,0.05,18.27,18.28
20,2609,陽明,"48,725,218","36,401",73.1,73.1,71.1,71.3,-,0.8,71.3,71.4
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
