排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"150,243,929","6,519",5.9,5.93,5.86,5.86,-,0.04,5.85,5.86
2,2303,聯電,"109,311,679","38,830",38.35,39.5,38.2,39.45,+,0.85,39.45,39.5
3,2409,友達,"94,557,814","23,667",14.25,14.3,13.45,13.7,-,0.6,13.65,13.7
4,2498,宏達電,"80,134,833","40,608",64.0,64.8,62.3,64.7,+,0.5,64.6,64.7
5,3035,智原,"73,941,190","54,890",178.0,178.0,160.5,163.0,-,14.5,163.0,163.5
6,3481,群創,"73,413,803","13,810",10.8,10.85,10.4,10.65,-,0.2,10.65,10.7
7,3037,欣興,"64,743,620","46,057",173.0,180.0,169.5,179.5,+,9.5,179.0,179.5
8,2618,長榮航,"61,770,605","18,246",33.8,34.35,33.75,34.3,+,0.5,34.3,34.35
9,2603,長榮,"61,327,873","32,502",92.2,94.2,92.1,94.0,+,2.3,93.9,94.0
10,"=""00637L""",元大滬深300正2,"53,617,523","8,503",18.18,18.18,17.8,17.82,-,0.36,17.82,17.83
11,2881,富邦金,"51,922,671","20,887",55.6,55.6,54.5,55.3,X,0.0,55.3,55.4
12,3062,建漢,"49,968,867","23,510",29.6,31.45,29.5,31.2,+,1.5,31.15,31.2
13,2388,威盛,"49,432,616","24,891",72.3,73.2,69.7,73.0,-,0.3,72.9,73.0
14,2002,中鋼,"48,882,440","22,790",27.9,27.9,27.5,27.6,-,0.25,27.6,27.65
15,2888,新光金,"43,808,312","7,955",8.53,8.55,8.38,8.42,-,0.1,8.41,8.42
16,"=""00673R""",期元大S&P原油反1,"43,744,596","2,816",8.21,8.29,8.2,8.25,+,0.16,8.24,8.25
17,2884,玉山金,"38,593,526","10,612",29.1,29.35,29.05,29.35,+,0.15,29.3,29.35
18,2337,旺宏,"35,162,701","18,041",33.25,34.15,32.0,32.85,+,1.3,32.8,32.85
19,1605,華新,"34,629,384","15,207",33.1,33.85,32.35,33.0,-,0.25,32.95,33.0
20,2609,陽明,"32,833,098","17,996",87.0,88.5,87.0,88.2,+,1.5,88.1,88.2
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
